The type of the 1th product 0th component 0th damage type combine number is,[40]
The type of the 1th product 0th component 1th damage type combine number is,[51]
The type of the 1th product 1th component 0th damage type combine number is,[60]
The type of the 1th product 2th component 0th damage type combine number is,[39]
The type of the 1th product 2th component 1th damage type combine number is,[46]
The type of the 1th product 3th component 0th damage type combine number is,[58]
The type of the 1th product 3th component 1th damage type combine number is,[55]
The type of the 1th product 4th component 0th damage type combine number is,[43]
The type of the 1th product 4th component 1th damage type combine number is,[33]
The type of the 2th product 0th component 0th damage type combine number is,[16]
The type of the 2th product 0th component 1th damage type combine number is,[22]
The type of the 2th product 0th component 2th damage type combine number is,[9]
The type of the 2th product 1th component 0th damage type combine number is,[60]
The type of the 2th product 2th component 0th damage type combine number is,[29]
The type of the 2th product 2th component 1th damage type combine number is,[19]
The type of the 2th product 2th component 2th damage type combine number is,[1]
The type of the 2th product 3th component 0th damage type combine number is,[23]
The type of the 2th product 3th component 1th damage type combine number is,[8]
The type of the 2th product 4th component 0th damage type combine number is,[60]
The type of the 3th product 0th component 0th damage type combine number is,[60]
The type of the 3th product 1th component 0th damage type combine number is,[2]
The type of the 3th product 1th component 1th damage type combine number is,[7]
The type of the 3th product 1th component 2th damage type combine number is,[1]
The type of the 3th product 2th component 0th damage type combine number is,[2]
The type of the 3th product 2th component 1th damage type combine number is,[5]
The type of the 3th product 2th component 2th damage type combine number is,[16]
The type of the 3th product 3th component 0th damage type combine number is,[49]
The type of the 3th product 3th component 1th damage type combine number is,[38]
The type of the 3th product 4th component 0th damage type combine number is,[60]
The type of the 4th product 0th component 0th damage type combine number is,[36]
The type of the 4th product 0th component 1th damage type combine number is,[44]
The type of the 4th product 1th component 0th damage type combine number is,[60]
The type of the 4th product 2th component 0th damage type combine number is,[35]
The type of the 4th product 2th component 1th damage type combine number is,[45]
The type of the 4th product 3th component 0th damage type combine number is,[46]
The type of the 4th product 3th component 1th damage type combine number is,[53]
The type of the 4th product 4th component 0th damage type combine number is,[16]
The type of the 4th product 4th component 1th damage type combine number is,[4]
The type of the 4th product 4th component 2th damage type combine number is,[32]
The type of the 5th product 0th component 0th damage type combine number is,[32]
The type of the 5th product 0th component 1th damage type combine number is,[28]
The type of the 5th product 0th component 2th damage type combine number is,[33]
The type of the 5th product 1th component 0th damage type combine number is,[51]
The type of the 5th product 1th component 1th damage type combine number is,[41]
The type of the 5th product 2th component 0th damage type combine number is,[29]
The type of the 5th product 2th component 1th damage type combine number is,[14]
The type of the 5th product 3th component 0th damage type combine number is,[9]
The type of the 5th product 3th component 1th damage type combine number is,[41]
The type of the 5th product 3th component 2th damage type combine number is,[4]
The type of the 5th product 4th component 0th damage type combine number is,[60]
The type of the 6th product 0th component 0th damage type combine number is,[8]
The type of the 6th product 0th component 1th damage type combine number is,[52]
The type of the 6th product 1th component 0th damage type combine number is,[17]
The type of the 6th product 1th component 1th damage type combine number is,[40]
The type of the 6th product 1th component 2th damage type combine number is,[27]
The type of the 6th product 2th component 0th damage type combine number is,[60]
The type of the 6th product 3th component 0th damage type combine number is,[60]
The type of the 6th product 4th component 0th damage type combine number is,[46]
The type of the 6th product 4th component 1th damage type combine number is,[53]
The disassemble time of the0th product is,2
The disassemble time of the1th product is,6
The disassemble time of the2th product is,7
The disassemble time of the3th product is,4
The disassemble time of the4th product is,12
The disassemble time of the5th product is,12
The disassemble time of the6th product is,14
The reassemble time of the0th product is,2
The reassemble time of the1th product is,2
The reassemble time of the2th product is,6
The reassemble time of the3th product is,8
The reassemble time of the4th product is,12
The reassemble time of the5th product is,10
The reassemble time of the6th product is,12
The type of the 0th route combine total opertion is,"[10, 5, 3]"
The type of the 1th route combine total opertion is,"[9, 1, 2]"
The type of the 2th route combine total opertion is,"[3, 9, 2, 4]"
The type of the 3th route combine total opertion is,"[6, 4, 7]"
The type of the 4th route combine total opertion is,"[6, 7, 2, 10]"
The type of the 5th route combine total opertion is,"[6, 8, 2, 7]"
The type of the 6th route combine total opertion is,"[5, 7, 6]"
The type of the 7th route combine total opertion is,"[1, 9, 10, 7]"
The type of the 8th route combine total opertion is,"[8, 1, 6, 7]"
The type of the 9th route combine total opertion is,"[1, 7]"
The type of the 0th product of the0th component the0th damage type can select the route is,"[[5, 7, 6]]"
The type of the 0th product of the0th component the1th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 0th product of the1th component the0th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 0th product of the1th component the1th damage type can select the route is,"[[9, 1, 2]]"
The type of the 0th product of the1th component the2th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 0th product of the2th component the0th damage type can select the route is,"[[6, 4, 7]]"
The type of the 0th product of the2th component the1th damage type can select the route is,"[[9, 1, 2]]"
The type of the 0th product of the3th component the0th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 0th product of the4th component the0th damage type can select the route is,"[[6, 4, 7]]"
The type of the 0th product of the4th component the1th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 1th product of the0th component the0th damage type can select the route is,"[[6, 8, 2, 7]]"
The type of the 1th product of the0th component the1th damage type can select the route is,"[[9, 1, 2]]"
The type of the 1th product of the1th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 1th product of the2th component the0th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 1th product of the2th component the1th damage type can select the route is,"[[1, 7]]"
The type of the 1th product of the3th component the0th damage type can select the route is,"[[5, 7, 6]]"
The type of the 1th product of the3th component the1th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 1th product of the4th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 1th product of the4th component the1th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 2th product of the0th component the0th damage type can select the route is,"[[6, 8, 2, 7]]"
The type of the 2th product of the0th component the1th damage type can select the route is,"[[6, 4, 7]]"
The type of the 2th product of the0th component the2th damage type can select the route is,"[[1, 7]]"
The type of the 2th product of the1th component the0th damage type can select the route is,"[[9, 1, 2]]"
The type of the 2th product of the2th component the0th damage type can select the route is,"[[10, 5, 3]]"
The type of the 2th product of the2th component the1th damage type can select the route is,"[[5, 7, 6]]"
The type of the 2th product of the2th component the2th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 2th product of the3th component the0th damage type can select the route is,"[[5, 7, 6]]"
The type of the 2th product of the3th component the1th damage type can select the route is,"[[5, 7, 6]]"
The type of the 2th product of the4th component the0th damage type can select the route is,"[[1, 7]]"
The type of the 3th product of the0th component the0th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 3th product of the1th component the0th damage type can select the route is,"[[10, 5, 3]]"
The type of the 3th product of the1th component the1th damage type can select the route is,"[[6, 4, 7]]"
The type of the 3th product of the1th component the2th damage type can select the route is,"[[5, 7, 6]]"
The type of the 3th product of the2th component the0th damage type can select the route is,"[[9, 1, 2]]"
The type of the 3th product of the2th component the1th damage type can select the route is,"[[5, 7, 6]]"
The type of the 3th product of the2th component the2th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 3th product of the3th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 3th product of the3th component the1th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 3th product of the4th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 4th product of the0th component the0th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 4th product of the0th component the1th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 4th product of the1th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 4th product of the2th component the0th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 4th product of the2th component the1th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 4th product of the3th component the0th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 4th product of the3th component the1th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 4th product of the4th component the0th damage type can select the route is,"[[6, 4, 7]]"
The type of the 4th product of the4th component the1th damage type can select the route is,"[[1, 7]]"
The type of the 4th product of the4th component the2th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 5th product of the0th component the0th damage type can select the route is,"[[5, 7, 6]]"
The type of the 5th product of the0th component the1th damage type can select the route is,"[[9, 1, 2]]"
The type of the 5th product of the0th component the2th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 5th product of the1th component the0th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 5th product of the1th component the1th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 5th product of the2th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 5th product of the2th component the1th damage type can select the route is,"[[6, 7, 2, 10]]"
The type of the 5th product of the3th component the0th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 5th product of the3th component the1th damage type can select the route is,"[[5, 7, 6]]"
The type of the 5th product of the3th component the2th damage type can select the route is,"[[6, 8, 2, 7]]"
The type of the 5th product of the4th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 6th product of the0th component the0th damage type can select the route is,"[[3, 9, 2, 4]]"
The type of the 6th product of the0th component the1th damage type can select the route is,"[[6, 8, 2, 7]]"
The type of the 6th product of the1th component the0th damage type can select the route is,"[[8, 1, 6, 7]]"
The type of the 6th product of the1th component the1th damage type can select the route is,"[[6, 4, 7]]"
The type of the 6th product of the1th component the2th damage type can select the route is,"[[10, 5, 3]]"
The type of the 6th product of the2th component the0th damage type can select the route is,"[[6, 8, 2, 7]]"
The type of the 6th product of the3th component the0th damage type can select the route is,"[[9, 1, 2]]"
The type of the 6th product of the4th component the0th damage type can select the route is,"[[1, 9, 10, 7]]"
The type of the 6th product of the4th component the1th damage type can select the route is,"[[9, 1, 2]]"
The type of the 0th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 0th product of the0th component the0th damage type select the the1th route restore time is,[5]
The type of the 0th product of the0th component the0th damage type select the the2th route restore time is,[3]
The type of the 0th product of the0th component the1th damage type select the the0th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the1th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the3th route restore time is,[3]
The type of the 0th product of the1th component the0th damage type select the the0th route restore time is,[10]
The type of the 0th product of the1th component the0th damage type select the the1th route restore time is,[5]
The type of the 0th product of the1th component the0th damage type select the the2th route restore time is,[10]
The type of the 0th product of the1th component the0th damage type select the the3th route restore time is,[8]
The type of the 0th product of the1th component the1th damage type select the the0th route restore time is,[7]
The type of the 0th product of the1th component the1th damage type select the the1th route restore time is,[9]
The type of the 0th product of the1th component the1th damage type select the the2th route restore time is,[5]
The type of the 0th product of the1th component the2th damage type select the the0th route restore time is,[9]
The type of the 0th product of the1th component the2th damage type select the the1th route restore time is,[9]
The type of the 0th product of the1th component the2th damage type select the the2th route restore time is,[8]
The type of the 0th product of the1th component the2th damage type select the the3th route restore time is,[5]
The type of the 0th product of the2th component the0th damage type select the the0th route restore time is,[8]
The type of the 0th product of the2th component the0th damage type select the the1th route restore time is,[8]
The type of the 0th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 0th product of the2th component the1th damage type select the the0th route restore time is,[6]
The type of the 0th product of the2th component the1th damage type select the the1th route restore time is,[8]
The type of the 0th product of the2th component the1th damage type select the the2th route restore time is,[7]
The type of the 0th product of the3th component the0th damage type select the the0th route restore time is,[7]
The type of the 0th product of the3th component the0th damage type select the the1th route restore time is,[7]
The type of the 0th product of the3th component the0th damage type select the the2th route restore time is,[10]
The type of the 0th product of the3th component the0th damage type select the the3th route restore time is,[8]
The type of the 0th product of the4th component the0th damage type select the the0th route restore time is,[20]
The type of the 0th product of the4th component the0th damage type select the the1th route restore time is,[8]
The type of the 0th product of the4th component the0th damage type select the the2th route restore time is,[14]
The type of the 0th product of the4th component the1th damage type select the the0th route restore time is,[18]
The type of the 0th product of the4th component the1th damage type select the the1th route restore time is,[20]
The type of the 0th product of the4th component the1th damage type select the the2th route restore time is,[11]
The type of the 0th product of the4th component the1th damage type select the the3th route restore time is,[10]
The type of the 1th product of the0th component the0th damage type select the the0th route restore time is,[9]
The type of the 1th product of the0th component the0th damage type select the the1th route restore time is,[6]
The type of the 1th product of the0th component the0th damage type select the the2th route restore time is,[8]
The type of the 1th product of the0th component the0th damage type select the the3th route restore time is,[7]
The type of the 1th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 1th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 1th product of the0th component the1th damage type select the the2th route restore time is,[8]
The type of the 1th product of the1th component the0th damage type select the the0th route restore time is,[9]
The type of the 1th product of the1th component the0th damage type select the the1th route restore time is,[10]
The type of the 1th product of the1th component the0th damage type select the the2th route restore time is,[12]
The type of the 1th product of the1th component the0th damage type select the the3th route restore time is,[8]
The type of the 1th product of the2th component the0th damage type select the the0th route restore time is,[6]
The type of the 1th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 1th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 1th product of the2th component the0th damage type select the the3th route restore time is,[6]
The type of the 1th product of the2th component the1th damage type select the the0th route restore time is,[5]
The type of the 1th product of the2th component the1th damage type select the the1th route restore time is,[7]
The type of the 1th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 1th product of the3th component the0th damage type select the the1th route restore time is,[9]
The type of the 1th product of the3th component the0th damage type select the the2th route restore time is,[6]
The type of the 1th product of the3th component the1th damage type select the the0th route restore time is,[7]
The type of the 1th product of the3th component the1th damage type select the the1th route restore time is,[7]
The type of the 1th product of the3th component the1th damage type select the the2th route restore time is,[12]
The type of the 1th product of the3th component the1th damage type select the the3th route restore time is,[7]
The type of the 1th product of the4th component the0th damage type select the the0th route restore time is,[12]
The type of the 1th product of the4th component the0th damage type select the the1th route restore time is,[16]
The type of the 1th product of the4th component the0th damage type select the the2th route restore time is,[20]
The type of the 1th product of the4th component the0th damage type select the the3th route restore time is,[12]
The type of the 1th product of the4th component the1th damage type select the the0th route restore time is,[11]
The type of the 1th product of the4th component the1th damage type select the the1th route restore time is,[20]
The type of the 1th product of the4th component the1th damage type select the the2th route restore time is,[12]
The type of the 1th product of the4th component the1th damage type select the the3th route restore time is,[14]
The type of the 2th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 2th product of the0th component the0th damage type select the the1th route restore time is,[4]
The type of the 2th product of the0th component the0th damage type select the the2th route restore time is,[5]
The type of the 2th product of the0th component the0th damage type select the the3th route restore time is,[3]
The type of the 2th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 2th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 2th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 2th product of the0th component the2th damage type select the the0th route restore time is,[4]
The type of the 2th product of the0th component the2th damage type select the the1th route restore time is,[4]
The type of the 2th product of the1th component the0th damage type select the the0th route restore time is,[5]
The type of the 2th product of the1th component the0th damage type select the the1th route restore time is,[4]
The type of the 2th product of the1th component the0th damage type select the the2th route restore time is,[8]
The type of the 2th product of the2th component the0th damage type select the the0th route restore time is,[10]
The type of the 2th product of the2th component the0th damage type select the the1th route restore time is,[10]
The type of the 2th product of the2th component the0th damage type select the the2th route restore time is,[6]
The type of the 2th product of the2th component the1th damage type select the the0th route restore time is,[7]
The type of the 2th product of the2th component the1th damage type select the the1th route restore time is,[9]
The type of the 2th product of the2th component the1th damage type select the the2th route restore time is,[10]
The type of the 2th product of the2th component the2th damage type select the the0th route restore time is,[8]
The type of the 2th product of the2th component the2th damage type select the the1th route restore time is,[11]
The type of the 2th product of the2th component the2th damage type select the the2th route restore time is,[11]
The type of the 2th product of the2th component the2th damage type select the the3th route restore time is,[11]
The type of the 2th product of the3th component the0th damage type select the the0th route restore time is,[8]
The type of the 2th product of the3th component the0th damage type select the the1th route restore time is,[9]
The type of the 2th product of the3th component the0th damage type select the the2th route restore time is,[8]
The type of the 2th product of the3th component the1th damage type select the the0th route restore time is,[6]
The type of the 2th product of the3th component the1th damage type select the the1th route restore time is,[5]
The type of the 2th product of the3th component the1th damage type select the the2th route restore time is,[11]
The type of the 2th product of the4th component the0th damage type select the the0th route restore time is,[16]
The type of the 2th product of the4th component the0th damage type select the the1th route restore time is,[14]
The type of the 3th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the2th route restore time is,[4]
The type of the 3th product of the0th component the0th damage type select the the3th route restore time is,[3]
The type of the 3th product of the1th component the0th damage type select the the0th route restore time is,[3]
The type of the 3th product of the1th component the0th damage type select the the1th route restore time is,[3]
The type of the 3th product of the1th component the0th damage type select the the2th route restore time is,[3]
The type of the 3th product of the1th component the1th damage type select the the0th route restore time is,[5]
The type of the 3th product of the1th component the1th damage type select the the1th route restore time is,[4]
The type of the 3th product of the1th component the1th damage type select the the2th route restore time is,[5]
The type of the 3th product of the1th component the2th damage type select the the0th route restore time is,[3]
The type of the 3th product of the1th component the2th damage type select the the1th route restore time is,[4]
The type of the 3th product of the1th component the2th damage type select the the2th route restore time is,[3]
The type of the 3th product of the2th component the0th damage type select the the0th route restore time is,[9]
The type of the 3th product of the2th component the0th damage type select the the1th route restore time is,[6]
The type of the 3th product of the2th component the0th damage type select the the2th route restore time is,[9]
The type of the 3th product of the2th component the1th damage type select the the0th route restore time is,[8]
The type of the 3th product of the2th component the1th damage type select the the1th route restore time is,[12]
The type of the 3th product of the2th component the1th damage type select the the2th route restore time is,[10]
The type of the 3th product of the2th component the2th damage type select the the0th route restore time is,[14]
The type of the 3th product of the2th component the2th damage type select the the1th route restore time is,[11]
The type of the 3th product of the2th component the2th damage type select the the2th route restore time is,[7]
The type of the 3th product of the2th component the2th damage type select the the3th route restore time is,[11]
The type of the 3th product of the3th component the0th damage type select the the0th route restore time is,[8]
The type of the 3th product of the3th component the0th damage type select the the1th route restore time is,[8]
The type of the 3th product of the3th component the0th damage type select the the2th route restore time is,[8]
The type of the 3th product of the3th component the0th damage type select the the3th route restore time is,[12]
The type of the 3th product of the3th component the1th damage type select the the0th route restore time is,[11]
The type of the 3th product of the3th component the1th damage type select the the1th route restore time is,[12]
The type of the 3th product of the3th component the1th damage type select the the2th route restore time is,[17]
The type of the 3th product of the3th component the1th damage type select the the3th route restore time is,[14]
The type of the 3th product of the4th component the0th damage type select the the0th route restore time is,[14]
The type of the 3th product of the4th component the0th damage type select the the1th route restore time is,[13]
The type of the 3th product of the4th component the0th damage type select the the2th route restore time is,[10]
The type of the 3th product of the4th component the0th damage type select the the3th route restore time is,[7]
The type of the 4th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 4th product of the0th component the0th damage type select the the1th route restore time is,[4]
The type of the 4th product of the0th component the0th damage type select the the2th route restore time is,[7]
The type of the 4th product of the0th component the0th damage type select the the3th route restore time is,[4]
The type of the 4th product of the0th component the1th damage type select the the0th route restore time is,[4]
The type of the 4th product of the0th component the1th damage type select the the1th route restore time is,[6]
The type of the 4th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 4th product of the0th component the1th damage type select the the3th route restore time is,[3]
The type of the 4th product of the1th component the0th damage type select the the0th route restore time is,[3]
The type of the 4th product of the1th component the0th damage type select the the1th route restore time is,[7]
The type of the 4th product of the1th component the0th damage type select the the2th route restore time is,[7]
The type of the 4th product of the1th component the0th damage type select the the3th route restore time is,[5]
The type of the 4th product of the2th component the0th damage type select the the0th route restore time is,[7]
The type of the 4th product of the2th component the0th damage type select the the1th route restore time is,[7]
The type of the 4th product of the2th component the0th damage type select the the2th route restore time is,[5]
The type of the 4th product of the2th component the0th damage type select the the3th route restore time is,[4]
The type of the 4th product of the2th component the1th damage type select the the0th route restore time is,[5]
The type of the 4th product of the2th component the1th damage type select the the1th route restore time is,[3]
The type of the 4th product of the2th component the1th damage type select the the2th route restore time is,[3]
The type of the 4th product of the2th component the1th damage type select the the3th route restore time is,[6]
The type of the 4th product of the3th component the0th damage type select the the0th route restore time is,[12]
The type of the 4th product of the3th component the0th damage type select the the1th route restore time is,[11]
The type of the 4th product of the3th component the0th damage type select the the2th route restore time is,[13]
The type of the 4th product of the3th component the0th damage type select the the3th route restore time is,[7]
The type of the 4th product of the3th component the1th damage type select the the0th route restore time is,[8]
The type of the 4th product of the3th component the1th damage type select the the1th route restore time is,[10]
The type of the 4th product of the3th component the1th damage type select the the2th route restore time is,[11]
The type of the 4th product of the3th component the1th damage type select the the3th route restore time is,[5]
The type of the 4th product of the4th component the0th damage type select the the0th route restore time is,[9]
The type of the 4th product of the4th component the0th damage type select the the1th route restore time is,[12]
The type of the 4th product of the4th component the0th damage type select the the2th route restore time is,[8]
The type of the 4th product of the4th component the1th damage type select the the0th route restore time is,[13]
The type of the 4th product of the4th component the1th damage type select the the1th route restore time is,[10]
The type of the 4th product of the4th component the2th damage type select the the0th route restore time is,[17]
The type of the 4th product of the4th component the2th damage type select the the1th route restore time is,[17]
The type of the 4th product of the4th component the2th damage type select the the2th route restore time is,[12]
The type of the 4th product of the4th component the2th damage type select the the3th route restore time is,[13]
The type of the 5th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 5th product of the0th component the0th damage type select the the1th route restore time is,[7]
The type of the 5th product of the0th component the0th damage type select the the2th route restore time is,[6]
The type of the 5th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 5th product of the0th component the1th damage type select the the1th route restore time is,[8]
The type of the 5th product of the0th component the1th damage type select the the2th route restore time is,[7]
The type of the 5th product of the0th component the2th damage type select the the0th route restore time is,[6]
The type of the 5th product of the0th component the2th damage type select the the1th route restore time is,[7]
The type of the 5th product of the0th component the2th damage type select the the2th route restore time is,[6]
The type of the 5th product of the0th component the2th damage type select the the3th route restore time is,[6]
The type of the 5th product of the1th component the0th damage type select the the0th route restore time is,[5]
The type of the 5th product of the1th component the0th damage type select the the1th route restore time is,[5]
The type of the 5th product of the1th component the0th damage type select the the2th route restore time is,[7]
The type of the 5th product of the1th component the0th damage type select the the3th route restore time is,[11]
The type of the 5th product of the1th component the1th damage type select the the0th route restore time is,[8]
The type of the 5th product of the1th component the1th damage type select the the1th route restore time is,[10]
The type of the 5th product of the1th component the1th damage type select the the2th route restore time is,[10]
The type of the 5th product of the1th component the1th damage type select the the3th route restore time is,[5]
The type of the 5th product of the2th component the0th damage type select the the0th route restore time is,[11]
The type of the 5th product of the2th component the0th damage type select the the1th route restore time is,[11]
The type of the 5th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 5th product of the2th component the0th damage type select the the3th route restore time is,[8]
The type of the 5th product of the2th component the1th damage type select the the0th route restore time is,[6]
The type of the 5th product of the2th component the1th damage type select the the1th route restore time is,[11]
The type of the 5th product of the2th component the1th damage type select the the2th route restore time is,[10]
The type of the 5th product of the2th component the1th damage type select the the3th route restore time is,[7]
The type of the 5th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 5th product of the3th component the0th damage type select the the1th route restore time is,[13]
The type of the 5th product of the3th component the0th damage type select the the2th route restore time is,[12]
The type of the 5th product of the3th component the0th damage type select the the3th route restore time is,[8]
The type of the 5th product of the3th component the1th damage type select the the0th route restore time is,[8]
The type of the 5th product of the3th component the1th damage type select the the1th route restore time is,[8]
The type of the 5th product of the3th component the1th damage type select the the2th route restore time is,[13]
The type of the 5th product of the3th component the2th damage type select the the0th route restore time is,[12]
The type of the 5th product of the3th component the2th damage type select the the1th route restore time is,[7]
The type of the 5th product of the3th component the2th damage type select the the2th route restore time is,[14]
The type of the 5th product of the3th component the2th damage type select the the3th route restore time is,[10]
The type of the 5th product of the4th component the0th damage type select the the0th route restore time is,[8]
The type of the 5th product of the4th component the0th damage type select the the1th route restore time is,[7]
The type of the 5th product of the4th component the0th damage type select the the2th route restore time is,[13]
The type of the 5th product of the4th component the0th damage type select the the3th route restore time is,[15]
The type of the 6th product of the0th component the0th damage type select the the0th route restore time is,[2]
The type of the 6th product of the0th component the0th damage type select the the1th route restore time is,[2]
The type of the 6th product of the0th component the0th damage type select the the2th route restore time is,[2]
The type of the 6th product of the0th component the0th damage type select the the3th route restore time is,[2]
The type of the 6th product of the0th component the1th damage type select the the0th route restore time is,[2]
The type of the 6th product of the0th component the1th damage type select the the1th route restore time is,[2]
The type of the 6th product of the0th component the1th damage type select the the2th route restore time is,[2]
The type of the 6th product of the0th component the1th damage type select the the3th route restore time is,[2]
The type of the 6th product of the1th component the0th damage type select the the0th route restore time is,[10]
The type of the 6th product of the1th component the0th damage type select the the1th route restore time is,[9]
The type of the 6th product of the1th component the0th damage type select the the2th route restore time is,[7]
The type of the 6th product of the1th component the0th damage type select the the3th route restore time is,[10]
The type of the 6th product of the1th component the1th damage type select the the0th route restore time is,[9]
The type of the 6th product of the1th component the1th damage type select the the1th route restore time is,[5]
The type of the 6th product of the1th component the1th damage type select the the2th route restore time is,[10]
The type of the 6th product of the1th component the2th damage type select the the0th route restore time is,[6]
The type of the 6th product of the1th component the2th damage type select the the1th route restore time is,[7]
The type of the 6th product of the1th component the2th damage type select the the2th route restore time is,[8]
The type of the 6th product of the2th component the0th damage type select the the0th route restore time is,[7]
The type of the 6th product of the2th component the0th damage type select the the1th route restore time is,[4]
The type of the 6th product of the2th component the0th damage type select the the2th route restore time is,[4]
The type of the 6th product of the2th component the0th damage type select the the3th route restore time is,[5]
The type of the 6th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 6th product of the3th component the0th damage type select the the1th route restore time is,[11]
