Product_category,5
The type of the 3th product 1th component 0th damage type combine number is,[45]
The type of the 3th product 2th component 0th damage type combine number is,[31]
The type of the 3th product 2th component 1th damage type combine number is,[25]
The type of the 4th product 0th component 0th damage type combine number is,[5]
The type of the 4th product 0th component 1th damage type combine number is,[23]
The type of the 4th product 1th component 0th damage type combine number is,[11]
The type of the 4th product 1th component 1th damage type combine number is,[26]
The type of the 4th product 2th component 0th damage type combine number is,[11]
The type of the 4th product 2th component 1th damage type combine number is,[22]
The disassemble time of the0th product is,2
The disassemble time of the1th product is,3
The disassemble time of the2th product is,8
The disassemble time of the3th product is,9
The disassemble time of the4th product is,10
The reassemble time of the0th product is,2
The reassemble time of the1th product is,2
The reassemble time of the2th product is,3
The reassemble time of the3th product is,11
The reassemble time of the4th product is,6
The type of the 0th route combine total opertion is,"[7, 8]"
The type of the 1th route combine total opertion is,"[1, 6, 10, 3]"
The type of the 2th route combine total opertion is,"[6, 8]"
The type of the 3th route combine total opertion is,"[9, 5, 4]"
The type of the 4th route combine total opertion is,"[2, 4, 7]"
The type of the 5th route combine total opertion is,"[2, 3, 4, 8]"
The type of the 6th route combine total opertion is,"[2, 4]"
The type of the 7th route combine total opertion is,"[2, 6]"
The type of the 8th route combine total opertion is,"[6, 1]"
The type of the 9th route combine total opertion is,"[7, 3, 6, 4]"
The type of the 10th route combine total opertion is,"[8, 9, 5, 7]"
The type of the 0th product of the0th component the0th damage type can select the route is,"[[6, 8]]"
The type of the 0th product of the0th component the1th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 0th product of the0th component the2th damage type can select the route is,"[[2, 4, 7]]"
The type of the 0th product of the1th component the0th damage type can select the route is,"[[8, 9, 5, 7]]"
The type of the 0th product of the1th component the1th damage type can select the route is,"[[6, 8]]"
The type of the 0th product of the2th component the0th damage type can select the route is,"[[9, 5, 4]]"
The type of the 0th product of the2th component the1th damage type can select the route is,"[[9, 5, 4]]"
The type of the 1th product of the0th component the0th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 1th product of the0th component the1th damage type can select the route is,"[[6, 1]]"
The type of the 1th product of the1th component the0th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 1th product of the1th component the1th damage type can select the route is,"[[6, 8]]"
The type of the 1th product of the1th component the2th damage type can select the route is,"[[7, 3, 6, 4]]"
The type of the 1th product of the2th component the0th damage type can select the route is,"[[6, 8]]"
The type of the 1th product of the2th component the1th damage type can select the route is,"[[7, 8]]"
The type of the 2th product of the0th component the0th damage type can select the route is,"[[9, 5, 4]]"
The type of the 2th product of the1th component the0th damage type can select the route is,"[[2, 6]]"
The type of the 2th product of the1th component the1th damage type can select the route is,"[[2, 4, 7]]"
The type of the 2th product of the1th component the2th damage type can select the route is,"[[2, 6]]"
The type of the 2th product of the2th component the0th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 2th product of the2th component the1th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 2th product of the2th component the2th damage type can select the route is,"[[7, 3, 6, 4]]"
The type of the 3th product of the0th component the0th damage type can select the route is,"[[9, 5, 4]]"
The type of the 3th product of the0th component the1th damage type can select the route is,"[[6, 1]]"
The type of the 3th product of the0th component the2th damage type can select the route is,"[[7, 3, 6, 4]]"
The type of the 3th product of the1th component the0th damage type can select the route is,"[[7, 8]]"
The type of the 3th product of the2th component the0th damage type can select the route is,"[[2, 4]]"
The type of the 3th product of the2th component the1th damage type can select the route is,"[[1, 6, 10, 3]]"
The type of the 4th product of the0th component the0th damage type can select the route is,"[[6, 1]]"
The type of the 4th product of the0th component the1th damage type can select the route is,"[[9, 5, 4]]"
The type of the 4th product of the1th component the0th damage type can select the route is,"[[6, 1]]"
The type of the 4th product of the1th component the1th damage type can select the route is,"[[2, 4, 7]]"
The type of the 4th product of the2th component the0th damage type can select the route is,"[[6, 1]]"
The type of the 4th product of the2th component the1th damage type can select the route is,"[[2, 3, 4, 8]]"
The type of the 0th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 0th product of the0th component the0th damage type select the the1th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 0th product of the0th component the1th damage type select the the1th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the3th route restore time is,[3]
The type of the 0th product of the0th component the2th damage type select the the0th route restore time is,[4]
The type of the 0th product of the0th component the2th damage type select the the1th route restore time is,[4]
The type of the 0th product of the0th component the2th damage type select the the2th route restore time is,[4]
The type of the 0th product of the1th component the0th damage type select the the0th route restore time is,[7]
The type of the 0th product of the1th component the0th damage type select the the1th route restore time is,[7]
The type of the 0th product of the1th component the0th damage type select the the2th route restore time is,[8]
The type of the 0th product of the1th component the0th damage type select the the3th route restore time is,[5]
The type of the 0th product of the1th component the1th damage type select the the0th route restore time is,[10]
The type of the 0th product of the1th component the1th damage type select the the1th route restore time is,[7]
The type of the 0th product of the2th component the0th damage type select the the0th route restore time is,[8]
The type of the 0th product of the2th component the0th damage type select the the1th route restore time is,[5]
The type of the 0th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 0th product of the2th component the1th damage type select the the0th route restore time is,[9]
The type of the 0th product of the2th component the1th damage type select the the1th route restore time is,[8]
The type of the 0th product of the2th component the1th damage type select the the2th route restore time is,[10]
The type of the 1th product of the0th component the0th damage type select the the0th route restore time is,[2]
The type of the 1th product of the0th component the0th damage type select the the1th route restore time is,[2]
The type of the 1th product of the0th component the0th damage type select the the2th route restore time is,[2]
The type of the 1th product of the0th component the0th damage type select the the3th route restore time is,[2]
The type of the 1th product of the0th component the1th damage type select the the0th route restore time is,[2]
The type of the 1th product of the0th component the1th damage type select the the1th route restore time is,[2]
The type of the 1th product of the1th component the0th damage type select the the0th route restore time is,[5]
The type of the 1th product of the1th component the0th damage type select the the1th route restore time is,[3]
The type of the 1th product of the1th component the0th damage type select the the2th route restore time is,[5]
The type of the 1th product of the1th component the0th damage type select the the3th route restore time is,[3]
The type of the 1th product of the1th component the1th damage type select the the0th route restore time is,[3]
The type of the 1th product of the1th component the1th damage type select the the1th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the0th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the1th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the2th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the3th route restore time is,[3]
The type of the 1th product of the2th component the0th damage type select the the0th route restore time is,[10]
The type of the 1th product of the2th component the0th damage type select the the1th route restore time is,[7]
The type of the 1th product of the2th component the1th damage type select the the0th route restore time is,[11]
The type of the 1th product of the2th component the1th damage type select the the1th route restore time is,[10]
The type of the 2th product of the0th component the0th damage type select the the0th route restore time is,[1]
The type of the 2th product of the0th component the0th damage type select the the1th route restore time is,[1]
The type of the 2th product of the0th component the0th damage type select the the2th route restore time is,[1]
The type of the 2th product of the1th component the0th damage type select the the0th route restore time is,[3]
The type of the 2th product of the1th component the0th damage type select the the1th route restore time is,[3]
The type of the 2th product of the1th component the1th damage type select the the0th route restore time is,[2]
The type of the 2th product of the1th component the1th damage type select the the1th route restore time is,[2]
The type of the 2th product of the1th component the1th damage type select the the2th route restore time is,[4]
The type of the 2th product of the1th component the2th damage type select the the0th route restore time is,[2]
The type of the 2th product of the1th component the2th damage type select the the1th route restore time is,[2]
The type of the 2th product of the2th component the0th damage type select the the0th route restore time is,[9]
The type of the 2th product of the2th component the0th damage type select the the1th route restore time is,[13]
The type of the 2th product of the2th component the0th damage type select the the2th route restore time is,[6]
The type of the 2th product of the2th component the0th damage type select the the3th route restore time is,[9]
The type of the 2th product of the2th component the1th damage type select the the0th route restore time is,[7]
The type of the 2th product of the2th component the1th damage type select the the1th route restore time is,[11]
The type of the 2th product of the2th component the1th damage type select the the2th route restore time is,[7]
The type of the 2th product of the2th component the1th damage type select the the3th route restore time is,[12]
The type of the 2th product of the2th component the2th damage type select the the0th route restore time is,[12]
The type of the 2th product of the2th component the2th damage type select the the1th route restore time is,[9]
The type of the 2th product of the2th component the2th damage type select the the2th route restore time is,[7]
The type of the 2th product of the2th component the2th damage type select the the3th route restore time is,[9]
The type of the 3th product of the0th component the0th damage type select the the0th route restore time is,[4]
The type of the 3th product of the0th component the0th damage type select the the1th route restore time is,[5]
The type of the 3th product of the0th component the0th damage type select the the2th route restore time is,[5]
The type of the 3th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 3th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 3th product of the0th component the2th damage type select the the0th route restore time is,[4]
The type of the 3th product of the0th component the2th damage type select the the1th route restore time is,[5]
The type of the 3th product of the0th component the2th damage type select the the2th route restore time is,[4]
The type of the 3th product of the0th component the2th damage type select the the3th route restore time is,[3]
The type of the 3th product of the1th component the0th damage type select the the0th route restore time is,[5]
The type of the 3th product of the1th component the0th damage type select the the1th route restore time is,[4]
The type of the 3th product of the2th component the0th damage type select the the0th route restore time is,[6]
The type of the 3th product of the2th component the0th damage type select the the1th route restore time is,[8]
The type of the 3th product of the2th component the1th damage type select the the0th route restore time is,[4]
The type of the 3th product of the2th component the1th damage type select the the1th route restore time is,[7]
The type of the 3th product of the2th component the1th damage type select the the2th route restore time is,[7]
The type of the 3th product of the2th component the1th damage type select the the3th route restore time is,[7]
The type of the 4th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 4th product of the0th component the0th damage type select the the1th route restore time is,[9]
The type of the 4th product of the0th component the1th damage type select the the0th route restore time is,[9]
The type of the 4th product of the0th component the1th damage type select the the1th route restore time is,[7]
The type of the 4th product of the0th component the1th damage type select the the2th route restore time is,[9]
The type of the 4th product of the1th component the0th damage type select the the0th route restore time is,[6]
The type of the 4th product of the1th component the0th damage type select the the1th route restore time is,[6]
The type of the 4th product of the1th component the1th damage type select the the0th route restore time is,[8]
The type of the 4th product of the1th component the1th damage type select the the1th route restore time is,[12]
The type of the 4th product of the1th component the1th damage type select the the2th route restore time is,[11]
The type of the 4th product of the2th component the0th damage type select the the0th route restore time is,[8]
The type of the 4th product of the2th component the0th damage type select the the1th route restore time is,[5]
The type of the 4th product of the2th component the1th damage type select the the0th route restore time is,[9]
The type of the 4th product of the2th component the1th damage type select the the1th route restore time is,[6]
The type of the 4th product of the2th component the1th damage type select the the2th route restore time is,[6]
The type of the 4th product of the2th component the1th damage type select the the3th route restore time is,[9]
