Product_category,5
The type of the 1th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 1th product of the0th component the0th damage type select the the1th route restore time is,[5]
The type of the 1th product of the0th component the0th damage type select the the2th route restore time is,[4]
The type of the 1th product of the0th component the0th damage type select the the3th route restore time is,[3]
The type of the 1th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 1th product of the0th component the1th damage type select the the1th route restore time is,[3]
The type of the 1th product of the0th component the1th damage type select the the2th route restore time is,[6]
The type of the 1th product of the0th component the2th damage type select the the0th route restore time is,[3]
The type of the 1th product of the0th component the2th damage type select the the1th route restore time is,[3]
The type of the 1th product of the0th component the2th damage type select the the2th route restore time is,[6]
The type of the 1th product of the1th component the0th damage type select the the0th route restore time is,[2]
The type of the 1th product of the1th component the0th damage type select the the1th route restore time is,[4]
The type of the 1th product of the1th component the0th damage type select the the2th route restore time is,[4]
The type of the 1th product of the1th component the1th damage type select the the0th route restore time is,[2]
The type of the 1th product of the1th component the1th damage type select the the1th route restore time is,[4]
The type of the 1th product of the1th component the2th damage type select the the0th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the1th route restore time is,[4]
The type of the 1th product of the1th component the2th damage type select the the2th route restore time is,[3]
The type of the 1th product of the1th component the2th damage type select the the3th route restore time is,[3]
The type of the 1th product of the2th component the0th damage type select the the0th route restore time is,[11]
The type of the 1th product of the2th component the0th damage type select the the1th route restore time is,[8]
The type of the 1th product of the2th component the0th damage type select the the2th route restore time is,[8]
The type of the 1th product of the2th component the0th damage type select the the3th route restore time is,[13]
The type of the 1th product of the2th component the1th damage type select the the0th route restore time is,[13]
The type of the 1th product of the2th component the1th damage type select the the1th route restore time is,[8]
The type of the 1th product of the2th component the1th damage type select the the2th route restore time is,[12]
The type of the 1th product of the2th component the1th damage type select the the3th route restore time is,[5]
The type of the 1th product of the2th component the2th damage type select the the0th route restore time is,[6]
The type of the 1th product of the2th component the2th damage type select the the1th route restore time is,[9]
The type of the 2th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 2th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 2th product of the0th component the0th damage type select the the2th route restore time is,[4]
The type of the 2th product of the0th component the0th damage type select the the3th route restore time is,[4]
The type of the 2th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 2th product of the0th component the1th damage type select the the1th route restore time is,[4]
The type of the 2th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 2th product of the0th component the1th damage type select the the3th route restore time is,[5]
The type of the 2th product of the1th component the0th damage type select the the0th route restore time is,[11]
The type of the 2th product of the1th component the0th damage type select the the1th route restore time is,[8]
The type of the 2th product of the1th component the0th damage type select the the2th route restore time is,[5]
The type of the 2th product of the1th component the0th damage type select the the3th route restore time is,[8]
The type of the 2th product of the1th component the1th damage type select the the0th route restore time is,[11]
The type of the 2th product of the1th component the1th damage type select the the1th route restore time is,[10]
The type of the 2th product of the1th component the1th damage type select the the2th route restore time is,[11]
The type of the 2th product of the1th component the1th damage type select the the3th route restore time is,[7]
The type of the 2th product of the2th component the0th damage type select the the0th route restore time is,[12]
The type of the 2th product of the2th component the0th damage type select the the1th route restore time is,[10]
The type of the 2th product of the2th component the0th damage type select the the2th route restore time is,[8]
The type of the 2th product of the2th component the0th damage type select the the3th route restore time is,[9]
The type of the 2th product of the2th component the1th damage type select the the0th route restore time is,[14]
The type of the 2th product of the2th component the1th damage type select the the1th route restore time is,[12]
The type of the 2th product of the2th component the1th damage type select the the2th route restore time is,[14]
The type of the 2th product of the2th component the1th damage type select the the3th route restore time is,[12]
The type of the 2th product of the2th component the2th damage type select the the0th route restore time is,[6]
The type of the 2th product of the2th component the2th damage type select the the1th route restore time is,[14]
The type of the 2th product of the2th component the2th damage type select the the2th route restore time is,[7]
The type of the 2th product of the2th component the2th damage type select the the3th route restore time is,[7]
The type of the 3th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the2th route restore time is,[3]
The type of the 3th product of the1th component the0th damage type select the the0th route restore time is,[12]
The type of the 3th product of the1th component the0th damage type select the the1th route restore time is,[10]
The type of the 3th product of the1th component the0th damage type select the the2th route restore time is,[7]
The type of the 3th product of the1th component the0th damage type select the the3th route restore time is,[11]
The type of the 3th product of the1th component the1th damage type select the the0th route restore time is,[6]
The type of the 3th product of the1th component the1th damage type select the the1th route restore time is,[7]
The type of the 3th product of the1th component the1th damage type select the the2th route restore time is,[10]
The type of the 3th product of the2th component the0th damage type select the the0th route restore time is,[9]
The type of the 3th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 3th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 3th product of the2th component the1th damage type select the the0th route restore time is,[5]
The type of the 3th product of the2th component the1th damage type select the the1th route restore time is,[5]
The type of the 4th product of the0th component the0th damage type select the the0th route restore time is,[4]
The type of the 4th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 4th product of the0th component the0th damage type select the the2th route restore time is,[5]
The type of the 4th product of the0th component the0th damage type select the the3th route restore time is,[3]
The type of the 4th product of the1th component the0th damage type select the the0th route restore time is,[4]
The type of the 4th product of the1th component the0th damage type select the the1th route restore time is,[3]
The type of the 4th product of the1th component the1th damage type select the the0th route restore time is,[3]
The type of the 4th product of the1th component the1th damage type select the the1th route restore time is,[4]
The type of the 4th product of the1th component the1th damage type select the the2th route restore time is,[4]
The type of the 4th product of the1th component the2th damage type select the the0th route restore time is,[4]
The type of the 4th product of the1th component the2th damage type select the the1th route restore time is,[4]
The type of the 4th product of the1th component the2th damage type select the the2th route restore time is,[4]
The type of the 4th product of the1th component the2th damage type select the the3th route restore time is,[2]
The type of the 4th product of the2th component the0th damage type select the the0th route restore time is,[4]
The type of the 4th product of the2th component the0th damage type select the the1th route restore time is,[8]
The type of the 4th product of the2th component the1th damage type select the the0th route restore time is,[8]
The type of the 4th product of the2th component the1th damage type select the the1th route restore time is,[8]
