1;39;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;2;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;3;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;4;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;2;;;;;;7;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;3;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;4;;;;;;7;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;44;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;44;2;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;
1;44;3;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;44;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;31;1;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;
1;31;2;;;;;;;;;;9;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;31;3;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;31;4;;;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;
1;41;1;;;;;;;;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;
1;41;2;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;41;3;;;;;;;;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;
1;41;4;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;1;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;2;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;3;;;;;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;4;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;2;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;3;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;4;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;12;1;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;12;2;;;;;;;;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;
2;12;3;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;25;1;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
2;25;2;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;
2;25;3;;;;;;;;;;;;;;;;;;;;;;9;9;9;;;;;;;;;;;;;;;;;
2;25;4;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;;
2;26;1;;;;;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;
2;26;2;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;
2;26;3;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;
2;26;4;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
2;28;1;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;
2;28;2;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;
2;28;3;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;
2;28;4;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;
2;29;1;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;;;;;;;;
2;29;2;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;
2;29;3;;;;;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;
2;29;4;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
2;30;1;;;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;;;;
2;30;2;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;;
2;30;3;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
2;30;4;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;;
3;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;47;2;;;;;;;;;;;;;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;
3;47;3;;;;;;;;;;;;;;;;;;;;;;7;7;7;;;;;;;;;;;;;;;;;
3;47;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;48;1;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;
3;48;2;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;
3;48;3;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;
3;32;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;
3;32;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;
3;32;3;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;;;;;;;
3;32;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;
3;33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;
4;33;2;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;
4;33;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;
4;33;4;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;
4;19;1;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;;;;
4;19;2;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;
4;19;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
4;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;;;;;;;;;;
4;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;
4;20;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;
4;21;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;
4;21;2;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;
4;21;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;;;
4;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
4;45;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;
4;45;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;
4;45;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;;
4;34;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;
4;34;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;
4;34;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
4;34;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;
4;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;
5;35;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;
5;35;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;
5;36;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;
5;36;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;
5;36;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;
5;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
5;37;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
5;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;
5;37;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;
5;37;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;46;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;50;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;53;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;48;328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;43;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;42;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;47;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;54;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;47;274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;54;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;59;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;44;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;56;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;56;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;56;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;52;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;54;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;59;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;57;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;51;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;46;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;54;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;49;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;54;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;46;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;51;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;48;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;49;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;59;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;59;253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;53;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;44;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;43;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;51;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;59;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;56;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;43;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;49;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;49;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;59;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;50;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;43;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;48;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;48;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;53;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;57;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;43;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;57;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;57;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;47;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;44;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;50;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;52;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;43;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;46;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;55;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;44;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;59;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;59;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;57;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;58;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;54;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;42;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;44;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;47;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;43;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;50;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;59;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;57;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;58;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;47;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;55;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;43;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;53;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;42;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;46;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;53;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;45;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;54;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;48;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;45;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;57;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;48;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;54;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;57;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;50;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;55;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;48;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;56;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;43;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
