2;22;2;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;22;3;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
2;22;4;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;
3;25;2;;;;;;;;;;;;;;4;4;4;4;;;;;;;;;;;;;;;;;
3;25;3;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;
3;25;4;;;;;;;;;;;;;;4;4;4;4;;;;;;;;;;;;;;;;;
3;26;1;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;
3;26;2;;;;;;;;;;;;;;5;5;5;5;;;;;;;;;;;;;;;;;
3;26;3;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;
3;26;4;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
3;28;1;;;;;;;;;;;;;;2;2;2;2;;;;;;;;;;;;;;;;;
3;28;2;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;
3;28;3;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;
3;28;4;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;
3;29;1;;;;;;;;;;;;;;6;6;6;6;;;;;;;;;;;;;;;;;
3;29;2;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;
3;29;3;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;
3;29;4;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;
3;30;2;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;
3;30;3;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
3;30;4;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;
4;32;1;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;
4;32;2;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;
4;32;3;;;;;;;;;;;;;;;;;;;;5;5;5;5;;;;;;;;;;;
4;32;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;
4;33;1;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;
4;33;2;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;;;;;;;;;
4;33;3;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;
4;33;4;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;;;;;;;;;
4;19;1;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;
4;19;2;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;
4;19;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;
4;20;1;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;
4;20;2;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;
4;20;3;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
4;21;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
4;21;2;;;;;;;;;;;;;;;;;;;;4;4;4;4;;;;;;;;;;;
4;21;3;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;
5;34;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;
5;34;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;
5;34;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
5;34;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
5;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;35;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;5;;;
5;35;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;
5;36;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;
5;36;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
5;36;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;
5;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;
5;37;1;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;
5;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;37;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;
5;37;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;69;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;72;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;74;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;70;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;68;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;67;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;70;464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;74;367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;70;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;74;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;77;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;68;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;75;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;75;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;76;434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;73;385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;74;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;77;411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;76;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;72;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;70;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;74;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;71;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;74;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;69;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;72;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;70;377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;71;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;77;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;77;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;74;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;68;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;67;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;73;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;77;431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;75;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;68;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;71;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;71;401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;77;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;72;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;67;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;70;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;71;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;73;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;76;401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;67;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;76;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;76;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;70;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;68;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;72;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;73;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;67;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;69;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;75;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;68;423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;77;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;77;366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;76;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;77;334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;74;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;67;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;68;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;70;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;67;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;72;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;77;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;76;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;77;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;70;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;75;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;67;374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;73;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;67;342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;69;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;73;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;68;347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;74;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;70;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;68;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;76;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;70;417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;74;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;76;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;72;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;75;409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;71;391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;75;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;67;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;71;436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;67;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;77;426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;70;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;74;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;71;331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;70;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;76;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;70;376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;76;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;77;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;71;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;68;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;72;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;69;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;75;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;69;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;68;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;77;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;68;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;72;417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;74;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;71;449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;77;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;77;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;71;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;74;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;70;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;72;434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;73;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;71;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;74;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;73;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;70;274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;69;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;71;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;73;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;75;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;74;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;74;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;67;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;76;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;67;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;72;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;74;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;75;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;72;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;68;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;68;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;76;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;74;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;68;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;74;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;72;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;67;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;71;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;68;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;67;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;73;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;68;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;75;432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;74;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;76;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;74;321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;69;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
