2;31;4;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;
2;41;1;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;
2;41;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
2;41;3;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;
2;41;4;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;
2;42;1;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;2;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;
2;42;3;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;
2;42;4;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;
2;43;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;
2;43;2;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;3;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;
2;43;4;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;
3;25;2;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;
3;25;3;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;
3;25;4;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;
3;26;1;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;
3;26;2;;;;;;;;;;5;5;;;;;;;;;;;;;;;;;;;
3;26;3;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;
3;26;4;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
3;29;1;;;;;;;;;;6;6;;;;;;;;;;;;;;;;;;;
3;29;2;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;
3;29;3;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;
3;29;4;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;
3;30;2;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;
3;30;3;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
3;30;4;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;
4;32;1;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;
4;32;2;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;
4;32;3;;;;;;;;;;;;;;5;5;;;;;;;;;;;;;;;
4;32;4;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;
4;33;1;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;
4;33;2;;;;;;;;;;;;;;6;6;;;;;;;;;;;;;;;
4;33;3;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;
4;33;4;;;;;;;;;;;;;;6;6;;;;;;;;;;;;;;;
4;20;1;;;;;;;;;;;;;;;;;7;7;7;;;;;;;;;;;
4;20;2;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;
4;20;3;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;
4;21;1;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;
4;21;2;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;
4;21;3;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;;;;
4;49;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
4;49;2;;;;;;;;;;;;;;8;8;;;;;;;;;;;;;;;
4;49;3;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;
4;49;4;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;;;;
4;50;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
4;50;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
4;50;3;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;
4;50;4;;;;;;;;;;;;;;;;;4;4;4;;;;;;;;;;;
4;51;1;;;;;;;;;;;;;;;;;;;;6;6;6;;;;;;;;
4;51;2;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;
4;51;3;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;
4;51;4;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;
4;52;1;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;
4;52;2;;;;;;;;;;;;;;7;7;;;;;;;;;;;;;;;
4;52;3;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;
4;52;4;;;;;;;;;;;;;;;;;8;8;8;;;;;;;;;;;
5;34;1;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;
5;34;2;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;
5;34;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;34;4;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
5;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;
5;35;2;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;
5;35;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;
5;36;1;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;;
5;36;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
5;36;3;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;;
5;36;4;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;
5;37;1;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;
5;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;
5;37;3;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;
5;37;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;
5;53;1;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;
5;53;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
5;53;3;;;;;;;;;;;;;;;;;;;;;;;;;7;7;;;;
5;53;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
5;54;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;
5;54;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;
5;54;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
5;54;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;
5;55;1;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;
5;55;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
5;55;3;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;
5;55;4;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;36;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;40;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;43;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;38;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;34;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;33;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;38;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;43;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;37;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;44;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;48;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;35;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;45;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;45;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;46;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;41;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;44;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;48;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;46;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;41;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;37;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;44;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;39;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;43;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;36;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;41;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;38;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;39;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;48;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;48;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;43;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;34;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;34;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;41;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;48;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;45;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;34;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;39;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;39;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;48;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;40;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;34;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;38;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;38;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;42;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;46;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;34;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;47;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;46;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;37;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;35;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;40;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;41;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;34;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;37;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;45;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;35;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;48;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;48;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;46;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;48;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;44;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;33;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;35;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;37;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;34;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;40;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;48;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;46;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;47;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;38;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;44;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;34;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;43;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;33;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;36;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;42;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;35;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;43;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;38;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;35;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;46;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;38;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;44;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;46;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;40;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;44;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;39;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;45;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;34;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;39;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;33;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;48;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;37;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;43;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;40;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;38;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;47;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;38;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;46;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;48;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;39;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;34;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;40;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;36;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;45;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;36;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;35;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;48;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;34;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;41;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;43;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;39;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;48;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;47;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;39;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;43;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;38;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;41;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;43;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;39;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;43;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;42;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;37;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;36;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;38;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;42;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;44;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;43;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;44;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;33;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;47;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;33;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;40;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;43;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;45;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;41;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;34;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;35;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;46;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;43;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;35;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;43;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;41;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;34;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;39;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;35;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;33;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;42;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;35;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;45;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;43;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;46;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;43;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;36;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;48;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;34;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;41;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;48;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;40;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;35;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;38;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;43;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;47;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;34;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;40;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;37;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;39;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;47;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;40;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;42;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;35;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;36;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;40;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;48;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;37;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;33;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;45;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
