6;61;2;;;;;;;;;;;;;;;;;;;;;;;7;;;
6;61;3;;;;;;;;;;;;;;;;;;;;;;;;;9;
6;61;4;;;;;;;;;;;;;;;;;;;;;8;;;;;
6;62;1;;;;;;;;;;;;;;;;;;;;;;;5;;;
6;62;2;;;;;;;;;;;;;;;;;;;;;;;;;3;
6;62;3;;;;;;;;;;;;;;;;;;;;;;4;;;;
6;62;4;;;;;;;;;;;;;;;;;;;;;;;;1;;
6;63;1;;;;;;;;;;;;;;;;;;;;;;;;3;;
6;63;2;;;;;;;;;;;;;;;;;;;;;9;;;;;
6;63;3;;;;;;;;;;;;;;;;;;;;1;;;;;;
6;63;4;;;;;;;;;;;;;;;;;;;;;;6;;;;
6;64;1;;;;;;;;;;;;;;;;;;;;;7;;;;;
6;64;2;;;;;;;;;;;;;;;;;;;;;;;;5;;
6;64;3;;;;;;;;;;;;;;;;;;;;;;;;;8;
6;64;4;;;;;;;;;;;;;;;;;;;;3;;;;;;
6;65;1;;;;;;;;;;;;;;;;;;;;;;2;;;;
6;65;2;;;;;;;;;;;;;;;;;;;;;;;4;;;
6;65;3;;;;;;;;;;;;;;;;;;;;;7;;;;;
6;66;1;;;;;;;;;;;;;;;;;;;;;;;4;;;
6;66;2;;;;;;;;;;;;;;;;;;;;7;;;;;;
6;66;3;;;;;;;;;;;;;;;;;;;;;;9;;;;
6;66;4;;;;;;;;;;;;;;;;;;;;;;;;8;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;
2;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;
3;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;
4;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;
5;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;
3;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;
4;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;
5;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;48;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;50;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;104;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;63;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;108;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;96;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;75;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;11;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;30;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;103;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;13;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;30;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;21;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;67;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;89;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;46;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;15;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;29;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;12;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;57;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;71;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;102;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;8;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;13;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;27;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;;;;;;;;;;;;;;;
1;67;283;;;;;;;;;;;;;;;;;;;;;;;;;;
2;75;547;;;;;;;;;;;;;;;;;;;;;;;;;;
3;82;412;;;;;;;;;;;;;;;;;;;;;;;;;;
4;71;616;;;;;;;;;;;;;;;;;;;;;;;;;;
5;62;495;;;;;;;;;;;;;;;;;;;;;;;;;;
6;60;338;;;;;;;;;;;;;;;;;;;;;;;;;;
7;70;634;;;;;;;;;;;;;;;;;;;;;;;;;;
8;83;500;;;;;;;;;;;;;;;;;;;;;;;;;;
9;69;485;;;;;;;;;;;;;;;;;;;;;;;;;;
10;84;519;;;;;;;;;;;;;;;;;;;;;;;;;;
11;93;276;;;;;;;;;;;;;;;;;;;;;;;;;;
12;64;391;;;;;;;;;;;;;;;;;;;;;;;;;;
13;87;306;;;;;;;;;;;;;;;;;;;;;;;;;;
14;87;361;;;;;;;;;;;;;;;;;;;;;;;;;;
15;88;593;;;;;;;;;;;;;;;;;;;;;;;;;;
16;79;525;;;;;;;;;;;;;;;;;;;;;;;;;;
17;84;244;;;;;;;;;;;;;;;;;;;;;;;;;;
18;94;561;;;;;;;;;;;;;;;;;;;;;;;;;;
19;89;264;;;;;;;;;;;;;;;;;;;;;;;;;;
20;77;449;;;;;;;;;;;;;;;;;;;;;;;;;;
21;68;636;;;;;;;;;;;;;;;;;;;;;;;;;;
22;83;393;;;;;;;;;;;;;;;;;;;;;;;;;;
23;74;509;;;;;;;;;;;;;;;;;;;;;;;;;;
24;83;428;;;;;;;;;;;;;;;;;;;;;;;;;;
25;67;380;;;;;;;;;;;;;;;;;;;;;;;;;;
26;77;306;;;;;;;;;;;;;;;;;;;;;;;;;;
27;71;515;;;;;;;;;;;;;;;;;;;;;;;;;;
28;73;301;;;;;;;;;;;;;;;;;;;;;;;;;;
29;93;273;;;;;;;;;;;;;;;;;;;;;;;;;;
30;94;434;;;;;;;;;;;;;;;;;;;;;;;;;;
31;82;257;;;;;;;;;;;;;;;;;;;;;;;;;;
32;63;324;;;;;;;;;;;;;;;;;;;;;;;;;;
33;62;363;;;;;;;;;;;;;;;;;;;;;;;;;;
34;78;361;;;;;;;;;;;;;;;;;;;;;;;;;;
35;94;589;;;;;;;;;;;;;;;;;;;;;;;;;;
36;87;327;;;;;;;;;;;;;;;;;;;;;;;;;;
37;62;310;;;;;;;;;;;;;;;;;;;;;;;;;;
38;74;621;;;;;;;;;;;;;;;;;;;;;;;;;;
39;73;548;;;;;;;;;;;;;;;;;;;;;;;;;;
40;93;288;;;;;;;;;;;;;;;;;;;;;;;;;;
41;76;367;;;;;;;;;;;;;;;;;;;;;;;;;;
42;61;426;;;;;;;;;;;;;;;;;;;;;;;;;;
43;71;393;;;;;;;;;;;;;;;;;;;;;;;;;;
44;72;242;;;;;;;;;;;;;;;;;;;;;;;;;;
45;81;573;;;;;;;;;;;;;;;;;;;;;;;;;;
46;89;548;;;;;;;;;;;;;;;;;;;;;;;;;;
47;62;249;;;;;;;;;;;;;;;;;;;;;;;;;;
48;90;329;;;;;;;;;;;;;;;;;;;;;;;;;;
49;90;429;;;;;;;;;;;;;;;;;;;;;;;;;;
50;69;287;;;;;;;;;;;;;;;;;;;;;;;;;;
51;63;387;;;;;;;;;;;;;;;;;;;;;;;;;;
52;76;386;;;;;;;;;;;;;;;;;;;;;;;;;;
53;79;361;;;;;;;;;;;;;;;;;;;;;;;;;;
54;61;306;;;;;;;;;;;;;;;;;;;;;;;;;;
55;68;414;;;;;;;;;;;;;;;;;;;;;;;;;;
56;86;309;;;;;;;;;;;;;;;;;;;;;;;;;;
57;63;579;;;;;;;;;;;;;;;;;;;;;;;;;;
58;94;366;;;;;;;;;;;;;;;;;;;;;;;;;;
59;94;499;;;;;;;;;;;;;;;;;;;;;;;;;;
60;89;518;;;;;;;;;;;;;;;;;;;;;;;;;;
61;92;455;;;;;;;;;;;;;;;;;;;;;;;;;;
62;83;303;;;;;;;;;;;;;;;;;;;;;;;;;;
63;59;247;;;;;;;;;;;;;;;;;;;;;;;;;;
64;63;268;;;;;;;;;;;;;;;;;;;;;;;;;;
65;69;320;;;;;;;;;;;;;;;;;;;;;;;;;;
66;61;609;;;;;;;;;;;;;;;;;;;;;;;;;;
67;76;569;;;;;;;;;;;;;;;;;;;;;;;;;;
68;94;287;;;;;;;;;;;;;;;;;;;;;;;;;;
69;89;516;;;;;;;;;;;;;;;;;;;;;;;;;;
70;91;260;;;;;;;;;;;;;;;;;;;;;;;;;;
71;70;320;;;;;;;;;;;;;;;;;;;;;;;;;;
72;85;310;;;;;;;;;;;;;;;;;;;;;;;;;;
73;62;511;;;;;;;;;;;;;;;;;;;;;;;;;;
74;81;334;;;;;;;;;;;;;;;;;;;;;;;;;;
75;60;466;;;;;;;;;;;;;;;;;;;;;;;;;;
76;67;327;;;;;;;;;;;;;;;;;;;;;;;;;;
77;81;479;;;;;;;;;;;;;;;;;;;;;;;;;;
78;65;473;;;;;;;;;;;;;;;;;;;;;;;;;;
79;83;364;;;;;;;;;;;;;;;;;;;;;;;;;;
80;71;452;;;;;;;;;;;;;;;;;;;;;;;;;;
81;65;636;;;;;;;;;;;;;;;;;;;;;;;;;;
82;90;262;;;;;;;;;;;;;;;;;;;;;;;;;;
83;71;569;;;;;;;;;;;;;;;;;;;;;;;;;;
84;84;363;;;;;;;;;;;;;;;;;;;;;;;;;;
85;89;588;;;;;;;;;;;;;;;;;;;;;;;;;;
86;75;355;;;;;;;;;;;;;;;;;;;;;;;;;;
87;85;559;;;;;;;;;;;;;;;;;;;;;;;;;;
88;72;534;;;;;;;;;;;;;;;;;;;;;;;;;;
89;87;442;;;;;;;;;;;;;;;;;;;;;;;;;;
90;61;374;;;;;;;;;;;;;;;;;;;;;;;;;;
91;72;596;;;;;;;;;;;;;;;;;;;;;;;;;;
92;60;528;;;;;;;;;;;;;;;;;;;;;;;;;;
93;93;583;;;;;;;;;;;;;;;;;;;;;;;;;;
94;69;588;;;;;;;;;;;;;;;;;;;;;;;;;;
95;82;403;;;;;;;;;;;;;;;;;;;;;;;;;;
96;74;451;;;;;;;;;;;;;;;;;;;;;;;;;;
97;71;389;;;;;;;;;;;;;;;;;;;;;;;;;;
98;90;368;;;;;;;;;;;;;;;;;;;;;;;;;;
99;70;513;;;;;;;;;;;;;;;;;;;;;;;;;;
100;88;341;;;;;;;;;;;;;;;;;;;;;;;;;;
101;94;368;;;;;;;;;;;;;;;;;;;;;;;;;;
102;72;301;;;;;;;;;;;;;;;;;;;;;;;;;;
103;62;619;;;;;;;;;;;;;;;;;;;;;;;;;;
104;76;567;;;;;;;;;;;;;;;;;;;;;;;;;;
105;66;415;;;;;;;;;;;;;;;;;;;;;;;;;;
106;87;308;;;;;;;;;;;;;;;;;;;;;;;;;;
107;67;243;;;;;;;;;;;;;;;;;;;;;;;;;;
108;64;351;;;;;;;;;;;;;;;;;;;;;;;;;;
109;93;299;;;;;;;;;;;;;;;;;;;;;;;;;;
110;62;436;;;;;;;;;;;;;;;;;;;;;;;;;;
111;77;570;;;;;;;;;;;;;;;;;;;;;;;;;;
112;83;416;;;;;;;;;;;;;;;;;;;;;;;;;;
113;74;614;;;;;;;;;;;;;;;;;;;;;;;;;;
114;93;383;;;;;;;;;;;;;;;;;;;;;;;;;;
115;92;261;;;;;;;;;;;;;;;;;;;;;;;;;;
116;73;283;;;;;;;;;;;;;;;;;;;;;;;;;;
117;83;567;;;;;;;;;;;;;;;;;;;;;;;;;;
118;71;263;;;;;;;;;;;;;;;;;;;;;;;;;;
119;77;594;;;;;;;;;;;;;;;;;;;;;;;;;;
120;81;242;;;;;;;;;;;;;;;;;;;;;;;;;;
121;72;432;;;;;;;;;;;;;;;;;;;;;;;;;;
122;82;320;;;;;;;;;;;;;;;;;;;;;;;;;;
123;81;344;;;;;;;;;;;;;;;;;;;;;;;;;;
124;69;372;;;;;;;;;;;;;;;;;;;;;;;;;;
125;67;478;;;;;;;;;;;;;;;;;;;;;;;;;;
126;72;309;;;;;;;;;;;;;;;;;;;;;;;;;;
127;80;370;;;;;;;;;;;;;;;;;;;;;;;;;;
128;85;299;;;;;;;;;;;;;;;;;;;;;;;;;;
129;82;614;;;;;;;;;;;;;;;;;;;;;;;;;;
130;84;301;;;;;;;;;;;;;;;;;;;;;;;;;;
131;59;287;;;;;;;;;;;;;;;;;;;;;;;;;;
132;91;304;;;;;;;;;;;;;;;;;;;;;;;;;;
133;60;510;;;;;;;;;;;;;;;;;;;;;;;;;;
134;76;404;;;;;;;;;;;;;;;;;;;;;;;;;;
135;82;273;;;;;;;;;;;;;;;;;;;;;;;;;;
136;86;263;;;;;;;;;;;;;;;;;;;;;;;;;;
137;77;274;;;;;;;;;;;;;;;;;;;;;;;;;;
138;63;254;;;;;;;;;;;;;;;;;;;;;;;;;;
139;65;424;;;;;;;;;;;;;;;;;;;;;;;;;;
140;88;307;;;;;;;;;;;;;;;;;;;;;;;;;;
141;82;483;;;;;;;;;;;;;;;;;;;;;;;;;;
142;63;367;;;;;;;;;;;;;;;;;;;;;;;;;;
143;83;332;;;;;;;;;;;;;;;;;;;;;;;;;;
144;77;381;;;;;;;;;;;;;;;;;;;;;;;;;;
145;62;322;;;;;;;;;;;;;;;;;;;;;;;;;;
146;73;468;;;;;;;;;;;;;;;;;;;;;;;;;;
147;65;427;;;;;;;;;;;;;;;;;;;;;;;;;;
148;59;342;;;;;;;;;;;;;;;;;;;;;;;;;;
149;79;434;;;;;;;;;;;;;;;;;;;;;;;;;;
150;65;616;;;;;;;;;;;;;;;;;;;;;;;;;;
151;86;591;;;;;;;;;;;;;;;;;;;;;;;;;;
152;83;295;;;;;;;;;;;;;;;;;;;;;;;;;;
153;88;364;;;;;;;;;;;;;;;;;;;;;;;;;;
154;82;438;;;;;;;;;;;;;;;;;;;;;;;;;;
155;66;516;;;;;;;;;;;;;;;;;;;;;;;;;;
156;94;315;;;;;;;;;;;;;;;;;;;;;;;;;;
