,n,21,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
28,1,7,1,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,
29,1,7,2,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,
30,1,7,3,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
31,1,7,4,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,
32,1,7,5,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,
33,1,8,1,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
34,1,8,2,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
35,1,8,3,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
36,2,3,1,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
37,2,3,2,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
38,2,3,3,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
39,2,3,4,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
40,2,3,5,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
41,2,4,1,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
42,2,4,2,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,
43,2,4,3,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
44,2,11,1,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
45,2,11,2,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
46,2,11,3,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
47,2,22,1,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,
48,2,22,2,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
49,2,22,3,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,
50,2,22,4,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
51,2,31,1,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,
52,2,31,2,,,,,,,,,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,
53,2,31,3,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
54,2,31,4,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
55,2,31,5,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,
56,2,31,6,,,,,,,,,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,
57,3,25,1,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
58,3,25,2,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,
59,3,25,3,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
60,3,25,4,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,
61,3,26,1,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
62,3,26,2,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,
63,3,26,3,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
64,3,26,4,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
65,3,27,1,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
66,3,27,2,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
67,3,27,3,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
68,3,28,1,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,
69,3,28,2,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
70,3,28,3,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
71,3,28,4,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
72,3,28,5,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,
73,3,29,1,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,,,,,,,
74,3,29,2,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
75,3,29,3,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
76,3,29,4,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
77,3,30,1,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,
78,3,30,2,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,
79,3,30,3,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
80,3,30,4,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,
81,4,32,1,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
82,4,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
83,4,32,3,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
84,4,32,4,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
85,4,33,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
86,4,33,2,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
87,4,33,3,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
88,4,33,4,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
89,4,20,1,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,
90,4,20,2,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
91,4,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
92,4,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
93,4,21,2,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
94,4,21,3,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
95,4,49,1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
96,4,49,2,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
97,4,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
98,4,49,4,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Part Family,Part Family,Setup Time,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,70,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2,77,385,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,3,83,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4,73,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,5,66,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,6,63,259,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,7,72,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8,84,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,9,71,348,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,10,84,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,11,92,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,12,67,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,13,87,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,14,87,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,15,88,413,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,16,80,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,17,84,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,18,93,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,19,89,215,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,20,78,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,21,71,439,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,22,84,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,23,76,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,24,83,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,25,70,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,26,79,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,27,73,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,28,75,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,29,92,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,30,93,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,31,82,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,32,66,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,33,65,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,34,80,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,35,93,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,36,87,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37,66,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,38,76,430,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,39,75,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,40,92,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,41,78,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,42,64,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,43,74,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,44,74,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,45,82,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,46,89,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,47,65,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,48,90,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,49,90,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,50,72,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,51,66,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,52,77,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,53,80,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,54,65,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,55,71,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,56,86,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,57,67,405,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,58,93,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,59,93,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,60,89,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,61,92,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,62,84,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,63,63,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,64,67,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,65,72,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,66,65,423,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,67,77,398,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,68,93,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,69,89,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,70,91,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,71,72,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,72,86,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,73,65,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,74,82,257,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,75,63,336,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,76,70,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,77,82,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,78,68,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,79,84,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,80,73,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,81,68,439,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,82,90,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,83,74,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,84,84,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,85,89,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,86,77,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,87,85,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,88,74,378,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,89,87,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,90,65,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,91,74,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,92,64,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,93,92,407,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,94,72,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,95,82,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,96,76,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,97,73,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,98,90,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,99,73,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,100,88,261,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,101,93,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,102,74,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,103,65,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,104,77,397,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,105,69,306,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,106,87,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,107,70,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,108,67,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,109,92,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,110,66,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,111,79,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,112,83,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,113,76,426,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,114,92,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,115,91,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,116,75,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,117,84,397,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,118,74,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,119,78,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,120,82,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,121,74,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,122,83,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,123,82,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,124,72,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,125,70,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,126,74,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,127,81,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,128,85,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,129,83,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,130,85,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,131,63,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,132,90,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,133,63,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,134,78,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,135,83,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,136,86,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,137,79,221,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,138,66,209,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,139,68,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,140,88,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,141,82,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,142,67,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,143,84,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,144,79,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,145,65,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,146,75,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,147,68,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,148,63,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,149,81,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,150,68,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,151,87,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,152,84,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,153,88,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,154,83,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,155,69,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,156,93,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,157,66,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,158,78,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,159,93,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,160,77,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,161,67,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,162,73,306,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,163,84,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,164,90,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,165,65,406,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,166,77,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,167,72,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,168,75,383,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,169,91,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,170,78,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,171,80,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,172,67,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,173,70,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,174,77,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,175,92,346,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,176,71,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,177,63,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,178,87,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,179,80,257,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,180,77,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,181,76,346,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,182,75,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,183,70,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,184,90,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,185,67,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,186,77,440,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,187,65,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,188,69,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,189,93,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,190,69,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,191,85,264,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,192,65,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,193,81,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,194,84,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,195,65,381,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,196,69,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,197,79,407,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,198,92,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,199,82,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,200,67,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
