,n,35,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
133,5,36,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
134,5,36,122,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
135,5,37,123,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
136,5,37,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
137,5,37,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
138,5,37,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Part Family,Part Family,Setup Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,58,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,59,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,48,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,56,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,57,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,45,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,37,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,42,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2,50,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,3,57,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,4,46,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,5,37,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,6,35,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,7,45,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,8,57,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,9,43,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,10,58,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,11,67,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12,39,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,13,61,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,14,61,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,15,62,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,16,53,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,17,58,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,18,68,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,19,64,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,20,52,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,21,43,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,22,58,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,23,49,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,24,57,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,25,42,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,26,52,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,27,46,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,28,47,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,29,67,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,30,68,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,31,56,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,32,38,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,33,37,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,34,53,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,35,68,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,36,61,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,37,37,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,38,49,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,39,48,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,40,67,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,41,51,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,42,36,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,43,46,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,44,46,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,45,55,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,46,63,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,47,37,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,48,65,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,49,64,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,50,44,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,51,38,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,52,50,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,53,53,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,54,36,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,55,43,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,56,60,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,57,38,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,58,68,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,59,68,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,60,63,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,61,66,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,62,58,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,63,34,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,64,38,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,65,44,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,66,36,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,67,50,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,68,68,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,69,63,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,70,65,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,71,45,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,72,60,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,73,36,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,74,56,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,75,35,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,76,42,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,77,55,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,78,40,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,79,57,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,80,46,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,81,40,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,82,64,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,83,46,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,84,58,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,85,63,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
