13;46;83;;;;;;;;;;;;;
14;46;90;;;;;;;;;;;;;
15;46;120;;;;;;;;;;;;;
16;42;111;;;;;;;;;;;;;
17;44;75;;;;;;;;;;;;;
18;48;116;;;;;;;;;;;;;
19;47;78;;;;;;;;;;;;;
20;42;101;;;;;;;;;;;;;
21;38;125;;;;;;;;;;;;;
22;44;94;;;;;;;;;;;;;
23;41;109;;;;;;;;;;;;;
24;44;99;;;;;;;;;;;;;
25;38;93;;;;;;;;;;;;;
26;42;83;;;;;;;;;;;;;
27;39;110;;;;;;;;;;;;;
28;40;82;;;;;;;;;;;;;
29;48;79;;;;;;;;;;;;;
30;48;99;;;;;;;;;;;;;
31;43;77;;;;;;;;;;;;;
32;36;85;;;;;;;;;;;;;
33;36;90;;;;;;;;;;;;;
34;42;90;;;;;;;;;;;;;
35;48;119;;;;;;;;;;;;;
36;46;86;;;;;;;;;;;;;
37;36;84;;;;;;;;;;;;;
38;41;123;;;;;;;;;;;;;
39;40;114;;;;;;;;;;;;;
40;48;81;;;;;;;;;;;;;
41;41;91;;;;;;;;;;;;;
42;35;98;;;;;;;;;;;;;
43;40;94;;;;;;;;;;;;;
44;40;75;;;;;;;;;;;;;
45;43;117;;;;;;;;;;;;;
46;46;114;;;;;;;;;;;;;
47;36;76;;;;;;;;;;;;;
48;47;86;;;;;;;;;;;;;
49;47;99;;;;;;;;;;;;;
50;39;81;;;;;;;;;;;;;
51;36;93;;;;;;;;;;;;;
52;41;93;;;;;;;;;;;;;
53;42;90;;;;;;;;;;;;;
54;35;83;;;;;;;;;;;;;
55;38;97;;;;;;;;;;;;;
56;45;83;;;;;;;;;;;;;
57;36;118;;;;;;;;;;;;;
58;48;91;;;;;;;;;;;;;
59;48;108;;;;;;;;;;;;;
60;46;110;;;;;;;;;;;;;
61;48;102;;;;;;;;;;;;;
62;44;83;;;;;;;;;;;;;
63;35;76;;;;;;;;;;;;;
64;36;78;;;;;;;;;;;;;
65;39;85;;;;;;;;;;;;;
66;36;122;;;;;;;;;;;;;
67;41;117;;;;;;;;;;;;;
68;48;81;;;;;;;;;;;;;
69;46;110;;;;;;;;;;;;;
70;47;77;;;;;;;;;;;;;
71;39;85;;;;;;;;;;;;;
72;45;84;;;;;;;;;;;;;
73;36;109;;;;;;;;;;;;;
74;43;87;;;;;;;;;;;;;
75;35;103;;;;;;;;;;;;;
76;38;86;;;;;;;;;;;;;
77;43;105;;;;;;;;;;;;;
78;37;104;;;;;;;;;;;;;
79;44;90;;;;;;;;;;;;;
80;39;102;;;;;;;;;;;;;
81;37;125;;;;;;;;;;;;;
82;47;78;;;;;;;;;;;;;
83;39;117;;;;;;;;;;;;;
84;44;90;;;;;;;;;;;;;
85;46;119;;;;;;;;;;;;;
86;41;89;;;;;;;;;;;;;
87;45;115;;;;;;;;;;;;;
88;40;112;;;;;;;;;;;;;
89;46;100;;;;;;;;;;;;;
90;36;92;;;;;;;;;;;;;
91;40;120;;;;;;;;;;;;;
92;35;111;;;;;;;;;;;;;
93;48;118;;;;;;;;;;;;;
94;39;119;;;;;;;;;;;;;
95;44;95;;;;;;;;;;;;;
96;41;102;;;;;;;;;;;;;
97;39;94;;;;;;;;;;;;;
98;47;91;;;;;;;;;;;;;
99;39;109;;;;;;;;;;;;;
100;46;88;;;;;;;;;;;;;
101;48;91;;;;;;;;;;;;;
102;40;82;;;;;;;;;;;;;
103;36;123;;;;;;;;;;;;;
104;41;116;;;;;;;;;;;;;
105;38;97;;;;;;;;;;;;;
106;46;83;;;;;;;;;;;;;
107;38;75;;;;;;;;;;;;;
108;37;89;;;;;;;;;;;;;
109;48;82;;;;;;;;;;;;;
110;36;100;;;;;;;;;;;;;
111;42;117;;;;;;;;;;;;;
112;44;97;;;;;;;;;;;;;
113;41;122;;;;;;;;;;;;;
114;48;93;;;;;;;;;;;;;
115;47;77;;;;;;;;;;;;;
116;40;80;;;;;;;;;;;;;
117;44;116;;;;;;;;;;;;;
118;40;78;;;;;;;;;;;;;
119;42;120;;;;;;;;;;;;;
120;43;75;;;;;;;;;;;;;
121;40;99;;;;;;;;;;;;;
122;44;85;;;;;;;;;;;;;
123;43;88;;;;;;;;;;;;;
124;39;92;;;;;;;;;;;;;
125;38;105;;;;;;;;;;;;;
126;40;84;;;;;;;;;;;;;
127;43;91;;;;;;;;;;;;;
128;45;82;;;;;;;;;;;;;
129;44;122;;;;;;;;;;;;;
130;45;82;;;;;;;;;;;;;
131;35;81;;;;;;;;;;;;;
132;47;83;;;;;;;;;;;;;
133;35;109;;;;;;;;;;;;;
134;41;96;;;;;;;;;;;;;
135;44;79;;;;;;;;;;;;;
136;45;78;;;;;;;;;;;;;
137;42;79;;;;;;;;;;;;;
138;36;77;;;;;;;;;;;;;
139;37;98;;;;;;;;;;;;;
140;46;83;;;;;;;;;;;;;
141;44;106;;;;;;;;;;;;;
142;36;91;;;;;;;;;;;;;
143;44;86;;;;;;;;;;;;;
144;42;93;;;;;;;;;;;;;
145;36;85;;;;;;;;;;;;;
146;40;104;;;;;;;;;;;;;
147;37;99;;;;;;;;;;;;;
148;35;88;;;;;;;;;;;;;
149;43;99;;;;;;;;;;;;;
150;37;123;;;;;;;;;;;;;
151;45;119;;;;;;;;;;;;;
152;44;82;;;;;;;;;;;;;
153;46;91;;;;;;;;;;;;;
154;44;100;;;;;;;;;;;;;
155;37;110;;;;;;;;;;;;;
156;48;84;;;;;;;;;;;;;
157;36;102;;;;;;;;;;;;;
158;42;95;;;;;;;;;;;;;
159;48;104;;;;;;;;;;;;;
160;41;115;;;;;;;;;;;;;
161;37;81;;;;;;;;;;;;;
162;39;97;;;;;;;;;;;;;
163;44;85;;;;;;;;;;;;;
164;47;77;;;;;;;;;;;;;
165;36;118;;;;;;;;;;;;;
166;41;110;;;;;;;;;;;;;
167;39;119;;;;;;;;;;;;;
168;40;113;;;;;;;;;;;;;
169;48;125;;;;;;;;;;;;;
170;41;93;;;;;;;;;;;;;
171;43;76;;;;;;;;;;;;;
172;37;95;;;;;;;;;;;;;
173;38;85;;;;;;;;;;;;;
174;41;106;;;;;;;;;;;;;
175;48;106;;;;;;;;;;;;;
176;38;75;;;;;;;;;;;;;
177;35;94;;;;;;;;;;;;;
178;46;107;;;;;;;;;;;;;
179;42;87;;;;;;;;;;;;;
180;41;107;;;;;;;;;;;;;
181;40;105;;;;;;;;;;;;;
182;40;93;;;;;;;;;;;;;
183;38;89;;;;;;;;;;;;;
184;47;86;;;;;;;;;;;;;
185;37;113;;;;;;;;;;;;;
186;41;125;;;;;;;;;;;;;
187;36;80;;;;;;;;;;;;;
188;38;81;;;;;;;;;;;;;
189;48;122;;;;;;;;;;;;;
190;37;98;;;;;;;;;;;;;
191;45;88;;;;;;;;;;;;;
192;36;99;;;;;;;;;;;;;
193;43;98;;;;;;;;;;;;;
194;44;121;;;;;;;;;;;;;
195;36;113;;;;;;;;;;;;;
196;37;110;;;;;;;;;;;;;
197;42;118;;;;;;;;;;;;;
198;48;124;;;;;;;;;;;;;
199;43;115;;;;;;;;;;;;;
200;37;123;;;;;;;;;;;;;
201;39;86;;;;;;;;;;;;;
202;41;85;;;;;;;;;;;;;
203;37;88;;;;;;;;;;;;;
204;47;120;;;;;;;;;;;;;
205;37;108;;;;;;;;;;;;;
206;44;106;;;;;;;;;;;;;
207;35;125;;;;;;;;;;;;;
208;47;82;;;;;;;;;;;;;
209;42;122;;;;;;;;;;;;;
210;45;114;;;;;;;;;;;;;
211;43;125;;;;;;;;;;;;;
212;36;95;;;;;;;;;;;;;
213;42;114;;;;;;;;;;;;;
214;41;86;;;;;;;;;;;;;
215;37;87;;;;;;;;;;;;;
216;42;84;;;;;;;;;;;;;
217;45;88;;;;;;;;;;;;;
218;37;100;;;;;;;;;;;;;
219;46;119;;;;;;;;;;;;;
220;39;90;;;;;;;;;;;;;
221;42;115;;;;;;;;;;;;;
222;45;96;;;;;;;;;;;;;
223;36;105;;;;;;;;;;;;;
224;44;102;;;;;;;;;;;;;
225;48;115;;;;;;;;;;;;;
226;41;109;;;;;;;;;;;;;
227;35;94;;;;;;;;;;;;;
228;39;91;;;;;;;;;;;;;
229;36;78;;;;;;;;;;;;;
230;44;93;;;;;;;;;;;;;
231;46;110;;;;;;;;;;;;;
232;45;121;;;;;;;;;;;;;
233;37;98;;;;;;;;;;;;;
234;46;114;;;;;;;;;;;;;
235;46;94;;;;;;;;;;;;;
236;39;107;;;;;;;;;;;;;
237;43;98;;;;;;;;;;;;;
238;38;116;;;;;;;;;;;;;
239;38;111;;;;;;;;;;;;;
240;39;123;;;;;;;;;;;;;
241;36;122;;;;;;;;;;;;;
242;38;94;;;;;;;;;;;;;
243;46;117;;;;;;;;;;;;;
244;37;95;;;;;;;;;;;;;
245;47;117;;;;;;;;;;;;;
246;40;111;;;;;;;;;;;;;
247;37;124;;;;;;;;;;;;;
248;42;117;;;;;;;;;;;;;
249;35;117;;;;;;;;;;;;;
250;38;107;;;;;;;;;;;;;
251;45;119;;;;;;;;;;;;;
252;44;104;;;;;;;;;;;;;
253;41;116;;;;;;;;;;;;;
254;36;104;;;;;;;;;;;;;
255;36;102;;;;;;;;;;;;;
256;36;94;;;;;;;;;;;;;
257;45;111;;;;;;;;;;;;;
258;38;119;;;;;;;;;;;;;
259;41;92;;;;;;;;;;;;;
260;36;91;;;;;;;;;;;;;
261;39;97;;;;;;;;;;;;;
262;47;75;;;;;;;;;;;;;
263;48;107;;;;;;;;;;;;;
264;40;107;;;;;;;;;;;;;
265;48;96;;;;;;;;;;;;;
266;45;94;;;;;;;;;;;;;
267;41;109;;;;;;;;;;;;;
268;37;87;;;;;;;;;;;;;
269;38;109;;;;;;;;;;;;;
270;48;124;;;;;;;;;;;;;
271;45;105;;;;;;;;;;;;;
272;38;93;;;;;;;;;;;;;
273;45;77;;;;;;;;;;;;;
274;48;100;;;;;;;;;;;;;
275;44;106;;;;;;;;;;;;;
276;40;112;;;;;;;;;;;;;
277;45;123;;;;;;;;;;;;;
278;39;90;;;;;;;;;;;;;
279;35;109;;;;;;;;;;;;;
280;43;115;;;;;;;;;;;;;
281;40;97;;;;;;;;;;;;;
282;43;111;;;;;;;;;;;;;
283;46;110;;;;;;;;;;;;;
284;48;80;;;;;;;;;;;;;
285;42;75;;;;;;;;;;;;;
286;44;113;;;;;;;;;;;;;
287;40;82;;;;;;;;;;;;;
288;42;110;;;;;;;;;;;;;
289;37;100;;;;;;;;;;;;;
290;38;121;;;;;;;;;;;;;
291;44;122;;;;;;;;;;;;;
292;47;91;;;;;;;;;;;;;
293;35;75;;;;;;;;;;;;;
294;44;99;;;;;;;;;;;;;
295;39;120;;;;;;;;;;;;;
296;38;102;;;;;;;;;;;;;
297;35;82;;;;;;;;;;;;;
298;43;90;;;;;;;;;;;;;
299;48;104;;;;;;;;;;;;;
300;43;76;;;;;;;;;;;;;
301;36;118;;;;;;;;;;;;;
302;48;110;;;;;;;;;;;;;
303;48;107;;;;;;;;;;;;;
304;39;103;;;;;;;;;;;;;
305;40;108;;;;;;;;;;;;;
306;37;101;;;;;;;;;;;;;
307;40;110;;;;;;;;;;;;;
308;36;98;;;;;;;;;;;;;
309;42;90;;;;;;;;;;;;;
310;44;115;;;;;;;;;;;;;
311;35;98;;;;;;;;;;;;;
312;45;106;;;;;;;;;;;;;
313;46;80;;;;;;;;;;;;;
314;44;88;;;;;;;;;;;;;
315;42;88;;;;;;;;;;;;;
316;44;105;;;;;;;;;;;;;
317;47;87;;;;;;;;;;;;;
318;46;117;;;;;;;;;;;;;
319;48;86;;;;;;;;;;;;;
320;39;93;;;;;;;;;;;;;
321;44;80;;;;;;;;;;;;;
322;36;109;;;;;;;;;;;;;
323;45;111;;;;;;;;;;;;;
324;36;93;;;;;;;;;;;;;
325;35;81;;;;;;;;;;;;;
326;46;109;;;;;;;;;;;;;
327;47;115;;;;;;;;;;;;;
328;35;107;;;;;;;;;;;;;
329;36;93;;;;;;;;;;;;;
330;47;119;;;;;;;;;;;;;
331;48;78;;;;;;;;;;;;;
332;48;81;;;;;;;;;;;;;
333;48;103;;;;;;;;;;;;;
334;43;82;;;;;;;;;;;;;
335;47;89;;;;;;;;;;;;;
336;42;89;;;;;;;;;;;;;
337;48;91;;;;;;;;;;;;;
338;36;121;;;;;;;;;;;;;
339;40;80;;;;;;;;;;;;;
340;47;79;;;;;;;;;;;;;
341;48;91;;;;;;;;;;;;;
342;38;97;;;;;;;;;;;;;
343;41;76;;;;;;;;;;;;;
344;45;81;;;;;;;;;;;;;
345;38;83;;;;;;;;;;;;;
346;45;104;;;;;;;;;;;;;
347;39;99;;;;;;;;;;;;;
348;40;106;;;;;;;;;;;;;
349;36;123;;;;;;;;;;;;;
350;45;84;;;;;;;;;;;;;
351;36;125;;;;;;;;;;;;;
352;41;112;;;;;;;;;;;;;
353;43;100;;;;;;;;;;;;;
354;45;102;;;;;;;;;;;;;
355;44;79;;;;;;;;;;;;;
356;38;124;;;;;;;;;;;;;
357;42;117;;;;;;;;;;;;;
358;47;106;;;;;;;;;;;;;
359;46;103;;;;;;;;;;;;;
360;44;121;;;;;;;;;;;;;
361;46;98;;;;;;;;;;;;;
362;47;111;;;;;;;;;;;;;
363;42;122;;;;;;;;;;;;;
364;48;98;;;;;;;;;;;;;
365;47;99;;;;;;;;;;;;;
366;46;97;;;;;;;;;;;;;
367;40;109;;;;;;;;;;;;;
368;48;124;;;;;;;;;;;;;
369;46;100;;;;;;;;;;;;;
370;46;124;;;;;;;;;;;;;
371;39;83;;;;;;;;;;;;;
372;41;83;;;;;;;;;;;;;
373;47;115;;;;;;;;;;;;;
374;35;100;;;;;;;;;;;;;
375;43;115;;;;;;;;;;;;;
376;46;102;;;;;;;;;;;;;
377;38;116;;;;;;;;;;;;;
378;39;108;;;;;;;;;;;;;
379;36;114;;;;;;;;;;;;;
380;38;110;;;;;;;;;;;;;
381;42;88;;;;;;;;;;;;;
382;43;85;;;;;;;;;;;;;
383;38;116;;;;;;;;;;;;;
384;43;117;;;;;;;;;;;;;
385;47;122;;;;;;;;;;;;;
386;45;91;;;;;;;;;;;;;
387;45;110;;;;;;;;;;;;;
388;43;109;;;;;;;;;;;;;
389;35;112;;;;;;;;;;;;;
390;46;112;;;;;;;;;;;;;
391;47;99;;;;;;;;;;;;;
392;47;80;;;;;;;;;;;;;
393;44;88;;;;;;;;;;;;;
394;37;104;;;;;;;;;;;;;
395;39;90;;;;;;;;;;;;;
396;47;79;;;;;;;;;;;;;
397;38;81;;;;;;;;;;;;;
398;41;76;;;;;;;;;;;;;
399;42;86;;;;;;;;;;;;;
400;47;80;;;;;;;;;;;;;
401;37;87;;;;;;;;;;;;;
402;43;108;;;;;;;;;;;;;
403;35;98;;;;;;;;;;;;;
404;46;104;;;;;;;;;;;;;
405;37;109;;;;;;;;;;;;;
406;44;93;;;;;;;;;;;;;
407;48;99;;;;;;;;;;;;;
408;46;77;;;;;;;;;;;;;
409;40;102;;;;;;;;;;;;;
410;42;76;;;;;;;;;;;;;
411;44;75;;;;;;;;;;;;;
412;41;103;;;;;;;;;;;;;
413;35;110;;;;;;;;;;;;;
414;35;106;;;;;;;;;;;;;
415;38;105;;;;;;;;;;;;;
416;36;114;;;;;;;;;;;;;
417;46;109;;;;;;;;;;;;;
418;42;106;;;;;;;;;;;;;
419;46;86;;;;;;;;;;;;;
420;36;87;;;;;;;;;;;;;
421;41;104;;;;;;;;;;;;;
422;40;108;;;;;;;;;;;;;
423;44;101;;;;;;;;;;;;;
424;36;115;;;;;;;;;;;;;
425;39;94;;;;;;;;;;;;;
426;43;125;;;;;;;;;;;;;
427;45;119;;;;;;;;;;;;;
428;41;84;;;;;;;;;;;;;
429;45;79;;;;;;;;;;;;;
430;43;91;;;;;;;;;;;;;
431;40;84;;;;;;;;;;;;;
432;39;105;;;;;;;;;;;;;
433;42;119;;;;;;;;;;;;;
434;42;89;;;;;;;;;;;;;
435;48;85;;;;;;;;;;;;;
436;38;84;;;;;;;;;;;;;
437;41;89;;;;;;;;;;;;;
438;42;78;;;;;;;;;;;;;
439;43;117;;;;;;;;;;;;;
440;47;102;;;;;;;;;;;;;
441;43;88;;;;;;;;;;;;;
442;39;120;;;;;;;;;;;;;
443;48;81;;;;;;;;;;;;;
444;35;124;;;;;;;;;;;;;
445;38;91;;;;;;;;;;;;;
446;47;113;;;;;;;;;;;;;
447;43;114;;;;;;;;;;;;;
448;46;88;;;;;;;;;;;;;
449;38;115;;;;;;;;;;;;;
450;36;115;;;;;;;;;;;;;
451;48;116;;;;;;;;;;;;;
452;46;80;;;;;;;;;;;;;
453;37;97;;;;;;;;;;;;;
454;42;97;;;;;;;;;;;;;
455;39;94;;;;;;;;;;;;;
456;42;121;;;;;;;;;;;;;
457;37;79;;;;;;;;;;;;;
458;45;82;;;;;;;;;;;;;
459;47;96;;;;;;;;;;;;;
460;43;95;;;;;;;;;;;;;
461;46;104;;;;;;;;;;;;;
462;35;108;;;;;;;;;;;;;
463;39;98;;;;;;;;;;;;;
464;43;109;;;;;;;;;;;;;
465;41;90;;;;;;;;;;;;;
466;46;118;;;;;;;;;;;;;
467;45;79;;;;;;;;;;;;;
468;42;114;;;;;;;;;;;;;
469;41;85;;;;;;;;;;;;;
470;45;101;;;;;;;;;;;;;
471;43;107;;;;;;;;;;;;;
472;44;118;;;;;;;;;;;;;
473;45;123;;;;;;;;;;;;;
474;42;101;;;;;;;;;;;;;
475;35;110;;;;;;;;;;;;;
476;40;118;;;;;;;;;;;;;
477;37;111;;;;;;;;;;;;;
478;48;95;;;;;;;;;;;;;
479;45;83;;;;;;;;;;;;;
480;45;110;;;;;;;;;;;;;
481;47;119;;;;;;;;;;;;;
482;48;75;;;;;;;;;;;;;
483;43;111;;;;;;;;;;;;;
484;37;80;;;;;;;;;;;;;
485;42;123;;;;;;;;;;;;;
486;44;109;;;;;;;;;;;;;
487;44;80;;;;;;;;;;;;;
488;46;83;;;;;;;;;;;;;
489;47;86;;;;;;;;;;;;;
490;47;94;;;;;;;;;;;;;
491;47;77;;;;;;;;;;;;;
492;43;113;;;;;;;;;;;;;
493;47;122;;;;;;;;;;;;;
494;44;75;;;;;;;;;;;;;
495;36;82;;;;;;;;;;;;;
496;35;89;;;;;;;;;;;;;
497;41;75;;;;;;;;;;;;;
498;43;111;;;;;;;;;;;;;
499;44;108;;;;;;;;;;;;;
500;38;77;;;;;;;;;;;;;
501;45;98;;;;;;;;;;;;;
502;35;79;;;;;;;;;;;;;
503;48;110;;;;;;;;;;;;;
504;37;77;;;;;;;;;;;;;
505;47;117;;;;;;;;;;;;;
506;41;102;;;;;;;;;;;;;
507;38;95;;;;;;;;;;;;;
508;46;117;;;;;;;;;;;;;
509;38;86;;;;;;;;;;;;;
510;36;108;;;;;;;;;;;;;
511;35;84;;;;;;;;;;;;;
512;35;94;;;;;;;;;;;;;
513;48;96;;;;;;;;;;;;;
514;38;109;;;;;;;;;;;;;
515;41;80;;;;;;;;;;;;;
516;42;88;;;;;;;;;;;;;
517;48;118;;;;;;;;;;;;;
518;43;97;;;;;;;;;;;;;
519;35;102;;;;;;;;;;;;;
520;45;86;;;;;;;;;;;;;
521;45;106;;;;;;;;;;;;;
522;36;88;;;;;;;;;;;;;
523;44;99;;;;;;;;;;;;;
524;35;76;;;;;;;;;;;;;
525;37;116;;;;;;;;;;;;;
526;41;96;;;;;;;;;;;;;
527;43;105;;;;;;;;;;;;;
528;35;103;;;;;;;;;;;;;
529;41;106;;;;;;;;;;;;;
530;37;103;;;;;;;;;;;;;
531;41;99;;;;;;;;;;;;;
532;43;115;;;;;;;;;;;;;
533;39;86;;;;;;;;;;;;;
534;43;96;;;;;;;;;;;;;
535;45;93;;;;;;;;;;;;;
536;46;110;;;;;;;;;;;;;
537;41;118;;;;;;;;;;;;;
538;47;95;;;;;;;;;;;;;
539;36;113;;;;;;;;;;;;;
540;45;98;;;;;;;;;;;;;
541;40;86;;;;;;;;;;;;;
542;41;108;;;;;;;;;;;;;
543;43;79;;;;;;;;;;;;;
544;44;93;;;;;;;;;;;;;
545;46;78;;;;;;;;;;;;;
546;48;96;;;;;;;;;;;;;
547;40;86;;;;;;;;;;;;;
548;46;90;;;;;;;;;;;;;
549;35;91;;;;;;;;;;;;;
550;48;96;;;;;;;;;;;;;
551;47;104;;;;;;;;;;;;;
552;38;118;;;;;;;;;;;;;
553;35;115;;;;;;;;;;;;;
554;48;112;;;;;;;;;;;;;
555;45;105;;;;;;;;;;;;;
556;41;111;;;;;;;;;;;;;
557;47;111;;;;;;;;;;;;;
558;36;86;;;;;;;;;;;;;
559;35;122;;;;;;;;;;;;;
560;37;86;;;;;;;;;;;;;
561;42;85;;;;;;;;;;;;;
562;42;111;;;;;;;;;;;;;
563;40;93;;;;;;;;;;;;;
564;39;86;;;;;;;;;;;;;
565;35;104;;;;;;;;;;;;;
566;40;114;;;;;;;;;;;;;
567;46;89;;;;;;;;;;;;;
568;42;117;;;;;;;;;;;;;
569;48;106;;;;;;;;;;;;;
570;43;117;;;;;;;;;;;;;
571;36;123;;;;;;;;;;;;;
572;44;87;;;;;;;;;;;;;
573;43;89;;;;;;;;;;;;;
574;42;109;;;;;;;;;;;;;
575;36;103;;;;;;;;;;;;;
576;39;79;;;;;;;;;;;;;
577;37;110;;;;;;;;;;;;;
578;47;110;;;;;;;;;;;;;
579;35;102;;;;;;;;;;;;;
580;41;108;;;;;;;;;;;;;
581;41;113;;;;;;;;;;;;;
582;44;82;;;;;;;;;;;;;
583;38;110;;;;;;;;;;;;;
584;47;106;;;;;;;;;;;;;
585;37;90;;;;;;;;;;;;;
586;38;94;;;;;;;;;;;;;
587;39;91;;;;;;;;;;;;;
588;36;106;;;;;;;;;;;;;
589;42;91;;;;;;;;;;;;;
590;36;79;;;;;;;;;;;;;
591;47;107;;;;;;;;;;;;;
592;37;100;;;;;;;;;;;;;
593;38;89;;;;;;;;;;;;;
594;43;80;;;;;;;;;;;;;
595;40;118;;;;;;;;;;;;;
596;46;95;;;;;;;;;;;;;
597;36;125;;;;;;;;;;;;;
598;40;93;;;;;;;;;;;;;
599;38;100;;;;;;;;;;;;;
600;35;120;;;;;;;;;;;;;
601;40;120;;;;;;;;;;;;;
602;42;114;;;;;;;;;;;;;
603;39;121;;;;;;;;;;;;;
604;46;116;;;;;;;;;;;;;
605;43;88;;;;;;;;;;;;;
606;36;110;;;;;;;;;;;;;
607;40;96;;;;;;;;;;;;;
608;46;117;;;;;;;;;;;;;
609;43;84;;;;;;;;;;;;;
610;47;122;;;;;;;;;;;;;
611;36;115;;;;;;;;;;;;;
612;37;90;;;;;;;;;;;;;
613;41;118;;;;;;;;;;;;;
614;38;91;;;;;;;;;;;;;
615;48;113;;;;;;;;;;;;;
616;39;78;;;;;;;;;;;;;
617;38;87;;;;;;;;;;;;;
618;44;124;;;;;;;;;;;;;
619;36;94;;;;;;;;;;;;;
620;37;93;;;;;;;;;;;;;
621;41;115;;;;;;;;;;;;;
622;42;82;;;;;;;;;;;;;
623;45;81;;;;;;;;;;;;;
624;48;110;;;;;;;;;;;;;
625;37;102;;;;;;;;;;;;;
626;45;78;;;;;;;;;;;;;
