51;44;177;;;;;;;;;;
52;50;177;;;;;;;;;;
53;51;171;;;;;;;;;;
54;43;157;;;;;;;;;;
55;46;184;;;;;;;;;;
56;54;158;;;;;;;;;;
57;44;225;;;;;;;;;;
58;58;172;;;;;;;;;;
59;58;205;;;;;;;;;;
60;56;210;;;;;;;;;;
61;58;194;;;;;;;;;;
62;53;156;;;;;;;;;;
63;42;143;;;;;;;;;;
64;44;148;;;;;;;;;;
65;46;161;;;;;;;;;;
66;43;232;;;;;;;;;;
67;50;222;;;;;;;;;;
68;58;152;;;;;;;;;;
69;56;209;;;;;;;;;;
70;57;146;;;;;;;;;;
71;47;161;;;;;;;;;;
72;54;158;;;;;;;;;;
73;43;208;;;;;;;;;;
74;52;164;;;;;;;;;;
75;42;197;;;;;;;;;;
76;46;162;;;;;;;;;;
77;52;200;;;;;;;;;;
78;45;198;;;;;;;;;;
79;53;172;;;;;;;;;;
80;47;193;;;;;;;;;;
81;44;239;;;;;;;;;;
82;56;146;;;;;;;;;;
83;48;222;;;;;;;;;;
84;53;171;;;;;;;;;;
85;56;227;;;;;;;;;;
86;50;169;;;;;;;;;;
87;54;220;;;;;;;;;;
88;48;214;;;;;;;;;;
89;55;191;;;;;;;;;;
90;43;174;;;;;;;;;;
91;48;229;;;;;;;;;;
92;42;212;;;;;;;;;;
93;58;226;;;;;;;;;;
94;47;227;;;;;;;;;;
95;52;181;;;;;;;;;;
96;49;193;;;;;;;;;;
97;47;178;;;;;;;;;;
98;56;173;;;;;;;;;;
99;47;208;;;;;;;;;;
100;55;166;;;;;;;;;;
101;58;173;;;;;;;;;;
102;48;156;;;;;;;;;;
103;43;235;;;;;;;;;;
104;50;222;;;;;;;;;;
105;45;184;;;;;;;;;;
106;55;158;;;;;;;;;;
107;46;142;;;;;;;;;;
108;44;168;;;;;;;;;;
109;58;155;;;;;;;;;;
110;43;189;;;;;;;;;;
111;50;223;;;;;;;;;;
112;53;185;;;;;;;;;;
113;49;234;;;;;;;;;;
114;58;176;;;;;;;;;;
115;57;146;;;;;;;;;;
116;48;151;;;;;;;;;;
117;53;222;;;;;;;;;;
118;48;147;;;;;;;;;;
119;50;228;;;;;;;;;;
120;52;141;;;;;;;;;;
121;48;188;;;;;;;;;;
122;53;161;;;;;;;;;;
123;52;167;;;;;;;;;;
124;47;174;;;;;;;;;;
125;45;200;;;;;;;;;;
126;48;158;;;;;;;;;;
127;51;173;;;;;;;;;;
128;54;155;;;;;;;;;;
129;53;233;;;;;;;;;;
130;54;156;;;;;;;;;;
131;42;152;;;;;;;;;;
132;57;157;;;;;;;;;;
133;42;208;;;;;;;;;;
134;50;182;;;;;;;;;;
135;53;149;;;;;;;;;;
136;55;147;;;;;;;;;;
137;50;149;;;;;;;;;;
138;43;144;;;;;;;;;;
139;45;186;;;;;;;;;;
140;56;158;;;;;;;;;;
141;52;201;;;;;;;;;;
142;44;172;;;;;;;;;;
143;53;164;;;;;;;;;;
144;50;176;;;;;;;;;;
145;43;161;;;;;;;;;;
146;48;197;;;;;;;;;;
147;44;187;;;;;;;;;;
148;42;166;;;;;;;;;;
149;51;189;;;;;;;;;;
150;44;234;;;;;;;;;;
151;55;228;;;;;;;;;;
152;53;155;;;;;;;;;;
153;56;172;;;;;;;;;;
154;53;190;;;;;;;;;;
155;45;209;;;;;;;;;;
156;58;159;;;;;;;;;;
157;43;195;;;;;;;;;;
158;50;180;;;;;;;;;;
159;58;198;;;;;;;;;;
160;50;219;;;;;;;;;;
161;44;154;;;;;;;;;;
162;47;184;;;;;;;;;;
163;53;160;;;;;;;;;;
164;57;145;;;;;;;;;;
165;43;225;;;;;;;;;;
166;49;209;;;;;;;;;;
167;46;228;;;;;;;;;;
168;48;216;;;;;;;;;;
169;57;239;;;;;;;;;;
170;50;177;;;;;;;;;;
171;51;143;;;;;;;;;;
172;44;179;;;;;;;;;;
173;46;162;;;;;;;;;;
174;49;202;;;;;;;;;;
175;58;201;;;;;;;;;;
176;46;141;;;;;;;;;;
177;42;178;;;;;;;;;;
178;55;204;;;;;;;;;;
179;51;164;;;;;;;;;;
180;49;203;;;;;;;;;;
181;49;201;;;;;;;;;;
182;48;176;;;;;;;;;;
183;46;169;;;;;;;;;;
184;57;164;;;;;;;;;;
185;44;215;;;;;;;;;;
186;49;239;;;;;;;;;;
187;43;152;;;;;;;;;;
188;45;153;;;;;;;;;;
189;58;233;;;;;;;;;;
190;45;187;;;;;;;;;;
191;54;167;;;;;;;;;;
192;43;188;;;;;;;;;;
193;51;185;;;;;;;;;;
194;53;231;;;;;;;;;;
195;43;215;;;;;;;;;;
196;45;209;;;;;;;;;;
197;51;226;;;;;;;;;;
198;58;237;;;;;;;;;;
199;52;219;;;;;;;;;;
200;44;235;;;;;;;;;;
201;47;163;;;;;;;;;;
202;50;161;;;;;;;;;;
203;44;168;;;;;;;;;;
204;57;229;;;;;;;;;;
205;44;206;;;;;;;;;;
206;53;202;;;;;;;;;;
207;42;239;;;;;;;;;;
208;57;156;;;;;;;;;;
209;50;233;;;;;;;;;;
210;55;218;;;;;;;;;;
211;52;238;;;;;;;;;;
212;44;180;;;;;;;;;;
213;51;217;;;;;;;;;;
214;49;163;;;;;;;;;;
215;44;165;;;;;;;;;;
216;50;160;;;;;;;;;;
217;55;166;;;;;;;;;;
218;44;191;;;;;;;;;;
219;55;228;;;;;;;;;;
220;47;172;;;;;;;;;;
221;51;219;;;;;;;;;;
222;54;183;;;;;;;;;;
223;43;199;;;;;;;;;;
224;53;194;;;;;;;;;;
225;58;219;;;;;;;;;;
226;49;208;;;;;;;;;;
227;42;177;;;;;;;;;;
228;47;173;;;;;;;;;;
229;43;148;;;;;;;;;;
230;53;177;;;;;;;;;;
231;55;209;;;;;;;;;;
232;54;231;;;;;;;;;;
233;44;186;;;;;;;;;;
234;56;217;;;;;;;;;;
235;56;179;;;;;;;;;;
236;48;204;;;;;;;;;;
237;52;185;;;;;;;;;;
238;46;221;;;;;;;;;;
239;45;211;;;;;;;;;;
240;47;235;;;;;;;;;;
241;43;232;;;;;;;;;;
242;46;178;;;;;;;;;;
243;55;223;;;;;;;;;;
244;44;180;;;;;;;;;;
245;57;222;;;;;;;;;;
246;49;212;;;;;;;;;;
247;45;236;;;;;;;;;;
248;50;223;;;;;;;;;;
249;43;224;;;;;;;;;;
250;46;203;;;;;;;;;;
251;54;228;;;;;;;;;;
252;53;198;;;;;;;;;;
253;49;221;;;;;;;;;;
254;43;197;;;;;;;;;;
255;44;194;;;;;;;;;;
256;43;178;;;;;;;;;;
257;55;211;;;;;;;;;;
258;46;228;;;;;;;;;;
259;49;174;;;;;;;;;;
260;44;172;;;;;;;;;;
261;46;184;;;;;;;;;;
262;56;142;;;;;;;;;;
263;58;203;;;;;;;;;;
264;49;204;;;;;;;;;;
265;58;181;;;;;;;;;;
266;54;179;;;;;;;;;;
267;49;207;;;;;;;;;;
268;45;164;;;;;;;;;;
269;45;208;;;;;;;;;;
270;58;237;;;;;;;;;;
271;54;200;;;;;;;;;;
272;46;177;;;;;;;;;;
273;54;145;;;;;;;;;;
274;58;189;;;;;;;;;;
275;54;202;;;;;;;;;;
276;48;213;;;;;;;;;;
277;54;235;;;;;;;;;;
278;47;171;;;;;;;;;;
279;42;208;;;;;;;;;;
280;52;220;;;;;;;;;;
281;48;184;;;;;;;;;;
282;52;211;;;;;;;;;;
283;55;210;;;;;;;;;;
284;58;151;;;;;;;;;;
285;50;142;;;;;;;;;;
286;53;216;;;;;;;;;;
287;48;155;;;;;;;;;;
288;51;209;;;;;;;;;;
289;44;190;;;;;;;;;;
290;46;231;;;;;;;;;;
291;53;233;;;;;;;;;;
292;57;173;;;;;;;;;;
293;42;142;;;;;;;;;;
294;53;187;;;;;;;;;;
295;47;229;;;;;;;;;;
296;45;194;;;;;;;;;;
297;43;154;;;;;;;;;;
298;51;171;;;;;;;;;;
299;58;197;;;;;;;;;;
300;51;143;;;;;;;;;;
301;43;225;;;;;;;;;;
302;58;210;;;;;;;;;;
303;58;204;;;;;;;;;;
304;47;196;;;;;;;;;;
305;48;205;;;;;;;;;;
306;44;192;;;;;;;;;;
307;48;210;;;;;;;;;;
308;44;186;;;;;;;;;;
309;50;170;;;;;;;;;;
310;53;218;;;;;;;;;;
311;42;187;;;;;;;;;;
312;55;201;;;;;;;;;;
313;55;151;;;;;;;;;;
314;53;166;;;;;;;;;;
315;51;166;;;;;;;;;;
316;54;199;;;;;;;;;;
317;57;166;;;;;;;;;;
318;55;223;;;;;;;;;;
319;58;163;;;;;;;;;;
320;47;177;;;;;;;;;;
321;53;151;;;;;;;;;;
322;43;207;;;;;;;;;;
323;54;211;;;;;;;;;;
324;44;177;;;;;;;;;;
325;42;153;;;;;;;;;;
326;55;208;;;;;;;;;;
327;56;219;;;;;;;;;;
328;42;204;;;;;;;;;;
329;43;177;;;;;;;;;;
330;57;226;;;;;;;;;;
331;58;147;;;;;;;;;;
332;58;154;;;;;;;;;;
333;58;196;;;;;;;;;;
334;52;155;;;;;;;;;;
335;57;169;;;;;;;;;;
336;50;169;;;;;;;;;;
337;58;173;;;;;;;;;;
338;43;231;;;;;;;;;;
339;48;151;;;;;;;;;;
340;56;149;;;;;;;;;;
341;58;173;;;;;;;;;;
342;46;184;;;;;;;;;;
343;49;143;;;;;;;;;;
344;54;154;;;;;;;;;;
345;46;158;;;;;;;;;;
346;54;198;;;;;;;;;;
347;47;189;;;;;;;;;;
348;49;202;;;;;;;;;;
349;43;234;;;;;;;;;;
350;54;159;;;;;;;;;;
351;43;239;;;;;;;;;;
352;50;214;;;;;;;;;;
353;52;190;;;;;;;;;;
354;54;194;;;;;;;;;;
355;53;149;;;;;;;;;;
356;46;236;;;;;;;;;;
357;50;222;;;;;;;;;;
358;57;202;;;;;;;;;;
359;56;196;;;;;;;;;;
360;53;231;;;;;;;;;;
361;56;186;;;;;;;;;;
362;57;211;;;;;;;;;;
363;50;233;;;;;;;;;;
364;58;186;;;;;;;;;;
365;57;188;;;;;;;;;;
366;55;184;;;;;;;;;;
367;48;208;;;;;;;;;;
368;58;237;;;;;;;;;;
369;56;190;;;;;;;;;;
370;55;236;;;;;;;;;;
371;47;158;;;;;;;;;;
372;49;157;;;;;;;;;;
373;57;219;;;;;;;;;;
374;43;190;;;;;;;;;;
375;51;220;;;;;;;;;;
376;55;195;;;;;;;;;;
377;46;221;;;;;;;;;;
378;47;206;;;;;;;;;;
379;43;216;;;;;;;;;;
380;45;209;;;;;;;;;;
381;50;167;;;;;;;;;;
382;52;161;;;;;;;;;;
383;46;221;;;;;;;;;;
384;51;222;;;;;;;;;;
385;56;232;;;;;;;;;;
386;55;173;;;;;;;;;;
387;54;210;;;;;;;;;;
388;52;207;;;;;;;;;;
389;42;212;;;;;;;;;;
390;55;212;;;;;;;;;;
391;56;188;;;;;;;;;;
392;56;151;;;;;;;;;;
393;53;166;;;;;;;;;;
394;44;197;;;;;;;;;;
395;47;171;;;;;;;;;;
396;56;148;;;;;;;;;;
397;46;153;;;;;;;;;;
398;49;143;;;;;;;;;;
399;51;164;;;;;;;;;;
400;57;151;;;;;;;;;;
401;45;164;;;;;;;;;;
402;52;206;;;;;;;;;;
403;42;186;;;;;;;;;;
404;55;197;;;;;;;;;;
405;45;207;;;;;;;;;;
406;52;177;;;;;;;;;;
407;58;189;;;;;;;;;;
408;56;146;;;;;;;;;;
409;48;193;;;;;;;;;;
410;50;143;;;;;;;;;;
411;53;142;;;;;;;;;;
412;50;195;;;;;;;;;;
413;42;210;;;;;;;;;;
414;42;201;;;;;;;;;;
415;46;200;;;;;;;;;;
416;44;218;;;;;;;;;;
417;56;208;;;;;;;;;;
418;50;202;;;;;;;;;;
419;56;162;;;;;;;;;;
420;43;164;;;;;;;;;;
421;49;198;;;;;;;;;;
422;48;206;;;;;;;;;;
423;53;191;;;;;;;;;;
424;43;219;;;;;;;;;;
425;47;178;;;;;;;;;;
426;52;239;;;;;;;;;;
427;54;227;;;;;;;;;;
428;49;160;;;;;;;;;;
429;54;149;;;;;;;;;;
430;52;172;;;;;;;;;;
431;48;159;;;;;;;;;;
432;47;199;;;;;;;;;;
433;51;226;;;;;;;;;;
434;51;169;;;;;;;;;;
435;58;161;;;;;;;;;;
436;45;158;;;;;;;;;;
437;49;168;;;;;;;;;;
438;51;148;;;;;;;;;;
439;52;223;;;;;;;;;;
440;57;193;;;;;;;;;;
441;52;166;;;;;;;;;;
442;47;228;;;;;;;;;;
443;58;154;;;;;;;;;;
444;43;236;;;;;;;;;;
445;45;172;;;;;;;;;;
446;56;215;;;;;;;;;;
447;52;217;;;;;;;;;;
448;56;167;;;;;;;;;;
449;46;218;;;;;;;;;;
450;43;219;;;;;;;;;;
451;58;221;;;;;;;;;;
452;55;151;;;;;;;;;;
453;44;185;;;;;;;;;;
454;51;183;;;;;;;;;;
455;47;179;;;;;;;;;;
456;51;231;;;;;;;;;;
457;45;148;;;;;;;;;;
458;54;155;;;;;;;;;;
459;57;182;;;;;;;;;;
460;52;181;;;;;;;;;;
461;55;197;;;;;;;;;;
462;43;205;;;;;;;;;;
463;47;186;;;;;;;;;;
464;51;208;;;;;;;;;;
465;49;171;;;;;;;;;;
466;55;224;;;;;;;;;;
467;54;150;;;;;;;;;;
468;51;217;;;;;;;;;;
469;49;161;;;;;;;;;;
470;54;192;;;;;;;;;;
471;51;203;;;;;;;;;;
472;53;224;;;;;;;;;;
473;54;235;;;;;;;;;;
474;51;193;;;;;;;;;;
475;42;209;;;;;;;;;;
476;48;225;;;;;;;;;;
477;44;211;;;;;;;;;;
478;58;181;;;;;;;;;;
479;54;157;;;;;;;;;;
480;55;210;;;;;;;;;;
481;56;227;;;;;;;;;;
482;58;141;;;;;;;;;;
483;52;211;;;;;;;;;;
484;45;150;;;;;;;;;;
485;50;235;;;;;;;;;;
486;53;208;;;;;;;;;;
487;53;151;;;;;;;;;;
488;55;157;;;;;;;;;;
489;57;162;;;;;;;;;;
490;57;178;;;;;;;;;;
491;57;145;;;;;;;;;;
492;52;216;;;;;;;;;;
493;57;233;;;;;;;;;;
494;53;141;;;;;;;;;;
495;43;155;;;;;;;;;;
496;42;168;;;;;;;;;;
497;49;142;;;;;;;;;;
498;52;211;;;;;;;;;;
499;53;205;;;;;;;;;;
500;46;145;;;;;;;;;;
501;54;186;;;;;;;;;;
502;42;150;;;;;;;;;;
503;58;209;;;;;;;;;;
504;44;146;;;;;;;;;;
505;57;223;;;;;;;;;;
506;50;194;;;;;;;;;;
507;46;180;;;;;;;;;;
508;55;223;;;;;;;;;;
509;46;163;;;;;;;;;;
510;43;205;;;;;;;;;;
511;42;160;;;;;;;;;;
512;42;178;;;;;;;;;;
513;57;183;;;;;;;;;;
514;46;208;;;;;;;;;;
515;49;151;;;;;;;;;;
516;50;166;;;;;;;;;;
517;58;225;;;;;;;;;;
518;52;185;;;;;;;;;;
519;42;194;;;;;;;;;;
520;55;163;;;;;;;;;;
521;55;202;;;;;;;;;;
522;43;166;;;;;;;;;;
523;53;188;;;;;;;;;;
524;42;144;;;;;;;;;;
525;45;221;;;;;;;;;;
526;50;183;;;;;;;;;;
527;51;200;;;;;;;;;;
528;42;196;;;;;;;;;;
529;49;203;;;;;;;;;;
530;44;196;;;;;;;;;;
531;49;187;;;;;;;;;;
532;52;219;;;;;;;;;;
533;47;163;;;;;;;;;;
534;51;182;;;;;;;;;;
535;55;176;;;;;;;;;;
536;55;209;;;;;;;;;;
537;49;224;;;;;;;;;;
538;56;181;;;;;;;;;;
539;43;214;;;;;;;;;;
540;54;185;;;;;;;;;;
541;49;162;;;;;;;;;;
542;50;206;;;;;;;;;;
543;52;149;;;;;;;;;;
544;53;177;;;;;;;;;;
545;56;147;;;;;;;;;;
546;58;182;;;;;;;;;;
547;48;162;;;;;;;;;;
548;55;171;;;;;;;;;;
549;42;172;;;;;;;;;;
550;57;183;;;;;;;;;;
551;57;199;;;;;;;;;;
552;46;225;;;;;;;;;;
553;42;218;;;;;;;;;;
554;58;213;;;;;;;;;;
555;54;199;;;;;;;;;;
556;50;211;;;;;;;;;;
557;57;211;;;;;;;;;;
558;44;163;;;;;;;;;;
559;42;233;;;;;;;;;;
560;44;164;;;;;;;;;;
561;51;161;;;;;;;;;;
562;51;211;;;;;;;;;;
563;48;177;;;;;;;;;;
564;47;163;;;;;;;;;;
565;42;197;;;;;;;;;;
566;48;217;;;;;;;;;;
567;55;169;;;;;;;;;;
568;51;223;;;;;;;;;;
569;58;201;;;;;;;;;;
570;52;224;;;;;;;;;;
571;43;234;;;;;;;;;;
572;52;165;;;;;;;;;;
573;51;169;;;;;;;;;;
574;50;207;;;;;;;;;;
575;43;196;;;;;;;;;;
576;47;150;;;;;;;;;;
577;44;210;;;;;;;;;;
578;56;209;;;;;;;;;;
579;42;195;;;;;;;;;;
580;50;205;;;;;;;;;;
581;50;214;;;;;;;;;;
582;53;155;;;;;;;;;;
583;45;210;;;;;;;;;;
584;57;202;;;;;;;;;;
585;44;171;;;;;;;;;;
586;46;179;;;;;;;;;;
587;47;173;;;;;;;;;;
588;44;201;;;;;;;;;;
589;51;172;;;;;;;;;;
590;44;148;;;;;;;;;;
591;56;204;;;;;;;;;;
592;44;189;;;;;;;;;;
593;46;169;;;;;;;;;;
594;52;151;;;;;;;;;;
595;49;225;;;;;;;;;;
596;55;181;;;;;;;;;;
597;44;238;;;;;;;;;;
598;48;177;;;;;;;;;;
599;46;190;;;;;;;;;;
600;42;228;;;;;;;;;;
601;48;228;;;;;;;;;;
602;50;217;;;;;;;;;;
603;47;231;;;;;;;;;;
604;55;222;;;;;;;;;;
605;51;167;;;;;;;;;;
606;44;210;;;;;;;;;;
607;49;182;;;;;;;;;;
608;55;223;;;;;;;;;;
609;52;159;;;;;;;;;;
610;56;233;;;;;;;;;;
611;43;218;;;;;;;;;;
612;45;172;;;;;;;;;;
613;50;225;;;;;;;;;;
614;46;172;;;;;;;;;;
615;58;216;;;;;;;;;;
616;47;147;;;;;;;;;;
617;46;164;;;;;;;;;;
618;53;238;;;;;;;;;;
619;44;178;;;;;;;;;;
620;45;176;;;;;;;;;;
621;50;220;;;;;;;;;;
622;51;155;;;;;;;;;;
623;54;152;;;;;;;;;;
624;58;210;;;;;;;;;;
625;45;193;;;;;;;;;;
626;55;148;;;;;;;;;;
627;52;151;;;;;;;;;;
628;55;200;;;;;;;;;;
629;53;160;;;;;;;;;;
630;46;184;;;;;;;;;;
631;53;188;;;;;;;;;;
632;56;221;;;;;;;;;;
633;57;147;;;;;;;;;;
634;49;158;;;;;;;;;;
635;54;221;;;;;;;;;;
636;53;162;;;;;;;;;;
637;58;192;;;;;;;;;;
638;49;169;;;;;;;;;;
639;46;146;;;;;;;;;;
640;52;177;;;;;;;;;;
641;56;196;;;;;;;;;;
642;44;183;;;;;;;;;;
643;58;168;;;;;;;;;;
644;49;158;;;;;;;;;;
645;49;149;;;;;;;;;;
646;47;234;;;;;;;;;;
647;43;215;;;;;;;;;;
648;53;141;;;;;;;;;;
649;57;211;;;;;;;;;;
650;46;205;;;;;;;;;;
651;53;221;;;;;;;;;;
652;58;179;;;;;;;;;;
653;56;195;;;;;;;;;;
654;43;151;;;;;;;;;;
655;53;191;;;;;;;;;;
656;47;201;;;;;;;;;;
657;52;231;;;;;;;;;;
658;51;150;;;;;;;;;;
659;48;183;;;;;;;;;;
660;56;204;;;;;;;;;;
661;52;164;;;;;;;;;;
662;54;204;;;;;;;;;;
663;50;215;;;;;;;;;;
664;44;163;;;;;;;;;;
665;55;184;;;;;;;;;;
666;47;194;;;;;;;;;;
667;56;234;;;;;;;;;;
668;53;146;;;;;;;;;;
669;51;213;;;;;;;;;;
670;52;185;;;;;;;;;;
671;45;173;;;;;;;;;;
672;50;232;;;;;;;;;;
673;54;209;;;;;;;;;;
674;47;158;;;;;;;;;;
675;45;201;;;;;;;;;;
676;53;191;;;;;;;;;;
677;57;199;;;;;;;;;;
678;42;187;;;;;;;;;;
679;43;174;;;;;;;;;;
680;56;149;;;;;;;;;;
681;49;225;;;;;;;;;;
682;46;163;;;;;;;;;;
683;44;221;;;;;;;;;;
684;55;206;;;;;;;;;;
685;46;191;;;;;;;;;;
686;50;202;;;;;;;;;;
687;56;178;;;;;;;;;;
688;49;170;;;;;;;;;;
689;54;221;;;;;;;;;;
690;57;220;;;;;;;;;;
691;49;235;;;;;;;;;;
692;42;161;;;;;;;;;;
693;55;223;;;;;;;;;;
694;52;163;;;;;;;;;;
695;57;160;;;;;;;;;;
696;58;164;;;;;;;;;;
697;56;191;;;;;;;;;;
698;42;173;;;;;;;;;;
699;42;170;;;;;;;;;;
700;54;233;;;;;;;;;;
701;57;208;;;;;;;;;;
702;57;207;;;;;;;;;;
703;43;143;;;;;;;;;;
704;53;191;;;;;;;;;;
705;44;212;;;;;;;;;;
706;54;167;;;;;;;;;;
707;49;148;;;;;;;;;;
708;53;186;;;;;;;;;;
709;55;149;;;;;;;;;;
710;49;174;;;;;;;;;;
711;44;196;;;;;;;;;;
712;54;145;;;;;;;;;;
713;50;168;;;;;;;;;;
714;55;173;;;;;;;;;;
715;48;153;;;;;;;;;;
716;46;182;;;;;;;;;;
717;42;236;;;;;;;;;;
718;57;213;;;;;;;;;;
719;42;178;;;;;;;;;;
720;43;216;;;;;;;;;;
721;44;154;;;;;;;;;;
722;43;160;;;;;;;;;;
723;49;212;;;;;;;;;;
724;55;218;;;;;;;;;;
725;56;196;;;;;;;;;;
726;50;235;;;;;;;;;;
727;56;183;;;;;;;;;;
728;55;175;;;;;;;;;;
729;58;228;;;;;;;;;;
730;44;222;;;;;;;;;;
731;46;174;;;;;;;;;;
732;44;142;;;;;;;;;;
733;49;173;;;;;;;;;;
734;45;188;;;;;;;;;;
735;45;233;;;;;;;;;;
736;49;183;;;;;;;;;;
737;58;207;;;;;;;;;;
738;44;143;;;;;;;;;;
739;49;194;;;;;;;;;;
740;52;220;;;;;;;;;;
741;50;238;;;;;;;;;;
742;50;219;;;;;;;;;;
743;52;172;;;;;;;;;;
744;51;202;;;;;;;;;;
745;45;194;;;;;;;;;;
746;55;155;;;;;;;;;;
747;45;168;;;;;;;;;;
748;50;222;;;;;;;;;;
749;58;148;;;;;;;;;;
750;54;153;;;;;;;;;;
751;50;171;;;;;;;;;;
752;52;231;;;;;;;;;;
753;44;150;;;;;;;;;;
754;58;160;;;;;;;;;;
755;46;214;;;;;;;;;;
756;57;180;;;;;;;;;;
757;46;174;;;;;;;;;;
758;47;167;;;;;;;;;;
759;56;177;;;;;;;;;;
760;49;155;;;;;;;;;;
761;54;199;;;;;;;;;;
762;46;204;;;;;;;;;;
763;44;169;;;;;;;;;;
764;45;210;;;;;;;;;;
765;44;175;;;;;;;;;;
766;42;179;;;;;;;;;;
767;55;186;;;;;;;;;;
768;47;157;;;;;;;;;;
769;48;197;;;;;;;;;;
770;53;191;;;;;;;;;;
771;47;177;;;;;;;;;;
772;48;186;;;;;;;;;;
773;53;179;;;;;;;;;;
774;56;228;;;;;;;;;;
775;57;164;;;;;;;;;;
776;58;201;;;;;;;;;;
777;53;200;;;;;;;;;;
