,n,7,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
280,211,49,56,,,,,,,,,
281,212,33,44,,,,,,,,,
282,213,47,52,,,,,,,,,
283,214,44,40,,,,,,,,,
284,215,34,41,,,,,,,,,
285,216,46,40,,,,,,,,,
286,217,55,41,,,,,,,,,
287,218,34,46,,,,,,,,,
288,219,56,54,,,,,,,,,
289,220,40,42,,,,,,,,,
290,221,47,52,,,,,,,,,
291,222,54,45,,,,,,,,,
292,223,32,48,,,,,,,,,
293,224,51,47,,,,,,,,,
294,225,61,52,,,,,,,,,
295,226,44,50,,,,,,,,,
296,227,29,43,,,,,,,,,
297,228,40,42,,,,,,,,,
298,229,31,37,,,,,,,,,
299,230,51,43,,,,,,,,,
300,231,56,50,,,,,,,,,
301,232,53,55,,,,,,,,,
302,233,34,45,,,,,,,,,
303,234,57,52,,,,,,,,,
304,235,57,44,,,,,,,,,
305,236,41,49,,,,,,,,,
306,237,49,45,,,,,,,,,
307,238,37,53,,,,,,,,,
308,239,36,50,,,,,,,,,
309,240,39,56,,,,,,,,,
310,241,32,55,,,,,,,,,
311,242,37,43,,,,,,,,,
312,243,55,53,,,,,,,,,
313,244,34,44,,,,,,,,,
314,245,59,53,,,,,,,,,
315,246,43,51,,,,,,,,,
316,247,36,56,,,,,,,,,
317,248,46,53,,,,,,,,,
318,249,31,53,,,,,,,,,
319,250,38,49,,,,,,,,,
320,251,54,54,,,,,,,,,
321,252,52,48,,,,,,,,,
322,253,43,53,,,,,,,,,
323,254,31,47,,,,,,,,,
324,255,33,47,,,,,,,,,
325,256,32,43,,,,,,,,,
326,257,55,51,,,,,,,,,
327,258,37,54,,,,,,,,,
328,259,43,43,,,,,,,,,
329,260,33,42,,,,,,,,,
330,261,38,45,,,,,,,,,
331,262,58,36,,,,,,,,,
332,263,61,49,,,,,,,,,
333,264,43,49,,,,,,,,,
334,265,61,44,,,,,,,,,
335,266,54,44,,,,,,,,,
336,267,43,50,,,,,,,,,
337,268,35,40,,,,,,,,,
338,269,36,50,,,,,,,,,
339,270,61,56,,,,,,,,,
340,271,54,48,,,,,,,,,
341,272,38,43,,,,,,,,,
342,273,53,37,,,,,,,,,
343,274,61,46,,,,,,,,,
344,275,53,49,,,,,,,,,
345,276,42,51,,,,,,,,,
346,277,53,56,,,,,,,,,
347,278,40,42,,,,,,,,,
348,279,29,50,,,,,,,,,
349,280,49,52,,,,,,,,,
350,281,42,45,,,,,,,,,
351,282,50,50,,,,,,,,,
352,283,56,50,,,,,,,,,
353,284,61,38,,,,,,,,,
354,285,46,36,,,,,,,,,
355,286,51,51,,,,,,,,,
356,287,42,39,,,,,,,,,
357,288,48,50,,,,,,,,,
358,289,34,46,,,,,,,,,
359,290,38,55,,,,,,,,,
360,291,52,55,,,,,,,,,
361,292,60,42,,,,,,,,,
362,293,29,36,,,,,,,,,
363,294,51,45,,,,,,,,,
364,295,40,54,,,,,,,,,
365,296,36,47,,,,,,,,,
366,297,31,38,,,,,,,,,
367,298,48,42,,,,,,,,,
368,299,62,47,,,,,,,,,
369,300,48,36,,,,,,,,,
370,301,32,53,,,,,,,,,
371,302,62,50,,,,,,,,,
372,303,62,49,,,,,,,,,
373,304,40,47,,,,,,,,,
374,305,42,49,,,,,,,,,
375,306,34,46,,,,,,,,,
376,307,42,50,,,,,,,,,
377,308,33,45,,,,,,,,,
378,309,46,42,,,,,,,,,
379,310,52,52,,,,,,,,,
380,311,29,45,,,,,,,,,
381,312,55,48,,,,,,,,,
382,313,55,38,,,,,,,,,
383,314,52,41,,,,,,,,,
384,315,48,41,,,,,,,,,
385,316,53,48,,,,,,,,,
386,317,60,41,,,,,,,,,
387,318,56,53,,,,,,,,,
388,319,61,40,,,,,,,,,
389,320,40,43,,,,,,,,,
390,321,52,38,,,,,,,,,
391,322,31,50,,,,,,,,,
392,323,54,50,,,,,,,,,
393,324,33,43,,,,,,,,,
394,325,29,38,,,,,,,,,
395,326,55,50,,,,,,,,,
396,327,58,52,,,,,,,,,
397,328,29,49,,,,,,,,,
398,329,31,43,,,,,,,,,
399,330,59,54,,,,,,,,,
400,331,61,37,,,,,,,,,
401,332,62,38,,,,,,,,,
402,333,61,47,,,,,,,,,
403,334,49,39,,,,,,,,,
404,335,59,41,,,,,,,,,
405,336,46,42,,,,,,,,,
406,337,61,42,,,,,,,,,
407,338,32,55,,,,,,,,,
408,339,42,38,,,,,,,,,
409,340,58,37,,,,,,,,,
410,341,61,42,,,,,,,,,
411,342,37,45,,,,,,,,,
412,343,44,36,,,,,,,,,
413,344,53,38,,,,,,,,,
414,345,37,39,,,,,,,,,
415,346,54,48,,,,,,,,,
416,347,39,46,,,,,,,,,
417,348,43,48,,,,,,,,,
418,349,32,55,,,,,,,,,
419,350,53,39,,,,,,,,,
420,351,32,56,,,,,,,,,
421,352,45,51,,,,,,,,,
422,353,50,46,,,,,,,,,
423,354,53,47,,,,,,,,,
424,355,52,37,,,,,,,,,
425,356,37,56,,,,,,,,,
426,357,46,53,,,,,,,,,
427,358,59,49,,,,,,,,,
428,359,57,47,,,,,,,,,
429,360,51,55,,,,,,,,,
430,361,57,45,,,,,,,,,
431,362,59,51,,,,,,,,,
432,363,46,55,,,,,,,,,
433,364,62,45,,,,,,,,,
434,365,59,46,,,,,,,,,
435,366,56,45,,,,,,,,,
436,367,41,50,,,,,,,,,
437,368,61,56,,,,,,,,,
438,369,57,46,,,,,,,,,
439,370,56,56,,,,,,,,,
440,371,39,39,,,,,,,,,
441,372,44,39,,,,,,,,,
442,373,60,52,,,,,,,,,
443,374,31,46,,,,,,,,,
444,375,48,52,,,,,,,,,
445,376,55,47,,,,,,,,,
446,377,38,53,,,,,,,,,
447,378,40,49,,,,,,,,,
448,379,32,52,,,,,,,,,
449,380,36,50,,,,,,,,,
450,381,46,41,,,,,,,,,
451,382,50,40,,,,,,,,,
452,383,38,53,,,,,,,,,
453,384,48,53,,,,,,,,,
454,385,58,55,,,,,,,,,
455,386,55,42,,,,,,,,,
456,387,54,50,,,,,,,,,
457,388,50,50,,,,,,,,,
458,389,29,51,,,,,,,,,
459,390,55,51,,,,,,,,,
460,391,58,45,,,,,,,,,
461,392,58,38,,,,,,,,,
462,393,52,41,,,,,,,,,
463,394,34,47,,,,,,,,,
464,395,40,42,,,,,,,,,
465,396,58,37,,,,,,,,,
466,397,38,38,,,,,,,,,
467,398,43,36,,,,,,,,,
468,399,47,40,,,,,,,,,
469,400,59,38,,,,,,,,,
470,401,36,41,,,,,,,,,
471,402,50,49,,,,,,,,,
472,403,29,45,,,,,,,,,
473,404,56,48,,,,,,,,,
474,405,35,50,,,,,,,,,
475,406,50,43,,,,,,,,,
476,407,62,46,,,,,,,,,
477,408,57,37,,,,,,,,,
478,409,42,47,,,,,,,,,
479,410,46,36,,,,,,,,,
480,411,51,36,,,,,,,,,
481,412,45,47,,,,,,,,,
482,413,30,50,,,,,,,,,
483,414,30,48,,,,,,,,,
484,415,38,48,,,,,,,,,
485,416,33,52,,,,,,,,,
486,417,57,50,,,,,,,,,
487,418,46,49,,,,,,,,,
488,419,57,40,,,,,,,,,
489,420,31,40,,,,,,,,,
490,421,44,48,,,,,,,,,
491,422,41,49,,,,,,,,,
492,423,51,46,,,,,,,,,
493,424,32,52,,,,,,,,,
494,425,39,44,,,,,,,,,
495,426,50,56,,,,,,,,,
496,427,53,54,,,,,,,,,
497,428,44,40,,,,,,,,,
498,429,54,37,,,,,,,,,
499,430,49,42,,,,,,,,,
500,431,42,40,,,,,,,,,
501,432,39,48,,,,,,,,,
502,433,47,54,,,,,,,,,
503,434,47,42,,,,,,,,,
504,435,62,40,,,,,,,,,
505,436,36,39,,,,,,,,,
506,437,44,41,,,,,,,,,
507,438,48,37,,,,,,,,,
508,439,50,53,,,,,,,,,
509,440,59,47,,,,,,,,,
510,441,49,41,,,,,,,,,
511,442,39,54,,,,,,,,,
512,443,61,38,,,,,,,,,
513,444,31,56,,,,,,,,,
514,445,36,42,,,,,,,,,
515,446,58,51,,,,,,,,,
516,447,49,52,,,,,,,,,
517,448,57,41,,,,,,,,,
518,449,38,52,,,,,,,,,
519,450,32,52,,,,,,,,,
520,451,62,53,,,,,,,,,
521,452,56,38,,,,,,,,,
522,453,34,45,,,,,,,,,
523,454,47,45,,,,,,,,,
524,455,39,44,,,,,,,,,
525,456,48,55,,,,,,,,,
526,457,35,37,,,,,,,,,
527,458,53,39,,,,,,,,,
528,459,59,44,,,,,,,,,
529,460,50,44,,,,,,,,,
530,461,56,48,,,,,,,,,
531,462,31,49,,,,,,,,,
532,463,40,45,,,,,,,,,
533,464,48,50,,,,,,,,,
534,465,44,42,,,,,,,,,
535,466,55,53,,,,,,,,,
536,467,53,37,,,,,,,,,
537,468,47,52,,,,,,,,,
538,469,44,40,,,,,,,,,
539,470,53,46,,,,,,,,,
540,471,48,49,,,,,,,,,
541,472,51,53,,,,,,,,,
542,473,54,56,,,,,,,,,
543,474,47,47,,,,,,,,,
544,475,30,50,,,,,,,,,
545,476,41,54,,,,,,,,,
546,477,34,50,,,,,,,,,
547,478,62,44,,,,,,,,,
548,479,54,39,,,,,,,,,
549,480,55,50,,,,,,,,,
550,481,58,54,,,,,,,,,
551,482,62,36,,,,,,,,,
552,483,49,51,,,,,,,,,
553,484,35,38,,,,,,,,,
554,485,46,55,,,,,,,,,
555,486,52,50,,,,,,,,,
556,487,52,38,,,,,,,,,
557,488,56,39,,,,,,,,,
558,489,60,40,,,,,,,,,
559,490,59,43,,,,,,,,,
560,491,59,36,,,,,,,,,
561,492,50,51,,,,,,,,,
562,493,60,55,,,,,,,,,
563,494,52,36,,,,,,,,,
564,495,32,39,,,,,,,,,
565,496,29,41,,,,,,,,,
566,497,43,36,,,,,,,,,
567,498,50,51,,,,,,,,,
568,499,51,49,,,,,,,,,
569,500,37,36,,,,,,,,,
570,501,54,45,,,,,,,,,
571,502,29,37,,,,,,,,,
572,503,62,50,,,,,,,,,
573,504,34,37,,,,,,,,,
574,505,59,53,,,,,,,,,
575,506,45,47,,,,,,,,,
576,507,38,44,,,,,,,,,
577,508,56,53,,,,,,,,,
578,509,37,40,,,,,,,,,
579,510,31,49,,,,,,,,,
580,511,30,40,,,,,,,,,
581,512,29,43,,,,,,,,,
582,513,60,44,,,,,,,,,
583,514,37,50,,,,,,,,,
584,515,44,38,,,,,,,,,
585,516,46,41,,,,,,,,,
586,517,61,53,,,,,,,,,
587,518,50,45,,,,,,,,,
588,519,30,47,,,,,,,,,
589,520,55,40,,,,,,,,,
590,521,55,49,,,,,,,,,
591,522,32,41,,,,,,,,,
592,523,51,46,,,,,,,,,
593,524,29,36,,,,,,,,,
594,525,36,52,,,,,,,,,
595,526,45,44,,,,,,,,,
596,527,48,48,,,,,,,,,
597,528,29,47,,,,,,,,,
598,529,44,49,,,,,,,,,
599,530,34,47,,,,,,,,,
600,531,44,45,,,,,,,,,
601,532,49,52,,,,,,,,,
602,533,39,40,,,,,,,,,
603,534,48,44,,,,,,,,,
604,535,55,43,,,,,,,,,
605,536,55,50,,,,,,,,,
606,537,44,53,,,,,,,,,
607,538,58,44,,,,,,,,,
608,539,31,51,,,,,,,,,
609,540,53,45,,,,,,,,,
610,541,43,40,,,,,,,,,
611,542,45,49,,,,,,,,,
612,543,50,37,,,,,,,,,
613,544,52,43,,,,,,,,,
614,545,57,37,,,,,,,,,
615,546,62,44,,,,,,,,,
616,547,41,40,,,,,,,,,
617,548,55,42,,,,,,,,,
618,549,30,42,,,,,,,,,
619,550,60,44,,,,,,,,,
620,551,59,48,,,,,,,,,
621,552,37,54,,,,,,,,,
622,553,29,52,,,,,,,,,
623,554,62,51,,,,,,,,,
624,555,53,48,,,,,,,,,
625,556,45,50,,,,,,,,,
626,557,59,50,,,,,,,,,
627,558,33,40,,,,,,,,,
628,559,29,55,,,,,,,,,
629,560,34,40,,,,,,,,,
630,561,47,40,,,,,,,,,
631,562,48,50,,,,,,,,,
632,563,41,43,,,,,,,,,
633,564,39,40,,,,,,,,,
634,565,30,48,,,,,,,,,
635,566,41,52,,,,,,,,,
636,567,56,42,,,,,,,,,
637,568,47,53,,,,,,,,,
638,569,61,48,,,,,,,,,
639,570,50,53,,,,,,,,,
640,571,32,55,,,,,,,,,
641,572,50,41,,,,,,,,,
642,573,48,41,,,,,,,,,
643,574,46,50,,,,,,,,,
644,575,31,47,,,,,,,,,
645,576,39,38,,,,,,,,,
646,577,34,50,,,,,,,,,
647,578,58,50,,,,,,,,,
648,579,29,47,,,,,,,,,
649,580,45,49,,,,,,,,,
650,581,45,51,,,,,,,,,
651,582,52,39,,,,,,,,,
652,583,36,50,,,,,,,,,
653,584,59,49,,,,,,,,,
654,585,34,42,,,,,,,,,
655,586,38,44,,,,,,,,,
656,587,39,42,,,,,,,,,
657,588,33,48,,,,,,,,,
658,589,48,42,,,,,,,,,
659,590,33,37,,,,,,,,,
660,591,58,49,,,,,,,,,
661,592,34,46,,,,,,,,,
662,593,38,41,,,,,,,,,
663,594,50,38,,,,,,,,,
664,595,43,53,,,,,,,,,
665,596,56,44,,,,,,,,,
666,597,33,56,,,,,,,,,
667,598,41,43,,,,,,,,,
668,599,37,46,,,,,,,,,
669,600,30,54,,,,,,,,,
670,601,42,54,,,,,,,,,
671,602,46,52,,,,,,,,,
672,603,39,55,,,,,,,,,
673,604,56,53,,,,,,,,,
674,605,48,41,,,,,,,,,
675,606,33,50,,,,,,,,,
676,607,43,44,,,,,,,,,
677,608,55,53,,,,,,,,,
678,609,49,39,,,,,,,,,
679,610,58,55,,,,,,,,,
680,611,31,52,,,,,,,,,
681,612,36,42,,,,,,,,,
682,613,45,53,,,,,,,,,
683,614,38,42,,,,,,,,,
684,615,61,51,,,,,,,,,
685,616,40,37,,,,,,,,,
686,617,38,41,,,,,,,,,
687,618,52,56,,,,,,,,,
688,619,33,43,,,,,,,,,
689,620,35,43,,,,,,,,,
690,621,45,52,,,,,,,,,
691,622,47,39,,,,,,,,,
692,623,53,38,,,,,,,,,
693,624,62,50,,,,,,,,,
694,625,35,47,,,,,,,,,
695,626,55,37,,,,,,,,,
696,627,50,38,,,,,,,,,
697,628,56,48,,,,,,,,,
698,629,51,40,,,,,,,,,
699,630,38,45,,,,,,,,,
700,631,51,46,,,,,,,,,
701,632,58,53,,,,,,,,,
702,633,60,37,,,,,,,,,
703,634,43,39,,,,,,,,,
704,635,53,53,,,,,,,,,
705,636,52,40,,,,,,,,,
706,637,62,46,,,,,,,,,
707,638,44,42,,,,,,,,,
708,639,37,37,,,,,,,,,
709,640,49,43,,,,,,,,,
710,641,58,47,,,,,,,,,
711,642,33,44,,,,,,,,,
712,643,62,41,,,,,,,,,
713,644,43,39,,,,,,,,,
714,645,44,37,,,,,,,,,
715,646,39,55,,,,,,,,,
716,647,32,51,,,,,,,,,
717,648,52,36,,,,,,,,,
718,649,60,51,,,,,,,,,
719,650,37,49,,,,,,,,,
720,651,52,52,,,,,,,,,
721,652,62,44,,,,,,,,,
722,653,57,47,,,,,,,,,
723,654,31,38,,,,,,,,,
724,655,51,46,,,,,,,,,
725,656,40,48,,,,,,,,,
726,657,49,55,,,,,,,,,
727,658,48,37,,,,,,,,,
728,659,41,45,,,,,,,,,
729,660,57,49,,,,,,,,,
730,661,50,40,,,,,,,,,
731,662,54,49,,,,,,,,,
732,663,46,51,,,,,,,,,
733,664,33,40,,,,,,,,,
734,665,56,45,,,,,,,,,
735,666,40,47,,,,,,,,,
736,667,57,55,,,,,,,,,
737,668,51,37,,,,,,,,,
738,669,48,51,,,,,,,,,
739,670,49,45,,,,,,,,,
740,671,35,42,,,,,,,,,
741,672,46,55,,,,,,,,,
742,673,54,50,,,,,,,,,
743,674,40,39,,,,,,,,,
744,675,35,48,,,,,,,,,
745,676,51,46,,,,,,,,,
746,677,59,48,,,,,,,,,
747,678,29,45,,,,,,,,,
748,679,31,43,,,,,,,,,
749,680,58,37,,,,,,,,,
750,681,43,53,,,,,,,,,
751,682,38,40,,,,,,,,,
752,683,34,53,,,,,,,,,
753,684,55,49,,,,,,,,,
754,685,37,46,,,,,,,,,
755,686,46,49,,,,,,,,,
756,687,57,43,,,,,,,,,
757,688,44,42,,,,,,,,,
758,689,53,52,,,,,,,,,
759,690,59,52,,,,,,,,,
760,691,43,56,,,,,,,,,
761,692,30,40,,,,,,,,,
762,693,55,53,,,,,,,,,
763,694,50,40,,,,,,,,,
764,695,60,40,,,,,,,,,
765,696,62,40,,,,,,,,,
766,697,58,46,,,,,,,,,
767,698,29,42,,,,,,,,,
768,699,30,42,,,,,,,,,
769,700,54,55,,,,,,,,,
770,701,59,50,,,,,,,,,
771,702,60,50,,,,,,,,,
772,703,32,36,,,,,,,,,
773,704,51,46,,,,,,,,,
774,705,33,51,,,,,,,,,
775,706,54,41,,,,,,,,,
776,707,44,37,,,,,,,,,
777,708,51,45,,,,,,,,,
778,709,56,37,,,,,,,,,
779,710,43,43,,,,,,,,,
780,711,34,47,,,,,,,,,
781,712,54,36,,,,,,,,,
782,713,46,41,,,,,,,,,
783,714,55,42,,,,,,,,,
784,715,41,38,,,,,,,,,
785,716,37,44,,,,,,,,,
786,717,30,56,,,,,,,,,
787,718,59,51,,,,,,,,,
788,719,29,43,,,,,,,,,
789,720,32,52,,,,,,,,,
790,721,34,38,,,,,,,,,
791,722,32,40,,,,,,,,,
792,723,44,51,,,,,,,,,
793,724,55,52,,,,,,,,,
794,725,57,47,,,,,,,,,
795,726,46,55,,,,,,,,,
796,727,58,44,,,,,,,,,
797,728,55,43,,,,,,,,,
798,729,61,54,,,,,,,,,
