,n,9,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
263,186,51,134,,,,,,,,,,
264,187,37,81,,,,,,,,,,
265,188,42,81,,,,,,,,,,
266,189,71,130,,,,,,,,,,
267,190,41,102,,,,,,,,,,
268,191,61,90,,,,,,,,,,
269,192,37,103,,,,,,,,,,
270,193,56,101,,,,,,,,,,
271,194,59,129,,,,,,,,,,
272,195,37,119,,,,,,,,,,
273,196,41,116,,,,,,,,,,
274,197,54,126,,,,,,,,,,
275,198,69,133,,,,,,,,,,
276,199,57,122,,,,,,,,,,
277,200,39,131,,,,,,,,,,
278,201,45,87,,,,,,,,,,
279,202,51,86,,,,,,,,,,
280,203,39,90,,,,,,,,,,
281,204,68,128,,,,,,,,,,
282,205,40,114,,,,,,,,,,
283,206,58,111,,,,,,,,,,
284,207,35,134,,,,,,,,,,
285,208,68,83,,,,,,,,,,
286,209,53,131,,,,,,,,,,
287,210,63,121,,,,,,,,,,
288,211,56,134,,,,,,,,,,
289,212,39,98,,,,,,,,,,
290,213,54,121,,,,,,,,,,
291,214,51,87,,,,,,,,,,
292,215,40,88,,,,,,,,,,
293,216,53,85,,,,,,,,,,
294,217,63,89,,,,,,,,,,
295,218,39,105,,,,,,,,,,
296,219,64,127,,,,,,,,,,
297,220,46,93,,,,,,,,,,
298,221,54,122,,,,,,,,,,
299,222,62,100,,,,,,,,,,
300,223,37,109,,,,,,,,,,
301,224,58,106,,,,,,,,,,
302,225,70,122,,,,,,,,,,
303,226,51,115,,,,,,,,,,
304,227,34,96,,,,,,,,,,
305,228,47,93,,,,,,,,,,
306,229,37,78,,,,,,,,,,
307,230,59,96,,,,,,,,,,
308,231,64,116,,,,,,,,,,
309,232,61,129,,,,,,,,,,
310,233,39,102,,,,,,,,,,
311,234,66,121,,,,,,,,,,
312,235,65,97,,,,,,,,,,
313,236,47,112,,,,,,,,,,
314,237,56,101,,,,,,,,,,
315,238,43,123,,,,,,,,,,
316,239,42,117,,,,,,,,,,
317,240,45,132,,,,,,,,,,
318,241,38,130,,,,,,,,,,
319,242,43,97,,,,,,,,,,
320,243,64,124,,,,,,,,,,
321,244,40,98,,,,,,,,,,
322,245,68,124,,,,,,,,,,
323,246,50,118,,,,,,,,,,
324,247,42,132,,,,,,,,,,
325,248,53,125,,,,,,,,,,
326,249,36,125,,,,,,,,,,
327,250,44,112,,,,,,,,,,
328,251,62,127,,,,,,,,,,
329,252,60,109,,,,,,,,,,
330,253,50,123,,,,,,,,,,
331,254,37,108,,,,,,,,,,
332,255,38,106,,,,,,,,,,
333,256,37,96,,,,,,,,,,
334,257,63,117,,,,,,,,,,
335,258,43,127,,,,,,,,,,
336,259,50,94,,,,,,,,,,
337,260,38,93,,,,,,,,,,
338,261,45,100,,,,,,,,,,
339,262,66,74,,,,,,,,,,
340,263,70,112,,,,,,,,,,
341,264,50,112,,,,,,,,,,
342,265,70,99,,,,,,,,,,
343,266,62,97,,,,,,,,,,
344,267,50,114,,,,,,,,,,
345,268,41,88,,,,,,,,,,
346,269,42,115,,,,,,,,,,
347,270,69,133,,,,,,,,,,
348,271,62,110,,,,,,,,,,
349,272,44,96,,,,,,,,,,
350,273,61,76,,,,,,,,,,
351,274,70,104,,,,,,,,,,
352,275,61,112,,,,,,,,,,
353,276,49,118,,,,,,,,,,
354,277,61,132,,,,,,,,,,
355,278,47,92,,,,,,,,,,
356,279,34,115,,,,,,,,,,
357,280,57,122,,,,,,,,,,
358,281,48,100,,,,,,,,,,
359,282,57,117,,,,,,,,,,
360,283,64,116,,,,,,,,,,
361,284,69,80,,,,,,,,,,
362,285,53,74,,,,,,,,,,
363,286,58,120,,,,,,,,,,
364,287,49,83,,,,,,,,,,
365,288,55,116,,,,,,,,,,
366,289,40,104,,,,,,,,,,
367,290,44,129,,,,,,,,,,
368,291,59,130,,,,,,,,,,
369,292,69,93,,,,,,,,,,
370,293,34,74,,,,,,,,,,
371,294,59,102,,,,,,,,,,
372,295,46,128,,,,,,,,,,
373,296,42,107,,,,,,,,,,
374,297,36,82,,,,,,,,,,
375,298,56,92,,,,,,,,,,
376,299,71,108,,,,,,,,,,
377,300,55,75,,,,,,,,,,
378,301,38,125,,,,,,,,,,
379,302,71,116,,,,,,,,,,
380,303,70,113,,,,,,,,,,
381,304,46,108,,,,,,,,,,
382,305,48,113,,,,,,,,,,
383,306,39,105,,,,,,,,,,
384,307,49,116,,,,,,,,,,
385,308,38,101,,,,,,,,,,
386,309,53,92,,,,,,,,,,
387,310,60,121,,,,,,,,,,
388,311,35,102,,,,,,,,,,
389,312,63,111,,,,,,,,,,
390,313,64,80,,,,,,,,,,
391,314,60,89,,,,,,,,,,
392,315,55,89,,,,,,,,,,
393,316,60,109,,,,,,,,,,
394,317,69,89,,,,,,,,,,
395,318,64,124,,,,,,,,,,
396,319,70,87,,,,,,,,,,
397,320,47,96,,,,,,,,,,
398,321,60,80,,,,,,,,,,
399,322,37,114,,,,,,,,,,
400,323,62,117,,,,,,,,,,
401,324,39,96,,,,,,,,,,
402,325,34,81,,,,,,,,,,
403,326,64,115,,,,,,,,,,
404,327,67,122,,,,,,,,,,
405,328,34,112,,,,,,,,,,
406,329,36,96,,,,,,,,,,
407,330,68,126,,,,,,,,,,
408,331,70,78,,,,,,,,,,
409,332,71,82,,,,,,,,,,
410,333,69,108,,,,,,,,,,
411,334,56,83,,,,,,,,,,
412,335,67,91,,,,,,,,,,
413,336,53,91,,,,,,,,,,
414,337,69,93,,,,,,,,,,
415,338,37,129,,,,,,,,,,
416,339,48,80,,,,,,,,,,
417,340,66,79,,,,,,,,,,
418,341,70,93,,,,,,,,,,
419,342,42,100,,,,,,,,,,
420,343,51,75,,,,,,,,,,
421,344,61,82,,,,,,,,,,
422,345,43,84,,,,,,,,,,
423,346,62,109,,,,,,,,,,
424,347,46,103,,,,,,,,,,
425,348,50,111,,,,,,,,,,
426,349,38,131,,,,,,,,,,
427,350,61,85,,,,,,,,,,
428,351,38,134,,,,,,,,,,
429,352,52,119,,,,,,,,,,
430,353,57,104,,,,,,,,,,
431,354,61,107,,,,,,,,,,
432,355,60,79,,,,,,,,,,
433,356,43,132,,,,,,,,,,
434,357,53,124,,,,,,,,,,
435,358,68,112,,,,,,,,,,
436,359,65,108,,,,,,,,,,
437,360,59,129,,,,,,,,,,
438,361,66,101,,,,,,,,,,
439,362,68,117,,,,,,,,,,
440,363,53,130,,,,,,,,,,
441,364,70,102,,,,,,,,,,
442,365,68,103,,,,,,,,,,
443,366,64,100,,,,,,,,,,
444,367,48,115,,,,,,,,,,
445,368,70,133,,,,,,,,,,
446,369,66,104,,,,,,,,,,
447,370,65,132,,,,,,,,,,
448,371,45,84,,,,,,,,,,
449,372,50,84,,,,,,,,,,
450,373,69,122,,,,,,,,,,
451,374,36,104,,,,,,,,,,
452,375,56,122,,,,,,,,,,
453,376,63,107,,,,,,,,,,
454,377,44,123,,,,,,,,,,
455,378,47,114,,,,,,,,,,
456,379,37,120,,,,,,,,,,
457,380,42,115,,,,,,,,,,
458,381,54,90,,,,,,,,,,
459,382,58,86,,,,,,,,,,
460,383,44,123,,,,,,,,,,
461,384,56,124,,,,,,,,,,
462,385,66,130,,,,,,,,,,
463,386,63,94,,,,,,,,,,
464,387,62,116,,,,,,,,,,
465,388,57,114,,,,,,,,,,
466,389,34,118,,,,,,,,,,
467,390,64,118,,,,,,,,,,
468,391,66,103,,,,,,,,,,
469,392,67,80,,,,,,,,,,
470,393,60,89,,,,,,,,,,
471,394,40,108,,,,,,,,,,
472,395,46,92,,,,,,,,,,
473,396,67,78,,,,,,,,,,
474,397,44,81,,,,,,,,,,
475,398,50,75,,,,,,,,,,
476,399,54,88,,,,,,,,,,
477,400,67,80,,,,,,,,,,
478,401,41,88,,,,,,,,,,
479,402,58,114,,,,,,,,,,
480,403,34,101,,,,,,,,,,
481,404,64,109,,,,,,,,,,
482,405,41,115,,,,,,,,,,
483,406,58,96,,,,,,,,,,
484,407,70,103,,,,,,,,,,
485,408,65,77,,,,,,,,,,
486,409,49,106,,,,,,,,,,
487,410,53,75,,,,,,,,,,
488,411,58,74,,,,,,,,,,
489,412,52,107,,,,,,,,,,
490,413,35,116,,,,,,,,,,
491,414,35,111,,,,,,,,,,
492,415,44,110,,,,,,,,,,
493,416,39,121,,,,,,,,,,
494,417,65,115,,,,,,,,,,
495,418,53,111,,,,,,,,,,
496,419,65,87,,,,,,,,,,
497,420,37,88,,,,,,,,,,
498,421,51,109,,,,,,,,,,
499,422,48,114,,,,,,,,,,
500,423,59,105,,,,,,,,,,
501,424,38,122,,,,,,,,,,
502,425,45,97,,,,,,,,,,
503,426,57,134,,,,,,,,,,
504,427,61,127,,,,,,,,,,
505,428,51,85,,,,,,,,,,
506,429,62,79,,,,,,,,,,
507,430,57,93,,,,,,,,,,
508,431,49,85,,,,,,,,,,
509,432,45,110,,,,,,,,,,
510,433,54,126,,,,,,,,,,
511,434,54,91,,,,,,,,,,
512,435,70,86,,,,,,,,,,
513,436,42,84,,,,,,,,,,
514,437,51,91,,,,,,,,,,
515,438,55,78,,,,,,,,,,
516,439,58,124,,,,,,,,,,
517,440,67,106,,,,,,,,,,
518,441,56,89,,,,,,,,,,
519,442,45,128,,,,,,,,,,
520,443,70,82,,,,,,,,,,
521,444,36,132,,,,,,,,,,
522,445,42,93,,,,,,,,,,
523,446,67,119,,,,,,,,,,
524,447,57,120,,,,,,,,,,
525,448,65,90,,,,,,,,,,
526,449,44,122,,,,,,,,,,
527,450,38,122,,,,,,,,,,
528,451,71,123,,,,,,,,,,
529,452,65,80,,,,,,,,,,
530,453,40,101,,,,,,,,,,
531,454,54,100,,,,,,,,,,
532,455,45,97,,,,,,,,,,
533,456,55,129,,,,,,,,,,
534,457,41,78,,,,,,,,,,
535,458,61,82,,,,,,,,,,
536,459,67,99,,,,,,,,,,
537,460,57,98,,,,,,,,,,
538,461,64,108,,,,,,,,,,
539,462,36,113,,,,,,,,,,
540,463,46,102,,,,,,,,,,
541,464,55,115,,,,,,,,,,
542,465,51,92,,,,,,,,,,
543,466,64,125,,,,,,,,,,
544,467,61,79,,,,,,,,,,
545,468,55,121,,,,,,,,,,
546,469,50,86,,,,,,,,,,
547,470,61,105,,,,,,,,,,
548,471,56,112,,,,,,,,,,
549,472,58,125,,,,,,,,,,
550,473,62,132,,,,,,,,,,
551,474,55,106,,,,,,,,,,
552,475,35,115,,,,,,,,,,
553,476,48,126,,,,,,,,,,
554,477,40,117,,,,,,,,,,
555,478,71,98,,,,,,,,,,
556,479,62,84,,,,,,,,,,
557,480,63,117,,,,,,,,,,
558,481,67,127,,,,,,,,,,
559,482,71,74,,,,,,,,,,
560,483,56,117,,,,,,,,,,
561,484,41,80,,,,,,,,,,
562,485,53,131,,,,,,,,,,
563,486,60,115,,,,,,,,,,
564,487,60,80,,,,,,,,,,
565,488,65,83,,,,,,,,,,
566,489,68,87,,,,,,,,,,
567,490,67,96,,,,,,,,,,
568,491,68,76,,,,,,,,,,
569,492,58,120,,,,,,,,,,
570,493,69,131,,,,,,,,,,
571,494,59,74,,,,,,,,,,
572,495,37,83,,,,,,,,,,
573,496,34,90,,,,,,,,,,
574,497,50,74,,,,,,,,,,
575,498,58,117,,,,,,,,,,
576,499,58,114,,,,,,,,,,
577,500,43,76,,,,,,,,,,
578,501,62,101,,,,,,,,,,
579,502,34,79,,,,,,,,,,
580,503,71,116,,,,,,,,,,
581,504,40,77,,,,,,,,,,
582,505,67,125,,,,,,,,,,
583,506,52,106,,,,,,,,,,
584,507,44,98,,,,,,,,,,
585,508,64,124,,,,,,,,,,
586,509,42,87,,,,,,,,,,
587,510,36,113,,,,,,,,,,
588,511,35,85,,,,,,,,,,
589,512,34,96,,,,,,,,,,
590,513,69,100,,,,,,,,,,
591,514,43,115,,,,,,,,,,
592,515,51,80,,,,,,,,,,
593,516,53,89,,,,,,,,,,
594,517,70,126,,,,,,,,,,
595,518,57,101,,,,,,,,,,
596,519,35,107,,,,,,,,,,
597,520,63,88,,,,,,,,,,
598,521,63,112,,,,,,,,,,
599,522,38,89,,,,,,,,,,
600,523,59,103,,,,,,,,,,
601,524,34,76,,,,,,,,,,
602,525,42,123,,,,,,,,,,
603,526,52,99,,,,,,,,,,
604,527,56,110,,,,,,,,,,
605,528,34,108,,,,,,,,,,
606,529,51,112,,,,,,,,,,
607,530,40,108,,,,,,,,,,
608,531,50,102,,,,,,,,,,
609,532,56,122,,,,,,,,,,
610,533,46,88,,,,,,,,,,
611,534,55,99,,,,,,,,,,
612,535,63,95,,,,,,,,,,
613,536,63,116,,,,,,,,,,
614,537,51,125,,,,,,,,,,
615,538,67,99,,,,,,,,,,
616,539,37,119,,,,,,,,,,
617,540,61,101,,,,,,,,,,
618,541,49,87,,,,,,,,,,
619,542,51,114,,,,,,,,,,
620,543,57,79,,,,,,,,,,
621,544,59,96,,,,,,,,,,
622,545,66,77,,,,,,,,,,
623,546,71,99,,,,,,,,,,
624,547,48,87,,,,,,,,,,
625,548,63,92,,,,,,,,,,
626,549,35,93,,,,,,,,,,
627,550,69,100,,,,,,,,,,
628,551,68,109,,,,,,,,,,
629,552,43,126,,,,,,,,,,
630,553,34,121,,,,,,,,,,
631,554,71,118,,,,,,,,,,
632,555,61,110,,,,,,,,,,
633,556,51,117,,,,,,,,,,
634,557,68,117,,,,,,,,,,
635,558,39,87,,,,,,,,,,
636,559,34,131,,,,,,,,,,
637,560,40,88,,,,,,,,,,
638,561,55,86,,,,,,,,,,
639,562,55,117,,,,,,,,,,
640,563,47,96,,,,,,,,,,
641,564,45,88,,,,,,,,,,
642,565,36,109,,,,,,,,,,
643,566,48,120,,,,,,,,,,
644,567,64,91,,,,,,,,,,
645,568,54,124,,,,,,,,,,
646,569,70,111,,,,,,,,,,
647,570,58,125,,,,,,,,,,
648,571,38,131,,,,,,,,,,
649,572,58,89,,,,,,,,,,
650,573,56,91,,,,,,,,,,
651,574,53,114,,,,,,,,,,
652,575,37,108,,,,,,,,,,
653,576,45,79,,,,,,,,,,
654,577,39,116,,,,,,,,,,
655,578,67,116,,,,,,,,,,
656,579,34,107,,,,,,,,,,
657,580,52,113,,,,,,,,,,
658,581,51,119,,,,,,,,,,
659,582,59,82,,,,,,,,,,
660,583,42,116,,,,,,,,,,
661,584,68,112,,,,,,,,,,
662,585,40,92,,,,,,,,,,
663,586,44,97,,,,,,,,,,
664,587,45,94,,,,,,,,,,
665,588,38,111,,,,,,,,,,
666,589,55,93,,,,,,,,,,
667,590,38,78,,,,,,,,,,
668,591,66,113,,,,,,,,,,
669,592,39,104,,,,,,,,,,
670,593,44,91,,,,,,,,,,
671,594,57,80,,,,,,,,,,
672,595,49,125,,,,,,,,,,
673,596,65,99,,,,,,,,,,
674,597,38,134,,,,,,,,,,
675,598,47,96,,,,,,,,,,
676,599,43,104,,,,,,,,,,
677,600,35,127,,,,,,,,,,
678,601,48,127,,,,,,,,,,
679,602,53,121,,,,,,,,,,
680,603,45,129,,,,,,,,,,
681,604,64,124,,,,,,,,,,
682,605,55,90,,,,,,,,,,
683,606,38,116,,,,,,,,,,
684,607,50,99,,,,,,,,,,
685,608,64,124,,,,,,,,,,
686,609,56,85,,,,,,,,,,
687,610,67,130,,,,,,,,,,
688,611,37,121,,,,,,,,,,
689,612,42,93,,,,,,,,,,
690,613,52,126,,,,,,,,,,
691,614,44,93,,,,,,,,,,
692,615,70,120,,,,,,,,,,
693,616,47,77,,,,,,,,,,
694,617,44,88,,,,,,,,,,
695,618,60,133,,,,,,,,,,
696,619,39,96,,,,,,,,,,
697,620,41,95,,,,,,,,,,
698,621,52,122,,,,,,,,,,
699,622,54,83,,,,,,,,,,
700,623,61,81,,,,,,,,,,
701,624,71,117,,,,,,,,,,
702,625,41,106,,,,,,,,,,
703,626,63,78,,,,,,,,,,
704,627,57,80,,,,,,,,,,
705,628,64,110,,,,,,,,,,
706,629,59,85,,,,,,,,,,
707,630,44,100,,,,,,,,,,
708,631,58,103,,,,,,,,,,
709,632,66,123,,,,,,,,,,
710,633,68,78,,,,,,,,,,
711,634,49,84,,,,,,,,,,
712,635,61,123,,,,,,,,,,
713,636,60,87,,,,,,,,,,
714,637,71,105,,,,,,,,,,
715,638,50,91,,,,,,,,,,
716,639,43,77,,,,,,,,,,
717,640,56,96,,,,,,,,,,
718,641,66,108,,,,,,,,,,
719,642,38,100,,,,,,,,,,
720,643,71,90,,,,,,,,,,
721,644,50,84,,,,,,,,,,
722,645,50,79,,,,,,,,,,
723,646,45,131,,,,,,,,,,
724,647,37,120,,,,,,,,,,
725,648,60,74,,,,,,,,,,
726,649,69,117,,,,,,,,,,
727,650,42,113,,,,,,,,,,
728,651,60,123,,,,,,,,,,
729,652,71,97,,,,,,,,,,
730,653,65,107,,,,,,,,,,
731,654,37,80,,,,,,,,,,
732,655,59,105,,,,,,,,,,
733,656,47,111,,,,,,,,,,
734,657,56,129,,,,,,,,,,
735,658,55,79,,,,,,,,,,
736,659,47,100,,,,,,,,,,
737,660,65,113,,,,,,,,,,
738,661,57,88,,,,,,,,,,
739,662,62,112,,,,,,,,,,
740,663,53,120,,,,,,,,,,
741,664,38,88,,,,,,,,,,
742,665,65,100,,,,,,,,,,
743,666,47,106,,,,,,,,,,
744,667,65,131,,,,,,,,,,
745,668,59,77,,,,,,,,,,
746,669,56,118,,,,,,,,,,
747,670,56,101,,,,,,,,,,
748,671,41,94,,,,,,,,,,
749,672,53,130,,,,,,,,,,
750,673,62,116,,,,,,,,,,
751,674,46,84,,,,,,,,,,
