,n,5,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
367,320,30,39,,,,,,,
368,321,32,34,,,,,,,
369,322,28,45,,,,,,,
370,323,32,45,,,,,,,
371,324,28,39,,,,,,,
372,325,28,35,,,,,,,
373,326,32,45,,,,,,,
374,327,33,47,,,,,,,
375,328,28,44,,,,,,,
376,329,28,39,,,,,,,
377,330,33,48,,,,,,,
378,331,33,34,,,,,,,
379,332,33,35,,,,,,,
380,333,33,43,,,,,,,
381,334,31,35,,,,,,,
382,335,33,38,,,,,,,
383,336,31,38,,,,,,,
384,337,33,38,,,,,,,
385,338,28,49,,,,,,,
386,339,30,34,,,,,,,
387,340,33,34,,,,,,,
388,341,33,38,,,,,,,
389,342,29,40,,,,,,,
390,343,30,33,,,,,,,
391,344,32,35,,,,,,,
392,345,29,36,,,,,,,
393,346,32,43,,,,,,,
394,347,29,41,,,,,,,
395,348,30,44,,,,,,,
396,349,28,50,,,,,,,
397,350,32,36,,,,,,,
398,351,28,50,,,,,,,
399,352,30,46,,,,,,,
400,353,31,42,,,,,,,
401,354,32,42,,,,,,,
402,355,32,34,,,,,,,
403,356,29,50,,,,,,,
404,357,31,47,,,,,,,
405,358,33,44,,,,,,,
406,359,32,43,,,,,,,
407,360,32,49,,,,,,,
408,361,33,41,,,,,,,
409,362,33,45,,,,,,,
410,363,31,49,,,,,,,
411,364,33,41,,,,,,,
412,365,33,41,,,,,,,
413,366,32,40,,,,,,,
414,367,30,45,,,,,,,
415,368,33,50,,,,,,,
416,369,33,41,,,,,,,
417,370,32,50,,,,,,,
418,371,29,36,,,,,,,
419,372,30,36,,,,,,,
420,373,33,47,,,,,,,
421,374,28,41,,,,,,,
422,375,31,47,,,,,,,
423,376,32,42,,,,,,,
424,377,29,47,,,,,,,
425,378,30,44,,,,,,,
426,379,28,46,,,,,,,
427,380,29,45,,,,,,,
428,381,31,37,,,,,,,
429,382,31,36,,,,,,,
430,383,29,47,,,,,,,
431,384,31,47,,,,,,,
432,385,33,49,,,,,,,
433,386,32,38,,,,,,,
434,387,32,45,,,,,,,
435,388,31,45,,,,,,,
436,389,28,46,,,,,,,
437,390,32,46,,,,,,,
438,391,33,41,,,,,,,
439,392,33,34,,,,,,,
440,393,32,37,,,,,,,
441,394,28,43,,,,,,,
442,395,30,38,,,,,,,
443,396,33,34,,,,,,,
444,397,29,35,,,,,,,
445,398,30,33,,,,,,,
446,399,31,37,,,,,,,
447,400,33,34,,,,,,,
448,401,29,37,,,,,,,
449,402,31,44,,,,,,,
450,403,28,41,,,,,,,
451,404,32,43,,,,,,,
452,405,29,45,,,,,,,
453,406,31,39,,,,,,,
454,407,33,41,,,,,,,
455,408,32,33,,,,,,,
456,409,30,42,,,,,,,
457,410,31,33,,,,,,,
458,411,31,33,,,,,,,
459,412,30,42,,,,,,,
460,413,28,45,,,,,,,
461,414,28,44,,,,,,,
462,415,29,43,,,,,,,
463,416,28,47,,,,,,,
464,417,33,45,,,,,,,
465,418,31,44,,,,,,,
466,419,33,36,,,,,,,
467,420,28,37,,,,,,,
468,421,30,43,,,,,,,
469,422,30,44,,,,,,,
470,423,31,42,,,,,,,
471,424,28,47,,,,,,,
472,425,29,39,,,,,,,
473,426,31,50,,,,,,,
474,427,32,48,,,,,,,
475,428,30,36,,,,,,,
476,429,32,34,,,,,,,
477,430,31,38,,,,,,,
478,431,30,36,,,,,,,
479,432,29,43,,,,,,,
480,433,31,48,,,,,,,
481,434,31,38,,,,,,,
482,435,33,36,,,,,,,
483,436,29,36,,,,,,,
484,437,30,38,,,,,,,
485,438,31,34,,,,,,,
486,439,31,48,,,,,,,
487,440,33,42,,,,,,,
488,441,31,37,,,,,,,
489,442,29,48,,,,,,,
490,443,33,35,,,,,,,
491,444,28,50,,,,,,,
492,445,29,38,,,,,,,
493,446,33,46,,,,,,,
494,447,31,46,,,,,,,
495,448,32,37,,,,,,,
496,449,29,47,,,,,,,
497,450,28,47,,,,,,,
498,451,33,47,,,,,,,
499,452,32,34,,,,,,,
500,453,29,41,,,,,,,
501,454,31,40,,,,,,,
502,455,29,39,,,,,,,
503,456,31,49,,,,,,,
504,457,29,34,,,,,,,
505,458,32,35,,,,,,,
506,459,33,40,,,,,,,
507,460,31,40,,,,,,,
508,461,32,43,,,,,,,
509,462,28,44,,,,,,,
510,463,29,41,,,,,,,
511,464,31,45,,,,,,,
512,465,30,38,,,,,,,
513,466,32,48,,,,,,,
514,467,32,34,,,,,,,
515,468,31,46,,,,,,,
516,469,30,36,,,,,,,
517,470,32,42,,,,,,,
518,471,31,44,,,,,,,
519,472,31,48,,,,,,,
520,473,32,50,,,,,,,
521,474,31,42,,,,,,,
522,475,28,45,,,,,,,
523,476,30,48,,,,,,,
524,477,28,45,,,,,,,
525,478,33,40,,,,,,,
526,479,32,35,,,,,,,
527,480,32,45,,,,,,,
528,481,33,48,,,,,,,
529,482,33,33,,,,,,,
530,483,31,45,,,,,,,
531,484,29,34,,,,,,,
532,485,31,50,,,,,,,
533,486,32,45,,,,,,,
534,487,32,34,,,,,,,
535,488,32,35,,,,,,,
536,489,33,36,,,,,,,
537,490,33,39,,,,,,,
538,491,33,33,,,,,,,
539,492,31,46,,,,,,,
540,493,33,49,,,,,,,
541,494,32,33,,,,,,,
542,495,28,35,,,,,,,
543,496,28,37,,,,,,,
544,497,30,33,,,,,,,
545,498,31,45,,,,,,,
546,499,31,44,,,,,,,
547,500,29,33,,,,,,,
548,501,32,41,,,,,,,
549,502,28,34,,,,,,,
550,503,33,45,,,,,,,
551,504,28,34,,,,,,,
552,505,33,48,,,,,,,
553,506,30,42,,,,,,,
554,507,29,40,,,,,,,
555,508,32,47,,,,,,,
556,509,29,37,,,,,,,
557,510,28,44,,,,,,,
558,511,28,36,,,,,,,
559,512,28,39,,,,,,,
560,513,33,40,,,,,,,
561,514,29,45,,,,,,,
562,515,30,34,,,,,,,
563,516,31,37,,,,,,,
564,517,33,48,,,,,,,
565,518,31,41,,,,,,,
566,519,28,42,,,,,,,
567,520,32,37,,,,,,,
568,521,32,44,,,,,,,
569,522,28,37,,,,,,,
570,523,31,41,,,,,,,
571,524,28,33,,,,,,,
572,525,29,47,,,,,,,
573,526,30,40,,,,,,,
574,527,31,43,,,,,,,
575,528,28,43,,,,,,,
576,529,30,44,,,,,,,
577,530,28,43,,,,,,,
578,531,30,41,,,,,,,
579,532,31,47,,,,,,,
580,533,29,37,,,,,,,
581,534,31,40,,,,,,,
582,535,32,39,,,,,,,
583,536,32,45,,,,,,,
584,537,30,48,,,,,,,
585,538,33,40,,,,,,,
586,539,28,46,,,,,,,
587,540,32,41,,,,,,,
588,541,30,36,,,,,,,
589,542,30,44,,,,,,,
590,543,31,34,,,,,,,
591,544,32,39,,,,,,,
592,545,33,34,,,,,,,
593,546,33,40,,,,,,,
594,547,30,36,,,,,,,
595,548,32,38,,,,,,,
596,549,28,38,,,,,,,
597,550,33,40,,,,,,,
598,551,33,43,,,,,,,
599,552,29,48,,,,,,,
600,553,28,47,,,,,,,
601,554,33,46,,,,,,,
602,555,32,43,,,,,,,
603,556,30,45,,,,,,,
604,557,33,45,,,,,,,
605,558,28,37,,,,,,,
606,559,28,49,,,,,,,
607,560,29,37,,,,,,,
608,561,31,36,,,,,,,
609,562,31,45,,,,,,,
610,563,30,39,,,,,,,
611,564,29,37,,,,,,,
612,565,28,43,,,,,,,
613,566,30,46,,,,,,,
614,567,32,38,,,,,,,
615,568,31,47,,,,,,,
616,569,33,44,,,,,,,
617,570,31,48,,,,,,,
618,571,28,49,,,,,,,
619,572,31,37,,,,,,,
620,573,31,38,,,,,,,
621,574,31,45,,,,,,,
622,575,28,43,,,,,,,
623,576,29,34,,,,,,,
624,577,28,45,,,,,,,
625,578,33,45,,,,,,,
626,579,28,42,,,,,,,
627,580,30,44,,,,,,,
628,581,30,46,,,,,,,
629,582,32,35,,,,,,,
630,583,29,45,,,,,,,
631,584,33,44,,,,,,,
632,585,28,38,,,,,,,
633,586,29,39,,,,,,,
634,587,29,38,,,,,,,
635,588,28,43,,,,,,,
636,589,31,38,,,,,,,
637,590,28,34,,,,,,,
638,591,33,44,,,,,,,
639,592,28,41,,,,,,,
640,593,29,38,,,,,,,
641,594,31,34,,,,,,,
642,595,30,48,,,,,,,
643,596,32,40,,,,,,,
644,597,28,50,,,,,,,
645,598,30,39,,,,,,,
646,599,29,42,,,,,,,
647,600,28,48,,,,,,,
648,601,30,48,,,,,,,
649,602,31,46,,,,,,,
650,603,29,49,,,,,,,
651,604,32,47,,,,,,,
652,605,31,37,,,,,,,
653,606,28,45,,,,,,,
654,607,30,40,,,,,,,
655,608,32,47,,,,,,,
656,609,31,36,,,,,,,
657,610,33,49,,,,,,,
658,611,28,47,,,,,,,
659,612,29,38,,,,,,,
660,613,30,48,,,,,,,
661,614,29,38,,,,,,,
662,615,33,46,,,,,,,
663,616,30,34,,,,,,,
664,617,29,37,,,,,,,
665,618,32,50,,,,,,,
666,619,28,39,,,,,,,
667,620,29,39,,,,,,,
668,621,30,47,,,,,,,
669,622,31,35,,,,,,,
670,623,32,35,,,,,,,
671,624,33,45,,,,,,,
672,625,29,42,,,,,,,
673,626,32,34,,,,,,,
674,627,31,34,,,,,,,
675,628,32,43,,,,,,,
676,629,32,36,,,,,,,
677,630,29,40,,,,,,,
678,631,31,41,,,,,,,
679,632,33,47,,,,,,,
680,633,33,34,,,,,,,
681,634,30,36,,,,,,,
682,635,32,47,,,,,,,
683,636,32,36,,,,,,,
684,637,33,42,,,,,,,
685,638,30,38,,,,,,,
686,639,29,34,,,,,,,
687,640,31,39,,,,,,,
688,641,33,43,,,,,,,
689,642,28,40,,,,,,,
690,643,33,37,,,,,,,
691,644,30,36,,,,,,,
692,645,30,34,,,,,,,
693,646,29,49,,,,,,,
694,647,28,46,,,,,,,
695,648,32,33,,,,,,,
696,649,33,45,,,,,,,
697,650,29,44,,,,,,,
698,651,32,47,,,,,,,
699,652,33,39,,,,,,,
700,653,33,42,,,,,,,
701,654,28,34,,,,,,,
702,655,31,42,,,,,,,
703,656,30,44,,,,,,,
704,657,31,49,,,,,,,
705,658,31,34,,,,,,,
706,659,30,40,,,,,,,
707,660,32,44,,,,,,,
708,661,31,37,,,,,,,
709,662,32,44,,,,,,,
710,663,31,46,,,,,,,
711,664,28,37,,,,,,,
712,665,32,40,,,,,,,
713,666,30,42,,,,,,,
714,667,32,49,,,,,,,
715,668,32,34,,,,,,,
716,669,31,46,,,,,,,
717,670,31,41,,,,,,,
718,671,29,38,,,,,,,
719,672,31,49,,,,,,,
720,673,32,45,,,,,,,
721,674,30,36,,,,,,,
722,675,29,43,,,,,,,
723,676,31,42,,,,,,,
724,677,33,43,,,,,,,
725,678,28,41,,,,,,,
726,679,28,39,,,,,,,
727,680,33,34,,,,,,,
728,681,30,48,,,,,,,
729,682,29,37,,,,,,,
730,683,29,47,,,,,,,
731,684,32,44,,,,,,,
732,685,29,42,,,,,,,
733,686,31,44,,,,,,,
734,687,33,39,,,,,,,
735,688,30,38,,,,,,,
736,689,32,47,,,,,,,
737,690,33,47,,,,,,,
738,691,30,50,,,,,,,
739,692,28,36,,,,,,,
740,693,32,48,,,,,,,
741,694,31,37,,,,,,,
742,695,33,36,,,,,,,
743,696,33,37,,,,,,,
744,697,33,42,,,,,,,
745,698,28,38,,,,,,,
746,699,28,38,,,,,,,
747,700,32,49,,,,,,,
748,701,33,45,,,,,,,
749,702,33,45,,,,,,,
750,703,28,33,,,,,,,
751,704,32,42,,,,,,,
752,705,28,45,,,,,,,
753,706,32,37,,,,,,,
754,707,30,34,,,,,,,
755,708,31,41,,,,,,,
756,709,32,34,,,,,,,
757,710,30,39,,,,,,,
758,711,28,43,,,,,,,
759,712,32,33,,,,,,,
760,713,31,37,,,,,,,
761,714,32,38,,,,,,,
762,715,30,35,,,,,,,
763,716,29,40,,,,,,,
764,717,28,50,,,,,,,
765,718,33,46,,,,,,,
766,719,28,39,,,,,,,
767,720,28,46,,,,,,,
768,721,28,35,,,,,,,
769,722,28,36,,,,,,,
770,723,30,46,,,,,,,
771,724,32,47,,,,,,,
772,725,33,43,,,,,,,
773,726,31,50,,,,,,,
774,727,33,40,,,,,,,
775,728,32,39,,,,,,,
776,729,33,48,,,,,,,
777,730,28,47,,,,,,,
778,731,29,39,,,,,,,
779,732,28,33,,,,,,,
780,733,30,38,,,,,,,
781,734,29,41,,,,,,,
782,735,29,49,,,,,,,
783,736,30,40,,,,,,,
784,737,33,45,,,,,,,
785,738,29,33,,,,,,,
786,739,30,42,,,,,,,
787,740,31,47,,,,,,,
788,741,30,50,,,,,,,
789,742,30,47,,,,,,,
790,743,31,38,,,,,,,
791,744,31,44,,,,,,,
792,745,29,42,,,,,,,
793,746,32,35,,,,,,,
794,747,29,38,,,,,,,
795,748,31,47,,,,,,,
796,749,33,34,,,,,,,
797,750,32,35,,,,,,,
798,751,31,38,,,,,,,
799,752,31,49,,,,,,,
800,753,28,34,,,,,,,
801,754,33,36,,,,,,,
802,755,29,46,,,,,,,
803,756,33,40,,,,,,,
804,757,29,39,,,,,,,
805,758,30,37,,,,,,,
806,759,33,39,,,,,,,
807,760,30,35,,,,,,,
808,761,32,43,,,,,,,
809,762,29,44,,,,,,,
810,763,28,38,,,,,,,
811,764,29,45,,,,,,,
812,765,28,39,,,,,,,
813,766,28,40,,,,,,,
814,767,32,41,,,,,,,
815,768,29,36,,,,,,,
816,769,30,43,,,,,,,
817,770,31,42,,,,,,,
818,771,30,39,,,,,,,
819,772,30,41,,,,,,,
820,773,31,39,,,,,,,
821,774,33,48,,,,,,,
822,775,33,37,,,,,,,
823,776,33,43,,,,,,,
824,777,31,43,,,,,,,
825,778,30,49,,,,,,,
826,779,28,50,,,,,,,
827,780,32,48,,,,,,,
828,781,33,37,,,,,,,
829,782,28,49,,,,,,,
830,783,32,41,,,,,,,
831,784,31,47,,,,,,,
832,785,28,36,,,,,,,
833,786,33,38,,,,,,,
834,787,32,49,,,,,,,
835,788,32,40,,,,,,,
836,789,29,47,,,,,,,
837,790,33,46,,,,,,,
838,791,30,38,,,,,,,
839,792,32,49,,,,,,,
840,793,30,41,,,,,,,
841,794,32,36,,,,,,,
842,795,28,39,,,,,,,
843,796,28,40,,,,,,,
844,797,32,47,,,,,,,
845,798,31,34,,,,,,,
846,799,29,41,,,,,,,
847,800,32,35,,,,,,,
848,801,32,33,,,,,,,
849,802,33,46,,,,,,,
850,803,30,45,,,,,,,
851,804,33,46,,,,,,,
852,805,32,50,,,,,,,
853,806,32,36,,,,,,,
854,807,33,33,,,,,,,
855,808,30,43,,,,,,,
856,809,31,35,,,,,,,
857,810,31,37,,,,,,,
858,811,32,40,,,,,,,
859,812,32,45,,,,,,,
860,813,28,40,,,,,,,
861,814,30,48,,,,,,,
862,815,29,46,,,,,,,
863,816,28,46,,,,,,,
864,817,28,47,,,,,,,
865,818,33,40,,,,,,,
866,819,30,50,,,,,,,
867,820,31,45,,,,,,,
868,821,31,50,,,,,,,
869,822,30,35,,,,,,,
870,823,32,49,,,,,,,
871,824,30,47,,,,,,,
872,825,30,33,,,,,,,
873,826,31,36,,,,,,,
874,827,33,42,,,,,,,
875,828,30,39,,,,,,,
876,829,29,36,,,,,,,
877,830,32,49,,,,,,,
878,831,29,33,,,,,,,
879,832,30,34,,,,,,,
880,833,33,49,,,,,,,
881,834,28,35,,,,,,,
882,835,28,50,,,,,,,
883,836,28,42,,,,,,,
884,837,31,47,,,,,,,
885,838,32,46,,,,,,,
886,839,28,43,,,,,,,
887,840,33,34,,,,,,,
888,841,33,45,,,,,,,
889,842,30,37,,,,,,,
890,843,29,48,,,,,,,
891,844,32,42,,,,,,,
892,845,30,44,,,,,,,
893,846,28,38,,,,,,,
894,847,29,44,,,,,,,
895,848,31,42,,,,,,,
896,849,31,38,,,,,,,
897,850,29,46,,,,,,,
898,851,32,38,,,,,,,
899,852,32,40,,,,,,,
900,853,33,33,,,,,,,
901,854,31,35,,,,,,,
902,855,32,44,,,,,,,
903,856,30,45,,,,,,,
904,857,29,44,,,,,,,
905,858,33,42,,,,,,,
906,859,31,36,,,,,,,
907,860,33,34,,,,,,,
908,861,28,44,,,,,,,
909,862,32,40,,,,,,,
910,863,33,47,,,,,,,
911,864,29,49,,,,,,,
