3;17;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
3;17;3;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;
3;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;;;;;;
3;47;2;;;;;;;;;;;;;;;;;;8;8;8;8;8;8;8;;;;;;;;;;;;;;;
3;47;3;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;
3;47;4;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;;;;;;
3;48;1;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;;;;;;;;;;;
3;48;2;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;
3;48;3;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
3;30;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;;;;;;;;;;;;;;;
3;30;3;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;
3;30;4;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;;;;;;;;;;;;;;;
4;18;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;;;;;;
4;18;2;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;
4;24;1;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;
4;24;2;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;;;;;;
4;24;3;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;
4;33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
4;33;2;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;
4;33;3;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;;;;;;
4;33;4;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;
4;46;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;
4;46;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;7;7;7;7;;;;;;
4;46;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;
4;19;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
4;19;2;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;
4;19;3;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;;;;;;
5;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
5;45;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;
5;45;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;
5;45;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;
5;34;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
5;34;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;
5;34;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
5;34;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
5;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;35;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;
5;35;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;
5;36;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;
5;36;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
5;36;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;
5;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;
5;37;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;
5;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;37;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
5;37;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;59;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;61;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;63;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;60;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;58;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;57;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;60;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;63;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;59;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;64;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;66;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;58;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;64;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;64;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;65;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;62;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;63;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;66;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;65;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;62;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;59;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;63;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;61;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;63;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;59;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;62;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;60;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;60;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;66;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;66;247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;63;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;58;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;57;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;62;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;66;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;64;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;58;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;61;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;61;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;66;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;61;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;57;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;60;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;60;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;63;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;65;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;57;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;65;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;65;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;60;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;58;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;61;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;62;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;57;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;59;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;64;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;58;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;66;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;66;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;65;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;66;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;63;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;57;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;58;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;59;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;57;337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;61;316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;66;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;65;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;66;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;60;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;64;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;57;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;63;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;57;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;59;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;63;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;58;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;63;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;60;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;58;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;65;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;60;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;64;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;65;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;61;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;64;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;60;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;64;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;57;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;60;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;57;295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;66;324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;60;326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;63;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;61;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;60;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;65;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;60;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;65;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;66;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;60;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;57;342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;61;316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;59;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;64;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;59;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;58;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;66;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;57;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;62;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;63;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;61;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;66;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;66;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;61;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
