2;9;2;;;;;;;;;;;;4,15;4,15;4,15;4,15;4,15;4,15;4,15;;;;;;;;;;;;;;;;;;;;;;;;
2;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;4,5;4,5;4,5;4,5;4,5;;;;;;;;;;;
2;9;4;;;;;2,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;4,5;4,5;4,5;;;;;
2;12;1;;;;;;;;;;0,09;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;12;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,15;4,15;4,15;4,15;
2;17;1;;;;;;;;;;3,38;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;17;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;30;30;
2;19;1;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,13;7,13;7,13;7,13;
2;20;1;;;;;;;;;;0,38;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,5;13,5;13,5;13,5;
2;21;1;;;;;;;;;;0,28;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;21;2;;;;;;;;;;;;11,25;11,25;11,25;11,25;11,25;11,25;11,25;;;;;;;;;;;;;;;;;;;;;;;;
2;22;1;;;;;;;;;;0,23;0,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;22;2;;;;;;;;;;;;9,35;9,35;9,35;9,35;9,35;9,35;9,35;;;;;;;;;;;;;;;;;;;;;;;;
2;22;3;;;;;;;;;;;;;;;;;;;;;;;;;;7,15;7,15;7,15;7,15;7,15;7,15;;;;;;;;;;;
2;22;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;
2;28;1;;;;;;;;;;0,47;0,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;28;2;;;;;;;;;;;;9,38;9,38;9,38;9,38;9,38;9,38;9,38;;;;;;;;;;;;;;;;;;;;;;;;
2;28;3;;;;;;;;;;;;;;;;;;;23,28;23,28;23,28;23,28;23,28;23,28;23,28;;;;;;;;;;;;;;;;;
2;31;1;;;;;;;;;;1,34;1,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,56;0,56;0,56;0,56;;;;;
2;31;3;;;;;;;;;;;;18,56;18,56;18,56;18,56;18,56;18,56;18,56;;;;;;;;;;;;;;;;;;;;;;;;
2;31;4;;;;;;;;;;;;;;;;;;;18,21;18,21;18,21;18,21;18,21;18,21;18,21;;;;;;;;;;;;;;;;;
2;32;1;;;;;;;;;;0,21;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;32;2;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;33;1;;;;;;;;;;1,34;1,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;33;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,56;0,56;0,56;0,56;;;;;
2;33;3;;;;;;;;;;;;18,56;18,56;18,56;18,56;18,56;18,56;18,56;;;;;;;;;;;;;;;;;;;;;;;;
2;33;4;;;;;;;;;;;;;;;;;;;18,21;18,21;18,21;18,21;18,21;18,21;18,21;;;;;;;;;;;;;;;;;
2;34;1;;;;;;;;;;0,56;0,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;34;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37;1;;;;;;;;;;0,38;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,15;7,15;7,15;7,15;
2;40;1;;;;;;;;;;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;40;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,15;34,15;34,15;34,15;
2;42;1;;;;;;;;;;0,38;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;2;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;42;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;;;;;
2;44;1;;;;;;;;;;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;44;2;;;;;;;;;;;;71,28;71,28;71,28;71,28;71,28;71,28;71,28;;;;;;;;;;;;;;;;;;;;;;;;
2;44;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;
2;44;4;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;7,5;7,5;7,5;7,5;7,5;;;;;;;;;;;
2;44;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,56;12,56;12,56;12,56;;;;;
2;44;6;;;;;;;;;;;;;;;;;;;11,25;11,25;11,25;11,25;11,25;11,25;11,25;;;;;;;;;;;;;;;;;
2;44;7;;;;;;;;;;;;;;;;;;;;;;;;;;14,06;14,06;14,06;14,06;14,06;14,06;;;;;;;;;;;
2;44;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,18;2,18;2,18;2,18;;;;;
2;44;9;;;;;;;;;;;;7,15;7,15;7,15;7,15;7,15;7,15;7,15;;;;;;;;;;;;;;;;;;;;;;;;
2;44;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,15;1,15;1,15;1,15;;;;;
2;44;11;;;;;;;;;;;;;;;;;;;8,28;8,28;8,28;8,28;8,28;8,28;8,28;;;;;;;;;;;;;;;;;
2;44;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,15;4,15;4,15;4,15;;;;;
2;50;1;;;;;;;;;;0,5;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;50;2;;;;;;;;;;;;9;9;9;9;9;9;9;;;;;;;;;;;;;;;;;;;;;;;;
2;50;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;1,5;1,5;1,5;;;;;
2;50;4;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;53;1;;;;;;;;;;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;53;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;54;54;54;
2;54;1;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;54;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;54;54;54;
2;55;1;;;;;;;;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;57;1;;;;;;;;;;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;57;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;129;129;129;
3;10;1;;;;;;;;;;0,09;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,06;2,06;2,06;2,06;
3;10;3;;;;;;;;;;;;;;;;;;;1,5;1,5;1,5;1,5;1,5;1,5;1,5;;;;;;;;;;;;;;;;;
3;10;4;8,44;8,44;8,44;8,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,06;2,06;2,06;2,06;;;;;
3;23;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,15;46,15;46,15;46,15;
3;23;2;;;;;;;;;;;;;;;;;;;7,5;7,5;7,5;7,5;7,5;7,5;7,5;;;;;;;;;;;;;;;;;
3;23;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;
3;24;1;;;;;;1,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;0,38;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;25;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,31;16,31;16,31;16,31;
3;25;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;
3;25;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;
3;25;5;;;;;;;;;;;;;;;;;;;2,39;2,39;2,39;2,39;2,39;2,39;2,39;;;;;;;;;;;;;;;;;
3;25;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;7,5;7,5;7,5;
3;25;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,13;1,13;1,13;1,13;;;;;
3;26;1;;;;;;;;;;;;157,15;157,15;157,15;157,15;157,15;157,15;157,15;;;;;;;;;;;;;;;;;;;;;;;;
3;26;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;15;15;;;;;
3;26;3;180;180;180;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77,28;77,28;;;;;;;;;
3;26;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201,38;201,38;201,38;201,38;;;;;
3;26;6;;;;;;;;;;;;;;;;;;;79,5;79,5;79,5;79,5;79,5;79,5;79,5;;;;;;;;;;;;;;;;;
3;35;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,21;3,21;3,21;3,21;
3;35;2;;;;;;;;;;;;;;;;;;;0,56;0,56;0,56;0,56;0,56;0,56;0,56;;;;;;;;;;;;;;;;;
3;36;1;;;;;;;;;;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;36;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,06;32,06;32,06;32,06;
3;36;3;;;;;;;;;;;;;;;;;;;23,44;23,44;23,44;23,44;23,44;23,44;23,44;;;;;;;;;;;;;;;;;
3;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;
3;43;1;;;;;;;;;;0,38;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;43;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;7,5;7,5;7,5;
3;43;3;;;;;;;;;;;;;;;;;;;;;;;;;;6,03;6,03;6,03;6,03;6,03;6,03;;;;;;;;;;;
3;43;4;;;;;2,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;43;5;;;;;;;;;;;;;;;;;;;4,5;4,5;4,5;4,5;4,5;4,5;4,5;;;;;;;;;;;;;;;;;
3;49;1;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;49;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;9;9;
3;49;3;;;;;;;;;;;;;;;;;;;9;9;9;9;9;9;9;;;;;;;;;;;;;;;;;
3;49;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;;;
4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;5,28;5,28;5,28;5,28;5,28;5,28;;;;;;;;;;;
4;1;2;;;;;;;;;;;;;;;;;;;9;9;9;9;9;9;9;;;;;;;;;;;;;;;;;
4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;26,25;26,25;26,25;26,25;26,25;26,25;;;;;;;;;;;
4;1;4;;;;;;;;;;;;;;;;;;;4,13;4,13;4,13;4,13;4,13;4,13;4,13;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,15;34,15;;;;;;;;;
4;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;4,5;4,5;4,5;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;27;;;;;;;;;
4;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;;;;;
4;2;1;;;;;;;;;;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,09;32,09;32,09;32,09;
4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;;;;;;;;;
4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;9;9;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,13;10,13;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;72,38;72,38;72,38;72,38;72,38;72,38;;;;;;;;;;;
4;8;1;;;;;;;;;;0,14;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,14;0,14;0,14;0,14;
4;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;2,37;2,37;2,37;2,37;2,37;2,37;;;;;;;;;;;
4;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,28;0,28;0,28;0,28;;;;;
4;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,38;4,38;4,38;4,38;
4;8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,23;3,23;3,23;3,23;;;;;
4;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,48;2,48;2,48;2,48;
4;11;1;;;;;;;;;;0,18;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,18;10,18;10,18;10,18;
4;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;3,45;3,45;3,45;3,45;3,45;3,45;;;;;;;;;;;
4;11;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,04;2,04;2,04;2,04;;;;;
4;13;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,18;11,18;11,18;11,18;
4;13;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,02;2,02;2,02;2,02;;;;;
4;13;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,37;8,37;8,37;8,37;
4;13;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,48;2,48;2,48;2,48;;;;;
4;14;1;;;;;;;;;;0,19;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;14;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,19;0,19;0,19;0,19;
4;14;3;;;;;;;;;;;;;;;;;;;;;;;;;;2,09;2,09;2,09;2,09;2,09;2,09;;;;;;;;;;;
4;14;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,19;0,19;0,19;0,19;;;;;
4;14;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;
4;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,53;2,53;2,53;2,53;;;;;
4;14;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,09;2,09;2,09;2,09;
4;15;1;;;;;;;;;;0,19;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;15;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,15;7,15;7,15;7,15;
4;15;3;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;3,38;3,38;;;;;;;;;;;
4;15;4;;;;;1,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,09;2,09;2,09;2,09;;;;;
4;16;1;;;;;;;;;;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;16;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;9;9;
4;16;3;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;4,5;4,5;4,5;4,5;4,5;;;;;;;;;;;
4;16;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,28;2,28;2,28;2,28;;;;;
4;16;5;;;;;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;18;1;;;;;;;;;10,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;18;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,25;56,25;56,25;56,25;
4;18;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,06;5,06;;;;;;;;;
4;18;4;;;;;;;;;;;;;;;;;;;54,21;54,21;54,21;54,21;54,21;54,21;54,21;;;;;;;;;;;;;;;;;
4;18;5;;;;;;;;;;;;;;;;;;;;;;;;;;37,5;37,5;37,5;37,5;37,5;37,5;;;;;;;;;;;
4;27;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,38;;;;;;;;;
4;27;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,28;17,28;17,28;17,28;
4;27;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,15;7,15;;;;;;;;;
4;29;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,38;6,38;6,38;;;;;
4;29;2;;;;;;;;;;;;;;;;;;;;;;;;;;25,15;25,15;25,15;25,15;25,15;25,15;;;;;;;;;;;
4;29;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;22,5;22,5;22,5;
4;29;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;;;;;;;;;
4;29;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,15;10,15;10,15;10,15;
4;29;6;;;;;;;;;;;;;;;;;;;;;;;;;;28,13;28,13;28,13;28,13;28,13;28,13;;;;;;;;;;;
4;29;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,38;6,38;6,38;;;;;
4;29;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;60;;;;;;;;;
4;29;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,13;10,13;10,13;10,13;;;;;
4;29;10;;;;;;;;;;;;;;;;;;;37,5;37,5;37,5;37,5;37,5;37,5;37,5;;;;;;;;;;;;;;;;;
4;29;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;12;12;;;;;
4;30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,38;6,38;6,38;;;;;
4;30;2;;;;;;;;;;;;;;;;;;;;;;;;;;25,15;25,15;25,15;25,15;25,15;25,15;;;;;;;;;;;
4;30;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;22,5;22,5;22,5;
4;30;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;;;;;;;;;
4;30;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,16;10,16;10,16;10,16;
4;30;6;;;;;;;;;;;;;;;;;;;;;;;;;;28,14;28,14;28,14;28,14;28,14;28,14;;;;;;;;;;;
4;30;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,38;6,38;6,38;;;;;
4;30;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,01;60,01;;;;;;;;;
4;30;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,13;10,13;10,13;10,13;;;;;
4;30;10;;;;;;;;;;;;;;;;;;;37,51;37,51;37,51;37,51;37,51;37,51;37,51;;;;;;;;;;;;;;;;;
4;30;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,01;12,01;12,01;12,01;;;;;
4;39;1;;;;;;;;;;1,24;1,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,53;17,53;17,53;17,53;
4;39;3;;;;;;;;;;;;;;;;;;;;;;;;;;5,09;5,09;5,09;5,09;5,09;5,09;;;;;;;;;;;
4;39;4;;;;;1,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;39;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,24;1,24;1,24;1,24;;;;;
4;41;1;;;;;;;;;;2,25;2,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;41;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;;;;;
4;41;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,28;17,28;17,28;17,28;
4;41;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,25;2,25;2,25;2,25;;;;;
4;45;1;;;;;;;;;;0,19;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;45;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,28;8,28;8,28;8,28;
4;45;3;;;;;;;;;;;;;;;;;;;;;;;;;;4,15;4,15;4,15;4,15;4,15;4,15;;;;;;;;;;;
4;45;4;;;;;1,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;45;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;3,38;3,38;3,38;
4;45;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,28;2,28;2,28;2,28;;;;;
4;46;1;;;;;;;;;;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;46;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;12;12;
4;46;3;;;;;;;;;;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;46;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216;216;216;216;
4;46;5;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;144;144;144;144;;;;;;;;;;;
4;46;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;78;78;78;;;;;
4;46;7;;;;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;46;8;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;18;18;18;18;;;;;;;;;;;
4;46;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;;;;;;;
4;46;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;12;12;;;;;
4;46;11;;;;;;;;;;;;;;;;;;;216;216;216;216;216;216;216;;;;;;;;;;;;;;;;;
4;46;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;;;;;
4;47;1;;;;;;;;;;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;47;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;12;12;
