,n,12,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
261,173,46,162,,,,,,,,,,
262,174,49,202,,,,,,,,,,
263,175,58,201,,,,,,,,,,
264,176,46,141,,,,,,,,,,
265,177,42,178,,,,,,,,,,
266,178,55,204,,,,,,,,,,
267,179,51,164,,,,,,,,,,
268,180,49,203,,,,,,,,,,
269,181,49,201,,,,,,,,,,
270,182,48,176,,,,,,,,,,
271,183,46,169,,,,,,,,,,
272,184,57,164,,,,,,,,,,
273,185,44,215,,,,,,,,,,
274,186,49,239,,,,,,,,,,
275,187,43,152,,,,,,,,,,
276,188,45,153,,,,,,,,,,
277,189,58,233,,,,,,,,,,
278,190,45,187,,,,,,,,,,
279,191,54,167,,,,,,,,,,
280,192,43,188,,,,,,,,,,
281,193,51,185,,,,,,,,,,
282,194,53,231,,,,,,,,,,
283,195,43,215,,,,,,,,,,
284,196,45,209,,,,,,,,,,
285,197,51,226,,,,,,,,,,
286,198,58,237,,,,,,,,,,
287,199,52,219,,,,,,,,,,
288,200,44,235,,,,,,,,,,
289,201,47,163,,,,,,,,,,
290,202,50,161,,,,,,,,,,
291,203,44,168,,,,,,,,,,
292,204,57,229,,,,,,,,,,
293,205,44,206,,,,,,,,,,
294,206,53,202,,,,,,,,,,
295,207,42,239,,,,,,,,,,
296,208,57,156,,,,,,,,,,
297,209,50,233,,,,,,,,,,
298,210,55,218,,,,,,,,,,
299,211,52,238,,,,,,,,,,
300,212,44,180,,,,,,,,,,
301,213,51,217,,,,,,,,,,
302,214,49,163,,,,,,,,,,
303,215,44,165,,,,,,,,,,
304,216,50,160,,,,,,,,,,
305,217,55,166,,,,,,,,,,
306,218,44,191,,,,,,,,,,
307,219,55,228,,,,,,,,,,
308,220,47,172,,,,,,,,,,
309,221,51,219,,,,,,,,,,
310,222,54,183,,,,,,,,,,
311,223,43,199,,,,,,,,,,
312,224,53,194,,,,,,,,,,
313,225,58,219,,,,,,,,,,
314,226,49,208,,,,,,,,,,
315,227,42,177,,,,,,,,,,
316,228,47,173,,,,,,,,,,
317,229,43,148,,,,,,,,,,
318,230,53,177,,,,,,,,,,
319,231,55,209,,,,,,,,,,
320,232,54,231,,,,,,,,,,
321,233,44,186,,,,,,,,,,
322,234,56,217,,,,,,,,,,
323,235,56,179,,,,,,,,,,
324,236,48,204,,,,,,,,,,
325,237,52,185,,,,,,,,,,
326,238,46,221,,,,,,,,,,
327,239,45,211,,,,,,,,,,
328,240,47,235,,,,,,,,,,
329,241,43,232,,,,,,,,,,
330,242,46,178,,,,,,,,,,
331,243,55,223,,,,,,,,,,
332,244,44,180,,,,,,,,,,
333,245,57,222,,,,,,,,,,
334,246,49,212,,,,,,,,,,
335,247,45,236,,,,,,,,,,
336,248,50,223,,,,,,,,,,
337,249,43,224,,,,,,,,,,
338,250,46,203,,,,,,,,,,
339,251,54,228,,,,,,,,,,
340,252,53,198,,,,,,,,,,
341,253,49,221,,,,,,,,,,
342,254,43,197,,,,,,,,,,
343,255,44,194,,,,,,,,,,
344,256,43,178,,,,,,,,,,
345,257,55,211,,,,,,,,,,
346,258,46,228,,,,,,,,,,
347,259,49,174,,,,,,,,,,
348,260,44,172,,,,,,,,,,
349,261,46,184,,,,,,,,,,
350,262,56,142,,,,,,,,,,
351,263,58,203,,,,,,,,,,
352,264,49,204,,,,,,,,,,
353,265,58,181,,,,,,,,,,
354,266,54,179,,,,,,,,,,
355,267,49,207,,,,,,,,,,
356,268,45,164,,,,,,,,,,
357,269,45,208,,,,,,,,,,
358,270,58,237,,,,,,,,,,
359,271,54,200,,,,,,,,,,
360,272,46,177,,,,,,,,,,
361,273,54,145,,,,,,,,,,
362,274,58,189,,,,,,,,,,
363,275,54,202,,,,,,,,,,
364,276,48,213,,,,,,,,,,
365,277,54,235,,,,,,,,,,
366,278,47,171,,,,,,,,,,
367,279,42,208,,,,,,,,,,
368,280,52,220,,,,,,,,,,
369,281,48,184,,,,,,,,,,
370,282,52,211,,,,,,,,,,
371,283,55,210,,,,,,,,,,
372,284,58,151,,,,,,,,,,
373,285,50,142,,,,,,,,,,
374,286,53,216,,,,,,,,,,
375,287,48,155,,,,,,,,,,
376,288,51,209,,,,,,,,,,
377,289,44,190,,,,,,,,,,
378,290,46,231,,,,,,,,,,
379,291,53,233,,,,,,,,,,
380,292,57,173,,,,,,,,,,
381,293,42,142,,,,,,,,,,
382,294,53,187,,,,,,,,,,
383,295,47,229,,,,,,,,,,
384,296,45,194,,,,,,,,,,
385,297,43,154,,,,,,,,,,
386,298,51,171,,,,,,,,,,
387,299,58,197,,,,,,,,,,
388,300,51,143,,,,,,,,,,
389,301,43,225,,,,,,,,,,
390,302,58,210,,,,,,,,,,
391,303,58,204,,,,,,,,,,
392,304,47,196,,,,,,,,,,
393,305,48,205,,,,,,,,,,
394,306,44,192,,,,,,,,,,
395,307,48,210,,,,,,,,,,
396,308,44,186,,,,,,,,,,
397,309,50,170,,,,,,,,,,
398,310,53,218,,,,,,,,,,
399,311,42,187,,,,,,,,,,
400,312,55,201,,,,,,,,,,
401,313,55,151,,,,,,,,,,
402,314,53,166,,,,,,,,,,
403,315,51,166,,,,,,,,,,
404,316,54,199,,,,,,,,,,
405,317,57,166,,,,,,,,,,
406,318,55,223,,,,,,,,,,
407,319,58,163,,,,,,,,,,
408,320,47,177,,,,,,,,,,
409,321,53,151,,,,,,,,,,
410,322,43,207,,,,,,,,,,
411,323,54,211,,,,,,,,,,
412,324,44,177,,,,,,,,,,
413,325,42,153,,,,,,,,,,
414,326,55,208,,,,,,,,,,
415,327,56,219,,,,,,,,,,
416,328,42,204,,,,,,,,,,
417,329,43,177,,,,,,,,,,
418,330,57,226,,,,,,,,,,
419,331,58,147,,,,,,,,,,
420,332,58,154,,,,,,,,,,
421,333,58,196,,,,,,,,,,
422,334,52,155,,,,,,,,,,
423,335,57,169,,,,,,,,,,
424,336,50,169,,,,,,,,,,
425,337,58,173,,,,,,,,,,
426,338,43,231,,,,,,,,,,
427,339,48,151,,,,,,,,,,
428,340,56,149,,,,,,,,,,
429,341,58,173,,,,,,,,,,
430,342,46,184,,,,,,,,,,
431,343,49,143,,,,,,,,,,
432,344,54,154,,,,,,,,,,
433,345,46,158,,,,,,,,,,
434,346,54,198,,,,,,,,,,
435,347,47,189,,,,,,,,,,
436,348,49,202,,,,,,,,,,
437,349,43,234,,,,,,,,,,
438,350,54,159,,,,,,,,,,
439,351,43,239,,,,,,,,,,
440,352,50,214,,,,,,,,,,
441,353,52,190,,,,,,,,,,
442,354,54,194,,,,,,,,,,
443,355,53,149,,,,,,,,,,
444,356,46,236,,,,,,,,,,
445,357,50,222,,,,,,,,,,
446,358,57,202,,,,,,,,,,
447,359,56,196,,,,,,,,,,
448,360,53,231,,,,,,,,,,
449,361,56,186,,,,,,,,,,
450,362,57,211,,,,,,,,,,
451,363,50,233,,,,,,,,,,
452,364,58,186,,,,,,,,,,
453,365,57,188,,,,,,,,,,
454,366,55,184,,,,,,,,,,
455,367,48,208,,,,,,,,,,
456,368,58,237,,,,,,,,,,
457,369,56,190,,,,,,,,,,
458,370,55,236,,,,,,,,,,
459,371,47,158,,,,,,,,,,
460,372,49,157,,,,,,,,,,
461,373,57,219,,,,,,,,,,
462,374,43,190,,,,,,,,,,
463,375,51,220,,,,,,,,,,
464,376,55,195,,,,,,,,,,
465,377,46,221,,,,,,,,,,
466,378,47,206,,,,,,,,,,
467,379,43,216,,,,,,,,,,
468,380,45,209,,,,,,,,,,
469,381,50,167,,,,,,,,,,
470,382,52,161,,,,,,,,,,
471,383,46,221,,,,,,,,,,
472,384,51,222,,,,,,,,,,
473,385,56,232,,,,,,,,,,
474,386,55,173,,,,,,,,,,
475,387,54,210,,,,,,,,,,
476,388,52,207,,,,,,,,,,
477,389,42,212,,,,,,,,,,
478,390,55,212,,,,,,,,,,
479,391,56,188,,,,,,,,,,
480,392,56,151,,,,,,,,,,
481,393,53,166,,,,,,,,,,
482,394,44,197,,,,,,,,,,
483,395,47,171,,,,,,,,,,
484,396,56,148,,,,,,,,,,
485,397,46,153,,,,,,,,,,
486,398,49,143,,,,,,,,,,
487,399,51,164,,,,,,,,,,
488,400,57,151,,,,,,,,,,
489,401,45,164,,,,,,,,,,
490,402,52,206,,,,,,,,,,
491,403,42,186,,,,,,,,,,
492,404,55,197,,,,,,,,,,
493,405,45,207,,,,,,,,,,
494,406,52,177,,,,,,,,,,
495,407,58,189,,,,,,,,,,
496,408,56,146,,,,,,,,,,
497,409,48,193,,,,,,,,,,
498,410,50,143,,,,,,,,,,
499,411,53,142,,,,,,,,,,
500,412,50,195,,,,,,,,,,
501,413,42,210,,,,,,,,,,
502,414,42,201,,,,,,,,,,
503,415,46,200,,,,,,,,,,
504,416,44,218,,,,,,,,,,
505,417,56,208,,,,,,,,,,
506,418,50,202,,,,,,,,,,
507,419,56,162,,,,,,,,,,
508,420,43,164,,,,,,,,,,
509,421,49,198,,,,,,,,,,
510,422,48,206,,,,,,,,,,
511,423,53,191,,,,,,,,,,
512,424,43,219,,,,,,,,,,
513,425,47,178,,,,,,,,,,
514,426,52,239,,,,,,,,,,
515,427,54,227,,,,,,,,,,
516,428,49,160,,,,,,,,,,
517,429,54,149,,,,,,,,,,
518,430,52,172,,,,,,,,,,
519,431,48,159,,,,,,,,,,
520,432,47,199,,,,,,,,,,
521,433,51,226,,,,,,,,,,
522,434,51,169,,,,,,,,,,
523,435,58,161,,,,,,,,,,
524,436,45,158,,,,,,,,,,
525,437,49,168,,,,,,,,,,
526,438,51,148,,,,,,,,,,
527,439,52,223,,,,,,,,,,
528,440,57,193,,,,,,,,,,
529,441,52,166,,,,,,,,,,
530,442,47,228,,,,,,,,,,
531,443,58,154,,,,,,,,,,
532,444,43,236,,,,,,,,,,
533,445,45,172,,,,,,,,,,
534,446,56,215,,,,,,,,,,
535,447,52,217,,,,,,,,,,
536,448,56,167,,,,,,,,,,
537,449,46,218,,,,,,,,,,
538,450,43,219,,,,,,,,,,
539,451,58,221,,,,,,,,,,
540,452,55,151,,,,,,,,,,
541,453,44,185,,,,,,,,,,
542,454,51,183,,,,,,,,,,
543,455,47,179,,,,,,,,,,
544,456,51,231,,,,,,,,,,
545,457,45,148,,,,,,,,,,
546,458,54,155,,,,,,,,,,
547,459,57,182,,,,,,,,,,
548,460,52,181,,,,,,,,,,
549,461,55,197,,,,,,,,,,
550,462,43,205,,,,,,,,,,
551,463,47,186,,,,,,,,,,
552,464,51,208,,,,,,,,,,
553,465,49,171,,,,,,,,,,
554,466,55,224,,,,,,,,,,
555,467,54,150,,,,,,,,,,
556,468,51,217,,,,,,,,,,
557,469,49,161,,,,,,,,,,
558,470,54,192,,,,,,,,,,
559,471,51,203,,,,,,,,,,
560,472,53,224,,,,,,,,,,
561,473,54,235,,,,,,,,,,
562,474,51,193,,,,,,,,,,
563,475,42,209,,,,,,,,,,
564,476,48,225,,,,,,,,,,
565,477,44,211,,,,,,,,,,
566,478,58,181,,,,,,,,,,
567,479,54,157,,,,,,,,,,
568,480,55,210,,,,,,,,,,
569,481,56,227,,,,,,,,,,
570,482,58,141,,,,,,,,,,
571,483,52,211,,,,,,,,,,
572,484,45,150,,,,,,,,,,
573,485,50,235,,,,,,,,,,
574,486,53,208,,,,,,,,,,
575,487,53,151,,,,,,,,,,
576,488,55,157,,,,,,,,,,
577,489,57,162,,,,,,,,,,
578,490,57,178,,,,,,,,,,
579,491,57,145,,,,,,,,,,
580,492,52,216,,,,,,,,,,
581,493,57,233,,,,,,,,,,
582,494,53,141,,,,,,,,,,
583,495,43,155,,,,,,,,,,
584,496,42,168,,,,,,,,,,
585,497,49,142,,,,,,,,,,
586,498,52,211,,,,,,,,,,
587,499,53,205,,,,,,,,,,
588,500,46,145,,,,,,,,,,
589,501,54,186,,,,,,,,,,
590,502,42,150,,,,,,,,,,
591,503,58,209,,,,,,,,,,
592,504,44,146,,,,,,,,,,
593,505,57,223,,,,,,,,,,
594,506,50,194,,,,,,,,,,
595,507,46,180,,,,,,,,,,
596,508,55,223,,,,,,,,,,
597,509,46,163,,,,,,,,,,
598,510,43,205,,,,,,,,,,
599,511,42,160,,,,,,,,,,
600,512,42,178,,,,,,,,,,
601,513,57,183,,,,,,,,,,
602,514,46,208,,,,,,,,,,
603,515,49,151,,,,,,,,,,
604,516,50,166,,,,,,,,,,
605,517,58,225,,,,,,,,,,
606,518,52,185,,,,,,,,,,
607,519,42,194,,,,,,,,,,
608,520,55,163,,,,,,,,,,
609,521,55,202,,,,,,,,,,
610,522,43,166,,,,,,,,,,
611,523,53,188,,,,,,,,,,
612,524,42,144,,,,,,,,,,
613,525,45,221,,,,,,,,,,
614,526,50,183,,,,,,,,,,
615,527,51,200,,,,,,,,,,
616,528,42,196,,,,,,,,,,
617,529,49,203,,,,,,,,,,
618,530,44,196,,,,,,,,,,
619,531,49,187,,,,,,,,,,
620,532,52,219,,,,,,,,,,
621,533,47,163,,,,,,,,,,
622,534,51,182,,,,,,,,,,
623,535,55,176,,,,,,,,,,
624,536,55,209,,,,,,,,,,
625,537,49,224,,,,,,,,,,
626,538,56,181,,,,,,,,,,
627,539,43,214,,,,,,,,,,
628,540,54,185,,,,,,,,,,
629,541,49,162,,,,,,,,,,
630,542,50,206,,,,,,,,,,
631,543,52,149,,,,,,,,,,
632,544,53,177,,,,,,,,,,
633,545,56,147,,,,,,,,,,
634,546,58,182,,,,,,,,,,
635,547,48,162,,,,,,,,,,
636,548,55,171,,,,,,,,,,
637,549,42,172,,,,,,,,,,
638,550,57,183,,,,,,,,,,
639,551,57,199,,,,,,,,,,
640,552,46,225,,,,,,,,,,
641,553,42,218,,,,,,,,,,
642,554,58,213,,,,,,,,,,
643,555,54,199,,,,,,,,,,
644,556,50,211,,,,,,,,,,
645,557,57,211,,,,,,,,,,
646,558,44,163,,,,,,,,,,
647,559,42,233,,,,,,,,,,
648,560,44,164,,,,,,,,,,
649,561,51,161,,,,,,,,,,
650,562,51,211,,,,,,,,,,
651,563,48,177,,,,,,,,,,
652,564,47,163,,,,,,,,,,
653,565,42,197,,,,,,,,,,
654,566,48,217,,,,,,,,,,
655,567,55,169,,,,,,,,,,
656,568,51,223,,,,,,,,,,
657,569,58,201,,,,,,,,,,
658,570,52,224,,,,,,,,,,
659,571,43,234,,,,,,,,,,
660,572,52,165,,,,,,,,,,
661,573,51,169,,,,,,,,,,
662,574,50,207,,,,,,,,,,
663,575,43,196,,,,,,,,,,
664,576,47,150,,,,,,,,,,
665,577,44,210,,,,,,,,,,
666,578,56,209,,,,,,,,,,
667,579,42,195,,,,,,,,,,
668,580,50,205,,,,,,,,,,
669,581,50,214,,,,,,,,,,
670,582,53,155,,,,,,,,,,
671,583,45,210,,,,,,,,,,
672,584,57,202,,,,,,,,,,
673,585,44,171,,,,,,,,,,
674,586,46,179,,,,,,,,,,
675,587,47,173,,,,,,,,,,
676,588,44,201,,,,,,,,,,
677,589,51,172,,,,,,,,,,
678,590,44,148,,,,,,,,,,
679,591,56,204,,,,,,,,,,
680,592,44,189,,,,,,,,,,
681,593,46,169,,,,,,,,,,
682,594,52,151,,,,,,,,,,
683,595,49,225,,,,,,,,,,
684,596,55,181,,,,,,,,,,
685,597,44,238,,,,,,,,,,
686,598,48,177,,,,,,,,,,
687,599,46,190,,,,,,,,,,
688,600,42,228,,,,,,,,,,
689,601,48,228,,,,,,,,,,
690,602,50,217,,,,,,,,,,
691,603,47,231,,,,,,,,,,
692,604,55,222,,,,,,,,,,
693,605,51,167,,,,,,,,,,
694,606,44,210,,,,,,,,,,
695,607,49,182,,,,,,,,,,
696,608,55,223,,,,,,,,,,
697,609,52,159,,,,,,,,,,
698,610,56,233,,,,,,,,,,
699,611,43,218,,,,,,,,,,
700,612,45,172,,,,,,,,,,
701,613,50,225,,,,,,,,,,
702,614,46,172,,,,,,,,,,
703,615,58,216,,,,,,,,,,
704,616,47,147,,,,,,,,,,
705,617,46,164,,,,,,,,,,
706,618,53,238,,,,,,,,,,
707,619,44,178,,,,,,,,,,
708,620,45,176,,,,,,,,,,
709,621,50,220,,,,,,,,,,
710,622,51,155,,,,,,,,,,
711,623,54,152,,,,,,,,,,
712,624,58,210,,,,,,,,,,
713,625,45,193,,,,,,,,,,
714,626,55,148,,,,,,,,,,
715,627,52,151,,,,,,,,,,
716,628,55,200,,,,,,,,,,
717,629,53,160,,,,,,,,,,
718,630,46,184,,,,,,,,,,
719,631,53,188,,,,,,,,,,
720,632,56,221,,,,,,,,,,
721,633,57,147,,,,,,,,,,
722,634,49,158,,,,,,,,,,
723,635,54,221,,,,,,,,,,
724,636,53,162,,,,,,,,,,
725,637,58,192,,,,,,,,,,
726,638,49,169,,,,,,,,,,
727,639,46,146,,,,,,,,,,
728,640,52,177,,,,,,,,,,
729,641,56,196,,,,,,,,,,
730,642,44,183,,,,,,,,,,
731,643,58,168,,,,,,,,,,
732,644,49,158,,,,,,,,,,
733,645,49,149,,,,,,,,,,
734,646,47,234,,,,,,,,,,
735,647,43,215,,,,,,,,,,
736,648,53,141,,,,,,,,,,
737,649,57,211,,,,,,,,,,
738,650,46,205,,,,,,,,,,
739,651,53,221,,,,,,,,,,
740,652,58,179,,,,,,,,,,
741,653,56,195,,,,,,,,,,
742,654,43,151,,,,,,,,,,
743,655,53,191,,,,,,,,,,
744,656,47,201,,,,,,,,,,
745,657,52,231,,,,,,,,,,
746,658,51,150,,,,,,,,,,
747,659,48,183,,,,,,,,,,
748,660,56,204,,,,,,,,,,
749,661,52,164,,,,,,,,,,
