,n,10,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
317,246,50,134,,,,,,,,,
318,247,48,151,,,,,,,,,
319,248,51,142,,,,,,,,,
320,249,47,142,,,,,,,,,
321,250,49,128,,,,,,,,,
322,251,53,145,,,,,,,,,
323,252,53,124,,,,,,,,,
324,253,50,141,,,,,,,,,
325,254,47,124,,,,,,,,,
326,255,48,122,,,,,,,,,
327,256,47,110,,,,,,,,,
328,257,53,134,,,,,,,,,
329,258,49,145,,,,,,,,,
330,259,50,108,,,,,,,,,
331,260,48,107,,,,,,,,,
332,261,49,115,,,,,,,,,
333,262,54,85,,,,,,,,,
334,263,55,128,,,,,,,,,
335,264,50,128,,,,,,,,,
336,265,55,113,,,,,,,,,
337,266,53,112,,,,,,,,,
338,267,50,131,,,,,,,,,
339,268,48,101,,,,,,,,,
340,269,49,131,,,,,,,,,
341,270,55,152,,,,,,,,,
342,271,53,126,,,,,,,,,
343,272,49,110,,,,,,,,,
344,273,53,88,,,,,,,,,
345,274,55,119,,,,,,,,,
346,275,53,128,,,,,,,,,
347,276,50,135,,,,,,,,,
348,277,53,151,,,,,,,,,
349,278,50,106,,,,,,,,,
350,279,47,132,,,,,,,,,
351,280,52,140,,,,,,,,,
352,281,50,115,,,,,,,,,
353,282,52,134,,,,,,,,,
354,283,54,133,,,,,,,,,
355,284,55,92,,,,,,,,,
356,285,51,86,,,,,,,,,
357,286,52,137,,,,,,,,,
358,287,50,95,,,,,,,,,
359,288,52,132,,,,,,,,,
360,289,48,119,,,,,,,,,
361,290,49,148,,,,,,,,,
362,291,53,149,,,,,,,,,
363,292,55,107,,,,,,,,,
364,293,47,85,,,,,,,,,
365,294,53,117,,,,,,,,,
366,295,49,146,,,,,,,,,
367,296,49,122,,,,,,,,,
368,297,47,94,,,,,,,,,
369,298,52,106,,,,,,,,,
370,299,55,124,,,,,,,,,
371,300,52,86,,,,,,,,,
372,301,47,143,,,,,,,,,
373,302,55,133,,,,,,,,,
374,303,55,129,,,,,,,,,
375,304,49,124,,,,,,,,,
376,305,50,130,,,,,,,,,
377,306,48,120,,,,,,,,,
378,307,50,133,,,,,,,,,
379,308,48,116,,,,,,,,,
380,309,51,105,,,,,,,,,
381,310,53,139,,,,,,,,,
382,311,47,117,,,,,,,,,
383,312,53,127,,,,,,,,,
384,313,54,92,,,,,,,,,
385,314,53,102,,,,,,,,,
386,315,52,102,,,,,,,,,
387,316,53,125,,,,,,,,,
388,317,55,102,,,,,,,,,
389,318,54,142,,,,,,,,,
390,319,55,100,,,,,,,,,
391,320,50,110,,,,,,,,,
392,321,53,92,,,,,,,,,
393,322,47,131,,,,,,,,,
394,323,53,133,,,,,,,,,
395,324,48,110,,,,,,,,,
396,325,47,93,,,,,,,,,
397,326,54,131,,,,,,,,,
398,327,54,139,,,,,,,,,
399,328,47,128,,,,,,,,,
400,329,47,110,,,,,,,,,
401,330,55,144,,,,,,,,,
402,331,55,89,,,,,,,,,
403,332,55,94,,,,,,,,,
404,333,55,123,,,,,,,,,
405,334,52,95,,,,,,,,,
406,335,54,104,,,,,,,,,
407,336,51,105,,,,,,,,,
408,337,55,107,,,,,,,,,
409,338,47,148,,,,,,,,,
410,339,50,92,,,,,,,,,
411,340,54,90,,,,,,,,,
412,341,55,107,,,,,,,,,
413,342,49,115,,,,,,,,,
414,343,51,87,,,,,,,,,
415,344,53,94,,,,,,,,,
416,345,49,96,,,,,,,,,
417,346,53,124,,,,,,,,,
418,347,49,118,,,,,,,,,
419,348,50,127,,,,,,,,,
420,349,47,150,,,,,,,,,
421,350,53,97,,,,,,,,,
422,351,48,153,,,,,,,,,
423,352,51,135,,,,,,,,,
424,353,52,119,,,,,,,,,
425,354,53,122,,,,,,,,,
426,355,53,90,,,,,,,,,
427,356,49,151,,,,,,,,,
428,357,51,141,,,,,,,,,
429,358,55,128,,,,,,,,,
430,359,54,123,,,,,,,,,
431,360,53,148,,,,,,,,,
432,361,54,116,,,,,,,,,
433,362,55,134,,,,,,,,,
434,363,51,149,,,,,,,,,
435,364,55,116,,,,,,,,,
436,365,55,118,,,,,,,,,
437,366,54,115,,,,,,,,,
438,367,50,131,,,,,,,,,
439,368,55,152,,,,,,,,,
440,369,54,119,,,,,,,,,
441,370,54,151,,,,,,,,,
442,371,49,97,,,,,,,,,
443,372,50,96,,,,,,,,,
444,373,55,139,,,,,,,,,
445,374,47,119,,,,,,,,,
446,375,52,140,,,,,,,,,
447,376,54,122,,,,,,,,,
448,377,49,140,,,,,,,,,
449,378,50,130,,,,,,,,,
450,379,47,137,,,,,,,,,
451,380,48,132,,,,,,,,,
452,381,51,103,,,,,,,,,
453,382,52,99,,,,,,,,,
454,383,49,141,,,,,,,,,
455,384,52,142,,,,,,,,,
456,385,54,148,,,,,,,,,
457,386,54,107,,,,,,,,,
458,387,53,133,,,,,,,,,
459,388,52,131,,,,,,,,,
460,389,47,135,,,,,,,,,
461,390,54,135,,,,,,,,,
462,391,54,117,,,,,,,,,
463,392,54,92,,,,,,,,,
464,393,53,102,,,,,,,,,
465,394,48,124,,,,,,,,,
466,395,50,106,,,,,,,,,
467,396,54,90,,,,,,,,,
468,397,49,94,,,,,,,,,
469,398,50,86,,,,,,,,,
470,399,51,101,,,,,,,,,
471,400,55,92,,,,,,,,,
472,401,48,101,,,,,,,,,
473,402,52,130,,,,,,,,,
474,403,47,116,,,,,,,,,
475,404,54,124,,,,,,,,,
476,405,48,131,,,,,,,,,
477,406,52,110,,,,,,,,,
478,407,55,118,,,,,,,,,
479,408,54,88,,,,,,,,,
480,409,50,121,,,,,,,,,
481,410,51,86,,,,,,,,,
482,411,52,85,,,,,,,,,
483,412,51,123,,,,,,,,,
484,413,47,133,,,,,,,,,
485,414,47,127,,,,,,,,,
486,415,49,126,,,,,,,,,
487,416,48,138,,,,,,,,,
488,417,54,132,,,,,,,,,
489,418,51,127,,,,,,,,,
490,419,54,100,,,,,,,,,
491,420,47,101,,,,,,,,,
492,421,51,125,,,,,,,,,
493,422,50,130,,,,,,,,,
494,423,52,120,,,,,,,,,
495,424,47,139,,,,,,,,,
496,425,49,111,,,,,,,,,
497,426,52,153,,,,,,,,,
498,427,53,145,,,,,,,,,
499,428,51,98,,,,,,,,,
500,429,53,90,,,,,,,,,
501,430,52,106,,,,,,,,,
502,431,50,98,,,,,,,,,
503,432,49,125,,,,,,,,,
504,433,51,144,,,,,,,,,
505,434,51,104,,,,,,,,,
506,435,55,99,,,,,,,,,
507,436,48,97,,,,,,,,,
508,437,51,104,,,,,,,,,
509,438,52,89,,,,,,,,,
510,439,52,142,,,,,,,,,
511,440,55,121,,,,,,,,,
512,441,52,102,,,,,,,,,
513,442,49,146,,,,,,,,,
514,443,55,94,,,,,,,,,
515,444,47,151,,,,,,,,,
516,445,49,107,,,,,,,,,
517,446,54,136,,,,,,,,,
518,447,52,138,,,,,,,,,
519,448,54,103,,,,,,,,,
520,449,49,139,,,,,,,,,
521,450,48,139,,,,,,,,,
522,451,55,141,,,,,,,,,
523,452,54,92,,,,,,,,,
524,453,48,116,,,,,,,,,
525,454,51,114,,,,,,,,,
526,455,49,111,,,,,,,,,
527,456,52,148,,,,,,,,,
528,457,48,90,,,,,,,,,
529,458,53,94,,,,,,,,,
530,459,54,113,,,,,,,,,
531,460,52,112,,,,,,,,,
532,461,54,124,,,,,,,,,
533,462,47,130,,,,,,,,,
534,463,49,116,,,,,,,,,
535,464,52,131,,,,,,,,,
536,465,51,105,,,,,,,,,
537,466,54,143,,,,,,,,,
538,467,53,91,,,,,,,,,
539,468,52,138,,,,,,,,,
540,469,50,98,,,,,,,,,
541,470,53,120,,,,,,,,,
542,471,52,128,,,,,,,,,
543,472,52,143,,,,,,,,,
544,473,53,150,,,,,,,,,
545,474,52,121,,,,,,,,,
546,475,47,132,,,,,,,,,
547,476,50,144,,,,,,,,,
548,477,48,134,,,,,,,,,
549,478,55,112,,,,,,,,,
550,479,53,96,,,,,,,,,
551,480,53,133,,,,,,,,,
552,481,54,145,,,,,,,,,
553,482,55,85,,,,,,,,,
554,483,52,134,,,,,,,,,
555,484,48,91,,,,,,,,,
556,485,51,150,,,,,,,,,
557,486,53,132,,,,,,,,,
558,487,53,92,,,,,,,,,
559,488,54,96,,,,,,,,,
560,489,55,99,,,,,,,,,
561,490,55,110,,,,,,,,,
562,491,55,88,,,,,,,,,
563,492,52,137,,,,,,,,,
564,493,55,149,,,,,,,,,
565,494,53,85,,,,,,,,,
566,495,47,95,,,,,,,,,
567,496,47,104,,,,,,,,,
568,497,50,85,,,,,,,,,
569,498,52,134,,,,,,,,,
570,499,52,130,,,,,,,,,
571,500,49,87,,,,,,,,,
572,501,53,116,,,,,,,,,
573,502,47,91,,,,,,,,,
574,503,55,132,,,,,,,,,
575,504,48,88,,,,,,,,,
576,505,55,142,,,,,,,,,
577,506,51,122,,,,,,,,,
578,507,49,112,,,,,,,,,
579,508,54,142,,,,,,,,,
580,509,49,100,,,,,,,,,
581,510,47,130,,,,,,,,,
582,511,47,98,,,,,,,,,
583,512,47,110,,,,,,,,,
584,513,55,114,,,,,,,,,
585,514,49,132,,,,,,,,,
586,515,51,92,,,,,,,,,
587,516,51,102,,,,,,,,,
588,517,55,143,,,,,,,,,
589,518,52,115,,,,,,,,,
590,519,47,122,,,,,,,,,
591,520,53,100,,,,,,,,,
592,521,53,128,,,,,,,,,
593,522,47,102,,,,,,,,,
594,523,52,118,,,,,,,,,
595,524,47,87,,,,,,,,,
596,525,48,140,,,,,,,,,
597,526,51,114,,,,,,,,,
598,527,52,126,,,,,,,,,
599,528,47,123,,,,,,,,,
600,529,51,128,,,,,,,,,
601,530,48,123,,,,,,,,,
602,531,50,117,,,,,,,,,
603,532,52,139,,,,,,,,,
604,533,49,100,,,,,,,,,
605,534,52,113,,,,,,,,,
606,535,53,109,,,,,,,,,
607,536,54,132,,,,,,,,,
608,537,51,143,,,,,,,,,
609,538,54,113,,,,,,,,,
610,539,47,136,,,,,,,,,
611,540,53,116,,,,,,,,,
612,541,50,100,,,,,,,,,
613,542,51,130,,,,,,,,,
614,543,52,91,,,,,,,,,
615,544,53,110,,,,,,,,,
616,545,54,89,,,,,,,,,
617,546,55,113,,,,,,,,,
618,547,50,99,,,,,,,,,
619,548,54,105,,,,,,,,,
620,549,47,106,,,,,,,,,
621,550,55,114,,,,,,,,,
622,551,55,125,,,,,,,,,
623,552,49,144,,,,,,,,,
624,553,47,139,,,,,,,,,
625,554,55,135,,,,,,,,,
626,555,53,126,,,,,,,,,
627,556,51,133,,,,,,,,,
628,557,55,133,,,,,,,,,
629,558,48,100,,,,,,,,,
630,559,47,149,,,,,,,,,
631,560,48,101,,,,,,,,,
632,561,51,99,,,,,,,,,
633,562,52,134,,,,,,,,,
634,563,50,110,,,,,,,,,
635,564,49,100,,,,,,,,,
636,565,47,124,,,,,,,,,
637,566,50,138,,,,,,,,,
638,567,54,104,,,,,,,,,
639,568,51,142,,,,,,,,,
640,569,55,127,,,,,,,,,
641,570,52,142,,,,,,,,,
642,571,47,150,,,,,,,,,
643,572,52,102,,,,,,,,,
644,573,52,104,,,,,,,,,
645,574,51,131,,,,,,,,,
646,575,47,123,,,,,,,,,
647,576,49,91,,,,,,,,,
648,577,48,133,,,,,,,,,
649,578,54,132,,,,,,,,,
650,579,47,122,,,,,,,,,
651,580,51,129,,,,,,,,,
652,581,51,136,,,,,,,,,
653,582,53,95,,,,,,,,,
654,583,48,133,,,,,,,,,
655,584,55,128,,,,,,,,,
656,585,48,106,,,,,,,,,
657,586,49,111,,,,,,,,,
658,587,49,107,,,,,,,,,
659,588,48,127,,,,,,,,,
660,589,52,107,,,,,,,,,
661,590,48,90,,,,,,,,,
662,591,54,129,,,,,,,,,
663,592,48,119,,,,,,,,,
664,593,49,104,,,,,,,,,
665,594,52,92,,,,,,,,,
666,595,50,143,,,,,,,,,
667,596,54,113,,,,,,,,,
668,597,48,152,,,,,,,,,
669,598,50,110,,,,,,,,,
670,599,49,119,,,,,,,,,
671,600,47,145,,,,,,,,,
672,601,50,145,,,,,,,,,
673,602,51,138,,,,,,,,,
674,603,49,148,,,,,,,,,
675,604,54,141,,,,,,,,,
676,605,52,103,,,,,,,,,
677,606,48,133,,,,,,,,,
678,607,50,113,,,,,,,,,
679,608,54,142,,,,,,,,,
680,609,52,97,,,,,,,,,
681,610,54,149,,,,,,,,,
682,611,47,139,,,,,,,,,
683,612,48,106,,,,,,,,,
684,613,51,144,,,,,,,,,
685,614,49,106,,,,,,,,,
686,615,55,137,,,,,,,,,
687,616,50,89,,,,,,,,,
688,617,49,101,,,,,,,,,
689,618,53,152,,,,,,,,,
690,619,48,110,,,,,,,,,
691,620,48,109,,,,,,,,,
692,621,51,140,,,,,,,,,
693,622,51,95,,,,,,,,,
694,623,53,93,,,,,,,,,
695,624,55,133,,,,,,,,,
696,625,48,121,,,,,,,,,
697,626,53,90,,,,,,,,,
698,627,52,92,,,,,,,,,
699,628,54,126,,,,,,,,,
700,629,53,98,,,,,,,,,
701,630,49,115,,,,,,,,,
702,631,52,118,,,,,,,,,
703,632,54,141,,,,,,,,,
704,633,55,89,,,,,,,,,
705,634,50,97,,,,,,,,,
706,635,53,140,,,,,,,,,
707,636,53,100,,,,,,,,,
708,637,55,120,,,,,,,,,
709,638,50,104,,,,,,,,,
710,639,49,89,,,,,,,,,
711,640,52,110,,,,,,,,,
712,641,54,123,,,,,,,,,
713,642,48,114,,,,,,,,,
714,643,55,103,,,,,,,,,
715,644,50,97,,,,,,,,,
716,645,50,91,,,,,,,,,
717,646,49,149,,,,,,,,,
718,647,47,137,,,,,,,,,
719,648,53,85,,,,,,,,,
720,649,55,134,,,,,,,,,
721,650,49,130,,,,,,,,,
722,651,53,140,,,,,,,,,
723,652,55,111,,,,,,,,,
724,653,54,122,,,,,,,,,
725,654,47,92,,,,,,,,,
726,655,52,120,,,,,,,,,
727,656,50,127,,,,,,,,,
728,657,52,148,,,,,,,,,
729,658,52,91,,,,,,,,,
730,659,50,114,,,,,,,,,
731,660,54,129,,,,,,,,,
732,661,52,101,,,,,,,,,
733,662,53,128,,,,,,,,,
734,663,51,137,,,,,,,,,
735,664,48,101,,,,,,,,,
736,665,54,115,,,,,,,,,
737,666,50,122,,,,,,,,,
738,667,54,149,,,,,,,,,
739,668,53,89,,,,,,,,,
740,669,52,135,,,,,,,,,
741,670,52,115,,,,,,,,,
742,671,48,107,,,,,,,,,
743,672,51,149,,,,,,,,,
744,673,53,133,,,,,,,,,
745,674,50,97,,,,,,,,,
746,675,48,127,,,,,,,,,
747,676,52,120,,,,,,,,,
748,677,55,125,,,,,,,,,
749,678,47,117,,,,,,,,,
750,679,47,108,,,,,,,,,
751,680,54,90,,,,,,,,,
752,681,50,143,,,,,,,,,
753,682,49,100,,,,,,,,,
754,683,48,140,,,,,,,,,
755,684,54,130,,,,,,,,,
756,685,49,120,,,,,,,,,
757,686,51,127,,,,,,,,,
758,687,54,111,,,,,,,,,
759,688,51,105,,,,,,,,,
760,689,53,140,,,,,,,,,
761,690,55,140,,,,,,,,,
762,691,50,150,,,,,,,,,
763,692,47,99,,,,,,,,,
764,693,54,142,,,,,,,,,
765,694,52,100,,,,,,,,,
766,695,55,98,,,,,,,,,
767,696,55,101,,,,,,,,,
768,697,54,120,,,,,,,,,
769,698,47,107,,,,,,,,,
770,699,47,105,,,,,,,,,
771,700,53,149,,,,,,,,,
772,701,55,132,,,,,,,,,
773,702,55,131,,,,,,,,,
774,703,47,86,,,,,,,,,
775,704,53,120,,,,,,,,,
776,705,48,134,,,,,,,,,
777,706,53,103,,,,,,,,,
778,707,51,90,,,,,,,,,
779,708,52,116,,,,,,,,,
780,709,54,90,,,,,,,,,
781,710,50,108,,,,,,,,,
782,711,48,123,,,,,,,,,
783,712,53,88,,,,,,,,,
784,713,51,103,,,,,,,,,
785,714,53,107,,,,,,,,,
786,715,50,93,,,,,,,,,
787,716,49,114,,,,,,,,,
788,717,47,151,,,,,,,,,
789,718,55,135,,,,,,,,,
790,719,47,110,,,,,,,,,
791,720,47,137,,,,,,,,,
792,721,48,94,,,,,,,,,
793,722,47,98,,,,,,,,,
794,723,51,134,,,,,,,,,
795,724,54,138,,,,,,,,,
796,725,54,123,,,,,,,,,
