,n,12,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
316,238,54,211,,,,,,,,,
317,239,54,200,,,,,,,,,
318,240,55,228,,,,,,,,,
319,241,53,225,,,,,,,,,
320,242,54,161,,,,,,,,,
321,243,59,214,,,,,,,,,
322,244,53,164,,,,,,,,,
323,245,61,213,,,,,,,,,
324,246,56,201,,,,,,,,,
325,247,54,229,,,,,,,,,
326,248,57,214,,,,,,,,,
327,249,52,215,,,,,,,,,
328,250,54,191,,,,,,,,,
329,251,59,220,,,,,,,,,
330,252,58,184,,,,,,,,,
331,253,56,212,,,,,,,,,
332,254,52,183,,,,,,,,,
333,255,53,179,,,,,,,,,
334,256,52,160,,,,,,,,,
335,257,59,200,,,,,,,,,
336,258,54,220,,,,,,,,,
337,259,56,157,,,,,,,,,
338,260,53,154,,,,,,,,,
339,261,54,168,,,,,,,,,
340,262,60,118,,,,,,,,,
341,263,61,191,,,,,,,,,
342,264,56,191,,,,,,,,,
343,265,61,165,,,,,,,,,
344,266,59,162,,,,,,,,,
345,267,56,195,,,,,,,,,
346,268,54,144,,,,,,,,,
347,269,54,196,,,,,,,,,
348,270,61,230,,,,,,,,,
349,271,59,187,,,,,,,,,
350,272,54,160,,,,,,,,,
351,273,59,122,,,,,,,,,
352,274,61,174,,,,,,,,,
353,275,59,189,,,,,,,,,
354,276,55,202,,,,,,,,,
355,277,59,229,,,,,,,,,
356,278,55,153,,,,,,,,,
357,279,52,197,,,,,,,,,
358,280,58,210,,,,,,,,,
359,281,55,168,,,,,,,,,
360,282,58,200,,,,,,,,,
361,283,59,199,,,,,,,,,
362,284,61,128,,,,,,,,,
363,285,57,118,,,,,,,,,
364,286,58,205,,,,,,,,,
365,287,56,134,,,,,,,,,
366,288,57,197,,,,,,,,,
367,289,53,175,,,,,,,,,
368,290,54,224,,,,,,,,,
369,291,58,226,,,,,,,,,
370,292,61,154,,,,,,,,,
371,293,52,118,,,,,,,,,
372,294,58,172,,,,,,,,,
373,295,55,221,,,,,,,,,
374,296,54,180,,,,,,,,,
375,297,52,133,,,,,,,,,
376,298,57,153,,,,,,,,,
377,299,61,183,,,,,,,,,
378,300,57,120,,,,,,,,,
379,301,53,216,,,,,,,,,
380,302,61,198,,,,,,,,,
381,303,61,192,,,,,,,,,
382,304,55,183,,,,,,,,,
383,305,55,193,,,,,,,,,
384,306,53,177,,,,,,,,,
385,307,56,198,,,,,,,,,
386,308,53,170,,,,,,,,,
387,309,57,151,,,,,,,,,
388,310,58,208,,,,,,,,,
389,311,52,171,,,,,,,,,
390,312,59,188,,,,,,,,,
391,313,59,129,,,,,,,,,
392,314,58,147,,,,,,,,,
393,315,57,147,,,,,,,,,
394,316,59,185,,,,,,,,,
395,317,61,146,,,,,,,,,
396,318,60,214,,,,,,,,,
397,319,61,143,,,,,,,,,
398,320,55,160,,,,,,,,,
399,321,58,129,,,,,,,,,
400,322,52,195,,,,,,,,,
401,323,59,199,,,,,,,,,
402,324,53,160,,,,,,,,,
403,325,52,131,,,,,,,,,
404,326,59,196,,,,,,,,,
405,327,60,209,,,,,,,,,
406,328,52,191,,,,,,,,,
407,329,52,160,,,,,,,,,
408,330,61,218,,,,,,,,,
409,331,61,124,,,,,,,,,
410,332,61,132,,,,,,,,,
411,333,61,182,,,,,,,,,
412,334,57,134,,,,,,,,,
413,335,60,150,,,,,,,,,
414,336,57,151,,,,,,,,,
415,337,61,155,,,,,,,,,
416,338,52,224,,,,,,,,,
417,339,55,129,,,,,,,,,
418,340,60,126,,,,,,,,,
419,341,61,154,,,,,,,,,
420,342,54,168,,,,,,,,,
421,343,56,120,,,,,,,,,
422,344,59,132,,,,,,,,,
423,345,54,137,,,,,,,,,
424,346,59,184,,,,,,,,,
425,347,55,173,,,,,,,,,
426,348,56,189,,,,,,,,,
427,349,53,227,,,,,,,,,
428,350,59,138,,,,,,,,,
429,351,53,232,,,,,,,,,
430,352,56,203,,,,,,,,,
431,353,58,175,,,,,,,,,
432,354,59,180,,,,,,,,,
433,355,58,126,,,,,,,,,
434,356,54,230,,,,,,,,,
435,357,57,213,,,,,,,,,
436,358,61,190,,,,,,,,,
437,359,60,182,,,,,,,,,
438,360,58,224,,,,,,,,,
439,361,60,170,,,,,,,,,
440,362,60,200,,,,,,,,,
441,363,57,226,,,,,,,,,
442,364,61,170,,,,,,,,,
443,365,61,173,,,,,,,,,
444,366,60,168,,,,,,,,,
445,367,55,196,,,,,,,,,
446,368,61,231,,,,,,,,,
447,369,60,175,,,,,,,,,
448,370,60,229,,,,,,,,,
449,371,54,137,,,,,,,,,
450,372,56,136,,,,,,,,,
451,373,61,210,,,,,,,,,
452,374,52,175,,,,,,,,,
453,375,57,210,,,,,,,,,
454,376,59,181,,,,,,,,,
455,377,54,211,,,,,,,,,
456,378,55,194,,,,,,,,,
457,379,52,206,,,,,,,,,
458,380,54,197,,,,,,,,,
459,381,57,148,,,,,,,,,
460,382,58,141,,,,,,,,,
461,383,54,212,,,,,,,,,
462,384,57,213,,,,,,,,,
463,385,60,225,,,,,,,,,
464,386,59,155,,,,,,,,,
465,387,59,199,,,,,,,,,
466,388,58,195,,,,,,,,,
467,389,52,201,,,,,,,,,
468,390,59,202,,,,,,,,,
469,391,60,172,,,,,,,,,
470,392,60,129,,,,,,,,,
471,393,58,147,,,,,,,,,
472,394,53,183,,,,,,,,,
473,395,55,152,,,,,,,,,
474,396,60,126,,,,,,,,,
475,397,54,132,,,,,,,,,
476,398,56,119,,,,,,,,,
477,399,57,144,,,,,,,,,
478,400,60,129,,,,,,,,,
479,401,54,145,,,,,,,,,
480,402,58,194,,,,,,,,,
481,403,52,170,,,,,,,,,
482,404,60,184,,,,,,,,,
483,405,53,196,,,,,,,,,
484,406,58,160,,,,,,,,,
485,407,61,174,,,,,,,,,
486,408,60,123,,,,,,,,,
487,409,55,179,,,,,,,,,
488,410,57,119,,,,,,,,,
489,411,58,118,,,,,,,,,
490,412,56,181,,,,,,,,,
491,413,52,198,,,,,,,,,
492,414,52,188,,,,,,,,,
493,415,54,186,,,,,,,,,
494,416,53,208,,,,,,,,,
495,417,60,196,,,,,,,,,
496,418,57,189,,,,,,,,,
497,419,60,142,,,,,,,,,
498,420,52,144,,,,,,,,,
499,421,56,185,,,,,,,,,
500,422,55,194,,,,,,,,,
501,423,58,176,,,,,,,,,
502,424,53,209,,,,,,,,,
503,425,55,161,,,,,,,,,
504,426,58,233,,,,,,,,,
505,427,59,219,,,,,,,,,
506,428,56,139,,,,,,,,,
507,429,59,127,,,,,,,,,
508,430,58,154,,,,,,,,,
509,431,56,139,,,,,,,,,
510,432,55,186,,,,,,,,,
511,433,57,218,,,,,,,,,
512,434,57,150,,,,,,,,,
513,435,61,140,,,,,,,,,
514,436,54,137,,,,,,,,,
515,437,56,149,,,,,,,,,
516,438,57,125,,,,,,,,,
517,439,58,214,,,,,,,,,
518,440,60,179,,,,,,,,,
519,441,57,147,,,,,,,,,
520,442,55,220,,,,,,,,,
521,443,61,133,,,,,,,,,
522,444,52,229,,,,,,,,,
523,445,54,154,,,,,,,,,
524,446,60,205,,,,,,,,,
525,447,58,206,,,,,,,,,
526,448,60,147,,,,,,,,,
527,449,54,209,,,,,,,,,
528,450,53,210,,,,,,,,,
529,451,61,212,,,,,,,,,
530,452,60,129,,,,,,,,,
531,453,53,169,,,,,,,,,
532,454,57,167,,,,,,,,,
533,455,55,161,,,,,,,,,
534,456,57,224,,,,,,,,,
535,457,53,126,,,,,,,,,
536,458,59,133,,,,,,,,,
537,459,60,166,,,,,,,,,
538,460,58,164,,,,,,,,,
539,461,59,183,,,,,,,,,
540,462,52,193,,,,,,,,,
541,463,55,171,,,,,,,,,
542,464,57,196,,,,,,,,,
543,465,56,152,,,,,,,,,
544,466,59,215,,,,,,,,,
545,467,59,128,,,,,,,,,
546,468,57,207,,,,,,,,,
547,469,56,140,,,,,,,,,
548,470,59,177,,,,,,,,,
549,471,57,191,,,,,,,,,
550,472,58,215,,,,,,,,,
551,473,59,228,,,,,,,,,
552,474,57,178,,,,,,,,,
553,475,52,197,,,,,,,,,
554,476,55,217,,,,,,,,,
555,477,53,200,,,,,,,,,
556,478,61,164,,,,,,,,,
557,479,59,136,,,,,,,,,
558,480,59,199,,,,,,,,,
559,481,60,218,,,,,,,,,
560,482,61,117,,,,,,,,,
561,483,57,200,,,,,,,,,
562,484,53,128,,,,,,,,,
563,485,57,228,,,,,,,,,
564,486,59,196,,,,,,,,,
565,487,58,129,,,,,,,,,
566,488,60,136,,,,,,,,,
567,489,61,142,,,,,,,,,
568,490,60,161,,,,,,,,,
569,491,61,122,,,,,,,,,
570,492,58,206,,,,,,,,,
571,493,61,226,,,,,,,,,
572,494,58,117,,,,,,,,,
573,495,52,134,,,,,,,,,
574,496,52,149,,,,,,,,,
575,497,56,118,,,,,,,,,
576,498,58,200,,,,,,,,,
577,499,58,193,,,,,,,,,
578,500,54,121,,,,,,,,,
579,501,59,170,,,,,,,,,
580,502,52,127,,,,,,,,,
581,503,61,198,,,,,,,,,
582,504,53,123,,,,,,,,,
583,505,60,214,,,,,,,,,
584,506,56,180,,,,,,,,,
585,507,54,163,,,,,,,,,
586,508,60,214,,,,,,,,,
587,509,54,143,,,,,,,,,
588,510,52,193,,,,,,,,,
589,511,52,139,,,,,,,,,
590,512,52,160,,,,,,,,,
591,513,61,166,,,,,,,,,
592,514,54,197,,,,,,,,,
593,515,56,129,,,,,,,,,
594,516,57,147,,,,,,,,,
595,517,61,216,,,,,,,,,
596,518,58,169,,,,,,,,,
597,519,52,180,,,,,,,,,
598,520,59,143,,,,,,,,,
599,521,59,190,,,,,,,,,
600,522,53,147,,,,,,,,,
601,523,58,173,,,,,,,,,
602,524,52,121,,,,,,,,,
603,525,54,211,,,,,,,,,
604,526,56,166,,,,,,,,,
605,527,57,187,,,,,,,,,
606,528,52,182,,,,,,,,,
607,529,56,190,,,,,,,,,
608,530,53,182,,,,,,,,,
609,531,56,172,,,,,,,,,
610,532,57,209,,,,,,,,,
611,533,55,144,,,,,,,,,
612,534,57,165,,,,,,,,,
613,535,59,158,,,,,,,,,
614,536,59,198,,,,,,,,,
615,537,56,215,,,,,,,,,
616,538,60,165,,,,,,,,,
617,539,52,204,,,,,,,,,
618,540,59,169,,,,,,,,,
619,541,56,142,,,,,,,,,
620,542,56,193,,,,,,,,,
621,543,58,127,,,,,,,,,
622,544,58,159,,,,,,,,,
623,545,60,124,,,,,,,,,
624,546,61,165,,,,,,,,,
625,547,55,142,,,,,,,,,
626,548,59,152,,,,,,,,,
627,549,52,154,,,,,,,,,
628,550,61,167,,,,,,,,,
629,551,61,185,,,,,,,,,
630,552,54,217,,,,,,,,,
631,553,52,208,,,,,,,,,
632,554,61,203,,,,,,,,,
633,555,59,186,,,,,,,,,
634,556,56,199,,,,,,,,,
635,557,61,200,,,,,,,,,
636,558,53,143,,,,,,,,,
637,559,52,226,,,,,,,,,
638,560,53,144,,,,,,,,,
639,561,57,141,,,,,,,,,
640,562,57,200,,,,,,,,,
641,563,55,160,,,,,,,,,
642,564,55,143,,,,,,,,,
643,565,52,184,,,,,,,,,
644,566,55,207,,,,,,,,,
645,567,60,150,,,,,,,,,
646,568,57,214,,,,,,,,,
647,569,61,188,,,,,,,,,
648,570,58,215,,,,,,,,,
649,571,53,227,,,,,,,,,
650,572,58,146,,,,,,,,,
651,573,57,150,,,,,,,,,
652,574,57,195,,,,,,,,,
653,575,52,182,,,,,,,,,
654,576,55,128,,,,,,,,,
655,577,53,199,,,,,,,,,
656,578,60,198,,,,,,,,,
657,579,52,181,,,,,,,,,
658,580,56,193,,,,,,,,,
659,581,56,204,,,,,,,,,
660,582,58,133,,,,,,,,,
661,583,54,199,,,,,,,,,
662,584,60,190,,,,,,,,,
663,585,53,152,,,,,,,,,
664,586,54,162,,,,,,,,,
665,587,54,155,,,,,,,,,
666,588,53,188,,,,,,,,,
667,589,57,154,,,,,,,,,
668,590,53,126,,,,,,,,,
669,591,60,192,,,,,,,,,
670,592,53,174,,,,,,,,,
671,593,54,150,,,,,,,,,
672,594,58,129,,,,,,,,,
673,595,56,216,,,,,,,,,
674,596,60,165,,,,,,,,,
675,597,53,232,,,,,,,,,
676,598,55,159,,,,,,,,,
677,599,54,175,,,,,,,,,
678,600,52,220,,,,,,,,,
679,601,55,220,,,,,,,,,
680,602,57,207,,,,,,,,,
681,603,54,224,,,,,,,,,
682,604,59,213,,,,,,,,,
683,605,57,147,,,,,,,,,
684,606,53,198,,,,,,,,,
685,607,56,165,,,,,,,,,
686,608,59,214,,,,,,,,,
687,609,57,138,,,,,,,,,
688,610,60,226,,,,,,,,,
689,611,52,209,,,,,,,,,
690,612,54,153,,,,,,,,,
691,613,56,217,,,,,,,,,
692,614,54,153,,,,,,,,,
693,615,61,205,,,,,,,,,
694,616,55,124,,,,,,,,,
695,617,54,145,,,,,,,,,
696,618,58,231,,,,,,,,,
697,619,53,160,,,,,,,,,
698,620,53,158,,,,,,,,,
699,621,56,210,,,,,,,,,
700,622,57,134,,,,,,,,,
701,623,59,130,,,,,,,,,
702,624,61,199,,,,,,,,,
703,625,53,179,,,,,,,,,
704,626,59,125,,,,,,,,,
705,627,58,129,,,,,,,,,
706,628,59,187,,,,,,,,,
707,629,58,139,,,,,,,,,
708,630,54,168,,,,,,,,,
709,631,58,173,,,,,,,,,
710,632,60,212,,,,,,,,,
711,633,61,124,,,,,,,,,
712,634,56,138,,,,,,,,,
713,635,59,211,,,,,,,,,
714,636,58,142,,,,,,,,,
715,637,61,177,,,,,,,,,
716,638,56,150,,,,,,,,,
717,639,54,124,,,,,,,,,
718,640,57,160,,,,,,,,,
719,641,60,182,,,,,,,,,
720,642,53,167,,,,,,,,,
721,643,61,148,,,,,,,,,
722,644,56,137,,,,,,,,,
723,645,56,127,,,,,,,,,
724,646,55,227,,,,,,,,,
725,647,52,205,,,,,,,,,
726,648,59,117,,,,,,,,,
727,649,61,200,,,,,,,,,
728,650,54,193,,,,,,,,,
729,651,59,211,,,,,,,,,
730,652,61,161,,,,,,,,,
731,653,60,181,,,,,,,,,
732,654,52,129,,,,,,,,,
733,655,58,177,,,,,,,,,
734,656,55,188,,,,,,,,,
735,657,58,224,,,,,,,,,
736,658,57,127,,,,,,,,,
737,659,55,167,,,,,,,,,
738,660,60,192,,,,,,,,,
739,661,58,144,,,,,,,,,
740,662,59,191,,,,,,,,,
741,663,57,205,,,,,,,,,
742,664,53,144,,,,,,,,,
743,665,60,168,,,,,,,,,
744,666,55,179,,,,,,,,,
745,667,60,227,,,,,,,,,
746,668,58,123,,,,,,,,,
747,669,57,203,,,,,,,,,
748,670,57,169,,,,,,,,,
749,671,53,155,,,,,,,,,
750,672,57,225,,,,,,,,,
751,673,59,198,,,,,,,,,
752,674,55,137,,,,,,,,,
753,675,53,188,,,,,,,,,
754,676,58,176,,,,,,,,,
755,677,60,186,,,,,,,,,
756,678,52,171,,,,,,,,,
757,679,52,157,,,,,,,,,
758,680,60,126,,,,,,,,,
759,681,56,216,,,,,,,,,
760,682,54,143,,,,,,,,,
761,683,53,211,,,,,,,,,
762,684,59,194,,,,,,,,,
763,685,54,177,,,,,,,,,
764,686,57,189,,,,,,,,,
765,687,60,161,,,,,,,,,
766,688,56,152,,,,,,,,,
767,689,59,211,,,,,,,,,
768,690,60,211,,,,,,,,,
769,691,56,228,,,,,,,,,
770,692,52,141,,,,,,,,,
771,693,59,214,,,,,,,,,
772,694,58,144,,,,,,,,,
773,695,61,140,,,,,,,,,
774,696,61,144,,,,,,,,,
775,697,60,176,,,,,,,,,
776,698,52,155,,,,,,,,,
777,699,52,151,,,,,,,,,
778,700,59,225,,,,,,,,,
779,701,61,196,,,,,,,,,
780,702,61,195,,,,,,,,,
781,703,52,119,,,,,,,,,
782,704,58,176,,,,,,,,,
783,705,53,201,,,,,,,,,
784,706,59,147,,,,,,,,,
785,707,56,125,,,,,,,,,
786,708,58,171,,,,,,,,,
787,709,60,127,,,,,,,,,
788,710,56,156,,,,,,,,,
789,711,53,182,,,,,,,,,
790,712,59,122,,,,,,,,,
791,713,57,149,,,,,,,,,
792,714,59,155,,,,,,,,,
793,715,55,131,,,,,,,,,
794,716,54,166,,,,,,,,,
795,717,52,229,,,,,,,,,
