,n,30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
33,1,44,3,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
34,1,44,4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,10,1,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,
36,2,10,2,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
37,2,10,3,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
38,2,11,1,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
39,2,11,2,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,
40,2,11,3,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
41,2,11,4,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,
42,2,22,1,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
43,2,22,2,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,
44,2,22,3,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
45,2,22,4,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,
46,2,31,1,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,
47,2,31,2,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
48,2,31,3,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,
49,2,31,4,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
50,2,41,1,,,,,,,,8.0,,,,,,,,,,,,,,,,,,
51,2,41,2,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
52,2,41,3,,,,,,,,8.0,,,,,,,,,,,,,,,,,,
53,2,41,4,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
54,2,42,1,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,
55,2,42,2,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
56,2,42,3,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
57,2,42,4,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
58,2,43,1,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
59,2,43,2,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,
60,2,43,3,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
61,2,43,4,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,
62,3,25,1,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
63,3,25,2,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,
64,3,25,3,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
65,3,25,4,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,
66,3,26,1,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
67,3,26,2,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,
68,3,26,3,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
69,3,26,4,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
70,3,27,1,,,,,,,,,,8.0,,,,,,,,,,,,,,,,
71,3,27,2,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
72,3,27,3,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
73,3,28,1,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
74,3,28,2,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
75,3,28,3,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
76,3,28,4,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
77,3,29,1,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,
78,3,29,2,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
79,3,29,3,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
80,3,29,4,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
81,3,30,1,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
82,3,30,2,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,
83,3,30,3,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
84,3,30,4,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,
85,4,32,1,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,
86,4,32,2,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,
87,4,32,3,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,
88,4,32,4,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,
89,4,33,1,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,
90,4,33,2,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,
91,4,33,3,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,
92,4,33,4,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,
93,4,19,1,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,
94,4,19,2,,,,,,,,,,6.0,,,,,,,,,,,,,,,,
95,4,19,3,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,
96,4,20,1,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,
97,4,20,2,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,
98,4,20,3,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,
99,4,21,1,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,
100,4,21,2,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,
101,4,21,3,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,
102,4,49,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
103,4,49,2,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,
104,4,49,3,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,
105,4,49,4,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,
106,4,50,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
107,4,50,2,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,
108,4,50,3,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,
109,4,50,4,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,
110,4,51,1,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,
111,4,51,2,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
112,4,51,3,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,
113,4,51,4,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
114,4,52,1,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,
115,4,52,2,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,
116,4,52,3,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
117,4,52,4,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,,
118,4,56,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
119,4,56,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,
120,4,56,3,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,
121,4,56,4,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,
122,4,57,1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
123,4,57,2,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,
124,4,57,3,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,
125,4,57,4,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Part Family,Part Family,Setup Time,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
136,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
138,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
140,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
142,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,38,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,40,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,44,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,50,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,51,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,52,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,56,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,57,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,57,281,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2,62,482,,,,,,,,,,,,,,,,,,,,,,,,,,
198,3,67,379,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4,59,534,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5,53,443,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6,51,323,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7,59,548,,,,,,,,,,,,,,,,,,,,,,,,,,
203,8,68,447,,,,,,,,,,,,,,,,,,,,,,,,,,
204,9,58,435,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10,68,461,,,,,,,,,,,,,,,,,,,,,,,,,,
206,11,74,276,,,,,,,,,,,,,,,,,,,,,,,,,,
207,12,55,364,,,,,,,,,,,,,,,,,,,,,,,,,,
208,13,70,299,,,,,,,,,,,,,,,,,,,,,,,,,,
209,14,70,341,,,,,,,,,,,,,,,,,,,,,,,,,,
210,15,71,517,,,,,,,,,,,,,,,,,,,,,,,,,,
211,16,64,465,,,,,,,,,,,,,,,,,,,,,,,,,,
212,17,68,252,,,,,,,,,,,,,,,,,,,,,,,,,,
213,18,75,493,,,,,,,,,,,,,,,,,,,,,,,,,,
214,19,72,267,,,,,,,,,,,,,,,,,,,,,,,,,,
215,20,63,407,,,,,,,,,,,,,,,,,,,,,,,,,,
216,21,57,550,,,,,,,,,,,,,,,,,,,,,,,,,,
217,22,68,365,,,,,,,,,,,,,,,,,,,,,,,,,,
218,23,61,453,,,,,,,,,,,,,,,,,,,,,,,,,,
219,24,67,391,,,,,,,,,,,,,,,,,,,,,,,,,,
220,25,57,355,,,,,,,,,,,,,,,,,,,,,,,,,,
221,26,64,299,,,,,,,,,,,,,,,,,,,,,,,,,,
222,27,59,458,,,,,,,,,,,,,,,,,,,,,,,,,,
223,28,60,295,,,,,,,,,,,,,,,,,,,,,,,,,,
224,29,74,273,,,,,,,,,,,,,,,,,,,,,,,,,,
225,30,75,396,,,,,,,,,,,,,,,,,,,,,,,,,,
226,31,66,262,,,,,,,,,,,,,,,,,,,,,,,,,,
227,32,54,313,,,,,,,,,,,,,,,,,,,,,,,,,,
228,33,53,342,,,,,,,,,,,,,,,,,,,,,,,,,,
229,34,64,341,,,,,,,,,,,,,,,,,,,,,,,,,,
230,35,75,514,,,,,,,,,,,,,,,,,,,,,,,,,,
231,36,70,314,,,,,,,,,,,,,,,,,,,,,,,,,,
232,37,53,302,,,,,,,,,,,,,,,,,,,,,,,,,,
233,38,61,538,,,,,,,,,,,,,,,,,,,,,,,,,,
234,39,61,483,,,,,,,,,,,,,,,,,,,,,,,,,,
235,40,74,285,,,,,,,,,,,,,,,,,,,,,,,,,,
236,41,63,345,,,,,,,,,,,,,,,,,,,,,,,,,,
237,42,52,390,,,,,,,,,,,,,,,,,,,,,,,,,,
238,43,60,365,,,,,,,,,,,,,,,,,,,,,,,,,,
239,44,60,250,,,,,,,,,,,,,,,,,,,,,,,,,,
240,45,66,502,,,,,,,,,,,,,,,,,,,,,,,,,,
241,46,72,483,,,,,,,,,,,,,,,,,,,,,,,,,,
242,47,53,256,,,,,,,,,,,,,,,,,,,,,,,,,,
243,48,73,316,,,,,,,,,,,,,,,,,,,,,,,,,,
244,49,72,392,,,,,,,,,,,,,,,,,,,,,,,,,,
245,50,58,285,,,,,,,,,,,,,,,,,,,,,,,,,,
246,51,54,360,,,,,,,,,,,,,,,,,,,,,,,,,,
247,52,62,360,,,,,,,,,,,,,,,,,,,,,,,,,,
248,53,64,341,,,,,,,,,,,,,,,,,,,,,,,,,,
249,54,52,298,,,,,,,,,,,,,,,,,,,,,,,,,,
250,55,57,381,,,,,,,,,,,,,,,,,,,,,,,,,,
251,56,69,301,,,,,,,,,,,,,,,,,,,,,,,,,,
252,57,54,506,,,,,,,,,,,,,,,,,,,,,,,,,,
253,58,75,344,,,,,,,,,,,,,,,,,,,,,,,,,,
254,59,75,445,,,,,,,,,,,,,,,,,,,,,,,,,,
255,60,72,460,,,,,,,,,,,,,,,,,,,,,,,,,,
256,61,74,412,,,,,,,,,,,,,,,,,,,,,,,,,,
257,62,68,297,,,,,,,,,,,,,,,,,,,,,,,,,,
258,63,51,254,,,,,,,,,,,,,,,,,,,,,,,,,,
259,64,54,270,,,,,,,,,,,,,,,,,,,,,,,,,,
260,65,58,309,,,,,,,,,,,,,,,,,,,,,,,,,,
261,66,53,529,,,,,,,,,,,,,,,,,,,,,,,,,,
262,67,62,498,,,,,,,,,,,,,,,,,,,,,,,,,,
263,68,75,284,,,,,,,,,,,,,,,,,,,,,,,,,,
264,69,72,458,,,,,,,,,,,,,,,,,,,,,,,,,,
265,70,73,264,,,,,,,,,,,,,,,,,,,,,,,,,,
266,71,58,309,,,,,,,,,,,,,,,,,,,,,,,,,,
267,72,69,302,,,,,,,,,,,,,,,,,,,,,,,,,,
268,73,53,454,,,,,,,,,,,,,,,,,,,,,,,,,,
269,74,66,320,,,,,,,,,,,,,,,,,,,,,,,,,,
270,75,51,420,,,,,,,,,,,,,,,,,,,,,,,,,,
271,76,57,315,,,,,,,,,,,,,,,,,,,,,,,,,,
272,77,66,430,,,,,,,,,,,,,,,,,,,,,,,,,,
273,78,55,426,,,,,,,,,,,,,,,,,,,,,,,,,,
274,79,68,343,,,,,,,,,,,,,,,,,,,,,,,,,,
275,80,59,410,,,,,,,,,,,,,,,,,,,,,,,,,,
276,81,55,550,,,,,,,,,,,,,,,,,,,,,,,,,,
277,82,72,266,,,,,,,,,,,,,,,,,,,,,,,,,,
278,83,59,499,,,,,,,,,,,,,,,,,,,,,,,,,,
279,84,68,342,,,,,,,,,,,,,,,,,,,,,,,,,,
280,85,72,513,,,,,,,,,,,,,,,,,,,,,,,,,,
281,86,62,336,,,,,,,,,,,,,,,,,,,,,,,,,,
282,87,69,491,,,,,,,,,,,,,,,,,,,,,,,,,,
283,88,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,
284,89,70,402,,,,,,,,,,,,,,,,,,,,,,,,,,
285,90,52,350,,,,,,,,,,,,,,,,,,,,,,,,,,
286,91,60,519,,,,,,,,,,,,,,,,,,,,,,,,,,
287,92,52,468,,,,,,,,,,,,,,,,,,,,,,,,,,
288,93,75,509,,,,,,,,,,,,,,,,,,,,,,,,,,
289,94,58,513,,,,,,,,,,,,,,,,,,,,,,,,,,
290,95,67,372,,,,,,,,,,,,,,,,,,,,,,,,,,
291,96,61,409,,,,,,,,,,,,,,,,,,,,,,,,,,
292,97,59,362,,,,,,,,,,,,,,,,,,,,,,,,,,
293,98,72,346,,,,,,,,,,,,,,,,,,,,,,,,,,
294,99,59,456,,,,,,,,,,,,,,,,,,,,,,,,,,
295,100,71,326,,,,,,,,,,,,,,,,,,,,,,,,,,
296,101,75,346,,,,,,,,,,,,,,,,,,,,,,,,,,
297,102,60,295,,,,,,,,,,,,,,,,,,,,,,,,,,
298,103,53,537,,,,,,,,,,,,,,,,,,,,,,,,,,
299,104,63,497,,,,,,,,,,,,,,,,,,,,,,,,,,
300,105,56,382,,,,,,,,,,,,,,,,,,,,,,,,,,
301,106,70,300,,,,,,,,,,,,,,,,,,,,,,,,,,
302,107,56,251,,,,,,,,,,,,,,,,,,,,,,,,,,
303,108,54,333,,,,,,,,,,,,,,,,,,,,,,,,,,
304,109,74,293,,,,,,,,,,,,,,,,,,,,,,,,,,
305,110,53,398,,,,,,,,,,,,,,,,,,,,,,,,,,
306,111,64,500,,,,,,,,,,,,,,,,,,,,,,,,,,
307,112,67,383,,,,,,,,,,,,,,,,,,,,,,,,,,
308,113,61,533,,,,,,,,,,,,,,,,,,,,,,,,,,
309,114,74,357,,,,,,,,,,,,,,,,,,,,,,,,,,
310,115,74,265,,,,,,,,,,,,,,,,,,,,,,,,,,
311,116,61,281,,,,,,,,,,,,,,,,,,,,,,,,,,
312,117,68,497,,,,,,,,,,,,,,,,,,,,,,,,,,
313,118,59,266,,,,,,,,,,,,,,,,,,,,,,,,,,
314,119,63,518,,,,,,,,,,,,,,,,,,,,,,,,,,
315,120,66,250,,,,,,,,,,,,,,,,,,,,,,,,,,
316,121,60,394,,,,,,,,,,,,,,,,,,,,,,,,,,
317,122,67,309,,,,,,,,,,,,,,,,,,,,,,,,,,
318,123,66,328,,,,,,,,,,,,,,,,,,,,,,,,,,
319,124,58,349,,,,,,,,,,,,,,,,,,,,,,,,,,
320,125,56,429,,,,,,,,,,,,,,,,,,,,,,,,,,
321,126,60,301,,,,,,,,,,,,,,,,,,,,,,,,,,
322,127,65,347,,,,,,,,,,,,,,,,,,,,,,,,,,
323,128,69,293,,,,,,,,,,,,,,,,,,,,,,,,,,
324,129,67,533,,,,,,,,,,,,,,,,,,,,,,,,,,
325,130,68,295,,,,,,,,,,,,,,,,,,,,,,,,,,
326,131,51,284,,,,,,,,,,,,,,,,,,,,,,,,,,
327,132,73,297,,,,,,,,,,,,,,,,,,,,,,,,,,
328,133,51,454,,,,,,,,,,,,,,,,,,,,,,,,,,
329,134,63,374,,,,,,,,,,,,,,,,,,,,,,,,,,
330,135,67,274,,,,,,,,,,,,,,,,,,,,,,,,,,
331,136,70,266,,,,,,,,,,,,,,,,,,,,,,,,,,
332,137,64,275,,,,,,,,,,,,,,,,,,,,,,,,,,
333,138,53,260,,,,,,,,,,,,,,,,,,,,,,,,,,
334,139,55,389,,,,,,,,,,,,,,,,,,,,,,,,,,
335,140,71,300,,,,,,,,,,,,,,,,,,,,,,,,,,
336,141,67,433,,,,,,,,,,,,,,,,,,,,,,,,,,
337,142,54,345,,,,,,,,,,,,,,,,,,,,,,,,,,
338,143,68,319,,,,,,,,,,,,,,,,,,,,,,,,,,
339,144,64,356,,,,,,,,,,,,,,,,,,,,,,,,,,
340,145,53,311,,,,,,,,,,,,,,,,,,,,,,,,,,
341,146,61,422,,,,,,,,,,,,,,,,,,,,,,,,,,
342,147,55,391,,,,,,,,,,,,,,,,,,,,,,,,,,
343,148,51,326,,,,,,,,,,,,,,,,,,,,,,,,,,
344,149,65,396,,,,,,,,,,,,,,,,,,,,,,,,,,
345,150,55,534,,,,,,,,,,,,,,,,,,,,,,,,,,
346,151,70,515,,,,,,,,,,,,,,,,,,,,,,,,,,
347,152,68,291,,,,,,,,,,,,,,,,,,,,,,,,,,
348,153,71,343,,,,,,,,,,,,,,,,,,,,,,,,,,
349,154,67,399,,,,,,,,,,,,,,,,,,,,,,,,,,
350,155,56,458,,,,,,,,,,,,,,,,,,,,,,,,,,
351,156,75,306,,,,,,,,,,,,,,,,,,,,,,,,,,
352,157,53,414,,,,,,,,,,,,,,,,,,,,,,,,,,
353,158,63,367,,,,,,,,,,,,,,,,,,,,,,,,,,
354,159,75,423,,,,,,,,,,,,,,,,,,,,,,,,,,
355,160,63,489,,,,,,,,,,,,,,,,,,,,,,,,,,
356,161,54,287,,,,,,,,,,,,,,,,,,,,,,,,,,
357,162,59,382,,,,,,,,,,,,,,,,,,,,,,,,,,
358,163,68,307,,,,,,,,,,,,,,,,,,,,,,,,,,
359,164,73,262,,,,,,,,,,,,,,,,,,,,,,,,,,
360,165,53,508,,,,,,,,,,,,,,,,,,,,,,,,,,
361,166,62,457,,,,,,,,,,,,,,,,,,,,,,,,,,
362,167,58,515,,,,,,,,,,,,,,,,,,,,,,,,,,
363,168,60,479,,,,,,,,,,,,,,,,,,,,,,,,,,
364,169,74,549,,,,,,,,,,,,,,,,,,,,,,,,,,
365,170,63,359,,,,,,,,,,,,,,,,,,,,,,,,,,
366,171,65,256,,,,,,,,,,,,,,,,,,,,,,,,,,
367,172,54,367,,,,,,,,,,,,,,,,,,,,,,,,,,
368,173,56,312,,,,,,,,,,,,,,,,,,,,,,,,,,
369,174,62,437,,,,,,,,,,,,,,,,,,,,,,,,,,
370,175,75,433,,,,,,,,,,,,,,,,,,,,,,,,,,
371,176,57,249,,,,,,,,,,,,,,,,,,,,,,,,,,
372,177,51,362,,,,,,,,,,,,,,,,,,,,,,,,,,
