,n,27,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
133,5,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,
134,5,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,
135,5,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
136,5,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,
137,5,36,4,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
138,5,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,
139,5,37,1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
140,5,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
141,5,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
142,5,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
143,5,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
144,5,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Part Family,Part Family,Setup Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,48,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,37,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,94,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2,98,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,3,100,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,4,96,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,5,92,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,6,91,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,7,95,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,8,101,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,9,95,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,10,101,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11,105,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12,93,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,13,102,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,14,102,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,15,103,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,16,99,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,17,101,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,18,105,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,19,103,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,20,98,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,21,95,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,22,101,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,23,97,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,24,101,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,25,94,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,26,98,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,27,96,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,28,96,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,29,105,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,30,105,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,31,100,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,32,92,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,33,92,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,34,99,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,35,105,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,36,102,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,37,92,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,38,97,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,39,97,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,40,105,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,41,98,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,42,91,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,43,96,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,44,96,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,45,100,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,46,103,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,47,92,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,48,104,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,49,104,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,50,95,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,51,92,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,52,98,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,53,99,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,54,92,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,55,94,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,56,102,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,57,93,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,58,105,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,59,105,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,60,103,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,61,105,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,62,101,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,63,91,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,64,92,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,65,95,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,66,92,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,67,98,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,68,105,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,69,103,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,70,104,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,71,95,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,72,102,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,73,92,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,74,100,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,75,91,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,76,94,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,77,100,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,78,93,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,79,101,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,80,96,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,81,93,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,82,104,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,83,96,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,84,101,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,85,103,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
