,n,27,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
138,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,48,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,70,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2,74,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,3,76,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,4,72,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5,68,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,6,67,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,7,71,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,8,77,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,9,71,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10,77,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,11,81,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,12,69,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,13,78,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,14,78,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,15,79,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,16,75,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,17,77,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,18,81,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,19,79,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,20,74,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,21,71,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,22,77,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,23,73,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,24,77,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,25,70,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,26,74,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,27,72,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,28,72,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,29,81,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,30,81,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,31,76,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,32,68,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,33,68,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,34,75,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,35,81,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,36,78,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,37,68,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,38,73,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,39,73,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,40,81,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,41,74,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,42,67,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,43,72,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,44,72,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,45,76,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,46,79,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,47,68,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,48,80,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,49,80,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,50,71,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,51,68,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,52,74,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,53,75,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,54,68,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,55,70,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,56,78,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,57,69,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,58,81,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,59,81,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,60,79,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,61,81,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,62,77,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,63,67,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,64,68,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,65,71,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,66,68,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,67,74,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,68,81,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,69,79,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,70,80,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,71,71,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,72,78,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,73,68,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,74,76,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,75,67,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,76,70,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,77,76,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,78,69,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,79,77,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,80,72,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,81,69,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,82,80,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,83,72,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,84,77,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,85,79,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,86,74,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,87,78,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,88,72,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,89,78,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,90,68,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,91,72,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,92,67,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,93,81,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,94,71,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,95,76,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,96,73,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,97,72,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,98,80,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,99,71,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,100,79,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,101,81,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,102,72,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,103,68,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,104,74,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,105,70,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,106,78,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,107,70,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,108,69,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,109,81,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,110,68,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,111,74,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,112,77,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,113,73,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,114,81,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,115,80,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,116,73,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,117,77,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,118,72,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,119,74,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,120,76,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,121,72,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,122,76,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,123,76,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,124,71,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,125,70,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,126,72,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,127,75,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
