119;56;180;;;;;;;;;;;;;;
120;62;85;;;;;;;;;;;;;;
121;51;136;;;;;;;;;;;;;;
122;63;106;;;;;;;;;;;;;;
123;61;112;;;;;;;;;;;;;;
124;47;120;;;;;;;;;;;;;;
125;44;149;;;;;;;;;;;;;;
126;51;103;;;;;;;;;;;;;;
127;60;119;;;;;;;;;;;;;;
128;66;100;;;;;;;;;;;;;;
129;63;186;;;;;;;;;;;;;;
130;65;101;;;;;;;;;;;;;;
131;35;97;;;;;;;;;;;;;;
132;73;101;;;;;;;;;;;;;;
133;36;157;;;;;;;;;;;;;;
134;56;129;;;;;;;;;;;;;;
135;63;93;;;;;;;;;;;;;;
136;68;90;;;;;;;;;;;;;;
137;57;93;;;;;;;;;;;;;;
138;39;88;;;;;;;;;;;;;;
139;42;134;;;;;;;;;;;;;;
140;70;102;;;;;;;;;;;;;;
141;62;150;;;;;;;;;;;;;;
142;40;119;;;;;;;;;;;;;;
143;64;109;;;;;;;;;;;;;;
144;57;122;;;;;;;;;;;;;;
145;38;106;;;;;;;;;;;;;;
146;52;146;;;;;;;;;;;;;;
147;42;135;;;;;;;;;;;;;;
148;35;112;;;;;;;;;;;;;;
149;60;137;;;;;;;;;;;;;;
150;42;186;;;;;;;;;;;;;;
151;68;180;;;;;;;;;;;;;;
152;64;99;;;;;;;;;;;;;;
153;70;118;;;;;;;;;;;;;;
154;63;138;;;;;;;;;;;;;;
155;44;159;;;;;;;;;;;;;;
156;76;104;;;;;;;;;;;;;;
157;39;143;;;;;;;;;;;;;;
158;57;127;;;;;;;;;;;;;;
159;77;147;;;;;;;;;;;;;;
160;55;170;;;;;;;;;;;;;;
161;41;98;;;;;;;;;;;;;;
162;49;132;;;;;;;;;;;;;;
163;64;105;;;;;;;;;;;;;;
164;73;89;;;;;;;;;;;;;;
165;38;177;;;;;;;;;;;;;;
166;54;159;;;;;;;;;;;;;;
167;47;180;;;;;;;;;;;;;;
168;52;167;;;;;;;;;;;;;;
169;74;192;;;;;;;;;;;;;;
170;56;124;;;;;;;;;;;;;;
171;59;86;;;;;;;;;;;;;;
172;41;126;;;;;;;;;;;;;;
173;45;107;;;;;;;;;;;;;;
174;54;151;;;;;;;;;;;;;;
175;76;150;;;;;;;;;;;;;;
176;46;84;;;;;;;;;;;;;;
177;35;125;;;;;;;;;;;;;;
178;68;154;;;;;;;;;;;;;;
179;58;110;;;;;;;;;;;;;;
180;54;152;;;;;;;;;;;;;;
181;53;150;;;;;;;;;;;;;;
182;52;122;;;;;;;;;;;;;;
183;45;115;;;;;;;;;;;;;;
184;73;109;;;;;;;;;;;;;;
185;41;165;;;;;;;;;;;;;;
186;54;192;;;;;;;;;;;;;;
187;38;96;;;;;;;;;;;;;;
188;44;97;;;;;;;;;;;;;;
189;77;185;;;;;;;;;;;;;;
190;43;134;;;;;;;;;;;;;;
191;66;113;;;;;;;;;;;;;;
192;38;136;;;;;;;;;;;;;;
193;60;133;;;;;;;;;;;;;;
194;64;183;;;;;;;;;;;;;;
195;38;166;;;;;;;;;;;;;;
196;43;159;;;;;;;;;;;;;;
197;57;177;;;;;;;;;;;;;;
198;75;189;;;;;;;;;;;;;;
199;61;170;;;;;;;;;;;;;;
200;41;187;;;;;;;;;;;;;;
201;48;108;;;;;;;;;;;;;;
202;55;106;;;;;;;;;;;;;;
203;41;113;;;;;;;;;;;;;;
204;74;181;;;;;;;;;;;;;;
205;41;156;;;;;;;;;;;;;;
206;63;151;;;;;;;;;;;;;;
207;36;192;;;;;;;;;;;;;;
208;73;100;;;;;;;;;;;;;;
209;57;185;;;;;;;;;;;;;;
210;67;169;;;;;;;;;;;;;;
211;60;191;;;;;;;;;;;;;;
212;41;127;;;;;;;;;;;;;;
213;58;168;;;;;;;;;;;;;;
214;55;108;;;;;;;;;;;;;;
215;42;110;;;;;;;;;;;;;;
216;56;105;;;;;;;;;;;;;;
217;68;111;;;;;;;;;;;;;;
218;41;139;;;;;;;;;;;;;;
219;69;179;;;;;;;;;;;;;;
220;49;118;;;;;;;;;;;;;;
221;57;170;;;;;;;;;;;;;;
222;67;130;;;;;;;;;;;;;;
223;39;148;;;;;;;;;;;;;;
224;63;142;;;;;;;;;;;;;;
225;76;170;;;;;;;;;;;;;;
226;54;158;;;;;;;;;;;;;;
227;36;124;;;;;;;;;;;;;;
228;49;119;;;;;;;;;;;;;;
229;38;92;;;;;;;;;;;;;;
230;63;124;;;;;;;;;;;;;;
231;69;159;;;;;;;;;;;;;;
232;66;183;;;;;;;;;;;;;;
233;41;134;;;;;;;;;;;;;;
234;71;168;;;;;;;;;;;;;;
235;71;126;;;;;;;;;;;;;;
236;50;153;;;;;;;;;;;;;;
237;60;133;;;;;;;;;;;;;;
238;45;172;;;;;;;;;;;;;;
239;44;161;;;;;;;;;;;;;;
240;48;187;;;;;;;;;;;;;;
241;40;185;;;;;;;;;;;;;;
242;46;125;;;;;;;;;;;;;;
243;68;174;;;;;;;;;;;;;;
244;42;128;;;;;;;;;;;;;;
245;74;174;;;;;;;;;;;;;;
246;53;162;;;;;;;;;;;;;;
247;44;189;;;;;;;;;;;;;;
248;56;175;;;;;;;;;;;;;;
249;38;175;;;;;;;;;;;;;;
250;46;153;;;;;;;;;;;;;;
251;67;180;;;;;;;;;;;;;;
252;65;147;;;;;;;;;;;;;;
253;53;173;;;;;;;;;;;;;;
254;38;146;;;;;;;;;;;;;;
255;40;142;;;;;;;;;;;;;;
256;39;124;;;;;;;;;;;;;;
257;68;162;;;;;;;;;;;;;;
258;45;180;;;;;;;;;;;;;;
259;53;121;;;;;;;;;;;;;;
260;40;118;;;;;;;;;;;;;;
261;47;131;;;;;;;;;;;;;;
262;72;85;;;;;;;;;;;;;;
263;76;153;;;;;;;;;;;;;;
264;53;153;;;;;;;;;;;;;;
265;75;128;;;;;;;;;;;;;;
266;66;126;;;;;;;;;;;;;;
267;53;156;;;;;;;;;;;;;;
268;43;109;;;;;;;;;;;;;;
269;44;158;;;;;;;;;;;;;;
270;75;190;;;;;;;;;;;;;;
271;67;149;;;;;;;;;;;;;;
272;47;124;;;;;;;;;;;;;;
273;66;89;;;;;;;;;;;;;;
274;75;137;;;;;;;;;;;;;;
275;65;151;;;;;;;;;;;;;;
276;52;163;;;;;;;;;;;;;;
277;65;188;;;;;;;;;;;;;;
278;49;117;;;;;;;;;;;;;;
279;35;158;;;;;;;;;;;;;;
280;61;171;;;;;;;;;;;;;;
281;51;132;;;;;;;;;;;;;;
282;61;161;;;;;;;;;;;;;;
283;69;160;;;;;;;;;;;;;;
284;75;95;;;;;;;;;;;;;;
285;56;85;;;;;;;;;;;;;;
286;62;166;;;;;;;;;;;;;;
287;52;100;;;;;;;;;;;;;;
288;59;159;;;;;;;;;;;;;;
289;41;138;;;;;;;;;;;;;;
290;47;183;;;;;;;;;;;;;;
291;64;185;;;;;;;;;;;;;;
292;74;119;;;;;;;;;;;;;;
293;35;85;;;;;;;;;;;;;;
294;64;135;;;;;;;;;;;;;;
295;49;181;;;;;;;;;;;;;;
296;44;143;;;;;;;;;;;;;;
297;37;99;;;;;;;;;;;;;;
298;60;117;;;;;;;;;;;;;;
299;77;146;;;;;;;;;;;;;;
300;59;87;;;;;;;;;;;;;;
301;39;176;;;;;;;;;;;;;;
302;77;160;;;;;;;;;;;;;;
303;76;153;;;;;;;;;;;;;;
304;49;145;;;;;;;;;;;;;;
305;51;155;;;;;;;;;;;;;;
306;41;140;;;;;;;;;;;;;;
307;52;160;;;;;;;;;;;;;;
308;40;133;;;;;;;;;;;;;;
309;57;116;;;;;;;;;;;;;;
310;65;169;;;;;;;;;;;;;;
311;36;135;;;;;;;;;;;;;;
312;68;150;;;;;;;;;;;;;;
313;69;95;;;;;;;;;;;;;;
314;64;112;;;;;;;;;;;;;;
315;59;112;;;;;;;;;;;;;;
316;65;148;;;;;;;;;;;;;;
317;74;111;;;;;;;;;;;;;;
318;69;174;;;;;;;;;;;;;;
319;75;108;;;;;;;;;;;;;;
320;50;124;;;;;;;;;;;;;;
321;64;96;;;;;;;;;;;;;;
322;38;157;;;;;;;;;;;;;;
323;67;161;;;;;;;;;;;;;;
324;41;124;;;;;;;;;;;;;;
325;35;97;;;;;;;;;;;;;;
326;69;158;;;;;;;;;;;;;;
327;72;170;;;;;;;;;;;;;;
328;35;153;;;;;;;;;;;;;;
329;38;124;;;;;;;;;;;;;;
330;73;178;;;;;;;;;;;;;;
331;75;91;;;;;;;;;;;;;;
332;77;98;;;;;;;;;;;;;;
333;75;145;;;;;;;;;;;;;;
334;60;100;;;;;;;;;;;;;;
335;73;114;;;;;;;;;;;;;;
336;56;115;;;;;;;;;;;;;;
337;75;119;;;;;;;;;;;;;;
338;39;183;;;;;;;;;;;;;;
339;51;95;;;;;;;;;;;;;;
340;72;93;;;;;;;;;;;;;;
341;76;119;;;;;;;;;;;;;;
342;45;131;;;;;;;;;;;;;;
343;55;87;;;;;;;;;;;;;;
344;65;98;;;;;;;;;;;;;;
345;45;102;;;;;;;;;;;;;;
346;67;146;;;;;;;;;;;;;;
347;48;136;;;;;;;;;;;;;;
348;53;151;;;;;;;;;;;;;;
349;39;187;;;;;;;;;;;;;;
350;66;104;;;;;;;;;;;;;;
351;40;191;;;;;;;;;;;;;;
352;55;164;;;;;;;;;;;;;;
353;61;138;;;;;;;;;;;;;;
354;66;143;;;;;;;;;;;;;;
355;64;93;;;;;;;;;;;;;;
356;45;189;;;;;;;;;;;;;;
357;56;173;;;;;;;;;;;;;;
358;73;152;;;;;;;;;;;;;;
359;70;145;;;;;;;;;;;;;;
360;63;183;;;;;;;;;;;;;;
361;71;133;;;;;;;;;;;;;;
362;73;161;;;;;;;;;;;;;;
363;57;185;;;;;;;;;;;;;;
364;76;134;;;;;;;;;;;;;;
365;73;136;;;;;;;;;;;;;;
366;69;131;;;;;;;;;;;;;;
367;51;158;;;;;;;;;;;;;;
368;76;190;;;;;;;;;;;;;;
369;71;138;;;;;;;;;;;;;;
370;70;189;;;;;;;;;;;;;;
371;47;102;;;;;;;;;;;;;;
372;54;102;;;;;;;;;;;;;;
373;74;170;;;;;;;;;;;;;;
374;37;138;;;;;;;;;;;;;;
375;60;170;;;;;;;;;;;;;;
376;68;143;;;;;;;;;;;;;;
377;47;172;;;;;;;;;;;;;;
378;49;155;;;;;;;;;;;;;;
379;39;167;;;;;;;;;;;;;;
380;44;158;;;;;;;;;;;;;;
381;57;113;;;;;;;;;;;;;;
382;62;106;;;;;;;;;;;;;;
383;46;172;;;;;;;;;;;;;;
384;60;174;;;;;;;;;;;;;;
385;71;184;;;;;;;;;;;;;;
386;68;120;;;;;;;;;;;;;;
387;67;160;;;;;;;;;;;;;;
388;61;156;;;;;;;;;;;;;;
389;35;163;;;;;;;;;;;;;;
390;69;163;;;;;;;;;;;;;;
391;72;135;;;;;;;;;;;;;;
392;72;95;;;;;;;;;;;;;;
393;64;112;;;;;;;;;;;;;;
394;41;146;;;;;;;;;;;;;;
395;49;117;;;;;;;;;;;;;;
396;72;92;;;;;;;;;;;;;;
397;47;98;;;;;;;;;;;;;;
398;53;86;;;;;;;;;;;;;;
399;57;109;;;;;;;;;;;;;;
400;73;95;;;;;;;;;;;;;;
401;44;110;;;;;;;;;;;;;;
402;62;155;;;;;;;;;;;;;;
403;35;133;;;;;;;;;;;;;;
404;69;146;;;;;;;;;;;;;;
405;43;157;;;;;;;;;;;;;;
406;62;124;;;;;;;;;;;;;;
407;76;137;;;;;;;;;;;;;;
408;70;89;;;;;;;;;;;;;;
409;52;142;;;;;;;;;;;;;;
410;57;86;;;;;;;;;;;;;;
411;63;85;;;;;;;;;;;;;;
412;56;144;;;;;;;;;;;;;;
413;36;160;;;;;;;;;;;;;;
414;37;150;;;;;;;;;;;;;;
415;46;149;;;;;;;;;;;;;;
416;40;169;;;;;;;;;;;;;;
417;70;158;;;;;;;;;;;;;;
418;57;151;;;;;;;;;;;;;;
419;71;107;;;;;;;;;;;;;;
420;38;109;;;;;;;;;;;;;;
421;54;147;;;;;;;;;;;;;;
422;51;155;;;;;;;;;;;;;;
423;63;139;;;;;;;;;;;;;;
424;39;170;;;;;;;;;;;;;;
425;48;125;;;;;;;;;;;;;;
426;61;192;;;;;;;;;;;;;;
427;65;179;;;;;;;;;;;;;;
428;54;105;;;;;;;;;;;;;;
429;67;93;;;;;;;;;;;;;;
430;61;118;;;;;;;;;;;;;;
431;52;104;;;;;;;;;;;;;;
432;48;148;;;;;;;;;;;;;;
433;58;178;;;;;;;;;;;;;;
434;57;115;;;;;;;;;;;;;;
435;76;106;;;;;;;;;;;;;;
436;44;103;;;;;;;;;;;;;;
437;54;114;;;;;;;;;;;;;;
438;59;91;;;;;;;;;;;;;;
439;62;174;;;;;;;;;;;;;;
440;73;142;;;;;;;;;;;;;;
441;60;112;;;;;;;;;;;;;;
442;48;180;;;;;;;;;;;;;;
443;76;98;;;;;;;;;;;;;;
444;37;188;;;;;;;;;;;;;;
445;44;118;;;;;;;;;;;;;;
446;72;166;;;;;;;;;;;;;;
447;61;167;;;;;;;;;;;;;;
448;70;112;;;;;;;;;;;;;;
449;46;169;;;;;;;;;;;;;;
450;40;170;;;;;;;;;;;;;;
451;77;173;;;;;;;;;;;;;;
452;70;95;;;;;;;;;;;;;;
453;42;133;;;;;;;;;;;;;;
454;58;131;;;;;;;;;;;;;;
455;48;125;;;;;;;;;;;;;;
456;59;183;;;;;;;;;;;;;;
457;43;92;;;;;;;;;;;;;;
458;66;99;;;;;;;;;;;;;;
459;73;129;;;;;;;;;;;;;;
460;61;128;;;;;;;;;;;;;;
461;69;146;;;;;;;;;;;;;;
462;37;155;;;;;;;;;;;;;;
463;49;134;;;;;;;;;;;;;;
464;59;157;;;;;;;;;;;;;;
465;54;117;;;;;;;;;;;;;;
466;69;176;;;;;;;;;;;;;;
467;65;94;;;;;;;;;;;;;;
468;58;168;;;;;;;;;;;;;;
469;53;106;;;;;;;;;;;;;;
470;65;140;;;;;;;;;;;;;;
471;60;153;;;;;;;;;;;;;;
472;63;176;;;;;;;;;;;;;;
473;67;188;;;;;;;;;;;;;;
474;59;141;;;;;;;;;;;;;;
475;36;158;;;;;;;;;;;;;;
476;51;177;;;;;;;;;;;;;;
477;42;161;;;;;;;;;;;;;;
478;77;128;;;;;;;;;;;;;;
479;67;102;;;;;;;;;;;;;;
480;68;160;;;;;;;;;;;;;;
481;72;178;;;;;;;;;;;;;;
482;77;84;;;;;;;;;;;;;;
483;60;162;;;;;;;;;;;;;;
484;43;94;;;;;;;;;;;;;;
485;57;187;;;;;;;;;;;;;;
486;65;158;;;;;;;;;;;;;;
487;65;95;;;;;;;;;;;;;;
488;70;101;;;;;;;;;;;;;;
489;74;107;;;;;;;;;;;;;;
490;73;125;;;;;;;;;;;;;;
491;73;89;;;;;;;;;;;;;;
492;62;166;;;;;;;;;;;;;;
493;74;185;;;;;;;;;;;;;;
494;64;84;;;;;;;;;;;;;;
495;39;100;;;;;;;;;;;;;;
496;35;114;;;;;;;;;;;;;;
497;53;85;;;;;;;;;;;;;;
498;62;161;;;;;;;;;;;;;;
499;62;155;;;;;;;;;;;;;;
500;45;88;;;;;;;;;;;;;;
501;67;133;;;;;;;;;;;;;;
502;35;94;;;;;;;;;;;;;;
503;77;159;;;;;;;;;;;;;;
504;41;90;;;;;;;;;;;;;;
505;73;175;;;;;;;;;;;;;;
506;56;142;;;;;;;;;;;;;;
507;46;127;;;;;;;;;;;;;;
508;69;174;;;;;;;;;;;;;;
509;45;108;;;;;;;;;;;;;;
510;38;155;;;;;;;;;;;;;;
511;36;105;;;;;;;;;;;;;;
512;35;124;;;;;;;;;;;;;;
513;75;130;;;;;;;;;;;;;;
514;45;158;;;;;;;;;;;;;;
515;55;95;;;;;;;;;;;;;;
516;57;112;;;;;;;;;;;;;;
517;76;176;;;;;;;;;;;;;;
518;61;132;;;;;;;;;;;;;;
519;36;143;;;;;;;;;;;;;;
520;68;109;;;;;;;;;;;;;;
521;68;152;;;;;;;;;;;;;;
522;39;112;;;;;;;;;;;;;;
523;63;136;;;;;;;;;;;;;;
524;35;87;;;;;;;;;;;;;;
525;44;172;;;;;;;;;;;;;;
526;55;130;;;;;;;;;;;;;;
527;59;149;;;;;;;;;;;;;;
528;35;145;;;;;;;;;;;;;;
529;54;152;;;;;;;;;;;;;;
530;41;144;;;;;;;;;;;;;;
531;54;135;;;;;;;;;;;;;;
532;60;170;;;;;;;;;;;;;;
533;48;109;;;;;;;;;;;;;;
534;59;129;;;;;;;;;;;;;;
535;68;122;;;;;;;;;;;;;;
536;68;159;;;;;;;;;;;;;;
537;54;176;;;;;;;;;;;;;;
538;72;128;;;;;;;;;;;;;;
539;38;165;;;;;;;;;;;;;;
540;65;133;;;;;;;;;;;;;;
541;53;107;;;;;;;;;;;;;;
542;55;155;;;;;;;;;;;;;;
543;61;93;;;;;;;;;;;;;;
544;64;123;;;;;;;;;;;;;;
545;71;90;;;;;;;;;;;;;;
546;77;129;;;;;;;;;;;;;;
547;51;107;;;;;;;;;;;;;;
548;68;117;;;;;;;;;;;;;;
549;36;118;;;;;;;;;;;;;;
550;75;130;;;;;;;;;;;;;;
551;73;148;;;;;;;;;;;;;;
552;46;177;;;;;;;;;;;;;;
553;35;169;;;;;;;;;;;;;;
554;77;164;;;;;;;;;;;;;;
555;65;148;;;;;;;;;;;;;;
556;55;161;;;;;;;;;;;;;;
557;74;161;;;;;;;;;;;;;;
558;40;108;;;;;;;;;;;;;;
559;35;185;;;;;;;;;;;;;;
560;42;109;;;;;;;;;;;;;;
561;58;106;;;;;;;;;;;;;;
562;59;161;;;;;;;;;;;;;;
563;50;124;;;;;;;;;;;;;;
564;48;109;;;;;;;;;;;;;;
565;37;146;;;;;;;;;;;;;;
566;51;167;;;;;;;;;;;;;;
567;69;115;;;;;;;;;;;;;;
568;58;174;;;;;;;;;;;;;;
569;76;151;;;;;;;;;;;;;;
570;62;175;;;;;;;;;;;;;;
571;39;186;;;;;;;;;;;;;;
572;62;111;;;;;;;;;;;;;;
573;60;115;;;;;;;;;;;;;;
574;56;157;;;;;;;;;;;;;;
575;38;145;;;;;;;;;;;;;;
576;48;94;;;;;;;;;;;;;;
577;41;160;;;;;;;;;;;;;;
578;72;159;;;;;;;;;;;;;;
579;35;143;;;;;;;;;;;;;;
580;56;155;;;;;;;;;;;;;;
