,n,4,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
367,322,28,20,,,,,,,
368,323,44,20,,,,,,,
369,324,30,16,,,,,,,
370,325,27,12,,,,,,,
371,326,46,20,,,,,,,
372,327,47,22,,,,,,,
373,328,27,19,,,,,,,
374,329,28,16,,,,,,,
375,330,48,23,,,,,,,
376,331,49,11,,,,,,,
377,332,50,12,,,,,,,
378,333,49,18,,,,,,,
379,334,41,13,,,,,,,
380,335,48,14,,,,,,,
381,336,39,15,,,,,,,
382,337,49,15,,,,,,,
383,338,29,23,,,,,,,
384,339,36,12,,,,,,,
385,340,47,12,,,,,,,
386,341,50,15,,,,,,,
387,342,32,17,,,,,,,
388,343,38,11,,,,,,,
389,344,44,12,,,,,,,
390,345,33,13,,,,,,,
391,346,45,19,,,,,,,
392,347,34,17,,,,,,,
393,348,37,19,,,,,,,
394,349,29,24,,,,,,,
395,350,44,13,,,,,,,
396,351,29,24,,,,,,,
397,352,38,21,,,,,,,
398,353,41,18,,,,,,,
399,354,44,18,,,,,,,
400,355,43,12,,,,,,,
401,356,33,24,,,,,,,
402,357,39,22,,,,,,,
403,358,48,19,,,,,,,
404,359,46,18,,,,,,,
405,360,43,23,,,,,,,
406,361,47,17,,,,,,,
407,362,48,21,,,,,,,
408,363,39,24,,,,,,,
409,364,50,17,,,,,,,
410,365,48,17,,,,,,,
411,366,46,17,,,,,,,
412,367,36,20,,,,,,,
413,368,50,24,,,,,,,
414,369,47,17,,,,,,,
415,370,46,24,,,,,,,
416,371,34,13,,,,,,,
417,372,37,13,,,,,,,
418,373,49,22,,,,,,,
419,374,28,17,,,,,,,
420,375,41,22,,,,,,,
421,376,45,18,,,,,,,
422,377,33,22,,,,,,,
423,378,35,20,,,,,,,
424,379,29,21,,,,,,,
425,380,32,20,,,,,,,
426,381,39,14,,,,,,,
427,382,42,13,,,,,,,
428,383,33,22,,,,,,,
429,384,41,22,,,,,,,
430,385,47,23,,,,,,,
431,386,45,15,,,,,,,
432,387,44,20,,,,,,,
433,388,41,20,,,,,,,
434,389,27,21,,,,,,,
435,390,46,21,,,,,,,
436,391,47,17,,,,,,,
437,392,48,12,,,,,,,
438,393,43,14,,,,,,,
439,394,30,18,,,,,,,
440,395,35,15,,,,,,,
441,396,48,12,,,,,,,
442,397,33,12,,,,,,,
443,398,37,11,,,,,,,
444,399,39,14,,,,,,,
445,400,48,12,,,,,,,
446,401,32,14,,,,,,,
447,402,42,20,,,,,,,
448,403,27,17,,,,,,,
449,404,46,19,,,,,,,
450,405,31,20,,,,,,,
451,406,42,16,,,,,,,
452,407,50,17,,,,,,,
453,408,46,11,,,,,,,
454,409,36,18,,,,,,,
455,410,39,11,,,,,,,
456,411,42,11,,,,,,,
457,412,38,18,,,,,,,
458,413,28,20,,,,,,,
459,414,28,19,,,,,,,
460,415,33,19,,,,,,,
461,416,30,21,,,,,,,
462,417,47,20,,,,,,,
463,418,39,19,,,,,,,
464,419,47,14,,,,,,,
465,420,29,14,,,,,,,
466,421,37,19,,,,,,,
467,422,36,20,,,,,,,
468,423,42,18,,,,,,,
469,424,29,22,,,,,,,
470,425,34,16,,,,,,,
471,426,42,24,,,,,,,
472,427,44,23,,,,,,,
473,428,37,13,,,,,,,
474,429,44,12,,,,,,,
475,430,41,15,,,,,,,
476,431,36,13,,,,,,,
477,432,34,19,,,,,,,
478,433,39,23,,,,,,,
479,434,39,15,,,,,,,
480,435,50,13,,,,,,,
481,436,32,13,,,,,,,
482,437,37,14,,,,,,,
483,438,40,11,,,,,,,
484,439,42,22,,,,,,,
485,440,48,18,,,,,,,
486,441,41,14,,,,,,,
487,442,34,23,,,,,,,
488,443,50,12,,,,,,,
489,444,28,24,,,,,,,
490,445,32,15,,,,,,,
491,446,47,21,,,,,,,
492,447,41,21,,,,,,,
493,448,46,14,,,,,,,
494,449,33,22,,,,,,,
495,450,29,22,,,,,,,
496,451,50,22,,,,,,,
497,452,46,12,,,,,,,
498,453,31,17,,,,,,,
499,454,40,17,,,,,,,
500,455,34,16,,,,,,,
501,456,40,23,,,,,,,
502,457,31,12,,,,,,,
503,458,44,13,,,,,,,
504,459,48,16,,,,,,,
505,460,41,16,,,,,,,
506,461,46,19,,,,,,,
507,462,28,20,,,,,,,
508,463,34,17,,,,,,,
509,464,40,20,,,,,,,
510,465,37,15,,,,,,,
511,466,46,22,,,,,,,
512,467,44,12,,,,,,,
513,468,40,21,,,,,,,
514,469,37,13,,,,,,,
515,470,44,18,,,,,,,
516,471,41,19,,,,,,,
517,472,42,22,,,,,,,
518,473,45,24,,,,,,,
519,474,40,18,,,,,,,
520,475,28,20,,,,,,,
521,476,36,23,,,,,,,
522,477,30,20,,,,,,,
523,478,50,16,,,,,,,
524,479,45,13,,,,,,,
525,480,45,20,,,,,,,
526,481,48,23,,,,,,,
527,482,50,11,,,,,,,
528,483,41,21,,,,,,,
529,484,31,12,,,,,,,
530,485,39,24,,,,,,,
531,486,43,20,,,,,,,
532,487,43,12,,,,,,,
533,488,46,13,,,,,,,
534,489,48,14,,,,,,,
535,490,48,16,,,,,,,
536,491,48,11,,,,,,,
537,492,42,21,,,,,,,
538,493,49,24,,,,,,,
539,494,43,11,,,,,,,
540,495,29,13,,,,,,,
541,496,27,14,,,,,,,
542,497,37,11,,,,,,,
543,498,42,21,,,,,,,
544,499,42,20,,,,,,,
545,500,33,11,,,,,,,
546,501,45,17,,,,,,,
547,502,27,12,,,,,,,
548,503,50,20,,,,,,,
549,504,30,11,,,,,,,
550,505,48,22,,,,,,,
551,506,38,18,,,,,,,
552,507,33,16,,,,,,,
553,508,46,22,,,,,,,
554,509,32,14,,,,,,,
555,510,28,20,,,,,,,
556,511,27,13,,,,,,,
557,512,27,16,,,,,,,
558,513,49,16,,,,,,,
559,514,33,20,,,,,,,
560,515,38,12,,,,,,,
561,516,39,14,,,,,,,
562,517,50,22,,,,,,,
563,518,41,17,,,,,,,
564,519,28,18,,,,,,,
565,520,45,14,,,,,,,
566,521,45,19,,,,,,,
567,522,29,14,,,,,,,
568,523,42,17,,,,,,,
569,524,27,11,,,,,,,
570,525,32,22,,,,,,,
571,526,38,16,,,,,,,
572,527,40,19,,,,,,,
573,528,27,18,,,,,,,
574,529,37,19,,,,,,,
575,530,30,18,,,,,,,
576,531,37,17,,,,,,,
577,532,41,22,,,,,,,
578,533,34,14,,,,,,,
579,534,40,16,,,,,,,
580,535,45,15,,,,,,,
581,536,45,20,,,,,,,
582,537,37,22,,,,,,,
583,538,48,16,,,,,,,
584,539,29,21,,,,,,,
585,540,44,17,,,,,,,
586,541,37,14,,,,,,,
587,542,38,20,,,,,,,
588,543,41,12,,,,,,,
589,544,43,16,,,,,,,
590,545,47,11,,,,,,,
591,546,50,16,,,,,,,
592,547,36,14,,,,,,,
593,548,45,15,,,,,,,
594,549,27,15,,,,,,,
595,550,49,16,,,,,,,
596,551,48,19,,,,,,,
597,552,33,23,,,,,,,
598,553,27,21,,,,,,,
599,554,50,21,,,,,,,
600,555,44,19,,,,,,,
601,556,38,20,,,,,,,
602,557,48,20,,,,,,,
603,558,30,14,,,,,,,
604,559,27,24,,,,,,,
605,560,31,14,,,,,,,
606,561,40,13,,,,,,,
607,562,40,20,,,,,,,
608,563,35,16,,,,,,,
609,564,34,14,,,,,,,
610,565,28,19,,,,,,,
611,566,36,21,,,,,,,
612,567,46,15,,,,,,,
613,568,40,22,,,,,,,
614,569,49,19,,,,,,,
615,570,42,22,,,,,,,
616,571,29,24,,,,,,,
617,572,42,14,,,,,,,
618,573,41,14,,,,,,,
619,574,39,20,,,,,,,
620,575,28,18,,,,,,,
621,576,34,12,,,,,,,
622,577,30,20,,,,,,,
623,578,47,20,,,,,,,
624,579,27,18,,,,,,,
625,580,38,20,,,,,,,
626,581,38,21,,,,,,,
627,582,43,13,,,,,,,
628,583,32,20,,,,,,,
629,584,48,19,,,,,,,
630,585,30,15,,,,,,,
631,586,33,16,,,,,,,
632,587,34,15,,,,,,,
633,588,29,19,,,,,,,
634,589,40,15,,,,,,,
635,590,30,12,,,,,,,
636,591,47,19,,,,,,,
637,592,30,17,,,,,,,
638,593,33,14,,,,,,,
639,594,41,12,,,,,,,
640,595,36,22,,,,,,,
641,596,46,16,,,,,,,
642,597,29,24,,,,,,,
643,598,35,16,,,,,,,
644,599,33,18,,,,,,,
645,600,27,23,,,,,,,
646,601,36,23,,,,,,,
647,602,39,21,,,,,,,
648,603,34,23,,,,,,,
649,604,46,22,,,,,,,
650,605,40,14,,,,,,,
651,606,30,20,,,,,,,
652,607,37,16,,,,,,,
653,608,45,22,,,,,,,
654,609,41,13,,,,,,,
655,610,47,24,,,,,,,
656,611,29,22,,,,,,,
657,612,32,15,,,,,,,
658,613,38,22,,,,,,,
659,614,33,15,,,,,,,
660,615,50,21,,,,,,,
661,616,35,11,,,,,,,
662,617,33,14,,,,,,,
663,618,43,24,,,,,,,
664,619,30,16,,,,,,,
665,620,31,15,,,,,,,
666,621,38,22,,,,,,,
667,622,39,13,,,,,,,
668,623,44,12,,,,,,,
669,624,50,20,,,,,,,
670,625,31,18,,,,,,,
671,626,45,12,,,,,,,
672,627,42,12,,,,,,,
673,628,46,19,,,,,,,
674,629,43,13,,,,,,,
675,630,33,17,,,,,,,
676,631,42,17,,,,,,,
677,632,47,22,,,,,,,
678,633,48,11,,,,,,,
679,634,36,13,,,,,,,
680,635,44,22,,,,,,,
681,636,43,14,,,,,,,
682,637,50,18,,,,,,,
683,638,37,15,,,,,,,
684,639,33,11,,,,,,,
685,640,41,16,,,,,,,
686,641,47,18,,,,,,,
687,642,29,16,,,,,,,
688,643,50,14,,,,,,,
689,644,37,13,,,,,,,
690,645,37,12,,,,,,,
691,646,34,24,,,,,,,
692,647,29,21,,,,,,,
693,648,43,11,,,,,,,
694,649,49,21,,,,,,,
695,650,32,20,,,,,,,
696,651,43,22,,,,,,,
697,652,50,16,,,,,,,
698,653,47,18,,,,,,,
699,654,29,12,,,,,,,
700,655,42,18,,,,,,,
701,656,35,19,,,,,,,
702,657,41,23,,,,,,,
703,658,40,12,,,,,,,
704,659,35,17,,,,,,,
705,660,46,19,,,,,,,
706,661,42,14,,,,,,,
707,662,44,19,,,,,,,
708,663,39,21,,,,,,,
709,664,30,14,,,,,,,
710,665,46,17,,,,,,,
711,666,35,18,,,,,,,
712,667,46,24,,,,,,,
713,668,43,11,,,,,,,
714,669,40,21,,,,,,,
715,670,41,17,,,,,,,
716,671,31,15,,,,,,,
717,672,39,23,,,,,,,
718,673,44,20,,,,,,,
719,674,35,13,,,,,,,
720,675,31,19,,,,,,,
721,676,42,18,,,,,,,
722,677,48,19,,,,,,,
723,678,27,17,,,,,,,
724,679,28,15,,,,,,,
725,680,48,12,,,,,,,
726,681,37,22,,,,,,,
727,682,34,14,,,,,,,
728,683,31,22,,,,,,,
729,684,45,20,,,,,,,
730,685,32,18,,,,,,,
731,686,39,19,,,,,,,
732,687,47,16,,,,,,,
733,688,37,15,,,,,,,
734,689,44,22,,,,,,,
735,690,48,22,,,,,,,
736,691,36,24,,,,,,,
737,692,28,13,,,,,,,
738,693,45,22,,,,,,,
739,694,42,14,,,,,,,
740,695,49,13,,,,,,,
741,696,50,14,,,,,,,
742,697,47,18,,,,,,,
743,698,27,15,,,,,,,
744,699,27,15,,,,,,,
745,700,45,24,,,,,,,
746,701,48,20,,,,,,,
747,702,49,20,,,,,,,
748,703,29,11,,,,,,,
749,704,43,18,,,,,,,
750,705,30,21,,,,,,,
751,706,44,14,,,,,,,
752,707,37,12,,,,,,,
753,708,42,17,,,,,,,
754,709,46,12,,,,,,,
755,710,37,15,,,,,,,
756,711,30,18,,,,,,,
757,712,44,11,,,,,,,
758,713,39,14,,,,,,,
759,714,45,15,,,,,,,
760,715,35,12,,,,,,,
761,716,33,16,,,,,,,
762,717,28,24,,,,,,,
763,718,48,21,,,,,,,
764,719,27,16,,,,,,,
765,720,29,21,,,,,,,
766,721,30,12,,,,,,,
767,722,29,13,,,,,,,
768,723,37,21,,,,,,,
769,724,46,21,,,,,,,
770,725,47,18,,,,,,,
771,726,39,24,,,,,,,
772,727,47,16,,,,,,,
773,728,45,15,,,,,,,
774,729,49,23,,,,,,,
775,730,30,22,,,,,,,
776,731,33,15,,,,,,,
777,732,30,11,,,,,,,
778,733,37,15,,,,,,,
779,734,32,17,,,,,,,
780,735,31,24,,,,,,,
781,736,37,17,,,,,,,
782,737,50,20,,,,,,,
783,738,31,11,,,,,,,
784,739,38,18,,,,,,,
785,740,41,22,,,,,,,
786,741,38,24,,,,,,,
787,742,38,22,,,,,,,
788,743,41,15,,,,,,,
789,744,40,19,,,,,,,
790,745,31,18,,,,,,,
791,746,45,13,,,,,,,
792,747,32,14,,,,,,,
793,748,39,22,,,,,,,
794,749,50,12,,,,,,,
795,750,44,12,,,,,,,
796,751,39,15,,,,,,,
797,752,41,23,,,,,,,
798,753,30,12,,,,,,,
799,754,50,13,,,,,,,
800,755,33,21,,,,,,,
801,756,48,16,,,,,,,
802,757,33,15,,,,,,,
803,758,35,14,,,,,,,
804,759,47,16,,,,,,,
805,760,37,12,,,,,,,
806,761,45,19,,,,,,,
807,762,33,19,,,,,,,
808,763,30,15,,,,,,,
809,764,31,20,,,,,,,
810,765,30,15,,,,,,,
811,766,28,16,,,,,,,
812,767,46,17,,,,,,,
813,768,34,13,,,,,,,
814,769,36,19,,,,,,,
815,770,42,18,,,,,,,
816,771,35,16,,,,,,,
817,772,35,17,,,,,,,
818,773,42,16,,,,,,,
819,774,47,23,,,,,,,
820,775,49,14,,,,,,,
821,776,50,19,,,,,,,
822,777,42,19,,,,,,,
823,778,35,23,,,,,,,
824,779,27,24,,,,,,,
825,780,45,22,,,,,,,
826,781,48,14,,,,,,,
827,782,27,23,,,,,,,
828,783,43,17,,,,,,,
829,784,41,22,,,,,,,
830,785,28,13,,,,,,,
831,786,48,14,,,,,,,
832,787,44,23,,,,,,,
833,788,46,16,,,,,,,
834,789,32,22,,,,,,,
835,790,50,21,,,,,,,
836,791,37,15,,,,,,,
837,792,45,23,,,,,,,
838,793,36,17,,,,,,,
839,794,44,13,,,,,,,
840,795,29,16,,,,,,,
841,796,30,17,,,,,,,
842,797,46,22,,,,,,,
843,798,41,11,,,,,,,
844,799,34,17,,,,,,,
845,800,45,13,,,,,,,
846,801,45,11,,,,,,,
847,802,47,21,,,,,,,
848,803,35,20,,,,,,,
849,804,48,21,,,,,,,
850,805,46,24,,,,,,,
851,806,43,13,,,,,,,
852,807,50,11,,,,,,,
853,808,36,18,,,,,,,
854,809,39,12,,,,,,,
855,810,39,14,,,,,,,
856,811,45,16,,,,,,,
857,812,44,20,,,,,,,
858,813,27,17,,,,,,,
859,814,38,23,,,,,,,
860,815,34,21,,,,,,,
861,816,28,21,,,,,,,
862,817,28,22,,,,,,,
863,818,50,16,,,,,,,
864,819,38,24,,,,,,,
865,820,40,20,,,,,,,
866,821,40,24,,,,,,,
867,822,36,12,,,,,,,
868,823,43,24,,,,,,,
869,824,37,22,,,,,,,
870,825,37,11,,,,,,,
871,826,40,14,,,,,,,
872,827,49,18,,,,,,,
873,828,36,16,,,,,,,
874,829,34,13,,,,,,,
875,830,44,23,,,,,,,
876,831,31,11,,,,,,,
877,832,37,11,,,,,,,
878,833,48,24,,,,,,,
879,834,30,13,,,,,,,
880,835,27,24,,,,,,,
881,836,29,18,,,,,,,
882,837,40,22,,,,,,,
883,838,43,21,,,,,,,
884,839,27,19,,,,,,,
885,840,50,12,,,,,,,
886,841,50,20,,,,,,,
887,842,38,14,,,,,,,
888,843,31,22,,,,,,,
889,844,46,18,,,,,,,
890,845,37,19,,,,,,,
891,846,29,15,,,,,,,
892,847,33,19,,,,,,,
893,848,39,18,,,,,,,
894,849,40,15,,,,,,,
895,850,32,21,,,,,,,
896,851,46,15,,,,,,,
897,852,45,16,,,,,,,
898,853,49,11,,,,,,,
899,854,42,13,,,,,,,
900,855,46,19,,,,,,,
901,856,35,20,,,,,,,
902,857,31,20,,,,,,,
903,858,49,18,,,,,,,
904,859,40,13,,,,,,,
905,860,48,11,,,,,,,
906,861,30,19,,,,,,,
907,862,43,16,,,,,,,
908,863,48,22,,,,,,,
909,864,33,23,,,,,,,
910,865,34,13,,,,,,,
911,866,32,20,,,,,,,
