,n,6,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
321,269,31,37,,,,,,,,,
322,270,48,39,,,,,,,,,
323,271,44,37,,,,,,,,,
324,272,32,35,,,,,,,,,
325,273,43,33,,,,,,,,,
326,274,48,36,,,,,,,,,
327,275,43,37,,,,,,,,,
328,276,35,38,,,,,,,,,
329,277,43,39,,,,,,,,,
330,278,34,35,,,,,,,,,
331,279,26,37,,,,,,,,,
332,280,40,38,,,,,,,,,
333,281,35,36,,,,,,,,,
334,282,40,37,,,,,,,,,
335,283,45,37,,,,,,,,,
336,284,48,33,,,,,,,,,
337,285,38,33,,,,,,,,,
338,286,41,38,,,,,,,,,
339,287,35,34,,,,,,,,,
340,288,39,37,,,,,,,,,
341,289,29,36,,,,,,,,,
342,290,32,39,,,,,,,,,
343,291,42,39,,,,,,,,,
344,292,48,35,,,,,,,,,
345,293,26,33,,,,,,,,,
346,294,42,36,,,,,,,,,
347,295,33,39,,,,,,,,,
348,296,31,36,,,,,,,,,
349,297,27,33,,,,,,,,,
350,298,40,35,,,,,,,,,
351,299,49,36,,,,,,,,,
352,300,39,33,,,,,,,,,
353,301,28,38,,,,,,,,,
354,302,49,37,,,,,,,,,
355,303,49,37,,,,,,,,,
356,304,33,36,,,,,,,,,
357,305,35,37,,,,,,,,,
358,306,29,36,,,,,,,,,
359,307,35,37,,,,,,,,,
360,308,28,36,,,,,,,,,
361,309,38,35,,,,,,,,,
362,310,42,38,,,,,,,,,
363,311,26,36,,,,,,,,,
364,312,44,37,,,,,,,,,
365,313,44,33,,,,,,,,,
366,314,42,34,,,,,,,,,
367,315,39,34,,,,,,,,,
368,316,43,37,,,,,,,,,
369,317,48,34,,,,,,,,,
370,318,45,38,,,,,,,,,
371,319,48,34,,,,,,,,,
372,320,34,35,,,,,,,,,
373,321,42,33,,,,,,,,,
374,322,27,37,,,,,,,,,
375,323,43,37,,,,,,,,,
376,324,29,35,,,,,,,,,
377,325,26,33,,,,,,,,,
378,326,45,37,,,,,,,,,
379,327,46,38,,,,,,,,,
380,328,26,37,,,,,,,,,
381,329,27,35,,,,,,,,,
382,330,47,39,,,,,,,,,
383,331,48,33,,,,,,,,,
384,332,49,33,,,,,,,,,
385,333,48,36,,,,,,,,,
386,334,40,34,,,,,,,,,
387,335,47,34,,,,,,,,,
388,336,38,35,,,,,,,,,
389,337,48,35,,,,,,,,,
390,338,28,39,,,,,,,,,
391,339,35,33,,,,,,,,,
392,340,46,33,,,,,,,,,
393,341,49,35,,,,,,,,,
394,342,31,36,,,,,,,,,
395,343,37,33,,,,,,,,,
396,344,43,33,,,,,,,,,
397,345,32,34,,,,,,,,,
398,346,44,37,,,,,,,,,
399,347,33,36,,,,,,,,,
400,348,36,37,,,,,,,,,
401,349,28,39,,,,,,,,,
402,350,43,34,,,,,,,,,
403,351,28,39,,,,,,,,,
404,352,37,38,,,,,,,,,
405,353,40,36,,,,,,,,,
406,354,43,36,,,,,,,,,
407,355,42,33,,,,,,,,,
408,356,32,39,,,,,,,,,
409,357,38,38,,,,,,,,,
410,358,47,37,,,,,,,,,
411,359,45,36,,,,,,,,,
412,360,42,39,,,,,,,,,
413,361,46,36,,,,,,,,,
414,362,47,38,,,,,,,,,
415,363,38,39,,,,,,,,,
416,364,49,36,,,,,,,,,
417,365,47,36,,,,,,,,,
418,366,45,36,,,,,,,,,
419,367,35,37,,,,,,,,,
420,368,49,39,,,,,,,,,
421,369,46,36,,,,,,,,,
422,370,45,39,,,,,,,,,
423,371,33,34,,,,,,,,,
424,372,36,34,,,,,,,,,
425,373,48,38,,,,,,,,,
426,374,27,36,,,,,,,,,
427,375,40,38,,,,,,,,,
428,376,44,36,,,,,,,,,
429,377,32,38,,,,,,,,,
430,378,34,37,,,,,,,,,
431,379,28,38,,,,,,,,,
432,380,31,37,,,,,,,,,
433,381,38,34,,,,,,,,,
434,382,41,34,,,,,,,,,
435,383,32,38,,,,,,,,,
436,384,40,38,,,,,,,,,
437,385,46,39,,,,,,,,,
438,386,44,35,,,,,,,,,
439,387,43,37,,,,,,,,,
440,388,40,37,,,,,,,,,
441,389,26,38,,,,,,,,,
442,390,45,38,,,,,,,,,
443,391,46,36,,,,,,,,,
444,392,47,33,,,,,,,,,
445,393,42,34,,,,,,,,,
446,394,29,36,,,,,,,,,
447,395,34,35,,,,,,,,,
448,396,47,33,,,,,,,,,
449,397,32,33,,,,,,,,,
450,398,36,33,,,,,,,,,
451,399,38,34,,,,,,,,,
452,400,47,33,,,,,,,,,
453,401,31,34,,,,,,,,,
454,402,41,37,,,,,,,,,
455,403,26,36,,,,,,,,,
456,404,45,37,,,,,,,,,
457,405,30,37,,,,,,,,,
458,406,41,35,,,,,,,,,
459,407,49,36,,,,,,,,,
460,408,45,33,,,,,,,,,
461,409,35,36,,,,,,,,,
462,410,38,33,,,,,,,,,
463,411,41,33,,,,,,,,,
464,412,37,36,,,,,,,,,
465,413,27,37,,,,,,,,,
466,414,27,37,,,,,,,,,
467,415,32,37,,,,,,,,,
468,416,29,38,,,,,,,,,
469,417,46,37,,,,,,,,,
470,418,38,37,,,,,,,,,
471,419,46,34,,,,,,,,,
472,420,28,34,,,,,,,,,
473,421,36,37,,,,,,,,,
474,422,35,37,,,,,,,,,
475,423,41,36,,,,,,,,,
476,424,28,38,,,,,,,,,
477,425,33,35,,,,,,,,,
478,426,41,39,,,,,,,,,
479,427,43,39,,,,,,,,,
480,428,36,34,,,,,,,,,
481,429,43,33,,,,,,,,,
482,430,40,35,,,,,,,,,
483,431,35,34,,,,,,,,,
484,432,33,37,,,,,,,,,
485,433,38,39,,,,,,,,,
486,434,38,35,,,,,,,,,
487,435,49,34,,,,,,,,,
488,436,31,34,,,,,,,,,
489,437,36,34,,,,,,,,,
490,438,39,33,,,,,,,,,
491,439,41,38,,,,,,,,,
492,440,47,36,,,,,,,,,
493,441,40,34,,,,,,,,,
494,442,33,39,,,,,,,,,
495,443,49,33,,,,,,,,,
496,444,27,39,,,,,,,,,
497,445,31,35,,,,,,,,,
498,446,46,38,,,,,,,,,
499,447,40,38,,,,,,,,,
500,448,45,34,,,,,,,,,
501,449,32,38,,,,,,,,,
502,450,28,38,,,,,,,,,
503,451,49,38,,,,,,,,,
504,452,45,33,,,,,,,,,
505,453,30,36,,,,,,,,,
506,454,39,36,,,,,,,,,
507,455,33,35,,,,,,,,,
508,456,39,39,,,,,,,,,
509,457,30,33,,,,,,,,,
510,458,43,34,,,,,,,,,
511,459,47,35,,,,,,,,,
512,460,40,35,,,,,,,,,
513,461,45,37,,,,,,,,,
514,462,27,37,,,,,,,,,
515,463,33,36,,,,,,,,,
516,464,39,37,,,,,,,,,
517,465,36,35,,,,,,,,,
518,466,45,38,,,,,,,,,
519,467,43,33,,,,,,,,,
520,468,39,38,,,,,,,,,
521,469,36,34,,,,,,,,,
522,470,43,36,,,,,,,,,
523,471,40,37,,,,,,,,,
524,472,41,38,,,,,,,,,
525,473,44,39,,,,,,,,,
526,474,39,36,,,,,,,,,
527,475,27,37,,,,,,,,,
528,476,35,39,,,,,,,,,
529,477,29,37,,,,,,,,,
530,478,49,35,,,,,,,,,
531,479,44,34,,,,,,,,,
532,480,44,37,,,,,,,,,
533,481,47,39,,,,,,,,,
534,482,49,33,,,,,,,,,
535,483,40,38,,,,,,,,,
536,484,30,33,,,,,,,,,
537,485,38,39,,,,,,,,,
538,486,42,37,,,,,,,,,
539,487,42,33,,,,,,,,,
540,488,45,34,,,,,,,,,
541,489,47,34,,,,,,,,,
542,490,47,35,,,,,,,,,
543,491,47,33,,,,,,,,,
544,492,41,38,,,,,,,,,
545,493,48,39,,,,,,,,,
546,494,42,33,,,,,,,,,
547,495,28,34,,,,,,,,,
548,496,26,34,,,,,,,,,
549,497,36,33,,,,,,,,,
550,498,41,38,,,,,,,,,
551,499,41,37,,,,,,,,,
552,500,32,33,,,,,,,,,
553,501,44,36,,,,,,,,,
554,502,26,33,,,,,,,,,
555,503,49,37,,,,,,,,,
556,504,29,33,,,,,,,,,
557,505,47,38,,,,,,,,,
558,506,37,36,,,,,,,,,
559,507,32,35,,,,,,,,,
560,508,45,38,,,,,,,,,
561,509,31,34,,,,,,,,,
562,510,27,37,,,,,,,,,
563,511,26,34,,,,,,,,,
564,512,26,35,,,,,,,,,
565,513,48,35,,,,,,,,,
566,514,32,37,,,,,,,,,
567,515,37,33,,,,,,,,,
568,516,38,34,,,,,,,,,
569,517,49,38,,,,,,,,,
570,518,40,36,,,,,,,,,
571,519,27,36,,,,,,,,,
572,520,44,34,,,,,,,,,
573,521,44,37,,,,,,,,,
574,522,28,34,,,,,,,,,
575,523,41,36,,,,,,,,,
576,524,26,33,,,,,,,,,
577,525,31,38,,,,,,,,,
578,526,37,35,,,,,,,,,
579,527,39,37,,,,,,,,,
580,528,26,36,,,,,,,,,
581,529,36,37,,,,,,,,,
582,530,29,36,,,,,,,,,
583,531,36,36,,,,,,,,,
584,532,40,38,,,,,,,,,
585,533,33,34,,,,,,,,,
586,534,39,35,,,,,,,,,
587,535,44,35,,,,,,,,,
588,536,44,37,,,,,,,,,
589,537,36,38,,,,,,,,,
590,538,47,35,,,,,,,,,
591,539,28,38,,,,,,,,,
592,540,43,36,,,,,,,,,
593,541,36,34,,,,,,,,,
594,542,37,37,,,,,,,,,
595,543,40,33,,,,,,,,,
596,544,42,35,,,,,,,,,
597,545,46,33,,,,,,,,,
598,546,49,35,,,,,,,,,
599,547,35,34,,,,,,,,,
600,548,44,35,,,,,,,,,
601,549,26,35,,,,,,,,,
602,550,48,35,,,,,,,,,
603,551,47,37,,,,,,,,,
604,552,32,39,,,,,,,,,
605,553,26,38,,,,,,,,,
606,554,49,38,,,,,,,,,
607,555,43,37,,,,,,,,,
608,556,37,37,,,,,,,,,
609,557,47,37,,,,,,,,,
610,558,29,34,,,,,,,,,
611,559,26,39,,,,,,,,,
612,560,30,34,,,,,,,,,
613,561,39,34,,,,,,,,,
614,562,39,37,,,,,,,,,
615,563,34,35,,,,,,,,,
616,564,33,34,,,,,,,,,
617,565,27,37,,,,,,,,,
618,566,35,38,,,,,,,,,
619,567,45,35,,,,,,,,,
620,568,39,38,,,,,,,,,
621,569,48,37,,,,,,,,,
622,570,41,38,,,,,,,,,
623,571,28,39,,,,,,,,,
624,572,41,34,,,,,,,,,
625,573,40,34,,,,,,,,,
626,574,38,37,,,,,,,,,
627,575,27,36,,,,,,,,,
628,576,33,33,,,,,,,,,
629,577,29,37,,,,,,,,,
630,578,46,37,,,,,,,,,
631,579,26,36,,,,,,,,,
632,580,37,37,,,,,,,,,
633,581,37,38,,,,,,,,,
634,582,42,34,,,,,,,,,
635,583,31,37,,,,,,,,,
636,584,47,37,,,,,,,,,
637,585,29,35,,,,,,,,,
638,586,32,35,,,,,,,,,
639,587,33,35,,,,,,,,,
640,588,28,37,,,,,,,,,
641,589,39,35,,,,,,,,,
642,590,29,33,,,,,,,,,
643,591,46,37,,,,,,,,,
644,592,29,36,,,,,,,,,
645,593,32,34,,,,,,,,,
646,594,40,33,,,,,,,,,
647,595,35,38,,,,,,,,,
648,596,45,35,,,,,,,,,
649,597,28,39,,,,,,,,,
650,598,34,35,,,,,,,,,
651,599,32,36,,,,,,,,,
652,600,26,39,,,,,,,,,
653,601,35,39,,,,,,,,,
654,602,38,38,,,,,,,,,
655,603,33,39,,,,,,,,,
656,604,45,38,,,,,,,,,
657,605,39,34,,,,,,,,,
658,606,29,37,,,,,,,,,
659,607,36,35,,,,,,,,,
660,608,44,38,,,,,,,,,
661,609,40,34,,,,,,,,,
662,610,46,39,,,,,,,,,
663,611,28,38,,,,,,,,,
664,612,31,35,,,,,,,,,
665,613,37,38,,,,,,,,,
666,614,32,35,,,,,,,,,
667,615,49,38,,,,,,,,,
668,616,34,33,,,,,,,,,
669,617,32,34,,,,,,,,,
670,618,42,39,,,,,,,,,
671,619,29,35,,,,,,,,,
672,620,30,35,,,,,,,,,
673,621,37,38,,,,,,,,,
674,622,38,34,,,,,,,,,
675,623,43,33,,,,,,,,,
676,624,49,37,,,,,,,,,
677,625,30,36,,,,,,,,,
678,626,44,33,,,,,,,,,
679,627,41,33,,,,,,,,,
680,628,45,37,,,,,,,,,
681,629,42,34,,,,,,,,,
682,630,32,36,,,,,,,,,
683,631,41,36,,,,,,,,,
684,632,46,38,,,,,,,,,
685,633,47,33,,,,,,,,,
686,634,35,34,,,,,,,,,
687,635,43,38,,,,,,,,,
688,636,42,34,,,,,,,,,
689,637,49,36,,,,,,,,,
690,638,36,35,,,,,,,,,
691,639,32,33,,,,,,,,,
692,640,40,35,,,,,,,,,
693,641,46,36,,,,,,,,,
694,642,28,35,,,,,,,,,
695,643,49,34,,,,,,,,,
696,644,36,34,,,,,,,,,
697,645,36,33,,,,,,,,,
698,646,33,39,,,,,,,,,
699,647,28,38,,,,,,,,,
700,648,42,33,,,,,,,,,
701,649,48,38,,,,,,,,,
702,650,31,37,,,,,,,,,
703,651,42,38,,,,,,,,,
704,652,49,35,,,,,,,,,
705,653,46,36,,,,,,,,,
706,654,28,33,,,,,,,,,
707,655,41,36,,,,,,,,,
708,656,34,37,,,,,,,,,
709,657,40,39,,,,,,,,,
710,658,39,33,,,,,,,,,
711,659,34,36,,,,,,,,,
712,660,45,37,,,,,,,,,
713,661,41,34,,,,,,,,,
714,662,43,37,,,,,,,,,
715,663,38,38,,,,,,,,,
716,664,29,34,,,,,,,,,
717,665,45,36,,,,,,,,,
718,666,34,36,,,,,,,,,
719,667,45,39,,,,,,,,,
720,668,42,33,,,,,,,,,
721,669,39,38,,,,,,,,,
722,670,40,36,,,,,,,,,
723,671,30,35,,,,,,,,,
724,672,38,39,,,,,,,,,
725,673,43,37,,,,,,,,,
726,674,34,34,,,,,,,,,
727,675,30,37,,,,,,,,,
728,676,41,36,,,,,,,,,
729,677,47,37,,,,,,,,,
730,678,26,36,,,,,,,,,
731,679,27,35,,,,,,,,,
732,680,47,33,,,,,,,,,
733,681,36,38,,,,,,,,,
734,682,33,34,,,,,,,,,
735,683,30,38,,,,,,,,,
736,684,44,37,,,,,,,,,
737,685,31,36,,,,,,,,,
738,686,38,37,,,,,,,,,
739,687,46,35,,,,,,,,,
740,688,36,35,,,,,,,,,
741,689,43,38,,,,,,,,,
742,690,47,38,,,,,,,,,
743,691,35,39,,,,,,,,,
744,692,27,34,,,,,,,,,
745,693,44,38,,,,,,,,,
746,694,41,34,,,,,,,,,
747,695,48,34,,,,,,,,,
748,696,49,34,,,,,,,,,
749,697,46,36,,,,,,,,,
750,698,26,35,,,,,,,,,
751,699,26,35,,,,,,,,,
752,700,44,39,,,,,,,,,
753,701,47,37,,,,,,,,,
754,702,48,37,,,,,,,,,
755,703,28,33,,,,,,,,,
756,704,42,36,,,,,,,,,
757,705,29,38,,,,,,,,,
758,706,43,34,,,,,,,,,
759,707,36,33,,,,,,,,,
760,708,41,36,,,,,,,,,
761,709,45,33,,,,,,,,,
762,710,36,35,,,,,,,,,
763,711,29,36,,,,,,,,,
764,712,43,33,,,,,,,,,
765,713,38,34,,,,,,,,,
766,714,44,35,,,,,,,,,
767,715,34,33,,,,,,,,,
768,716,32,35,,,,,,,,,
769,717,27,39,,,,,,,,,
770,718,47,38,,,,,,,,,
771,719,26,35,,,,,,,,,
772,720,28,38,,,,,,,,,
773,721,29,33,,,,,,,,,
774,722,28,34,,,,,,,,,
775,723,36,38,,,,,,,,,
776,724,45,38,,,,,,,,,
777,725,46,36,,,,,,,,,
778,726,38,39,,,,,,,,,
779,727,46,35,,,,,,,,,
780,728,44,35,,,,,,,,,
781,729,48,39,,,,,,,,,
782,730,29,38,,,,,,,,,
783,731,32,35,,,,,,,,,
784,732,29,33,,,,,,,,,
785,733,36,35,,,,,,,,,
786,734,31,36,,,,,,,,,
787,735,30,39,,,,,,,,,
788,736,36,36,,,,,,,,,
789,737,49,37,,,,,,,,,
790,738,30,33,,,,,,,,,
791,739,37,36,,,,,,,,,
792,740,40,38,,,,,,,,,
793,741,37,39,,,,,,,,,
794,742,37,38,,,,,,,,,
795,743,40,35,,,,,,,,,
796,744,39,37,,,,,,,,,
797,745,30,36,,,,,,,,,
798,746,44,34,,,,,,,,,
799,747,31,34,,,,,,,,,
800,748,38,38,,,,,,,,,
