,n,7,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
233,169,61,38,,,,,,,,,,
234,170,46,30,,,,,,,,,,
235,171,49,25,,,,,,,,,,
236,172,34,30,,,,,,,,,,
237,173,37,27,,,,,,,,,,
238,174,45,33,,,,,,,,,,
239,175,62,33,,,,,,,,,,
240,176,38,25,,,,,,,,,,
241,177,29,30,,,,,,,,,,
242,178,56,34,,,,,,,,,,
243,179,48,28,,,,,,,,,,
244,180,45,33,,,,,,,,,,
245,181,43,33,,,,,,,,,,
246,182,43,29,,,,,,,,,,
247,183,37,28,,,,,,,,,,
248,184,60,28,,,,,,,,,,
249,185,34,35,,,,,,,,,,
250,186,45,38,,,,,,,,,,
251,187,31,26,,,,,,,,,,
252,188,36,26,,,,,,,,,,
253,189,63,38,,,,,,,,,,
254,190,36,31,,,,,,,,,,
255,191,54,28,,,,,,,,,,
256,192,32,31,,,,,,,,,,
257,193,49,31,,,,,,,,,,
258,194,52,37,,,,,,,,,,
259,195,32,35,,,,,,,,,,
260,196,36,34,,,,,,,,,,
261,197,47,37,,,,,,,,,,
262,198,62,38,,,,,,,,,,
263,199,50,36,,,,,,,,,,
264,200,34,38,,,,,,,,,,
265,201,39,28,,,,,,,,,,
266,202,45,27,,,,,,,,,,
267,203,34,28,,,,,,,,,,
268,204,61,37,,,,,,,,,,
269,205,34,34,,,,,,,,,,
270,206,52,33,,,,,,,,,,
271,207,30,38,,,,,,,,,,
272,208,60,27,,,,,,,,,,
273,209,47,38,,,,,,,,,,
274,210,55,35,,,,,,,,,,
275,211,50,38,,,,,,,,,,
276,212,33,30,,,,,,,,,,
277,213,47,35,,,,,,,,,,
278,214,45,28,,,,,,,,,,
279,215,34,28,,,,,,,,,,
280,216,46,27,,,,,,,,,,
281,217,56,28,,,,,,,,,,
282,218,34,32,,,,,,,,,,
283,219,56,37,,,,,,,,,,
284,220,40,29,,,,,,,,,,
285,221,47,36,,,,,,,,,,
286,222,55,31,,,,,,,,,,
287,223,32,33,,,,,,,,,,
288,224,52,32,,,,,,,,,,
289,225,62,36,,,,,,,,,,
290,226,44,34,,,,,,,,,,
291,227,29,30,,,,,,,,,,
292,228,41,29,,,,,,,,,,
293,229,32,26,,,,,,,,,,
294,230,52,30,,,,,,,,,,
295,231,57,34,,,,,,,,,,
296,232,54,37,,,,,,,,,,
297,233,34,31,,,,,,,,,,
298,234,58,35,,,,,,,,,,
299,235,58,30,,,,,,,,,,
300,236,41,33,,,,,,,,,,
301,237,50,31,,,,,,,,,,
302,238,37,36,,,,,,,,,,
303,239,37,34,,,,,,,,,,
304,240,39,38,,,,,,,,,,
305,241,33,37,,,,,,,,,,
306,242,38,30,,,,,,,,,,
307,243,56,36,,,,,,,,,,
308,244,35,30,,,,,,,,,,
309,245,60,36,,,,,,,,,,
310,246,43,35,,,,,,,,,,
311,247,36,38,,,,,,,,,,
312,248,46,36,,,,,,,,,,
313,249,31,36,,,,,,,,,,
314,250,38,33,,,,,,,,,,
315,251,55,37,,,,,,,,,,
316,252,53,33,,,,,,,,,,
317,253,44,36,,,,,,,,,,
318,254,31,32,,,,,,,,,,
319,255,33,32,,,,,,,,,,
320,256,32,30,,,,,,,,,,
321,257,56,35,,,,,,,,,,
322,258,37,37,,,,,,,,,,
323,259,44,29,,,,,,,,,,
324,260,33,29,,,,,,,,,,
325,261,39,31,,,,,,,,,,
326,262,59,25,,,,,,,,,,
327,263,62,33,,,,,,,,,,
328,264,43,33,,,,,,,,,,
329,265,62,30,,,,,,,,,,
330,266,54,30,,,,,,,,,,
331,267,44,34,,,,,,,,,,
332,268,36,28,,,,,,,,,,
333,269,37,34,,,,,,,,,,
334,270,61,38,,,,,,,,,,
335,271,55,33,,,,,,,,,,
336,272,38,30,,,,,,,,,,
337,273,54,25,,,,,,,,,,
338,274,62,31,,,,,,,,,,
339,275,53,33,,,,,,,,,,
340,276,42,35,,,,,,,,,,
341,277,54,38,,,,,,,,,,
342,278,41,29,,,,,,,,,,
343,279,29,34,,,,,,,,,,
344,280,50,36,,,,,,,,,,
345,281,42,31,,,,,,,,,,
346,282,50,34,,,,,,,,,,
347,283,56,34,,,,,,,,,,
348,284,61,26,,,,,,,,,,
349,285,46,25,,,,,,,,,,
350,286,51,35,,,,,,,,,,
351,287,43,27,,,,,,,,,,
352,288,48,34,,,,,,,,,,
353,289,34,31,,,,,,,,,,
354,290,38,37,,,,,,,,,,
355,291,52,38,,,,,,,,,,
356,292,61,29,,,,,,,,,,
357,293,29,25,,,,,,,,,,
358,294,52,31,,,,,,,,,,
359,295,40,37,,,,,,,,,,
360,296,36,32,,,,,,,,,,
361,297,31,26,,,,,,,,,,
362,298,49,29,,,,,,,,,,
363,299,63,32,,,,,,,,,,
364,300,49,25,,,,,,,,,,
365,301,32,36,,,,,,,,,,
366,302,63,34,,,,,,,,,,
367,303,63,33,,,,,,,,,,
368,304,40,32,,,,,,,,,,
369,305,42,34,,,,,,,,,,
370,306,34,32,,,,,,,,,,
371,307,43,34,,,,,,,,,,
372,308,33,31,,,,,,,,,,
373,309,47,29,,,,,,,,,,
374,310,53,35,,,,,,,,,,
375,311,29,31,,,,,,,,,,
376,312,56,33,,,,,,,,,,
377,313,56,26,,,,,,,,,,
378,314,53,28,,,,,,,,,,
379,315,48,28,,,,,,,,,,
380,316,53,33,,,,,,,,,,
381,317,61,28,,,,,,,,,,
382,318,57,36,,,,,,,,,,
383,319,62,28,,,,,,,,,,
384,320,41,30,,,,,,,,,,
385,321,53,26,,,,,,,,,,
386,322,31,34,,,,,,,,,,
387,323,55,34,,,,,,,,,,
388,324,33,30,,,,,,,,,,
389,325,29,26,,,,,,,,,,
390,326,56,34,,,,,,,,,,
391,327,59,36,,,,,,,,,,
392,328,29,33,,,,,,,,,,
393,329,31,30,,,,,,,,,,
394,330,60,37,,,,,,,,,,
395,331,62,25,,,,,,,,,,
396,332,63,26,,,,,,,,,,
397,333,62,32,,,,,,,,,,
398,334,49,27,,,,,,,,,,
399,335,60,28,,,,,,,,,,
400,336,46,29,,,,,,,,,,
401,337,62,29,,,,,,,,,,
402,338,32,37,,,,,,,,,,
403,339,42,26,,,,,,,,,,
404,340,59,26,,,,,,,,,,
405,341,62,29,,,,,,,,,,
406,342,37,31,,,,,,,,,,
407,343,45,25,,,,,,,,,,
408,344,54,26,,,,,,,,,,
409,345,37,27,,,,,,,,,,
410,346,55,33,,,,,,,,,,
411,347,40,31,,,,,,,,,,
412,348,43,33,,,,,,,,,,
413,349,32,38,,,,,,,,,,
414,350,54,27,,,,,,,,,,
415,351,33,38,,,,,,,,,,
416,352,45,35,,,,,,,,,,
417,353,50,32,,,,,,,,,,
418,354,54,32,,,,,,,,,,
419,355,53,26,,,,,,,,,,
420,356,37,38,,,,,,,,,,
421,357,46,36,,,,,,,,,,
422,358,60,33,,,,,,,,,,
423,359,58,32,,,,,,,,,,
424,360,52,37,,,,,,,,,,
425,361,58,31,,,,,,,,,,
426,362,60,35,,,,,,,,,,
427,363,47,38,,,,,,,,,,
428,364,63,31,,,,,,,,,,
429,365,60,31,,,,,,,,,,
430,366,57,31,,,,,,,,,,
431,367,42,34,,,,,,,,,,
432,368,62,38,,,,,,,,,,
433,369,58,31,,,,,,,,,,
434,370,57,38,,,,,,,,,,
435,371,39,27,,,,,,,,,,
436,372,44,27,,,,,,,,,,
437,373,61,36,,,,,,,,,,
438,374,31,31,,,,,,,,,,
439,375,49,36,,,,,,,,,,
440,376,56,32,,,,,,,,,,
441,377,38,36,,,,,,,,,,
442,378,41,34,,,,,,,,,,
443,379,32,35,,,,,,,,,,
444,380,36,34,,,,,,,,,,
445,381,47,28,,,,,,,,,,
446,382,51,27,,,,,,,,,,
447,383,38,36,,,,,,,,,,
448,384,49,36,,,,,,,,,,
449,385,59,37,,,,,,,,,,
450,386,56,29,,,,,,,,,,
451,387,55,34,,,,,,,,,,
452,388,50,34,,,,,,,,,,
453,389,29,35,,,,,,,,,,
454,390,56,35,,,,,,,,,,
455,391,59,31,,,,,,,,,,
456,392,59,26,,,,,,,,,,
457,393,53,28,,,,,,,,,,
458,394,34,32,,,,,,,,,,
459,395,40,29,,,,,,,,,,
460,396,59,26,,,,,,,,,,
461,397,38,26,,,,,,,,,,
462,398,44,25,,,,,,,,,,
463,399,47,28,,,,,,,,,,
464,400,60,26,,,,,,,,,,
465,401,36,28,,,,,,,,,,
466,402,51,34,,,,,,,,,,
467,403,29,31,,,,,,,,,,
468,404,57,33,,,,,,,,,,
469,405,35,34,,,,,,,,,,
470,406,51,30,,,,,,,,,,
471,407,63,31,,,,,,,,,,
472,408,57,25,,,,,,,,,,
473,409,42,32,,,,,,,,,,
474,410,47,25,,,,,,,,,,
475,411,51,25,,,,,,,,,,
476,412,46,32,,,,,,,,,,
477,413,30,34,,,,,,,,,,
478,414,30,33,,,,,,,,,,
479,415,38,33,,,,,,,,,,
480,416,33,35,,,,,,,,,,
481,417,58,34,,,,,,,,,,
482,418,47,33,,,,,,,,,,
483,419,58,28,,,,,,,,,,
484,420,32,28,,,,,,,,,,
485,421,44,33,,,,,,,,,,
486,422,42,34,,,,,,,,,,
487,423,52,32,,,,,,,,,,
488,424,32,36,,,,,,,,,,
489,425,39,30,,,,,,,,,,
490,426,50,38,,,,,,,,,,
491,427,54,37,,,,,,,,,,
492,428,44,27,,,,,,,,,,
493,429,55,26,,,,,,,,,,
494,430,50,29,,,,,,,,,,
495,431,43,27,,,,,,,,,,
496,432,39,33,,,,,,,,,,
497,433,47,37,,,,,,,,,,
498,434,47,29,,,,,,,,,,
499,435,63,27,,,,,,,,,,
500,436,36,27,,,,,,,,,,
501,437,44,28,,,,,,,,,,
502,438,48,25,,,,,,,,,,
503,439,51,36,,,,,,,,,,
504,440,60,32,,,,,,,,,,
505,441,49,28,,,,,,,,,,
506,442,39,37,,,,,,,,,,
507,443,62,26,,,,,,,,,,
508,444,31,38,,,,,,,,,,
509,445,36,29,,,,,,,,,,
510,446,59,35,,,,,,,,,,
511,447,50,35,,,,,,,,,,
512,448,58,28,,,,,,,,,,
513,449,38,36,,,,,,,,,,
514,450,33,36,,,,,,,,,,
515,451,63,36,,,,,,,,,,
516,452,57,26,,,,,,,,,,
517,453,34,31,,,,,,,,,,
518,454,48,31,,,,,,,,,,
519,455,39,30,,,,,,,,,,
520,456,48,37,,,,,,,,,,
521,457,35,26,,,,,,,,,,
522,458,54,27,,,,,,,,,,
523,459,59,30,,,,,,,,,,
524,460,50,30,,,,,,,,,,
525,461,56,33,,,,,,,,,,
526,462,31,34,,,,,,,,,,
527,463,40,31,,,,,,,,,,
528,464,49,34,,,,,,,,,,
529,465,44,29,,,,,,,,,,
530,466,56,36,,,,,,,,,,
531,467,54,26,,,,,,,,,,
532,468,48,35,,,,,,,,,,
533,469,44,27,,,,,,,,,,
534,470,54,32,,,,,,,,,,
535,471,49,33,,,,,,,,,,
536,472,51,36,,,,,,,,,,
537,473,55,38,,,,,,,,,,
538,474,48,32,,,,,,,,,,
539,475,30,34,,,,,,,,,,
540,476,42,37,,,,,,,,,,
541,477,34,34,,,,,,,,,,
542,478,63,30,,,,,,,,,,
543,479,55,27,,,,,,,,,,
544,480,56,34,,,,,,,,,,
545,481,59,37,,,,,,,,,,
546,482,63,25,,,,,,,,,,
547,483,49,35,,,,,,,,,,
548,484,35,26,,,,,,,,,,
549,485,47,38,,,,,,,,,,
550,486,53,34,,,,,,,,,,
551,487,53,26,,,,,,,,,,
552,488,57,27,,,,,,,,,,
553,489,61,28,,,,,,,,,,
554,490,60,30,,,,,,,,,,
555,491,60,25,,,,,,,,,,
556,492,51,35,,,,,,,,,,
557,493,61,38,,,,,,,,,,
558,494,52,25,,,,,,,,,,
559,495,32,27,,,,,,,,,,
560,496,29,28,,,,,,,,,,
561,497,44,25,,,,,,,,,,
562,498,51,35,,,,,,,,,,
563,499,51,34,,,,,,,,,,
564,500,37,25,,,,,,,,,,
565,501,55,31,,,,,,,,,,
566,502,29,26,,,,,,,,,,
567,503,63,34,,,,,,,,,,
568,504,34,25,,,,,,,,,,
569,505,60,36,,,,,,,,,,
570,506,46,32,,,,,,,,,,
571,507,38,30,,,,,,,,,,
572,508,57,36,,,,,,,,,,
573,509,37,28,,,,,,,,,,
574,510,31,34,,,,,,,,,,
575,511,30,27,,,,,,,,,,
576,512,29,30,,,,,,,,,,
577,513,61,30,,,,,,,,,,
578,514,37,34,,,,,,,,,,
579,515,45,26,,,,,,,,,,
580,516,46,28,,,,,,,,,,
581,517,62,36,,,,,,,,,,
582,518,50,31,,,,,,,,,,
583,519,30,32,,,,,,,,,,
584,520,56,28,,,,,,,,,,
585,521,56,33,,,,,,,,,,
586,522,32,28,,,,,,,,,,
587,523,52,31,,,,,,,,,,
588,524,29,25,,,,,,,,,,
589,525,36,36,,,,,,,,,,
590,526,45,30,,,,,,,,,,
591,527,49,33,,,,,,,,,,
592,528,29,32,,,,,,,,,,
593,529,44,33,,,,,,,,,,
594,530,34,32,,,,,,,,,,
595,531,44,31,,,,,,,,,,
596,532,49,36,,,,,,,,,,
597,533,40,28,,,,,,,,,,
598,534,49,30,,,,,,,,,,
599,535,56,29,,,,,,,,,,
600,536,56,34,,,,,,,,,,
601,537,44,36,,,,,,,,,,
602,538,59,30,,,,,,,,,,
603,539,32,35,,,,,,,,,,
604,540,54,31,,,,,,,,,,
605,541,43,28,,,,,,,,,,
606,542,45,34,,,,,,,,,,
607,543,50,26,,,,,,,,,,
608,544,52,30,,,,,,,,,,
609,545,58,25,,,,,,,,,,
610,546,63,30,,,,,,,,,,
611,547,42,28,,,,,,,,,,
612,548,56,29,,,,,,,,,,
613,549,30,29,,,,,,,,,,
614,550,61,30,,,,,,,,,,
615,551,60,33,,,,,,,,,,
616,552,38,37,,,,,,,,,,
617,553,29,35,,,,,,,,,,
618,554,63,35,,,,,,,,,,
619,555,54,33,,,,,,,,,,
620,556,45,34,,,,,,,,,,
621,557,60,34,,,,,,,,,,
622,558,33,28,,,,,,,,,,
623,559,29,38,,,,,,,,,,
624,560,34,28,,,,,,,,,,
625,561,48,27,,,,,,,,,,
626,562,48,34,,,,,,,,,,
627,563,41,30,,,,,,,,,,
628,564,39,28,,,,,,,,,,
629,565,30,33,,,,,,,,,,
630,566,42,35,,,,,,,,,,
631,567,57,29,,,,,,,,,,
632,568,48,36,,,,,,,,,,
633,569,62,33,,,,,,,,,,
634,570,51,36,,,,,,,,,,
635,571,32,38,,,,,,,,,,
636,572,51,28,,,,,,,,,,
637,573,49,28,,,,,,,,,,
638,574,46,34,,,,,,,,,,
639,575,31,32,,,,,,,,,,
640,576,39,26,,,,,,,,,,
641,577,34,34,,,,,,,,,,
642,578,59,34,,,,,,,,,,
643,579,29,32,,,,,,,,,,
644,580,46,34,,,,,,,,,,
645,581,45,35,,,,,,,,,,
646,582,52,27,,,,,,,,,,
647,583,36,34,,,,,,,,,,
648,584,60,33,,,,,,,,,,
649,585,34,29,,,,,,,,,,
650,586,38,30,,,,,,,,,,
651,587,39,29,,,,,,,,,,
652,588,33,33,,,,,,,,,,
653,589,48,29,,,,,,,,,,
654,590,33,26,,,,,,,,,,
655,591,59,33,,,,,,,,,,
656,592,34,31,,,,,,,,,,
657,593,38,28,,,,,,,,,,
658,594,50,26,,,,,,,,,,
659,595,43,36,,,,,,,,,,
660,596,57,30,,,,,,,,,,
661,597,33,38,,,,,,,,,,
662,598,41,30,,,,,,,,,,
663,599,38,32,,,,,,,,,,
664,600,30,37,,,,,,,,,,
665,601,42,37,,,,,,,,,,
666,602,46,35,,,,,,,,,,
667,603,39,37,,,,,,,,,,
668,604,56,36,,,,,,,,,,
669,605,49,28,,,,,,,,,,
670,606,33,34,,,,,,,,,,
671,607,43,30,,,,,,,,,,
672,608,56,36,,,,,,,,,,
673,609,49,27,,,,,,,,,,
674,610,59,38,,,,,,,,,,
675,611,31,36,,,,,,,,,,
676,612,36,29,,,,,,,,,,
677,613,46,36,,,,,,,,,,
678,614,38,29,,,,,,,,,,
679,615,62,35,,,,,,,,,,
680,616,41,25,,,,,,,,,,
681,617,38,28,,,,,,,,,,
682,618,53,38,,,,,,,,,,
683,619,33,30,,,,,,,,,,
684,620,35,29,,,,,,,,,,
685,621,46,36,,,,,,,,,,
686,622,47,27,,,,,,,,,,
687,623,54,26,,,,,,,,,,
688,624,63,34,,,,,,,,,,
689,625,35,32,,,,,,,,,,
690,626,55,26,,,,,,,,,,
691,627,50,26,,,,,,,,,,
692,628,56,33,,,,,,,,,,
693,629,52,27,,,,,,,,,,
694,630,39,31,,,,,,,,,,
695,631,51,31,,,,,,,,,,
696,632,59,36,,,,,,,,,,
697,633,61,25,,,,,,,,,,
698,634,43,27,,,,,,,,,,
699,635,54,36,,,,,,,,,,
700,636,53,28,,,,,,,,,,
701,637,63,32,,,,,,,,,,
702,638,44,29,,,,,,,,,,
703,639,37,25,,,,,,,,,,
704,640,49,30,,,,,,,,,,
705,641,59,32,,,,,,,,,,
706,642,33,30,,,,,,,,,,
707,643,63,28,,,,,,,,,,
708,644,44,27,,,,,,,,,,
709,645,44,26,,,,,,,,,,
710,646,39,38,,,,,,,,,,
711,647,32,35,,,,,,,,,,
712,648,53,25,,,,,,,,,,
713,649,61,35,,,,,,,,,,
714,650,37,34,,,,,,,,,,
715,651,53,36,,,,,,,,,,
716,652,63,30,,,,,,,,,,
717,653,58,32,,,,,,,,,,
718,654,32,26,,,,,,,,,,
719,655,52,32,,,,,,,,,,
720,656,41,33,,,,,,,,,,
721,657,50,37,,,,,,,,,,
722,658,49,26,,,,,,,,,,
723,659,41,31,,,,,,,,,,
724,660,57,33,,,,,,,,,,
725,661,51,28,,,,,,,,,,
726,662,54,33,,,,,,,,,,
727,663,46,35,,,,,,,,,,
728,664,33,28,,,,,,,,,,
729,665,57,31,,,,,,,,,,
730,666,41,32,,,,,,,,,,
731,667,57,38,,,,,,,,,,
732,668,52,25,,,,,,,,,,
733,669,49,35,,,,,,,,,,
734,670,49,31,,,,,,,,,,
735,671,35,29,,,,,,,,,,
736,672,47,37,,,,,,,,,,
737,673,54,34,,,,,,,,,,
738,674,40,27,,,,,,,,,,
739,675,35,33,,,,,,,,,,
740,676,51,32,,,,,,,,,,
741,677,60,33,,,,,,,,,,
742,678,29,31,,,,,,,,,,
743,679,31,29,,,,,,,,,,
744,680,59,26,,,,,,,,,,
745,681,43,36,,,,,,,,,,
746,682,39,28,,,,,,,,,,
747,683,34,36,,,,,,,,,,
748,684,56,34,,,,,,,,,,
749,685,37,32,,,,,,,,,,
750,686,46,33,,,,,,,,,,
751,687,58,30,,,,,,,,,,
