,n,6,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
365,310,55,52,,,,,,,
366,311,29,44,,,,,,,
367,312,59,48,,,,,,,
368,313,59,36,,,,,,,
369,314,55,39,,,,,,,
370,315,50,39,,,,,,,
371,316,56,47,,,,,,,
372,317,64,39,,,,,,,
373,318,60,53,,,,,,,
374,319,65,39,,,,,,,
375,320,42,42,,,,,,,
376,321,55,36,,,,,,,
377,322,31,49,,,,,,,
378,323,57,50,,,,,,,
379,324,33,42,,,,,,,
380,325,28,36,,,,,,,
381,326,59,49,,,,,,,
382,327,62,52,,,,,,,
383,328,28,48,,,,,,,
384,329,30,42,,,,,,,
385,330,64,53,,,,,,,
386,331,65,35,,,,,,,
387,332,67,37,,,,,,,
388,333,65,46,,,,,,,
389,334,51,37,,,,,,,
390,335,63,40,,,,,,,
391,336,48,40,,,,,,,
392,337,65,41,,,,,,,
393,338,31,55,,,,,,,
394,339,43,36,,,,,,,
395,340,62,35,,,,,,,
396,341,66,41,,,,,,,
397,342,37,44,,,,,,,
398,343,46,34,,,,,,,
399,344,56,37,,,,,,,
400,345,38,37,,,,,,,
401,346,58,47,,,,,,,
402,347,40,45,,,,,,,
403,348,44,48,,,,,,,
404,349,32,55,,,,,,,
405,350,57,38,,,,,,,
406,351,32,56,,,,,,,
407,352,47,50,,,,,,,
408,353,52,45,,,,,,,
409,354,57,46,,,,,,,
410,355,55,35,,,,,,,
411,356,38,56,,,,,,,
412,357,48,52,,,,,,,
413,358,64,48,,,,,,,
414,359,61,46,,,,,,,
415,360,54,55,,,,,,,
416,361,61,44,,,,,,,
417,362,63,50,,,,,,,
418,363,48,55,,,,,,,
419,364,66,44,,,,,,,
420,365,64,45,,,,,,,
421,366,60,44,,,,,,,
422,367,43,49,,,,,,,
423,368,66,56,,,,,,,
424,369,61,45,,,,,,,
425,370,60,56,,,,,,,
426,371,39,38,,,,,,,
427,372,45,37,,,,,,,
428,373,64,52,,,,,,,
429,374,30,45,,,,,,,
430,375,51,52,,,,,,,
431,376,59,46,,,,,,,
432,377,39,52,,,,,,,
433,378,41,49,,,,,,,
434,379,31,51,,,,,,,
435,380,36,49,,,,,,,
436,381,49,40,,,,,,,
437,382,53,38,,,,,,,
438,383,39,52,,,,,,,
439,384,51,53,,,,,,,
440,385,62,55,,,,,,,
441,386,59,41,,,,,,,
442,387,57,50,,,,,,,
443,388,52,49,,,,,,,
444,389,28,50,,,,,,,
445,390,59,50,,,,,,,
446,391,62,44,,,,,,,
447,392,63,36,,,,,,,
448,393,55,39,,,,,,,
449,394,34,47,,,,,,,
450,395,41,41,,,,,,,
451,396,63,35,,,,,,,
452,397,39,37,,,,,,,
453,398,45,34,,,,,,,
454,399,49,39,,,,,,,
455,400,63,36,,,,,,,
456,401,36,39,,,,,,,
457,402,53,49,,,,,,,
458,403,28,44,,,,,,,
459,404,60,47,,,,,,,
460,405,35,49,,,,,,,
461,406,53,42,,,,,,,
462,407,66,45,,,,,,,
463,408,60,35,,,,,,,
464,409,43,46,,,,,,,
465,410,48,34,,,,,,,
466,411,54,34,,,,,,,
467,412,47,46,,,,,,,
468,413,29,50,,,,,,,
469,414,30,48,,,,,,,
470,415,38,47,,,,,,,
471,416,33,51,,,,,,,
472,417,61,49,,,,,,,
473,418,48,48,,,,,,,
474,419,61,39,,,,,,,
475,420,31,39,,,,,,,
476,421,46,47,,,,,,,
477,422,43,49,,,,,,,
478,423,54,45,,,,,,,
479,424,32,52,,,,,,,
480,425,40,42,,,,,,,
481,426,53,56,,,,,,,
482,427,56,54,,,,,,,
483,428,46,38,,,,,,,
484,429,57,35,,,,,,,
485,430,52,41,,,,,,,
486,431,44,38,,,,,,,
487,432,40,47,,,,,,,
488,433,49,53,,,,,,,
489,434,49,40,,,,,,,
490,435,66,38,,,,,,,
491,436,36,38,,,,,,,
492,437,45,40,,,,,,,
493,438,50,35,,,,,,,
494,439,53,53,,,,,,,
495,440,63,46,,,,,,,
496,441,51,39,,,,,,,
497,442,40,54,,,,,,,
498,443,66,37,,,,,,,
499,444,30,56,,,,,,,
500,445,37,41,,,,,,,
501,446,62,51,,,,,,,
502,447,52,51,,,,,,,
503,448,61,40,,,,,,,
504,449,39,52,,,,,,,
505,450,32,52,,,,,,,
506,451,67,52,,,,,,,
507,452,60,36,,,,,,,
508,453,34,44,,,,,,,
509,454,50,43,,,,,,,
510,455,40,42,,,,,,,
511,456,50,55,,,,,,,
512,457,35,35,,,,,,,
513,458,57,37,,,,,,,
514,459,63,43,,,,,,,
515,460,52,43,,,,,,,
516,461,59,47,,,,,,,
517,462,30,49,,,,,,,
518,463,41,44,,,,,,,
519,464,50,49,,,,,,,
520,465,45,40,,,,,,,
521,466,59,53,,,,,,,
522,467,56,36,,,,,,,
523,468,50,51,,,,,,,
524,469,45,38,,,,,,,
525,470,56,45,,,,,,,
526,471,51,48,,,,,,,
527,472,54,53,,,,,,,
528,473,58,55,,,,,,,
529,474,50,46,,,,,,,
530,475,29,49,,,,,,,
531,476,43,53,,,,,,,
532,477,34,50,,,,,,,
533,478,67,43,,,,,,,
534,479,58,37,,,,,,,
535,480,58,50,,,,,,,
536,481,63,54,,,,,,,
537,482,67,34,,,,,,,
538,483,51,50,,,,,,,
539,484,35,36,,,,,,,
540,485,48,55,,,,,,,
541,486,56,49,,,,,,,
542,487,55,36,,,,,,,
543,488,60,37,,,,,,,
544,489,64,38,,,,,,,
545,490,63,42,,,,,,,
546,491,64,35,,,,,,,
547,492,53,51,,,,,,,
548,493,65,55,,,,,,,
549,494,55,34,,,,,,,
550,495,31,37,,,,,,,
551,496,28,40,,,,,,,
552,497,45,34,,,,,,,
553,498,53,50,,,,,,,
554,499,53,49,,,,,,,
555,500,38,34,,,,,,,
556,501,58,44,,,,,,,
557,502,28,36,,,,,,,
558,503,67,49,,,,,,,
559,504,34,35,,,,,,,
560,505,63,53,,,,,,,
561,506,47,46,,,,,,,
562,507,38,43,,,,,,,
563,508,60,53,,,,,,,
564,509,37,39,,,,,,,
565,510,31,49,,,,,,,
566,511,29,38,,,,,,,
567,512,28,42,,,,,,,
568,513,65,43,,,,,,,
569,514,38,49,,,,,,,
570,515,46,36,,,,,,,
571,516,48,39,,,,,,,
572,517,66,53,,,,,,,
573,518,52,44,,,,,,,
574,519,29,46,,,,,,,
575,520,59,39,,,,,,,
576,521,59,48,,,,,,,
577,522,32,39,,,,,,,
578,523,54,45,,,,,,,
579,524,28,34,,,,,,,
580,525,36,52,,,,,,,
581,526,47,43,,,,,,,
582,527,51,47,,,,,,,
583,528,28,46,,,,,,,
584,529,46,48,,,,,,,
585,530,34,46,,,,,,,
586,531,45,44,,,,,,,
587,532,51,52,,,,,,,
588,533,40,39,,,,,,,
589,534,51,43,,,,,,,
590,535,58,42,,,,,,,
591,536,59,49,,,,,,,
592,537,45,53,,,,,,,
593,538,63,43,,,,,,,
594,539,31,51,,,,,,,
595,540,56,44,,,,,,,
596,541,44,39,,,,,,,
597,542,46,49,,,,,,,
598,543,52,36,,,,,,,
599,544,55,42,,,,,,,
600,545,61,35,,,,,,,
601,546,67,43,,,,,,,
602,547,43,38,,,,,,,
603,548,59,40,,,,,,,
604,549,29,41,,,,,,,
605,550,65,43,,,,,,,
606,551,64,47,,,,,,,
607,552,38,53,,,,,,,
608,553,28,52,,,,,,,
609,554,67,50,,,,,,,
610,555,56,47,,,,,,,
611,556,46,50,,,,,,,
612,557,64,50,,,,,,,
613,558,33,39,,,,,,,
614,559,28,55,,,,,,,
615,560,34,39,,,,,,,
616,561,50,38,,,,,,,
617,562,50,50,,,,,,,
618,563,42,42,,,,,,,
619,564,40,39,,,,,,,
620,565,30,47,,,,,,,
621,566,43,51,,,,,,,
622,567,60,40,,,,,,,
623,568,49,53,,,,,,,
624,569,66,48,,,,,,,
625,570,53,53,,,,,,,
626,571,32,55,,,,,,,
627,572,53,39,,,,,,,
628,573,51,40,,,,,,,
629,574,48,49,,,,,,,
630,575,31,46,,,,,,,
631,576,40,36,,,,,,,
632,577,33,50,,,,,,,
633,578,62,49,,,,,,,
634,579,28,46,,,,,,,
635,580,47,48,,,,,,,
636,581,46,51,,,,,,,
637,582,55,37,,,,,,,
638,583,36,50,,,,,,,
639,584,63,48,,,,,,,
640,585,34,41,,,,,,,
641,586,38,42,,,,,,,
642,587,39,41,,,,,,,
643,588,32,48,,,,,,,
644,589,50,41,,,,,,,
645,590,33,35,,,,,,,
646,591,62,48,,,,,,,
647,592,34,45,,,,,,,
648,593,38,40,,,,,,,
649,594,52,36,,,,,,,
650,595,44,53,,,,,,,
651,596,60,43,,,,,,,
652,597,32,56,,,,,,,
653,598,42,42,,,,,,,
654,599,38,45,,,,,,,
655,600,29,54,,,,,,,
656,601,43,54,,,,,,,
657,602,48,51,,,,,,,
658,603,39,55,,,,,,,
659,604,59,52,,,,,,,
660,605,51,40,,,,,,,
661,606,33,50,,,,,,,
662,607,44,43,,,,,,,
663,608,59,53,,,,,,,
664,609,51,38,,,,,,,
665,610,62,55,,,,,,,
666,611,31,52,,,,,,,
667,612,36,41,,,,,,,
668,613,47,53,,,,,,,
669,614,38,41,,,,,,,
670,615,66,51,,,,,,,
671,616,41,35,,,,,,,
672,617,39,39,,,,,,,
673,618,55,56,,,,,,,
674,619,33,42,,,,,,,
675,620,35,42,,,,,,,
676,621,47,52,,,,,,,
677,622,49,37,,,,,,,
678,623,56,36,,,,,,,
679,624,67,50,,,,,,,
680,625,35,46,,,,,,,
681,626,58,35,,,,,,,
682,627,53,36,,,,,,,
683,628,59,47,,,,,,,
684,629,54,38,,,,,,,
685,630,39,44,,,,,,,
686,631,54,45,,,,,,,
687,632,62,52,,,,,,,
688,633,64,35,,,,,,,
689,634,44,38,,,,,,,
690,635,57,52,,,,,,,
691,636,55,39,,,,,,,
692,637,67,45,,,,,,,
693,638,45,40,,,,,,,
694,639,38,35,,,,,,,
695,640,51,42,,,,,,,
696,641,62,46,,,,,,,
697,642,32,43,,,,,,,
698,643,67,40,,,,,,,
699,644,45,38,,,,,,,
700,645,45,36,,,,,,,
701,646,40,55,,,,,,,
702,647,31,51,,,,,,,
703,648,56,34,,,,,,,
704,649,65,50,,,,,,,
705,650,37,49,,,,,,,
706,651,56,52,,,,,,,
707,652,67,42,,,,,,,
708,653,61,46,,,,,,,
709,654,31,36,,,,,,,
710,655,54,45,,,,,,,
711,656,41,48,,,,,,,
712,657,52,55,,,,,,,
713,658,50,36,,,,,,,
714,659,42,43,,,,,,,
715,660,60,48,,,,,,,
716,661,53,39,,,,,,,
717,662,57,48,,,,,,,
718,663,48,51,,,,,,,
719,664,33,39,,,,,,,
720,665,60,44,,,,,,,
721,666,41,46,,,,,,,
722,667,60,55,,,,,,,
723,668,54,35,,,,,,,
724,669,51,50,,,,,,,
725,670,51,44,,,,,,,
726,671,35,41,,,,,,,
727,672,48,55,,,,,,,
728,673,57,50,,,,,,,
729,674,41,38,,,,,,,
730,675,35,48,,,,,,,
731,676,53,45,,,,,,,
732,677,63,47,,,,,,,
733,678,28,44,,,,,,,
734,679,30,41,,,,,,,
735,680,63,35,,,,,,,
736,681,44,53,,,,,,,
737,682,39,39,,,,,,,
738,683,34,52,,,,,,,
739,684,59,49,,,,,,,
740,685,37,45,,,,,,,
741,686,48,48,,,,,,,
742,687,61,42,,,,,,,
743,688,46,40,,,,,,,
744,689,56,52,,,,,,,
745,690,63,52,,,,,,,
746,691,44,55,,,,,,,
747,692,29,38,,,,,,,
748,693,59,53,,,,,,,
749,694,53,39,,,,,,,
750,695,64,38,,,,,,,
751,696,67,39,,,,,,,
752,697,62,45,,,,,,,
753,698,29,41,,,,,,,
754,699,29,40,,,,,,,
755,700,58,55,,,,,,,
756,701,64,49,,,,,,,
757,702,65,49,,,,,,,
758,703,31,34,,,,,,,
759,704,54,45,,,,,,,
760,705,33,50,,,,,,,
761,706,57,40,,,,,,,
762,707,45,35,,,,,,,
763,708,54,44,,,,,,,
764,709,60,35,,,,,,,
765,710,45,41,,,,,,,
766,711,34,46,,,,,,,
767,712,57,35,,,,,,,
768,713,49,40,,,,,,,
769,714,58,41,,,,,,,
770,715,42,36,,,,,,,
771,716,38,43,,,,,,,
772,717,29,56,,,,,,,
773,718,63,50,,,,,,,
774,719,29,42,,,,,,,
775,720,32,51,,,,,,,
776,721,34,37,,,,,,,
777,722,31,38,,,,,,,
778,723,46,50,,,,,,,
779,724,59,51,,,,,,,
780,725,61,46,,,,,,,
781,726,49,55,,,,,,,
782,727,62,43,,,,,,,
783,728,58,42,,,,,,,
784,729,65,54,,,,,,,
785,730,33,52,,,,,,,
786,731,38,41,,,,,,,
787,732,34,34,,,,,,,
788,733,46,41,,,,,,,
789,734,36,45,,,,,,,
790,735,35,55,,,,,,,
791,736,45,43,,,,,,,
792,737,67,49,,,,,,,
793,738,34,34,,,,,,,
794,739,46,46,,,,,,,
795,740,51,52,,,,,,,
796,741,47,56,,,,,,,
797,742,47,52,,,,,,,
798,743,51,41,,,,,,,
799,744,50,48,,,,,,,
800,745,35,46,,,,,,,
801,746,59,37,,,,,,,
802,747,37,40,,,,,,,
803,748,48,52,,,,,,,
804,749,67,35,,,,,,,
805,750,57,36,,,,,,,
806,751,48,41,,,,,,,
807,752,51,54,,,,,,,
808,753,33,36,,,,,,,
809,754,66,38,,,,,,,
810,755,38,51,,,,,,,
811,756,63,43,,,,,,,
812,757,39,41,,,,,,,
813,758,41,40,,,,,,,
814,759,62,42,,,,,,,
815,760,44,37,,,,,,,
816,761,58,47,,,,,,,
817,762,39,48,,,,,,,
818,763,33,40,,,,,,,
819,764,36,50,,,,,,,
820,765,34,42,,,,,,,
821,766,30,42,,,,,,,
822,767,59,44,,,,,,,
823,768,39,37,,,,,,,
824,769,43,47,,,,,,,
825,770,54,45,,,,,,,
826,771,41,42,,,,,,,
827,772,42,44,,,,,,,
828,773,54,42,,,,,,,
829,774,62,54,,,,,,,
830,775,65,39,,,,,,,
831,776,66,47,,,,,,,
832,777,54,47,,,,,,,
833,778,42,55,,,,,,,
834,779,29,56,,,,,,,
835,780,58,53,,,,,,,
836,781,63,40,,,,,,,
837,782,29,54,,,,,,,
838,783,55,45,,,,,,,
839,784,52,52,,,,,,,
840,785,29,37,,,,,,,
841,786,63,40,,,,,,,
842,787,56,55,,,,,,,
843,788,60,43,,,,,,,
844,789,36,52,,,,,,,
845,790,67,51,,,,,,,
846,791,45,41,,,,,,,
847,792,58,55,,,,,,,
848,793,43,44,,,,,,,
849,794,57,38,,,,,,,
850,795,32,42,,,,,,,
851,796,33,43,,,,,,,
852,797,60,52,,,,,,,
853,798,52,35,,,,,,,
854,799,41,44,,,,,,,
855,800,58,37,,,,,,,
856,801,59,34,,,,,,,
857,802,61,51,,,,,,,
858,803,42,49,,,,,,,
859,804,63,51,,,,,,,
860,805,60,56,,,,,,,
861,806,55,38,,,,,,,
862,807,67,34,,,,,,,
863,808,44,47,,,,,,,
864,809,48,36,,,,,,,
865,810,48,39,,,,,,,
866,811,58,43,,,,,,,
867,812,57,49,,,,,,,
868,813,29,44,,,,,,,
869,814,47,54,,,,,,,
870,815,39,50,,,,,,,
871,816,30,51,,,,,,,
872,817,30,53,,,,,,,
873,818,67,43,,,,,,,
874,819,46,56,,,,,,,
875,820,50,50,,,,,,,
876,821,49,56,,,,,,,
877,822,43,37,,,,,,,
878,823,55,55,,,,,,,
879,824,46,52,,,,,,,
880,825,44,35,,,,,,,
881,826,50,39,,,,,,,
882,827,66,46,,,,,,,
883,828,43,42,,,,,,,
884,829,40,38,,,,,,,
885,830,57,55,,,,,,,
886,831,36,34,,,,,,,
887,832,45,35,,,,,,,
888,833,64,55,,,,,,,
889,834,33,37,,,,,,,
890,835,29,56,,,,,,,
891,836,31,46,,,,,,,
892,837,50,52,,,,,,,
893,838,55,51,,,,,,,
894,839,28,47,,,,,,,
895,840,67,36,,,,,,,
896,841,67,49,,,,,,,
897,842,46,39,,,,,,,
898,843,35,53,,,,,,,
899,844,60,46,,,,,,,
900,845,45,48,,,,,,,
901,846,32,40,,,,,,,
902,847,38,48,,,,,,,
903,848,48,46,,,,,,,
904,849,50,41,,,,,,,
905,850,37,51,,,,,,,
906,851,59,41,,,,,,,
907,852,58,43,,,,,,,
908,853,65,34,,,,,,,
909,854,54,37,,,,,,,
