,n,4,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
367,322,28,34,,,,,,,
368,323,32,34,,,,,,,
369,324,28,33,,,,,,,
370,325,28,33,,,,,,,
371,326,32,34,,,,,,,
372,327,33,34,,,,,,,
373,328,28,34,,,,,,,
374,329,28,33,,,,,,,
375,330,33,34,,,,,,,
376,331,33,33,,,,,,,
377,332,33,33,,,,,,,
378,333,33,34,,,,,,,
379,334,31,33,,,,,,,
380,335,33,33,,,,,,,
381,336,31,33,,,,,,,
382,337,33,33,,,,,,,
383,338,28,34,,,,,,,
384,339,30,33,,,,,,,
385,340,33,33,,,,,,,
386,341,33,33,,,,,,,
387,342,29,33,,,,,,,
388,343,30,33,,,,,,,
389,344,32,33,,,,,,,
390,345,29,33,,,,,,,
391,346,32,34,,,,,,,
392,347,29,33,,,,,,,
393,348,30,34,,,,,,,
394,349,28,34,,,,,,,
395,350,32,33,,,,,,,
396,351,28,34,,,,,,,
397,352,30,34,,,,,,,
398,353,31,34,,,,,,,
399,354,32,34,,,,,,,
400,355,32,33,,,,,,,
401,356,29,34,,,,,,,
402,357,31,34,,,,,,,
403,358,33,34,,,,,,,
404,359,32,34,,,,,,,
405,360,32,34,,,,,,,
406,361,33,33,,,,,,,
407,362,33,34,,,,,,,
408,363,31,34,,,,,,,
409,364,33,33,,,,,,,
410,365,33,33,,,,,,,
411,366,32,33,,,,,,,
412,367,30,34,,,,,,,
413,368,33,34,,,,,,,
414,369,33,33,,,,,,,
415,370,32,34,,,,,,,
416,371,29,33,,,,,,,
417,372,30,33,,,,,,,
418,373,33,34,,,,,,,
419,374,28,33,,,,,,,
420,375,31,34,,,,,,,
421,376,32,34,,,,,,,
422,377,29,34,,,,,,,
423,378,30,34,,,,,,,
424,379,28,34,,,,,,,
425,380,29,34,,,,,,,
426,381,31,33,,,,,,,
427,382,31,33,,,,,,,
428,383,29,34,,,,,,,
429,384,31,34,,,,,,,
430,385,33,34,,,,,,,
431,386,32,33,,,,,,,
432,387,32,34,,,,,,,
433,388,31,34,,,,,,,
434,389,28,34,,,,,,,
435,390,32,34,,,,,,,
436,391,33,33,,,,,,,
437,392,33,33,,,,,,,
438,393,32,33,,,,,,,
439,394,28,34,,,,,,,
440,395,30,33,,,,,,,
441,396,33,33,,,,,,,
442,397,29,33,,,,,,,
443,398,30,33,,,,,,,
444,399,31,33,,,,,,,
445,400,33,33,,,,,,,
446,401,29,33,,,,,,,
447,402,31,34,,,,,,,
448,403,28,33,,,,,,,
449,404,32,34,,,,,,,
450,405,29,34,,,,,,,
451,406,31,33,,,,,,,
452,407,33,33,,,,,,,
453,408,32,33,,,,,,,
454,409,30,34,,,,,,,
455,410,31,33,,,,,,,
456,411,31,33,,,,,,,
457,412,30,34,,,,,,,
458,413,28,34,,,,,,,
459,414,28,34,,,,,,,
460,415,29,34,,,,,,,
461,416,28,34,,,,,,,
462,417,33,34,,,,,,,
463,418,31,34,,,,,,,
464,419,33,33,,,,,,,
465,420,28,33,,,,,,,
466,421,30,34,,,,,,,
467,422,30,34,,,,,,,
468,423,31,34,,,,,,,
469,424,28,34,,,,,,,
470,425,29,33,,,,,,,
471,426,31,34,,,,,,,
472,427,32,34,,,,,,,
473,428,30,33,,,,,,,
474,429,32,33,,,,,,,
475,430,31,33,,,,,,,
476,431,30,33,,,,,,,
477,432,29,34,,,,,,,
478,433,31,34,,,,,,,
479,434,31,33,,,,,,,
480,435,33,33,,,,,,,
481,436,29,33,,,,,,,
482,437,30,33,,,,,,,
483,438,31,33,,,,,,,
484,439,31,34,,,,,,,
485,440,33,34,,,,,,,
486,441,31,33,,,,,,,
487,442,29,34,,,,,,,
488,443,33,33,,,,,,,
489,444,28,34,,,,,,,
490,445,29,33,,,,,,,
491,446,33,34,,,,,,,
492,447,31,34,,,,,,,
493,448,32,33,,,,,,,
494,449,29,34,,,,,,,
495,450,28,34,,,,,,,
496,451,33,34,,,,,,,
497,452,32,33,,,,,,,
498,453,29,33,,,,,,,
499,454,31,33,,,,,,,
500,455,29,33,,,,,,,
501,456,31,34,,,,,,,
502,457,29,33,,,,,,,
503,458,32,33,,,,,,,
504,459,33,33,,,,,,,
505,460,31,33,,,,,,,
506,461,32,34,,,,,,,
507,462,28,34,,,,,,,
508,463,29,33,,,,,,,
509,464,31,34,,,,,,,
510,465,30,33,,,,,,,
511,466,32,34,,,,,,,
512,467,32,33,,,,,,,
513,468,31,34,,,,,,,
514,469,30,33,,,,,,,
515,470,32,34,,,,,,,
516,471,31,34,,,,,,,
517,472,31,34,,,,,,,
518,473,32,34,,,,,,,
519,474,31,34,,,,,,,
520,475,28,34,,,,,,,
521,476,30,34,,,,,,,
522,477,28,34,,,,,,,
523,478,33,33,,,,,,,
524,479,32,33,,,,,,,
525,480,32,34,,,,,,,
526,481,33,34,,,,,,,
527,482,33,33,,,,,,,
528,483,31,34,,,,,,,
529,484,29,33,,,,,,,
530,485,31,34,,,,,,,
531,486,32,34,,,,,,,
532,487,32,33,,,,,,,
533,488,32,33,,,,,,,
534,489,33,33,,,,,,,
535,490,33,33,,,,,,,
536,491,33,33,,,,,,,
537,492,31,34,,,,,,,
538,493,33,34,,,,,,,
539,494,32,33,,,,,,,
540,495,28,33,,,,,,,
541,496,28,33,,,,,,,
542,497,30,33,,,,,,,
543,498,31,34,,,,,,,
544,499,31,34,,,,,,,
545,500,29,33,,,,,,,
546,501,32,33,,,,,,,
547,502,28,33,,,,,,,
548,503,33,34,,,,,,,
549,504,28,33,,,,,,,
550,505,33,34,,,,,,,
551,506,30,34,,,,,,,
552,507,29,33,,,,,,,
553,508,32,34,,,,,,,
554,509,29,33,,,,,,,
555,510,28,34,,,,,,,
556,511,28,33,,,,,,,
557,512,28,33,,,,,,,
558,513,33,33,,,,,,,
559,514,29,34,,,,,,,
560,515,30,33,,,,,,,
561,516,31,33,,,,,,,
562,517,33,34,,,,,,,
563,518,31,33,,,,,,,
564,519,28,34,,,,,,,
565,520,32,33,,,,,,,
566,521,32,34,,,,,,,
567,522,28,33,,,,,,,
568,523,31,33,,,,,,,
569,524,28,33,,,,,,,
570,525,29,34,,,,,,,
571,526,30,33,,,,,,,
572,527,31,34,,,,,,,
573,528,28,34,,,,,,,
574,529,30,34,,,,,,,
575,530,28,34,,,,,,,
576,531,30,33,,,,,,,
577,532,31,34,,,,,,,
578,533,29,33,,,,,,,
579,534,31,33,,,,,,,
580,535,32,33,,,,,,,
581,536,32,34,,,,,,,
582,537,30,34,,,,,,,
583,538,33,33,,,,,,,
584,539,28,34,,,,,,,
585,540,32,33,,,,,,,
586,541,30,33,,,,,,,
587,542,30,34,,,,,,,
588,543,31,33,,,,,,,
589,544,32,33,,,,,,,
590,545,33,33,,,,,,,
591,546,33,33,,,,,,,
592,547,30,33,,,,,,,
593,548,32,33,,,,,,,
594,549,28,33,,,,,,,
595,550,33,33,,,,,,,
596,551,33,34,,,,,,,
597,552,29,34,,,,,,,
598,553,28,34,,,,,,,
599,554,33,34,,,,,,,
600,555,32,34,,,,,,,
601,556,30,34,,,,,,,
602,557,33,34,,,,,,,
603,558,28,33,,,,,,,
604,559,28,34,,,,,,,
605,560,29,33,,,,,,,
606,561,31,33,,,,,,,
607,562,31,34,,,,,,,
608,563,30,33,,,,,,,
609,564,29,33,,,,,,,
610,565,28,34,,,,,,,
611,566,30,34,,,,,,,
612,567,32,33,,,,,,,
613,568,31,34,,,,,,,
614,569,33,34,,,,,,,
615,570,31,34,,,,,,,
616,571,28,34,,,,,,,
617,572,31,33,,,,,,,
618,573,31,33,,,,,,,
619,574,31,34,,,,,,,
620,575,28,34,,,,,,,
621,576,29,33,,,,,,,
622,577,28,34,,,,,,,
623,578,33,34,,,,,,,
624,579,28,34,,,,,,,
625,580,30,34,,,,,,,
626,581,30,34,,,,,,,
627,582,32,33,,,,,,,
628,583,29,34,,,,,,,
629,584,33,34,,,,,,,
630,585,28,33,,,,,,,
631,586,29,33,,,,,,,
632,587,29,33,,,,,,,
633,588,28,34,,,,,,,
634,589,31,33,,,,,,,
635,590,28,33,,,,,,,
636,591,33,34,,,,,,,
637,592,28,33,,,,,,,
638,593,29,33,,,,,,,
639,594,31,33,,,,,,,
640,595,30,34,,,,,,,
641,596,32,33,,,,,,,
642,597,28,34,,,,,,,
643,598,30,33,,,,,,,
644,599,29,34,,,,,,,
645,600,28,34,,,,,,,
646,601,30,34,,,,,,,
647,602,31,34,,,,,,,
648,603,29,34,,,,,,,
649,604,32,34,,,,,,,
650,605,31,33,,,,,,,
651,606,28,34,,,,,,,
652,607,30,33,,,,,,,
653,608,32,34,,,,,,,
654,609,31,33,,,,,,,
655,610,33,34,,,,,,,
656,611,28,34,,,,,,,
657,612,29,33,,,,,,,
658,613,30,34,,,,,,,
659,614,29,33,,,,,,,
660,615,33,34,,,,,,,
661,616,30,33,,,,,,,
662,617,29,33,,,,,,,
663,618,32,34,,,,,,,
664,619,28,33,,,,,,,
665,620,29,33,,,,,,,
666,621,30,34,,,,,,,
667,622,31,33,,,,,,,
668,623,32,33,,,,,,,
669,624,33,34,,,,,,,
670,625,29,34,,,,,,,
671,626,32,33,,,,,,,
672,627,31,33,,,,,,,
673,628,32,34,,,,,,,
674,629,32,33,,,,,,,
675,630,29,33,,,,,,,
676,631,31,33,,,,,,,
677,632,33,34,,,,,,,
678,633,33,33,,,,,,,
679,634,30,33,,,,,,,
680,635,32,34,,,,,,,
681,636,32,33,,,,,,,
682,637,33,34,,,,,,,
683,638,30,33,,,,,,,
684,639,29,33,,,,,,,
685,640,31,33,,,,,,,
686,641,33,34,,,,,,,
687,642,28,33,,,,,,,
688,643,33,33,,,,,,,
689,644,30,33,,,,,,,
690,645,30,33,,,,,,,
691,646,29,34,,,,,,,
692,647,28,34,,,,,,,
693,648,32,33,,,,,,,
694,649,33,34,,,,,,,
695,650,29,34,,,,,,,
696,651,32,34,,,,,,,
697,652,33,33,,,,,,,
698,653,33,34,,,,,,,
699,654,28,33,,,,,,,
700,655,31,34,,,,,,,
701,656,30,34,,,,,,,
702,657,31,34,,,,,,,
703,658,31,33,,,,,,,
704,659,30,33,,,,,,,
705,660,32,34,,,,,,,
706,661,31,33,,,,,,,
707,662,32,34,,,,,,,
708,663,31,34,,,,,,,
709,664,28,33,,,,,,,
710,665,32,33,,,,,,,
711,666,30,34,,,,,,,
712,667,32,34,,,,,,,
713,668,32,33,,,,,,,
714,669,31,34,,,,,,,
715,670,31,33,,,,,,,
716,671,29,33,,,,,,,
717,672,31,34,,,,,,,
718,673,32,34,,,,,,,
719,674,30,33,,,,,,,
720,675,29,34,,,,,,,
721,676,31,34,,,,,,,
722,677,33,34,,,,,,,
723,678,28,33,,,,,,,
724,679,28,33,,,,,,,
725,680,33,33,,,,,,,
726,681,30,34,,,,,,,
727,682,29,33,,,,,,,
728,683,29,34,,,,,,,
729,684,32,34,,,,,,,
730,685,29,34,,,,,,,
731,686,31,34,,,,,,,
732,687,33,33,,,,,,,
733,688,30,33,,,,,,,
734,689,32,34,,,,,,,
735,690,33,34,,,,,,,
736,691,30,34,,,,,,,
737,692,28,33,,,,,,,
738,693,32,34,,,,,,,
739,694,31,33,,,,,,,
740,695,33,33,,,,,,,
741,696,33,33,,,,,,,
742,697,33,34,,,,,,,
743,698,28,33,,,,,,,
744,699,28,33,,,,,,,
745,700,32,34,,,,,,,
746,701,33,34,,,,,,,
747,702,33,34,,,,,,,
748,703,28,33,,,,,,,
749,704,32,34,,,,,,,
750,705,28,34,,,,,,,
751,706,32,33,,,,,,,
752,707,30,33,,,,,,,
753,708,31,33,,,,,,,
754,709,32,33,,,,,,,
755,710,30,33,,,,,,,
756,711,28,34,,,,,,,
757,712,32,33,,,,,,,
758,713,31,33,,,,,,,
759,714,32,33,,,,,,,
760,715,30,33,,,,,,,
761,716,29,33,,,,,,,
762,717,28,34,,,,,,,
763,718,33,34,,,,,,,
764,719,28,33,,,,,,,
765,720,28,34,,,,,,,
766,721,28,33,,,,,,,
767,722,28,33,,,,,,,
768,723,30,34,,,,,,,
769,724,32,34,,,,,,,
770,725,33,34,,,,,,,
771,726,31,34,,,,,,,
772,727,33,33,,,,,,,
773,728,32,33,,,,,,,
774,729,33,34,,,,,,,
775,730,28,34,,,,,,,
776,731,29,33,,,,,,,
777,732,28,33,,,,,,,
778,733,30,33,,,,,,,
779,734,29,33,,,,,,,
780,735,29,34,,,,,,,
781,736,30,33,,,,,,,
782,737,33,34,,,,,,,
783,738,29,33,,,,,,,
784,739,30,34,,,,,,,
785,740,31,34,,,,,,,
786,741,30,34,,,,,,,
787,742,30,34,,,,,,,
788,743,31,33,,,,,,,
789,744,31,34,,,,,,,
790,745,29,34,,,,,,,
791,746,32,33,,,,,,,
792,747,29,33,,,,,,,
793,748,31,34,,,,,,,
794,749,33,33,,,,,,,
795,750,32,33,,,,,,,
796,751,31,33,,,,,,,
797,752,31,34,,,,,,,
798,753,28,33,,,,,,,
799,754,33,33,,,,,,,
800,755,29,34,,,,,,,
801,756,33,33,,,,,,,
802,757,29,33,,,,,,,
803,758,30,33,,,,,,,
804,759,33,33,,,,,,,
805,760,30,33,,,,,,,
806,761,32,34,,,,,,,
807,762,29,34,,,,,,,
808,763,28,33,,,,,,,
809,764,29,34,,,,,,,
810,765,28,33,,,,,,,
811,766,28,33,,,,,,,
812,767,32,33,,,,,,,
813,768,29,33,,,,,,,
814,769,30,34,,,,,,,
815,770,31,34,,,,,,,
816,771,30,33,,,,,,,
817,772,30,33,,,,,,,
818,773,31,33,,,,,,,
819,774,33,34,,,,,,,
820,775,33,33,,,,,,,
821,776,33,34,,,,,,,
822,777,31,34,,,,,,,
823,778,30,34,,,,,,,
824,779,28,34,,,,,,,
825,780,32,34,,,,,,,
826,781,33,33,,,,,,,
827,782,28,34,,,,,,,
828,783,32,33,,,,,,,
829,784,31,34,,,,,,,
830,785,28,33,,,,,,,
831,786,33,33,,,,,,,
832,787,32,34,,,,,,,
833,788,32,33,,,,,,,
834,789,29,34,,,,,,,
835,790,33,34,,,,,,,
836,791,30,33,,,,,,,
837,792,32,34,,,,,,,
838,793,30,33,,,,,,,
839,794,32,33,,,,,,,
840,795,28,33,,,,,,,
841,796,28,33,,,,,,,
842,797,32,34,,,,,,,
843,798,31,33,,,,,,,
844,799,29,33,,,,,,,
845,800,32,33,,,,,,,
846,801,32,33,,,,,,,
847,802,33,34,,,,,,,
848,803,30,34,,,,,,,
849,804,33,34,,,,,,,
850,805,32,34,,,,,,,
851,806,32,33,,,,,,,
852,807,33,33,,,,,,,
853,808,30,34,,,,,,,
854,809,31,33,,,,,,,
855,810,31,33,,,,,,,
856,811,32,33,,,,,,,
857,812,32,34,,,,,,,
858,813,28,33,,,,,,,
859,814,30,34,,,,,,,
860,815,29,34,,,,,,,
861,816,28,34,,,,,,,
862,817,28,34,,,,,,,
863,818,33,33,,,,,,,
864,819,30,34,,,,,,,
865,820,31,34,,,,,,,
866,821,31,34,,,,,,,
867,822,30,33,,,,,,,
868,823,32,34,,,,,,,
869,824,30,34,,,,,,,
870,825,30,33,,,,,,,
871,826,31,33,,,,,,,
872,827,33,34,,,,,,,
873,828,30,33,,,,,,,
874,829,29,33,,,,,,,
875,830,32,34,,,,,,,
876,831,29,33,,,,,,,
877,832,30,33,,,,,,,
878,833,33,34,,,,,,,
879,834,28,33,,,,,,,
880,835,28,34,,,,,,,
881,836,28,34,,,,,,,
882,837,31,34,,,,,,,
883,838,32,34,,,,,,,
884,839,28,34,,,,,,,
885,840,33,33,,,,,,,
886,841,33,34,,,,,,,
887,842,30,33,,,,,,,
888,843,29,34,,,,,,,
889,844,32,34,,,,,,,
890,845,30,34,,,,,,,
891,846,28,33,,,,,,,
892,847,29,34,,,,,,,
893,848,31,34,,,,,,,
894,849,31,33,,,,,,,
895,850,29,34,,,,,,,
896,851,32,33,,,,,,,
897,852,32,33,,,,,,,
898,853,33,33,,,,,,,
899,854,31,33,,,,,,,
900,855,32,34,,,,,,,
901,856,30,34,,,,,,,
902,857,29,34,,,,,,,
903,858,33,34,,,,,,,
904,859,31,33,,,,,,,
905,860,33,33,,,,,,,
906,861,28,34,,,,,,,
907,862,32,33,,,,,,,
908,863,33,34,,,,,,,
909,864,29,34,,,,,,,
910,865,29,33,,,,,,,
911,866,29,34,,,,,,,
